10,-5:-4, -6, -8, -20
5,-5:-4, -6, 6, -2, -4, 14
5,-5:-4, -6, 6, -2, -4, 16
5,-5:-4, -6, 6, -2, -4, 18
5,-5:-4, -6, 6, -2, 14, -4
10,-5:-4, -4, -8, -20, -2, 0
10,-5:-4, -4, -8, -20, 4, 2
10,-5:-4, -4, -8, -20, 4, 4
10,-5:-4, -4, -8, -20, 4, 6
10,-5:-4, -4, -8, -20, 6, 0
10,-5:-4, -4, -8, -20, 6, 10
10,-5:-4, -4, -8, -20, 8, 8
-4,-3:-4, 0, -8, -10, 4, 14
-4,-3:-4, 0, -8, 4, 14, -10
-4,-3:-4, 0, -8, 4, 14, -6
7,3:-4, 4, 4, 4, -14, 8
7,3:-4, 4, 4, 4, 8, -14
13,-2:6, -4, -4, -6, -8, -20
0,0:6, 6, -2, 12, 12, 16
-3,-10:-4, -6, -6, -4, -4, -4, 4
-3,-10:-4, -6, -6, -4, -4, -4, 6
-3,-10:-4, -6, -6, -4, -4, -4, 8
-3,-1:-4, -6, -6, 2, 8, 8, 8
12,-9:-4, -6, 0, -8, -12, -14, -26
5,-5:-4, -6, 6, -2, -4, 22, 16
5,-5:-4, -6, 6, -2, -4, 22, 18
5,-5:-4, -6, 6, -2, -4, 22, 20
10,-5:-4, -4, -8, -20, -4, 8, 6
10,-5:-4, -4, -8, -20, -2, 8, 8
10,-5:-4, -4, -8, -20, 2, 8, 8
10,-5:-4, -4, -8, -20, 4, -2, 0
10,-5:-4, -4, -8, -20, 4, -2, 2
10,-5:-4, -4, -8, -20, 4, -2, 4
10,-5:-4, -4, -8, -20, 8, 12, 0
10,-5:-4, -4, -8, -20, 10, 6, 2
10,-5:-4, -4, -8, -20, 10, 6, 4
10,-5:-4, -4, -8, -20, 10, 6, 6
7,0:-4, -4, -6, -2, -8, -30, -10
7,0:-4, -4, -6, -2, -8, -10, -30
2,-2:-4, 0, -12, 8, 8, 2, 16
2,-2:-4, 0, -12, 8, 8, 16, 2
-4,-3:-4, 0, -8, -10, 4, 10, 8
-4,-3:-4, 0, -8, -10, 4, 12, 12
-4,-3:-4, 0, -8, -10, 4, 12, 18
-4,-3:-4, 0, -8, 4, -4, 14, -12
-4,-3:-4, 0, -8, 4, -4, 14, -10
-4,-3:-4, 0, -8, 4, -4, 14, -8
-3,1:-4, 0, -8, 6, 10, 0, 10
1,1:-4, 0, 4, -4, 2, -10, -2
1,1:-4, 0, 4, -4, 2, -10, 4
-4,0:-4, 0, 6, 4, -6, -12, -2
-4,0:-4, 0, 6, 4, -6, -12, 0
-4,0:-4, 0, 6, 4, -6, -12, 2
2,-2:-4, 0, 8, 8, 2, 16, -12
2,-2:-4, 0, 8, 8, 2, 16, -10
2,-2:-4, 0, 8, 8, 2, 16, -8
4,-6:-4, 2, 6, 0, 14, -16, -16
4,-6:-4, 2, 6, 0, 14, -16, -14
4,-6:-4, 2, 6, 0, 14, -16, -12
4,-6:-4, 2, 6, 0, 14, -12, -14
4,-6:-4, 2, 6, 0, 14, -12, -12
12,-5:-4, 4, -10, -6, -14, -12, -8
19,-12:-4, 4, -4, -16, -16, -18, -20
1,7:6, 6, 2, 10, 6, 14, 14
-1,-1:6, 6, 8, 6, 12, 2, 6
10,-5:-4, -4, -8, -20, -2, 8, 4, 2
10,-5:-4, -4, -8, -20, -2, 8, 10, 0
10,-5:-4, -4, -8, -20, -2, 10, 2, 4
10,-5:-4, -4, -8, -20, -2, 10, 2, 6
10,-5:-4, -4, -8, -20, -2, 10, 2, 8
10,-5:-4, -4, -8, -20, -2, 10, 12, 6
10,-5:-4, -4, -8, -20, 2, 8, 6, 0
10,-5:-4, -4, -8, -20, 2, 8, 6, 10
10,-5:-4, -4, -8, -20, 2, 12, -2, 14
10,-5:-4, -4, -8, -20, 2, 12, 14, -2
10,-5:-4, -4, -8, -20, 4, -2, 8, 2
10,-5:-4, -4, -8, -20, 4, -2, 8, 4
10,-5:-4, -4, -8, -20, 4, -2, 8, 6
10,-5:-4, -4, -8, -20, 6, 6, 2, 10
10,-5:-4, -4, -8, -20, 6, 12, -16, 0
10,-5:-4, -4, -8, -20, 6, 12, -16, 8
10,-5:-4, -4, -8, -20, 6, 12, 0, -16
10,-5:-4, -4, -8, -20, 6, 12, 0, -8
10,-5:-4, -4, -8, -20, 8, 0, 8, 0
10,-5:-4, -4, -8, -20, 8, 4, 8, 0
10,-5:-4, -4, -8, -20, 8, 6, 10, 12
10,-5:-4, -4, -8, -20, 8, 6, 12, -4
10,-5:-4, -4, -8, -20, 10, 6, -2, 0
10,-5:-4, -4, -8, -20, 10, 6, -2, 2
10,-5:-4, -4, -8, -20, 10, 6, -2, 4
7,0:-4, -4, -6, -2, -8, -30, -16, -18
7,0:-4, -4, -6, -2, -8, -30, -14, -12
7,0:-4, -4, -6, -2, -8, -30, -14, -10
7,0:-4, -4, -6, -2, -8, -30, -8, -12
7,0:-4, -4, -6, -2, -8, -28, -10, -26
7,0:-4, -4, -6, -2, -8, -28, -10, -24
7,0:-4, -4, -6, -2, -8, -26, -16, -16
7,0:-4, -4, -6, -2, -8, -26, -10, -32
8,-5:-4, -4, -4, 10, 14, -4, -2, -2
10,-5:-4, -4, -2, 8, -2, -8, -20, 2
10,-5:-4, -4, -2, 8, -2, -8, -20, 4
10,-5:-4, -4, -2, 8, -2, -8, -20, 6
18,9:-4, -4, -2, 8, -2, 0, 6, -6
14,7:-4, -4, 6, 6, 2, 0, -12, 2
6,14:-4, 0, -16, 0, 10, 8, 0, 14
3,2:-4, 0, -16, 2, 6, 8, 8, -6
0,9:-4, 0, -12, -12, 0, -8, 0, -4
0,9:-4, 0, -12, -12, 0, -8, 0, -2
-5,1:-4, 0, -12, -12, 6, 8, 4, -2
16,-20:-4, 0, -12, 0, -6, 0, -26, -12
16,-20:-4, 0, -12, 0, -6, 0, -26, -10
16,-20:-4, 0, -12, 0, -6, 0, -12, -26
16,-20:-4, 0, -12, 0, -6, 0, -8, -26
2,-2:-4, 0, -12, 8, 8, 2, 12, 14
2,-2:-4, 0, -12, 8, 8, 2, 12, 16
2,-2:-4, 0, -12, 8, 8, 2, 12, 18
2,-2:-4, 0, -12, 8, 8, 2, 14, 18
-3,-9:-4, 0, -12, 10, -4, 4, -8, -14
-3,-9:-4, 0, -12, 10, -4, 4, -8, -12
-3,-15:-4, 0, -12, 10, 6, -2, -14, -16
-3,-15:-4, 0, -12, 10, 6, -2, -14, -14
-3,-15:-4, 0, -12, 10, 6, -2, -14, -12
-4,-3:-4, 0, -8, -10, 4, 6, 8, 0
-4,-3:-4, 0, -8, -10, 4, 10, 0, -6
-4,-3:-4, 0, -8, -10, 4, 10, 0, -4
-4,-3:-4, 0, -8, -10, 4, 10, 0, -2
-4,-3:-4, 0, -8, -10, 4, 12, 14, 10
-4,-3:-4, 0, -8, -10, 4, 12, 14, 12
-4,-3:-4, 0, -8, -10, 4, 12, 14, 14
-4,-3:-4, 0, -8, -10, 4, 16, 16, 16
-4,-3:-4, 0, -8, -10, 4, 16, 16, 20
2,-10:-4, 0, -8, -4, -10, 10, -6, -18
2,-10:-4, 0, -8, -4, -10, 10, -6, -16
2,-10:-4, 0, -8, -4, -10, 10, -6, -14
1,-3:-4, 0, -8, -4, -2, 2, 6, -4
-4,-3:-4, 0, -8, 4, -4, -4, 14, -10
-4,-3:-4, 0, -8, 4, -4, -4, 14, -8
-4,-3:-4, 0, -8, 4, -4, -4, 14, -6
3,1:-4, 0, -8, 8, 6, -8, -8, 2
-5,3:-4, 0, -2, 4, 8, -2, 14, -8
1,1:-4, 0, 4, -4, 2, -12, 4, 10
-4,0:-4, 0, 6, 4, -6, -12, 6, 0
-4,0:-4, 0, 6, 4, -6, -12, 6, 2
-4,0:-4, 0, 6, 4, -6, -12, 6, 4
16,14:-4, 0, 8, -6, -12, -14, 4, 6
16,14:-4, 0, 8, -6, -12, -14, 6, 4
19,0:-4, 0, 8, -2, -2, -2, -14, 18
19,0:-4, 0, 8, -2, -2, -2, 18, -14
19,0:-4, 0, 8, -2, 22, -8, 0, -14
19,0:-4, 0, 8, -2, 22, 0, -14, -6
19,0:-4, 0, 8, -2, 22, 0, -14, -4
5,10:-4, 0, 8, 6, -2, -8, -12, 14
5,10:-4, 0, 8, 6, -2, -8, -10, -2
5,10:-4, 0, 8, 6, -2, -8, 14, -12
5,10:-4, 0, 8, 6, -2, -8, 14, -6
5,10:-4, 0, 8, 6, -2, -8, 14, -4
2,-2:-4, 0, 8, 8, 2, 16, -16, -14
2,-2:-4, 0, 8, 8, 2, 16, -16, -12
2,-2:-4, 0, 8, 8, 2, 16, -16, -10
8,-4:-4, 2, 2, -8, -14, 0, 0, 4
7,8:-4, 2, 6, -8, -4, -6, -2, -2
14,1:-4, 2, 6, -8, 2, 2, -20, -4
14,1:-4, 2, 6, -8, 2, 2, -4, -20
4,-6:-4, 2, 6, 0, 14, -16, -8, -14
4,-6:-4, 2, 6, 0, 14, -16, -8, -12
4,-6:-4, 2, 6, 0, 14, -16, -8, -10
4,-6:-4, 2, 6, 0, 14, -12, -16, -14
4,-6:-4, 2, 6, 0, 14, -12, -16, -12
4,-6:-4, 2, 6, 0, 14, -12, -16, -10
5,-1:-4, 2, 6, 2, -4, -8, -6, -4
7,-3:-4, 2, 6, 2, -2, -6, 0, 12
4,6:-4, 2, 6, 2, 6, 0, -4, 2
4,6:-4, 2, 6, 2, 6, 0, 2, -4
7,17:-4, 4, -10, -6, -14, -14, 6, 2
12,-5:-4, 4, -10, -6, -14, -12, -6, -4
12,-5:-4, 4, -10, -6, -14, -12, -6, 0
12,-5:-4, 4, -10, -6, -14, -12, -4, -2
12,-5:-4, 4, -10, -6, -14, -12, -4, 0
12,-5:-4, 4, -10, -6, -14, -12, -4, 2
11,-5:-4, 4, -10, 0, -14, -4, -20, -20
11,-5:-4, 4, -10, 0, -14, -4, -20, -18
12,-5:-4, 4, -10, 0, -6, -14, -12, -6
12,-5:-4, 4, -10, 0, -6, -14, -12, 4
5,-5:-4, 4, -8, 6, -2, -4, 14, -10
5,-5:-4, 4, -8, 6, -2, -4, 14, -8
19,-11:-4, 4, -4, -10, -18, -28, -24, -20
19,-11:-4, 4, -4, -10, -18, -28, -20, -24
20,1:-4, 4, -2, -14, 2, 4, 10, -10
20,1:-4, 4, -2, -14, 2, 14, 10, -10
9,1:-4, 4, -2, -14, 6, 2, 6, -2
10,-5:-4, 4, 4, -6, 4, -8, -20, 10
10,-5:-4, 4, 4, -6, 4, -8, -20, 20
10,-5:-4, 4, 4, 4, 6, -8, -20, 4
10,-5:-4, 4, 4, 4, 6, -8, -20, 14
4,-6:-4, 4, 4, 4, 14, -8, -4, -8
8,-2:-4, 4, 6, 6, -4, -16, -2, -2
8,-2:-4, 4, 6, 6, -4, -2, -2, -16
8,-2:6, -4, -4, -6, 6, -2, -4, 14
8,-2:6, -4, -4, -6, 6, -2, -4, 16
8,-2:6, -4, -4, -6, 6, -2, -4, 18
8,-2:6, -4, -4, -6, 6, -2, 14, -4
13,-2:6, -4, -4, -4, -8, -20, -2, 0
13,-2:6, -4, -4, -4, -8, -20, 4, 2
13,-2:6, -4, -4, -4, -8, -20, 4, 4
13,-2:6, -4, -4, -4, -8, -20, 4, 6
13,-2:6, -4, -4, -4, -8, -20, 6, 0
13,-2:6, -4, -4, -4, -8, -20, 6, 10
13,-2:6, -4, -4, -4, -8, -20, 8, 8
-1,0:6, -4, -4, 0, -8, -10, 4, 14
-1,0:6, -4, -4, 0, -8, 4, 14, -10
-1,0:6, -4, -4, 0, -8, 4, 14, -6
10,6:6, -4, -4, 4, 4, 4, -14, 8
10,6:6, -4, -4, 4, 4, 4, 8, -14
16,1:6, -4, 6, -4, -4, -6, -8, -20
3,3:6, -4, 6, 6, -2, 12, 12, 16
9,6:6, 6, -4, 0, 10, 6, 4, -8
0,9:6, 6, -2, -4, 10, 18, -8, 4
6,6:6, 6, -2, -4, 12, 12, 16, 0
1,7:6, 6, -2, 10, 0, 18, 8, 12
2,-4:6, 6, -2, 10, 18, 8, 0, 12
2,-4:6, 6, -2, 10, 18, 8, 4, 12
2,-4:6, 6, -2, 10, 18, 8, 4, 14
2,-4:6, 6, -2, 10, 18, 8, 4, 16
2,-4:6, 6, -2, 10, 18, 8, 12, 0
2,-4:6, 6, -2, 10, 18, 8, 12, 2
2,-4:6, 6, -2, 10, 18, 8, 12, 4
12,8:6, 6, 2, -6, -2, -4, 10, 14
15,-1:6, 6, 2, -6, 10, 10, -8, 8
15,-1:6, 6, 2, -6, 10, 10, -8, 12
15,-1:6, 6, 2, -6, 10, 10, 8, -8
6,10:6, 6, 2, -4, -2, 12, 14, 8
-6,2:6, 6, 2, -2, -4, 20, 10, 14
2,6:6, 6, 2, 10, 6, -4, -4, 2
1,7:6, 6, 2, 10, 6, 14, 18, 14
-1,5:6, 6, 6, 4, 8, 10, 4, 32
-1,5:6, 6, 6, 4, 8, 10, 32, 4
8,13:6, 6, 6, 10, 14, 2, 8, -12
8,13:6, 6, 6, 10, 14, 2, 8, -10
8,13:6, 6, 6, 10, 14, 2, 8, -8
16,9:6, 6, 16, -16, 4, 2, 0, -12
