16,-2:-4, -4, -8, 8, -8
6,14:-4, 4, 4, -6, 2
5,-4:-4, -6, 6, 10, 0, 6
5,-4:-4, -6, 6, 10, 0, 8
5,-4:-4, -6, 6, 10, 0, 10
5,-4:-4, -6, 6, 10, 6, 0
5,-4:-4, -6, 6, 10, 6, 2
13,2:-4, -4, -8, -10, -20, -8
13,2:-4, -4, -8, -10, -8, -20
16,-2:-4, -4, -8, -2, 8, -8
6,14:-4, 4, 4, -6, -14, -4
6,14:-4, 4, 4, -6, -14, 0
6,14:-4, 4, 4, -6, -4, -4
6,14:-4, 4, 4, -6, -4, -2
6,14:-4, 4, 4, -6, 0, -14
6,14:-4, 4, 4, -6, 0, -4
15,8:6, 6, -2, -2, 8, 0
-1,18:6, 6, 6, -6, 10, 10
5,-4:-4, -6, 6, 10, 0, 2, 4
5,-4:-4, -6, 6, 10, 0, 2, 6
5,-4:-4, -6, 6, 10, 0, 2, 8
5,-4:-4, -6, 6, 10, 6, 6, 0
5,-4:-4, -6, 6, 10, 6, 6, 2
5,-4:-4, -6, 6, 10, 6, 6, 4
5,-4:-4, -6, 6, 10, 12, 22, 12
5,-4:-4, -6, 6, 10, 12, 22, 14
5,-4:-4, -6, 6, 10, 12, 22, 16
10,-1:-4, 0, -12, -6, 8, 12, 0
6,14:-4, 4, 4, -6, -14, -2, 2
6,14:-4, 4, 4, -6, -14, 2, 2
6,14:-4, 4, 4, -6, -6, -14, -4
6,14:-4, 4, 4, -6, -4, -10, -4
6,14:-4, 4, 4, -6, -4, -8, -10
6,14:-4, 4, 4, -6, -4, -6, -6
6,14:-4, 4, 4, -6, -4, -6, -4
6,14:-4, 4, 4, -6, -4, -6, -2
6,14:-4, 4, 4, -6, -4, 0, -10
6,14:-4, 4, 4, -6, -4, 0, -4
6,14:-4, 4, 4, -6, -4, 0, -2
6,14:-4, 4, 4, 6, 6, -6, -2
19,1:6, -4, -4, -4, -8, 8, -8
9,17:6, -4, -4, 4, 4, -6, 2
15,8:6, 6, -2, -2, 8, 2, 6
15,8:6, 6, -2, -2, 8, 2, 16
15,8:6, 6, -2, -2, 8, 6, 4
15,8:6, 6, -2, -2, 8, 6, 6
15,8:6, 6, -2, -2, 8, 16, 2
15,8:6, 6, -2, -2, 8, 16, 6
-1,18:6, 6, 6, -6, 4, 10, 10
3,15:6, 6, 6, 10, 12, 10, 22
3,15:6, 6, 6, 10, 12, 22, 10
-3,7:6, 6, 8, -4, -8, -8, 0
-3,7:6, 6, 8, -4, -8, -8, 2
-3,7:6, 6, 8, -4, -8, 2, -8
-3,7:6, 6, 8, -4, -8, 2, -6
-3,7:6, 6, 8, -4, -8, 2, -4
23,4:-4, 2, 0, -8, -14, -14, -4, -8
23,4:-4, 2, 2, -8, -14, -14, -4, -12
7,14:-4, 2, 2, -8, -6, -18, -2, -2
6,14:-4, 4, 4, -6, -14, -2, -2, 0
6,14:-4, 4, 4, -6, -14, -2, -2, 2
6,14:-4, 4, 4, -6, -6, -16, -4, -10
6,14:-4, 4, 4, -6, -6, -16, -4, -8
6,14:-4, 4, 4, -6, -6, -16, -4, -6
6,14:-4, 4, 4, -6, -4, -10, -10, -10
6,14:-4, 4, 4, -6, -4, -10, -10, -8
6,14:-4, 4, 4, -6, -4, -10, -10, -6
6,14:-4, 4, 4, -6, -4, -10, -6, -8
6,14:-4, 4, 4, -6, -4, -10, -6, -6
6,14:-4, 4, 4, -6, -4, -10, -6, 0
6,14:-4, 4, 4, -6, -4, -10, 0, -2
6,14:-4, 4, 4, -6, -4, -8, -14, -8
6,14:-4, 4, 4, -6, -4, -8, -12, -16
6,14:-4, 4, 4, -6, -4, -8, -12, -14
6,14:-4, 4, 4, -6, -4, -6, 2, -4
6,14:-4, 4, 4, -6, -4, -6, 2, -2
6,14:-4, 4, 4, -6, -4, -6, 2, 0
6,14:-4, 4, 4, -6, -4, 0, 0, -6
6,14:-4, 4, 4, -6, -4, 0, 0, -4
6,14:-4, 4, 4, -6, -4, 0, 0, -2
6,14:-4, 4, 4, 6, -6, -14, 0, 2
6,14:-4, 4, 4, 6, -6, -2, -14, 16
6,14:-4, 4, 4, 6, -6, -2, -14, 18
6,14:-4, 4, 4, 6, -6, -2, 16, -14
6,14:-4, 4, 4, 6, -6, -2, 16, -6
6,14:-4, 4, 4, 6, 6, -6, -14, -2
8,-1:6, -4, -4, -6, 6, 10, 0, 6
8,-1:6, -4, -4, -6, 6, 10, 0, 8
8,-1:6, -4, -4, -6, 6, 10, 0, 10
8,-1:6, -4, -4, -6, 6, 10, 6, 0
8,-1:6, -4, -4, -6, 6, 10, 6, 2
16,5:6, -4, -4, -4, -8, -10, -20, -8
16,5:6, -4, -4, -4, -8, -10, -8, -20
19,1:6, -4, -4, -4, -8, -2, 8, -8
9,17:6, -4, -4, 4, 4, -6, -14, -4
9,17:6, -4, -4, 4, 4, -6, -14, 0
9,17:6, -4, -4, 4, 4, -6, -4, -4
9,17:6, -4, -4, 4, 4, -6, -4, -2
9,17:6, -4, -4, 4, 4, -6, 0, -14
9,17:6, -4, -4, 4, 4, -6, 0, -4
18,11:6, -4, 6, 6, -2, -2, 8, 0
2,21:6, -4, 6, 6, 6, -6, 10, 10
15,8:6, 6, -2, -4, -4, -2, 8, 4
15,8:6, 6, -2, -2, 8, 6, 2, 4
15,8:6, 6, -2, -2, 8, 6, 2, 6
15,8:6, 6, -2, -2, 8, 6, 2, 12
15,8:6, 6, -2, -2, 8, 6, 8, 4
15,8:6, 6, -2, -2, 8, 6, 8, 6
15,8:6, 6, -2, -2, 8, 6, 8, 8
15,8:6, 6, -2, -2, 8, 6, 10, 12
15,8:6, 6, -2, -2, 8, 6, 12, 6
15,8:6, 6, -2, -2, 8, 8, 16, 6
15,8:6, 6, -2, -2, 8, 16, 0, 0
15,8:6, 6, -2, -2, 8, 16, 4, 0
0,12:6, 6, 2, -6, 12, 8, -10, 2
-3,7:6, 6, 8, -4, -8, -10, -20, -14
-3,7:6, 6, 8, -4, -8, -10, -20, -12
-3,7:6, 6, 8, -4, -8, -10, -20, -10
-3,7:6, 6, 8, -4, -8, -8, -4, -2
-3,7:6, 6, 8, -4, -8, -8, -4, 0
-3,7:6, 6, 8, -4, -8, -8, -4, 2
-3,7:6, 6, 8, -4, -8, 0, 2, -6
-3,7:6, 6, 8, -4, -8, 0, 2, -4
-3,7:6, 6, 8, -4, -8, 0, 2, -2
30,4:-4, -14, -12, 14, -12, -12, -16, 0, -16
20,20:-4, -14, -12, 14, -12, -4, -4, -14, -6
10,6:-4, -14, -8, 10, 10, 10, 6, 22, 6
0,22:-4, -14, -8, 10, 10, 18, 18, 8, 16
6,13:-4, -14, -8, 20, 12, 12, 22, 16, 20
6,13:-4, -14, -8, 20, 12, 12, 22, 16, 30
6,13:-4, -14, -8, 20, 12, 12, 22, 20, 18
6,13:-4, -14, -8, 20, 12, 12, 22, 20, 20
6,13:-4, -14, -8, 20, 12, 12, 22, 30, 16
6,13:-4, -14, -8, 20, 12, 12, 22, 30, 20
-10,23:-4, -14, -8, 20, 20, 8, 18, 24, 24
-6,20:-4, -14, -8, 20, 20, 24, 26, 24, 36
-6,20:-4, -14, -8, 20, 20, 24, 26, 36, 24
-12,12:-4, -14, -8, 20, 22, 10, 6, 6, 14
-12,12:-4, -14, -8, 20, 22, 10, 6, 6, 16
-12,12:-4, -14, -8, 20, 22, 10, 6, 16, 6
-12,12:-4, -14, -8, 20, 22, 10, 6, 16, 8
-12,12:-4, -14, -8, 20, 22, 10, 6, 16, 10
0,22:-4, -14, 10, 10, 18, 18, 8, 16, -8
0,22:-4, -14, 10, 10, 18, 18, 8, 16, -6
0,22:-4, -14, 10, 10, 18, 18, 8, 16, -4
26,11:-4, -14, 14, -2, -10, -10, 0, -6, -2
26,11:-4, -14, 14, -2, -10, -10, 0, -6, 8
26,11:-4, -14, 14, -2, -10, -10, 0, -2, -4
26,11:-4, -14, 14, -2, -10, -10, 0, -2, -2
26,11:-4, -14, 14, -2, -10, -10, 0, 8, -6
26,11:-4, -14, 14, -2, -10, -10, 0, 8, -2
10,21:-4, -14, 14, -2, -2, -14, -4, 2, 2
14,18:-4, -14, 14, -2, -2, 2, 4, 2, 14
14,18:-4, -14, 14, -2, -2, 2, 4, 14, 2
8,10:-4, -14, 14, -2, 0, -12, -16, -16, -8
8,10:-4, -14, 14, -2, 0, -12, -16, -16, -6
8,10:-4, -14, 14, -2, 0, -12, -16, -6, -16
8,10:-4, -14, 14, -2, 0, -12, -16, -6, -14
8,10:-4, -14, 14, -2, 0, -12, -16, -6, -12
6,3:-4, -12, -14, -4, 2, 2, 2, 10, 0
2,8:-4, -12, -14, -4, 6, 8, 4, -4, 0
2,8:-4, -12, -14, -4, 6, 8, 4, 0, -4
7,3:-4, -12, -14, -4, 6, 8, 14, 8, 0
6,-2:-4, -12, -14, 0, -4, -4, -8, -8, 2
6,-2:-4, -12, -14, 0, -4, -4, -8, -2, 0
6,-2:-4, -12, -14, 0, -4, -4, -8, 0, -4
6,-2:-4, -12, -14, 0, -4, -4, -8, 0, -2
11,17:-4, -12, -14, 4, -6, 2, 2, -8, -8
-7,-1:-4, -12, -6, -16, -6, -10, -4, -4, 4
19,0:-4, -12, -4, -8, -6, -14, -14, -4, -12
3,10:-4, -12, -4, -8, -6, -6, -18, -2, -2
5,-4:-4, -12, -4, 2, 6, 10, 6, 2, -10
5,-4:-4, -12, -4, 2, 6, 10, 6, 2, 0
-9,4:-4, -12, -4, 6, -12, -10, -18, -16, 4
8,2:-4, -12, -4, 6, 2, 6, 6, 14, 10
8,2:-4, -12, -4, 6, 2, 6, 6, 14, 14
4,17:-4, -12, -4, 6, 2, 16, 14, -2, 0
4,17:-4, -12, -4, 6, 2, 16, 14, -2, 4
2,8:-4, -12, -4, 6, 8, 4, -4, 0, -14
2,8:-4, -12, -4, 6, 8, 4, -4, 0, -4
5,-4:-4, -12, 0, -8, 6, 10, 0, 6, -14
5,-4:-4, -12, 0, -8, 6, 10, 0, 6, -12
5,-4:-4, -12, 0, -8, 6, 10, 0, 6, -10
5,-4:-4, -12, 0, -4, 6, 10, 12, 18, 10
6,-7:-4, -12, 4, -6, -8, -2, -8, -14, -4
6,-7:-4, -12, 4, -6, -8, -2, -8, -14, 0
6,-7:-4, -12, 4, -6, -8, -2, -8, -4, -14
6,-7:-4, -12, 4, -6, -8, -2, -8, -4, -12
6,-7:-4, -12, 4, -6, -8, -2, -8, -4, -10
5,-4:-4, -12, 4, 4, 6, 10, 12, 18, 12
5,-4:-4, -12, 4, 4, 6, 10, 12, 18, 14
5,-4:-4, -12, 4, 4, 6, 10, 12, 18, 16
12,7:-4, -6, -14, -2, 8, 0, 0, 10, 2
-4,17:-4, -6, -14, -2, 8, 8, -4, 12, 12
24,-8:-4, -6, -8, -20, -20, -18, -22, -6, -22
14,8:-4, -6, -8, -20, -20, -10, -10, -20, -12
20,-11:-4, -6, -8, -16, -26, -26, -16, -24, -6
20,-11:-4, -6, -8, -16, -26, -26, -16, -24, 4
20,-11:-4, -6, -8, -16, -26, -26, -16, -6, -24
4,-1:-4, -6, -8, -16, -18, -30, -14, -6, -14
25,-5:-4, -6, -8, -6, -16, -32, -10, -20, -10
25,-5:-4, -6, -8, -6, -16, -32, -10, -20, -8
25,-5:-4, -6, -8, -6, -16, -32, -10, -10, -20
25,0:-4, -6, -8, -4, -14, -20, -20, -10, -14
10,7:-4, -6, -6, -14, -14, -2, -2, 6, 4
-5,6:-4, -6, -6, -4, -4, -2, -14, 2, 2
4,-5:-4, -6, -6, 2, 4, 8, 0, -8, -2
4,-5:-4, -6, -6, 2, 4, 8, 0, -8, 4
17,-5:-4, -6, -4, -6, -8, -8, -12, 4, -12
7,11:-4, -6, -4, -6, -8, 0, 0, -10, -2
7,-8:-4, -6, 0, -8, -12, 0, 4, -6, 0
7,-8:-4, -6, 0, -8, -12, 0, 4, -6, 2
7,-8:-4, -6, 0, -8, -12, 0, 4, -6, 4
7,-8:-4, -6, 0, -8, -12, 0, 4, 0, -6
7,-8:-4, -6, 0, -8, -12, 0, 4, 0, -4
15,-2:-4, -6, 0, -8, -10, -14, -16, -26, -14
15,-2:-4, -6, 0, -8, -10, -14, -16, -14, -26
18,-6:-4, -6, 0, -8, -10, -14, -8, 2, -14
8,10:-4, -6, 0, -8, -2, -2, -12, -20, -10
8,10:-4, -6, 0, -8, -2, -2, -12, -20, -6
8,10:-4, -6, 0, -8, -2, -2, -12, -10, -10
8,10:-4, -6, 0, -8, -2, -2, -12, -10, -8
8,10:-4, -6, 0, -8, -2, -2, -12, -6, -20
8,10:-4, -6, 0, -8, -2, -2, -12, -6, -10
-3,4:-4, -6, 6, -8, -12, -28, -18, -4, -12
-3,4:-4, -6, 6, -8, -12, -28, -18, -4, -2
-3,4:-4, -6, 6, -8, -12, -28, -16, -4, -26
-3,4:-4, -6, 6, -8, -12, -28, -16, -4, -24
-3,4:-4, -6, 6, -8, -12, -28, -16, -4, -22
-3,4:-4, -6, 6, -8, -12, -18, -20, -4, -28
-3,4:-4, -6, 6, -8, -12, -4, -24, -2, -16
-3,4:-4, -6, 6, -8, -12, -4, -24, -2, -14
-3,4:-4, -6, 6, -8, -12, -4, -24, -2, -12
-3,4:-4, -6, 6, -8, -12, -4, -20, -30, -8
-3,4:-4, -6, 6, -8, -12, -4, -20, -12, -26
-3,4:-4, -6, 6, -8, -12, -4, -20, -12, -24
-3,4:-4, -6, 6, -8, -12, -4, -20, -12, -22
-3,4:-4, -6, 6, -8, -12, -4, -20, -2, -22
-3,4:-4, -6, 6, -8, -12, -4, -12, -22, -26
-3,4:-4, -6, 6, -8, -12, -4, -8, -22, -20
-3,4:-4, -6, 6, -8, -12, -4, -8, -22, -18
-3,4:-4, -6, 6, -8, -12, -4, -8, -22, -12
-3,4:-4, -6, 6, -8, -12, -4, -8, -16, -20
-3,4:-4, -6, 6, -8, -12, -4, -8, -16, -18
-3,4:-4, -6, 6, -8, -12, -4, -8, -16, -16
-3,4:-4, -6, 6, -8, -12, -4, -8, -14, -12
-3,4:-4, -6, 6, -8, -12, -4, -8, -12, -18
4,-8:-4, -6, 6, 0, 8, 4, 4, 14, 2
-8,6:-4, -6, 6, 0, 8, 10, -2, 12, -2
5,-4:-4, -6, 6, 10, 0, 2, 12, 2, 4
5,-4:-4, -6, 6, 10, 0, 2, 12, 2, 6
5,-4:-4, -6, 6, 10, 0, 2, 12, 2, 8
5,-4:-4, -6, 6, 10, 0, 12, 2, 6, 10
5,-4:-4, -6, 6, 10, 0, 12, 2, 6, 20
5,-4:-4, -6, 6, 10, 0, 12, 4, 22, 8
5,-4:-4, -6, 6, 10, 0, 12, 4, 22, 12
5,-4:-4, -6, 6, 10, 0, 12, 14, 8, 12
5,-4:-4, -6, 6, 10, 0, 12, 14, 8, 22
5,-4:-4, -6, 6, 10, 0, 12, 14, 12, 10
5,-4:-4, -6, 6, 10, 0, 12, 14, 12, 12
5,-4:-4, -6, 6, 10, 6, 6, 6, 8, 0
5,-4:-4, -6, 6, 10, 12, 4, 10, 14, 24
5,-4:-4, -6, 6, 10, 12, 4, 22, 6, 6
5,-4:-4, -6, 6, 10, 12, 4, 22, 10, 2
5,-4:-4, -6, 6, 10, 12, 14, 2, 2, 10
5,-4:-4, -6, 6, 10, 12, 14, 2, 10, 14
5,-4:-4, -6, 6, 10, 12, 14, 2, 10, 22
5,-4:-4, -6, 6, 10, 12, 14, 12, 14, 4
21,6:-4, -4, -8, -12, -16, -18, -10, -2, 6
21,6:-4, -4, -8, -12, -16, -18, -10, 6, -2
7,-4:-4, -4, -8, 8, -6, -16, 4, 2, -12
6,-7:-4, -4, -4, 10, 10, 4, -4, 14, -6
6,-7:-4, -4, -4, 10, 10, 4, -2, 14, -2
6,-7:-4, -4, -4, 10, 10, 4, -2, 14, 0
6,-7:-4, -4, -4, 10, 10, 4, -2, 14, 2
6,-7:-4, -4, -4, 10, 10, 4, 0, 12, 12
6,-7:-4, -4, -4, 10, 10, 4, 0, 16, 8
6,-7:-4, -4, -4, 10, 10, 4, 0, 16, 10
6,-7:-4, -4, -4, 10, 10, 4, 0, 16, 12
6,-7:-4, -4, -4, 10, 10, 4, 4, 14, -6
6,-7:-4, -4, -4, 10, 10, 4, 4, 14, 0
6,-7:-4, -4, -4, 10, 10, 4, 4, 14, 2
6,-7:-4, -4, -4, 10, 10, 4, 12, 10, 6
6,-7:-4, -4, -4, 10, 10, 6, 2, 0, -2
6,-7:-4, -4, -4, 10, 10, 6, 2, 0, 0
6,-7:-4, -4, -4, 10, 10, 6, 2, 0, 2
6,-7:-4, -4, -4, 10, 10, 6, 4, 18, 8
6,-7:-4, -4, -4, 10, 10, 6, 4, 18, 10
6,-7:-4, -4, -4, 10, 10, 6, 4, 18, 12
6,-7:-4, -4, -4, 10, 10, 10, 2, 0, 2
6,-7:-4, -4, -4, 10, 10, 10, 2, 10, -8
6,-7:-4, -4, -4, 10, 10, 10, 14, 12, 6
6,-7:-4, -4, -4, 10, 10, 10, 14, 12, 8
6,-7:-4, -4, -4, 10, 10, 10, 14, 12, 10
6,-7:-4, -4, -4, 10, 10, 10, 16, -2, 10
6,-7:-4, -4, -4, 10, 10, 10, 16, -2, 12
6,-7:-4, -4, -4, 10, 10, 10, 16, 6, 14
6,-7:-4, -4, -4, 10, 10, 18, 2, 6, 8
6,-7:-4, -4, -4, 10, 10, 18, 2, 6, 10
6,-7:-4, -4, -4, 10, 10, 18, 2, 6, 12
6,12:-4, -4, 6, -4, -6, -8, -16, -4, 4
19,12:-4, -4, 8, 0, -2, -2, 8, 0, 2
19,12:-4, -4, 8, 0, -2, -2, 8, 8, 6
-3,5:-4, 0, -16, -4, 10, 8, -2, 6, -14
-3,5:-4, 0, -16, -4, 10, 8, -2, 6, -12
-3,5:-4, 0, -16, -4, 10, 8, -2, 6, -10
-3,5:-4, 0, -12, -4, 10, 8, -2, 4, 6
-3,5:-4, 0, -12, -4, 10, 8, -2, 4, 8
-3,5:-4, 0, -12, -4, 10, 8, -2, 4, 14
-3,5:-4, 0, -12, -4, 10, 8, -2, 10, 6
-3,5:-4, 0, -12, -4, 10, 8, -2, 10, 8
-3,5:-4, 0, -12, -4, 10, 8, -2, 10, 10
-3,5:-4, 0, -12, -4, 10, 8, -2, 12, 14
-3,5:-4, 0, -12, -4, 10, 8, -2, 14, 8
-3,-11:-4, 0, -12, 10, -20, -8, -16, -2, 0
-3,-11:-4, 0, -12, 10, -20, -8, -2, 0, -16
-8,-2:-4, 0, -12, 10, -16, -26, -8, 2, -6
4,-6:-4, 0, -8, -4, -2, 6, 0, -16, 4
4,-6:-4, 0, -8, -4, -2, 6, 0, -16, 6
4,-6:-4, 0, -8, -4, -2, 6, 0, -16, 8
4,-6:-4, 0, -8, -4, -2, 6, 0, 4, -16
4,-6:-4, 0, -8, -4, -2, 6, 0, 4, -14
4,-6:-4, 0, -8, -4, -2, 6, 0, 4, -12
-1,3:-4, 0, -8, 6, 4, -6, 2, 8, 14
6,4:-4, 0, -2, 4, 0, 6, 10, 12, 8
6,-2:-4, 0, -2, 6, 8, 2, 0, 12, 8
17,26:-4, 0, 0, -6, -6, -4, -10, 4, 0
9,-5:-4, 0, 0, 8, 12, 6, -16, -4, -6
16,11:-4, 0, 0, 10, 6, -14, -12, -6, 0
15,15:-4, 0, 0, 10, 8, 6, -4, 20, 14
7,6:-4, 0, 2, -6, 4, -16, -14, -16, -10
3,13:-4, 0, 2, 6, 8, -4, -8, -4, -12
3,13:-4, 0, 2, 6, 8, -4, -8, -4, -10
3,13:-4, 0, 2, 6, 8, -4, -8, -4, -8
1,-4:-4, 0, 2, 6, 14, -6, 8, 6, 2
26,7:-4, 0, 4, -6, -14, -14, -4, -10, -10
26,7:-4, 0, 4, -6, -14, -14, -4, -10, -6
19,4:-4, 0, 4, -4, 2, -10, -10, 0, -4
19,4:-4, 0, 4, -4, 2, -10, -10, 0, 6
12,12:-4, 0, 4, 4, -8, 2, -2, 0, 8
-2,5:-4, 0, 6, 4, -6, -10, 10, 0, -6
-2,5:-4, 0, 6, 4, -6, 10, 0, -6, -10
-2,5:-4, 0, 6, 4, -6, 10, 0, -6, -6
10,3:-4, 0, 6, 4, 10, 10, 0, -16, -14
7,-5:-4, 0, 8, -6, -12, -6, 0, 10, 6
-2,6:-4, 0, 8, -2, -24, -2, 4, 4, 14
-2,6:-4, 0, 8, -2, -2, 4, 4, 14, -24
-2,6:-4, 0, 8, -2, -2, 4, 4, 14, -18
-2,6:-4, 0, 8, -2, -2, 4, 4, 14, -16
4,7:-4, 0, 8, -2, 22, -8, 0, 8, -6
4,7:-4, 0, 8, -2, 22, 0, 8, -6, -6
4,7:-4, 0, 8, -2, 22, 0, 8, -6, -4
23,4:-4, 2, 0, -8, -14, -14, -4, -12, -4
23,4:-4, 2, 0, -8, -14, -14, -4, -6, -6
23,4:-4, 2, 2, -8, -14, -14, -4, -10, -6
23,4:-4, 2, 2, -8, -14, -14, -4, -10, 4
23,4:-4, 2, 2, -8, -14, -14, -4, -6, -8
23,4:-4, 2, 2, -8, -14, -14, -4, -6, -6
23,4:-4, 2, 2, -8, -14, -14, -4, 4, -10
23,4:-4, 2, 2, -8, -14, -14, -4, 4, -6
7,14:-4, 2, 2, -8, -6, -18, -8, -2, -2
11,11:-4, 2, 2, -8, -6, -2, 0, -2, 10
11,11:-4, 2, 2, -8, -6, -2, 0, 10, -2
5,3:-4, 2, 2, -8, -4, -16, -20, -20, -12
5,3:-4, 2, 2, -8, -4, -16, -20, -20, -10
5,3:-4, 2, 2, -8, -4, -16, -20, -10, -20
5,3:-4, 2, 2, -8, -4, -16, -20, -10, -18
5,3:-4, 2, 2, -8, -4, -16, -20, -10, -16
9,15:-4, 4, -10, -6, -14, -2, 2, 8, 18
2,8:-4, 4, -10, -6, 6, 4, 10, 2, -2
22,5:-4, 4, -10, 0, -14, -14, -2, -16, -14
26,5:-4, 4, -10, 0, -8, -16, -16, -6, -14
10,15:-4, 4, -10, 0, -8, -8, -20, -4, -4
8,16:-4, 4, -8, -16, 6, -4, 2, -18, 2
8,16:-4, 4, -8, -16, 6, -4, 2, -16, -12
8,16:-4, 4, -8, -16, 6, -4, 2, -16, -10
8,16:-4, 4, -8, -16, 6, -4, 2, -10, -16
8,16:-4, 4, -8, -16, 6, -4, 2, -10, -6
5,-4:-4, 4, -8, -14, 6, 10, 0, 6, -16
28,-9:-4, 4, -4, -16, -32, -32, -22, -28, -26
