4,-6:-4, -6, 0
4,-6:-4, 2, 0, -12
4,-6:-4, 2, 0, -2
1,9:6, 6, -4, 0
1,0:6, 6, -2, 16
1,0:6, 6, 8, 16
-1,5:-4, -6, -14, 6, 0
7,0:-4, -6, -8, -18, -20
6,-10:-4, -6, -8, -18, -4
6,-10:-4, -6, -8, -18, 0
6,-10:-4, -6, -8, -4, -18
6,-10:-4, -6, -8, -4, -8
6,-10:-4, -6, -8, -2, -14
-1,5:-4, -6, 6, 0, -14
-1,5:-4, -6, 6, 0, -4
4,-6:-4, -6, 6, 0, 2
4,-6:-4, -6, 6, 0, 12
4,-6:-4, -6, 6, 4, 2
4,-6:-4, -6, 6, 4, 4
4,-6:-4, -6, 6, 4, 6
6,10:-4, -4, -14, 6, -4
6,10:-4, -4, 6, -4, -4
6,10:-4, -4, 6, -4, -2
2,4:-4, 0, -12, -10, 4
2,4:-4, 0, -12, 4, -10
2,4:-4, 0, -12, 4, -6
1,6:-4, 0, -12, 4, 6
-5,6:-4, 2, 6, 10, 6
4,-6:-4, 4, -10, -12, 2
4,-6:-4, 4, -10, 2, -14
4,-6:-4, 4, -10, 2, -12
4,-6:-4, 4, -10, 2, -10
4,-6:-4, 4, -8, 0, -10
4,-6:-4, 4, -8, 0, -8
6,6:-4, 4, -2, -12, -6
7,-3:6, -4, -4, -6, 0
-5,6:6, 6, 8, 8, -2
1,0:6, 6, 14, 16, -4
1,0:6, 6, 14, 16, 0
5,7:-4, 0, -12, 0, 10, 8
2,4:-4, 0, -12, 4, -4, -12
2,4:-4, 0, -12, 4, -4, -10
2,4:-4, 0, -12, 4, -4, -8
0,0:-4, 0, -8, 4, -2, 14
0,0:-4, 0, -8, 4, 14, -2
1,6:-4, 0, -2, -10, 6, 8
1,6:-4, 0, -2, 6, 8, -10
1,6:-4, 0, -2, 6, 8, -6
5,7:-4, 0, 0, 10, 8, -12
5,7:-4, 0, 0, 10, 8, -10
5,7:-4, 0, 0, 10, 8, -8
4,-6:-4, 2, 0, -8, -4, -12
9,5:-4, 2, 2, -8, -16, -12
9,-4:-4, 2, 2, -8, -14, 4
9,-4:-4, 2, 2, -8, -4, 4
4,-6:-4, 2, 6, 4, 0, -14
-5,6:-4, 2, 6, 10, 0, 6
-5,6:-4, 2, 6, 10, 2, 0
-5,6:-4, 2, 6, 10, 4, 4
-5,6:-4, 2, 6, 10, 4, 6
4,-6:-4, 4, -10, -12, 0, -8
4,-6:-4, 4, -10, -12, 0, -6
4,-6:-4, 4, -10, -12, 0, -4
4,-6:-4, 4, -10, 2, -6, -12
4,-6:-4, 4, -10, 2, -6, -10
4,-6:-4, 4, -10, 2, -6, -8
4,-6:-4, 4, -8, -14, 0, -16
4,-6:-4, 4, -8, -12, 0, -12
4,-6:-4, 4, -8, -12, 0, -10
4,-6:-4, 4, -8, -12, 0, -8
4,-6:-4, 4, -8, -6, 0, -10
4,-6:-4, 4, -8, -6, 0, -8
6,-17:-4, 4, -4, -26, -10, -18
14,-17:-4, 4, -4, -16, -22, -22
-10,-1:-4, 4, -2, -12, 6, -12
17,-10:-4, 4, -2, 6, 4, 0
4,-6:-4, 4, 4, -6, 0, 14
-4,10:-4, 4, 4, -6, 2, 4
-4,10:-4, 4, 4, -6, 4, 2
4,-6:-4, 4, 4, 4, 8, -8
4,-6:-4, 4, 4, 4, 8, -2
4,-6:-4, 4, 4, 4, 8, 2
7,-3:6, -4, -4, 2, 0, -12
7,-3:6, -4, -4, 2, 0, -2
4,12:6, -4, 6, 6, -4, 0
4,3:6, -4, 6, 6, -2, 16
4,3:6, -4, 6, 6, 8, 16
-3,7:6, 6, -2, 4, 8, 2
1,0:6, 6, -2, 4, 8, 16
1,0:6, 6, -2, 4, 16, 8
1,0:6, 6, -2, 4, 16, 14
1,0:6, 6, -2, 14, 16, 2
1,0:6, 6, -2, 14, 16, 4
1,0:6, 6, -2, 14, 16, 6
8,-7:6, 6, 2, -6, -10, 10
8,-7:6, 6, 2, -6, -10, 12
8,-7:6, 6, 2, -6, -10, 14
8,-7:6, 6, 2, -6, 12, -10
1,0:6, 6, 6, -6, 16, -6
1,0:6, 6, 6, -4, 16, -8
1,0:6, 6, 6, -4, 16, 2
1,0:6, 6, 6, -2, 16, -4
1,0:6, 6, 6, -2, 16, -2
1,0:6, 6, 6, -2, 16, 0
1,0:6, 6, 6, 4, 16, 2
-7,-3:6, 6, 8, 8, 6, -4
1,0:6, 6, 14, 2, 16, 2
5,11:6, 6, 14, 6, 0, 0
18,0:-4, -14, -12, 14, -12, -14, -8
-2,2:-4, -14, -8, 10, 10, 8, 14
-14,11:-4, -14, -8, 20, 22, 22, 12
-8,5:-4, -14, -8, 20, 28, 30, 10
-8,5:-4, -14, -8, 20, 28, 30, 14
12,12:-4, -14, 10, -2, -12, -8, 12
12,12:-4, -14, 10, -2, -12, -8, 14
12,12:-4, -14, 10, -2, -12, -8, 16
12,3:-4, -14, 10, -2, -10, 8, 12
12,3:-4, -14, 10, -2, -10, 8, 14
12,3:-4, -14, 10, -2, -10, 8, 16
-2,2:-4, -14, 10, 10, 8, 14, -8
-2,2:-4, -14, 10, 10, 8, 14, -6
-2,2:-4, -14, 10, 10, 8, 14, -4
6,9:-4, -14, 14, -2, 0, 0, -10
12,3:-4, -14, 14, -2, 6, 8, -12
12,3:-4, -14, 14, -2, 6, 8, -8
6,-10:-4, -12, -8, -18, -4, 2, 0
6,-10:-4, -12, -8, -18, -4, 2, 2
6,-10:-4, -12, -8, -18, -4, 2, 4
-5,-1:-4, -12, -8, -14, -20, 0, -14
-5,-1:-4, -12, -8, -14, -20, 0, -8
6,-10:-4, -12, -8, -14, -14, -8, 0
6,-10:-4, -12, -8, -14, -14, 0, -8
1,0:-4, -12, -8, -14, -14, 2, 2
17,-4:-4, -12, -8, -14, 0, -14, -12
5,1:-4, -12, -4, -8, -6, -16, -12
5,-8:-4, -12, -4, -8, -6, -14, 4
5,-8:-4, -12, -4, -8, -6, -4, 4
0,1:-4, -12, -4, 6, -8, 2, 10
0,1:-4, -12, -4, 6, -8, 2, 12
0,1:-4, -12, -4, 6, 2, 10, -8
3,5:-4, -12, 0, -10, -14, -6, 4
4,-6:-4, -12, 0, -8, -6, 0, -12
4,-6:-4, -12, 0, -8, -6, 0, -10
4,-6:-4, -12, 0, -8, -6, 0, -8
14,5:-4, -12, 0, -2, -12, -2, 2
9,-3:-4, -12, 4, -6, -8, -2, 2
6,-10:-4, -12, 4, 4, -8, -18, -4
6,-10:-4, -12, 4, 4, -8, -18, 0
6,-10:-4, -12, 4, 6, -8, -18, 4
4,-6:-4, -12, 4, 6, 4, 6, 0
4,-6:-4, -12, 4, 6, 4, 6, 2
4,-6:-4, -12, 4, 6, 4, 6, 4
2,-8:-4, -12, 4, 6, 10, -10, -8
2,-8:-4, -12, 4, 6, 10, -10, -6
2,-8:-4, -12, 4, 6, 10, -10, -4
-2,8:-4, -6, -14, -2, 8, -2, 2
-2,-1:-4, -6, -14, -2, 8, 0, 18
-2,-1:-4, -6, -14, -2, 8, 10, 18
2,8:-4, -6, -14, 2, 4, 2, 8
14,2:-4, -6, -14, 6, -2, -22, -4
14,2:-4, -6, -14, 6, -2, -22, 0
14,2:-4, -6, -14, 6, -2, -4, -22
-3,10:-4, -6, -14, 6, 6, 12, 6
-3,10:-4, -6, -14, 6, 6, 12, 8
12,-12:-4, -6, -8, -20, -20, -20, -14
6,-10:-4, -6, -8, -18, -10, -10, -2
6,-10:-4, -6, -8, -18, -10, -8, -10
6,-10:-4, -6, -8, -18, -10, -8, -8
6,-10:-4, -6, -8, -18, -10, -8, -6
6,-10:-4, -6, -8, -18, -10, -4, -16
6,-10:-4, -6, -8, -18, -10, -4, -6
6,-10:-4, -6, -8, -18, -6, -14, -20
6,-10:-4, -6, -8, -18, -6, -14, -18
6,-10:-4, -6, -8, -18, -6, -14, -16
6,-10:-4, -6, -8, -18, -2, -2, -8
6,-10:-4, -6, -8, -18, -2, -2, -6
6,-10:-4, -6, -8, -18, -2, -2, -4
2,0:-4, -6, -8, -16, -28, -24, -20
2,0:-4, -6, -8, -16, -28, -24, -10
6,-10:-4, -6, -8, -16, -28, -24, -6
6,-10:-4, -6, -8, -16, -28, -24, 4
6,-10:-4, -6, -8, -16, -28, -6, -24
2,0:-4, -6, -8, -16, -26, -8, -22
2,0:-4, -6, -8, -16, -26, -8, -18
6,-19:-4, -6, -8, -16, -26, -8, -6
6,-19:-4, -6, -8, -16, -26, -8, 4
6,-19:-4, -6, -8, -16, -26, -6, -8
2,0:-4, -6, -8, -16, -16, -22, -18
2,0:-4, -6, -8, -16, -16, -22, -8
2,0:-4, -6, -8, -16, -16, -18, -20
2,0:-4, -6, -8, -16, -16, -18, -18
6,-19:-4, -6, -8, -16, -16, -6, -8
6,-10:-4, -6, -8, -10, -14, -10, -8
6,-10:-4, -6, -8, -10, -14, -10, -6
6,-10:-4, -6, -8, -10, -14, -10, -4
6,-10:-4, -6, -8, -10, -10, -14, -14
6,-10:-4, -6, -8, -10, -10, -8, -2
6,-10:-4, -6, -8, -10, -10, -8, 0
6,-10:-4, -6, -8, -10, -10, -8, 2
6,-10:-4, -6, -8, -10, -10, -2, -8
6,-10:-4, -6, -8, -10, -2, -8, -4
6,-10:-4, -6, -8, -10, -2, -8, 4
6,-10:-4, -6, -8, -10, -2, 4, -8
6,-10:-4, -6, -8, -10, -2, 4, -6
6,-10:-4, -6, -8, -10, -2, 4, -4
6,-10:-4, -6, -8, -4, -14, -10, -18
6,-10:-4, -6, -8, -2, -12, -16, -14
6,-10:-4, -6, -8, -2, -12, -16, -12
6,-10:-4, -6, -8, -2, -12, -16, -10
6,-10:-4, -6, -8, -2, -10, -8, -6
6,-10:-4, -6, -8, -2, -10, -8, -4
6,-10:-4, -6, -8, -2, -10, -6, -12
-1,1:-4, -6, -6, -16, 0, 0, 8
3,-2:-4, -6, -6, -16, 2, -8, 2
7,11:-4, -6, -6, -4, 2, 4, 2
-1,-2:-4, -6, -6, 0, -8, -12, -4
-1,-2:-4, -6, -6, 0, -8, -4, -12
-1,-2:-4, -6, -6, 0, -8, -4, -10
-4,-2:-4, -6, -6, 0, -6, -6, -14
10,4:-4, -6, -6, 0, -2, -6, 4
5,-4:-4, -6, -6, 0, 2, -2, -6
-4,-4:-4, -6, -6, 2, -10, -18, -10
-4,-4:-4, -6, -6, 2, -10, -18, -8
-4,-4:-4, -6, -6, 2, -10, -18, -6
-1,1:-4, -6, -6, 2, -10, -18, 2
-4,-4:-4, -6, -6, 2, -10, -10, -16
-4,-4:-4, -6, -6, 2, -10, -10, -6
2,-10:-4, -6, -6, 2, -10, -10, 6
-4,-4:-4, -6, -6, 2, -10, -8, -18
-4,-4:-4, -6, -6, 2, -10, -8, -14
9,-12:-4, -6, -6, 2, -10, -8, -4
9,-12:-4, -6, -6, 2, -10, -8, 6
9,-12:-4, -6, -6, 2, -10, -4, -2
-1,1:-4, -6, -6, 2, -10, 2, -18
-1,1:-4, -6, -6, 2, -10, 2, -14
9,-12:-4, -6, -6, 2, -10, 2, -2
9,-12:-4, -6, -6, 2, -10, 2, 8
-6,15:-4, -6, -6, 2, -10, 4, 8
-6,15:-4, -6, -6, 2, -10, 4, 12
2,-10:-4, -6, -6, 2, -10, 6, -10
9,-12:-4, -6, -6, 2, -10, 6, -8
9,-12:-4, -6, -6, 2, -10, 6, -6
5,-9:-4, -6, -4, -6, -8, -10, -4
6,-10:-4, -6, 6, -8, -18, 4, -8
6,-10:-4, -6, 6, -8, -18, 4, -6
6,-10:-4, -6, 6, -8, -18, 4, -4
6,-10:-4, -6, 6, -8, -18, 6, 2
6,-10:-4, -6, 6, -8, -10, 4, -12
6,-10:-4, -6, 6, -8, -10, 4, -10
6,-10:-4, -6, 6, -8, -10, 4, -8
6,-10:-4, -6, 6, -8, -2, -10, 8
-1,5:-4, -6, 6, 0, -8, -12, -4
-1,5:-4, -6, 6, 0, -2, -30, -14
-1,5:-4, -6, 6, 0, -2, -30, -6
-1,5:-4, -6, 6, 0, -2, -14, -30
-1,5:-4, -6, 6, 0, -2, -14, -22
4,-6:-4, -6, 6, 0, 8, 4, 12
4,-6:-4, -6, 6, 0, 14, -14, 2
4,-6:-4, -6, 6, 0, 14, -14, 10
4,-6:-4, -6, 6, 0, 14, 2, -14
4,-6:-4, -6, 6, 0, 14, 2, -6
4,-6:-4, -6, 6, 4, 10, 0, 2
4,-6:-4, -6, 6, 4, 10, 0, 4
4,-6:-4, -6, 6, 4, 10, 0, 6
9,-4:-4, -6, 6, 4, 10, 2, -8
9,-4:-4, -6, 6, 4, 10, 2, -6
9,-4:-4, -6, 6, 4, 10, 2, -4
4,-6:-4, -6, 6, 6, 2, 12, 6
4,-6:-4, -6, 6, 6, 2, 12, 8
4,-6:-4, -6, 6, 6, 2, 12, 10
4,-6:-4, -6, 6, 6, 12, 2, 6
-3,10:-4, -6, 6, 6, 12, 6, -14
-3,10:-4, -6, 6, 6, 12, 6, -4
4,-6:-4, -6, 6, 6, 12, 6, 16
4,-6:-4, -6, 6, 6, 12, 6, 20
4,-6:-4, -6, 6, 6, 12, 16, 6
4,-6:-4, -6, 6, 6, 12, 16, 8
10,-3:-4, -6, 6, 10, -6, -4, 2
10,-3:-4, -6, 6, 10, -6, -2, 6
10,-3:-4, -6, 6, 10, -6, -2, 8
10,-3:-4, -6, 6, 10, -6, -2, 10
10,-3:-4, -6, 6, 10, -6, 0, 6
10,-3:-4, -6, 6, 10, -6, 6, -2
10,-3:-4, -6, 6, 10, -6, 6, 2
7,0:-4, -4, -8, -18, -20, -2, 0
7,0:-4, -4, -8, -18, -20, 4, 2
7,0:-4, -4, -8, -18, -20, 4, 4
7,0:-4, -4, -8, -18, -20, 4, 6
6,10:-4, -4, -8, -18, -20, 6, -4
7,0:-4, -4, -8, -18, -20, 6, 0
7,0:-4, -4, -8, -18, -20, 6, 10
7,0:-4, -4, -8, -18, -20, 8, 8
6,-10:-4, -4, -8, -18, -10, -2, -6
6,-10:-4, -4, -8, -18, -2, 4, -2
6,-10:-4, -4, -8, -18, -2, 4, 8
6,-10:-4, -4, -8, -18, 2, 2, -4
6,-10:-4, -4, -8, -18, 2, 2, -2
6,-10:-4, -4, -8, -18, 2, 2, 0
6,10:-4, -4, -8, -18, 6, -4, -20
6,10:-4, -4, -8, -18, 6, -4, -10
6,-10:-4, -4, -8, -18, 6, -4, 0
6,-10:-4, -4, -8, -18, 6, -4, 10
17,11:-4, -4, -8, -10, -20, -16, -26
17,11:-4, -4, -8, -10, -20, -16, -24
17,11:-4, -4, -8, -10, -16, 10, 12
6,-10:-4, -4, -8, -10, -14, 6, -2
6,-10:-4, -4, -8, -10, -8, -12, -12
6,-10:-4, -4, -8, -10, -8, -12, -10
6,-10:-4, -4, -8, -10, -8, -12, -8
6,-10:-4, -4, -8, -10, 2, -6, -8
7,12:-4, -4, -8, -2, -12, 8, -8
6,10:-4, -4, -8, 6, -2, -20, -18
6,10:-4, -4, -8, 6, -2, -20, -14
3,0:-4, -4, -8, 8, -6, -10, 4
3,0:-4, -4, -8, 8, -6, -10, 6
3,0:-4, -4, -8, 8, -6, -10, 8
3,0:-4, -4, -8, 8, -6, 4, -10
6,10:-4, -4, -6, -16, 6, -4, -10
6,10:-4, -4, -6, -16, 6, -4, -8
6,10:-4, -4, -6, -16, 6, -4, -6
7,1:-4, -4, -6, -2, -8, -30, 0
7,1:-4, -4, -6, -2, -8, 0, -30
16,21:-4, -4, -4, 10, -2, 12, -2
4,-6:-4, -4, -2, 8, 2, 0, 4
4,-6:-4, -4, -2, 8, 2, 0, 6
25,-2:-4, -4, -2, 10, 2, -8, -12
4,-6:-4, -4, 2, 10, 4, 8, -4
4,-6:-4, -4, 2, 10, 4, 8, 0
6,10:-4, -4, 6, -4, -10, -10, -10
6,10:-4, -4, 6, -4, -10, -10, -8
6,10:-4, -4, 6, -4, -10, -10, -6
6,10:-4, -4, 6, -4, -10, -6, -8
6,10:-4, -4, 6, -4, -10, -6, -6
6,10:-4, -4, 6, -4, -8, -14, -8
6,10:-4, -4, 6, -4, -8, -12, -16
6,10:-4, -4, 6, -4, -8, -12, -14
4,-6:-4, -4, 6, 6, 2, 2, 4
5,13:-4, -4, 8, 0, -4, 0, 2
4,-6:-4, -4, 8, 6, 10, 0, 12
3,16:-4, 0, -16, -6, 4, 6, 6
0,6:-4, 0, -16, -4, 6, 10, -4
5,7:-4, 0, -16, 0, 10, 8, -14
5,7:-4, 0, -16, 0, 10, 8, -12
5,7:-4, 0, -16, 0, 10, 8, -10
14,12:-4, 0, -16, 2, -4, -4, -10
5,16:-4, 0, -16, 4, 0, 4, -12
5,16:-4, 0, -16, 4, 0, 4, -10
10,0:-4, 0, -12, -12, -6, 2, 10
3,4:-4, 0, -12, -12, -6, 4, 2
3,4:-4, 0, -12, -12, -6, 4, 12
4,1:-4, 0, -12, -10, -6, -6, 0
4,1:-4, 0, -12, -10, -6, -6, 2
4,1:-4, 0, -12, -10, -6, -6, 4
4,1:-4, 0, -12, -6, -6, 0, -10
1,9:-4, 0, -12, -6, 2, -8, -4
12,-6:-4, 0, -12, -4, 6, -6, -6
5,7:-4, 0, -12, 0, 10, 14, 16
2,4:-4, 0, -12, 4, -4, -4, -10
2,4:-4, 0, -12, 4, -4, -4, -8
-1,-3:-4, 0, -12, 6, 2, -8, 0
-8,12:-4, 0, -12, 8, 12, 20, 14
3,-16:-4, 0, -12, 10, -22, 0, -2
3,-16:-4, 0, -12, 10, -20, -14, -6
3,-16:-4, 0, -12, 10, -10, -6, -10
3,-16:-4, 0, -12, 10, -10, -6, 0
3,-16:-4, 0, -12, 10, 0, -2, -22
3,-16:-4, 0, -12, 10, 0, -2, -18
2,-1:-4, 0, -8, -10, 8, 10, 8
2,-1:-4, 0, -8, -10, 8, 10, 10
5,-1:-4, 0, -8, -4, -12, -16, -14
16,1:-4, 0, -8, -4, -8, -4, -14
6,-11:-4, 0, -8, -2, -14, -8, -20
6,-11:-4, 0, -8, -2, -14, -8, -18
8,4:-4, 0, -8, -2, 0, 0, -8
0,0:-4, 0, -8, 4, -2, 10, 8
0,0:-4, 0, -8, 4, -2, 12, 12
0,0:-4, 0, -8, 4, -2, 12, 18
-11,-5:-4, 0, -8, 6, -14, 0, -12
2,4:-4, 0, -8, 6, 8, 12, 4
2,-1:-4, 0, -8, 8, 10, 8, -10
9,-1:-4, 0, -2, -8, -10, -12, 8
9,-7:-4, 0, -2, -8, -10, -8, 8
9,-1:-4, 0, -2, -8, -10, 8, -12
9,-7:-4, 0, -2, -8, -10, 8, -8
1,6:-4, 0, -2, -4, 6, 8, -12
1,6:-4, 0, -2, -4, 6, 8, -10
1,6:-4, 0, -2, -4, 6, 8, -8
-15,5:-4, 0, -2, 4, -14, -2, 18
-1,-8:-4, 0, -2, 6, 6, 10, -12
9,11:-4, 0, 0, 6, 4, -8, -10
9,11:-4, 0, 0, 6, 4, -8, -6
12,-1:-4, 0, 0, 10, -6, -6, 8
12,-1:-4, 0, 0, 10, -6, -6, 12
12,-1:-4, 0, 0, 10, -6, 8, -6
9,8:-4, 0, 2, -4, -4, -6, -10
9,8:-4, 0, 2, -4, -4, -6, -6
12,8:-4, 0, 4, -6, -16, -10, -10
5,-6:-4, 0, 4, -4, -4, 6, -8
5,-6:-4, 0, 4, -4, -4, 6, -6
5,-6:-4, 0, 4, -4, -4, 6, -4
1,1:-4, 0, 4, -4, 2, -12, -4
1,1:-4, 0, 4, -4, 2, -12, 6
-2,-7:-4, 0, 4, -4, 2, -12, 8
1,1:-4, 0, 4, -4, 2, -10, 0
1,1:-4, 0, 4, -4, 2, 6, -12
1,1:-4, 0, 4, -4, 2, 6, -8
2,-7:-4, 0, 4, 6, -18, -8, -6
1,0:-4, 0, 4, 6, -18, -8, -4
12,-9:-4, 0, 4, 6, -16, -20, -18
17,7:-4, 0, 6, -6, -14, -8, 2
17,7:-4, 0, 6, -6, -14, -8, 4
17,7:-4, 0, 6, -6, -14, 2, -8
15,10:-4, 0, 6, -6, -12, -14, -2
15,10:-4, 0, 6, -6, -12, -14, 2
15,10:-4, 0, 6, -6, -12, -2, -14
15,10:-4, 0, 6, -6, -12, -2, -4
26,16:-4, 0, 6, -6, -12, -2, 2
19,2:-4, 0, 6, -6, -6, -10, 2
19,2:-4, 0, 6, -6, -6, -10, 4
19,2:-4, 0, 6, -6, -6, 4, -10
9,1:-4, 0, 6, 4, -6, 4, -2
-2,12:-4, 0, 8, -2, -24, -6, 2
-2,12:-4, 0, 8, -2, -24, -6, 6
-2,12:-4, 0, 8, -2, -24, 2, -6
-2,12:-4, 0, 8, -2, -24, 2, -4
7,12:-4, 0, 8, -2, -24, 22, -6
16,-7:-4, 0, 8, -2, -12, -6, 18
16,-7:-4, 0, 8, -2, -12, 18, -6
-2,12:-4, 0, 8, -2, -10, 2, -12
-2,12:-4, 0, 8, -2, -6, 2, -24
-2,12:-4, 0, 8, -2, -6, 2, -18
-2,12:-4, 0, 8, -2, -6, 2, -16
7,12:-4, 0, 8, -2, 22, -6, -24
7,12:-4, 0, 8, -2, 22, -6, -18
7,12:-4, 0, 8, -2, 22, -6, -16
-8,12:-4, 0, 8, 12, 20, 14, -12
-8,12:-4, 0, 8, 12, 20, 14, -10
-8,12:-4, 0, 8, 12, 20, 14, -8
3,-16:-4, 0, 10, -22, 0, -2, -12
3,-16:-4, 0, 10, -22, 0, -2, -10
3,-16:-4, 0, 10, -22, 0, -2, -8
9,5:-4, 2, 0, -8, -16, -12, -14
4,-6:-4, 2, 0, -8, -16, -12, -8
4,-6:-4, 2, 0, -8, -16, -12, 2
4,-6:-4, 2, 0, -8, -14, 4, -10
4,-6:-4, 2, 0, -8, -14, 4, -6
9,-4:-4, 2, 0, -8, -14, 4, -4
4,-6:-4, 2, 0, -8, -4, -10, -6
4,-6:-4, 2, 0, -8, -4, -10, 4
4,-6:-4, 2, 0, -8, -4, -6, -8
3,2:-4, 2, 2, -8, -4, -4, -14
9,-4:-4, 2, 2, -8, 2, 4, -16
9,-4:-4, 2, 2, -8, 2, 4, -12
10,-4:-4, 2, 6, -14, -18, -6, 4
10,-4:-4, 2, 6, -14, -18, 4, -6
14,12:-4, 2, 6, -8, -2, -18, -18
0,2:-4, 2, 6, -8, 10, 4, 8
8,-6:-4, 2, 6, 2, -8, -12, -2
8,-6:-4, 2, 6, 2, -8, -12, 0
8,-6:-4, 2, 6, 2, -8, -12, 2
8,-6:-4, 2, 6, 2, -8, -2, -12
1,-6:-4, 2, 6, 2, -6, 6, -2
1,-6:-4, 2, 6, 2, -6, 12, 10
9,3:-4, 2, 6, 2, -4, -10, 6
4,-6:-4, 2, 6, 4, 0, -10, -8
4,-6:-4, 2, 6, 4, 0, -10, -6
4,-6:-4, 2, 6, 4, 0, -8, -10
4,-6:-4, 2, 6, 4, 0, -4, -4
4,-6:-4, 2, 6, 4, 0, -4, -2
4,-6:-4, 2, 6, 4, 0, -4, 0
-5,6:-4, 2, 6, 10, 0, 0, 0
-5,6:-4, 2, 6, 10, 0, 0, 2
-5,6:-4, 2, 6, 10, 0, 0, 4
-5,6:-4, 2, 6, 10, 0, 4, 2
-5,6:-4, 2, 6, 10, 0, 4, 4
-5,6:-4, 2, 6, 10, 2, -4, 2
-5,6:-4, 2, 6, 10, 2, -2, -6
-5,6:-4, 2, 6, 10, 2, -2, -4
4,-6:-4, 4, -10, -12, -12, 0, -10
4,-6:-4, 4, -10, -12, -12, 0, -8
4,-6:-4, 4, -10, -12, -12, 0, -6
4,-6:-4, 4, -10, -12, 6, 4, -4
4,-6:-4, 4, -10, -12, 6, 4, 2
12,-3:-4, 4, -10, -8, -16, 2, -4
12,-3:-4, 4, -10, -8, -16, 2, 0
12,0:-4, 4, -10, -6, -14, -14, 0
16,9:-4, 4, -10, 0, -14, 0, -8
