16,-2:-4, -4, -8, 8, -8
6,14:-4, 4, 4, -6, 2
5,-4:-4, -6, 6, 10, 0, 6
5,-4:-4, -6, 6, 10, 0, 8
5,-4:-4, -6, 6, 10, 0, 10
5,-4:-4, -6, 6, 10, 6, 0
5,-4:-4, -6, 6, 10, 6, 2
13,2:-4, -4, -8, -10, -20, -8
13,2:-4, -4, -8, -10, -8, -20
16,-2:-4, -4, -8, -2, 8, -8
6,14:-4, 4, 4, -6, -14, -4
6,14:-4, 4, 4, -6, -14, 0
6,14:-4, 4, 4, -6, -4, -4
6,14:-4, 4, 4, -6, -4, -2
6,14:-4, 4, 4, -6, 0, -14
6,14:-4, 4, 4, -6, 0, -4
15,8:6, 6, -2, -2, 8, 0
-1,18:6, 6, 6, -6, 10, 10
5,-4:-4, -6, 6, 10, 0, 2, 4
5,-4:-4, -6, 6, 10, 0, 2, 6
5,-4:-4, -6, 6, 10, 0, 2, 8
5,-4:-4, -6, 6, 10, 6, 6, 0
5,-4:-4, -6, 6, 10, 6, 6, 2
5,-4:-4, -6, 6, 10, 6, 6, 4
5,-4:-4, -6, 6, 10, 12, 22, 12
5,-4:-4, -6, 6, 10, 12, 22, 14
5,-4:-4, -6, 6, 10, 12, 22, 16
10,-1:-4, 0, -12, -6, 8, 12, 0
6,14:-4, 4, 4, -6, -14, -2, 2
6,14:-4, 4, 4, -6, -14, 2, 2
6,14:-4, 4, 4, -6, -6, -14, -4
6,14:-4, 4, 4, -6, -4, -10, -4
6,14:-4, 4, 4, -6, -4, -8, -10
6,14:-4, 4, 4, -6, -4, -6, -6
6,14:-4, 4, 4, -6, -4, -6, -4
6,14:-4, 4, 4, -6, -4, -6, -2
6,14:-4, 4, 4, -6, -4, 0, -10
6,14:-4, 4, 4, -6, -4, 0, -4
6,14:-4, 4, 4, -6, -4, 0, -2
6,14:-4, 4, 4, 6, 6, -6, -2
19,1:6, -4, -4, -4, -8, 8, -8
9,17:6, -4, -4, 4, 4, -6, 2
15,8:6, 6, -2, -2, 8, 2, 6
15,8:6, 6, -2, -2, 8, 2, 16
15,8:6, 6, -2, -2, 8, 6, 4
15,8:6, 6, -2, -2, 8, 6, 6
15,8:6, 6, -2, -2, 8, 16, 2
15,8:6, 6, -2, -2, 8, 16, 6
-1,18:6, 6, 6, -6, 4, 10, 10
3,15:6, 6, 6, 10, 12, 10, 22
3,15:6, 6, 6, 10, 12, 22, 10
-3,7:6, 6, 8, -4, -8, -8, 0
-3,7:6, 6, 8, -4, -8, -8, 2
-3,7:6, 6, 8, -4, -8, 2, -8
-3,7:6, 6, 8, -4, -8, 2, -6
-3,7:6, 6, 8, -4, -8, 2, -4
23,4:-4, 2, 0, -8, -14, -14, -4, -8
23,4:-4, 2, 2, -8, -14, -14, -4, -12
7,14:-4, 2, 2, -8, -6, -18, -2, -2
6,14:-4, 4, 4, -6, -14, -2, -2, 0
6,14:-4, 4, 4, -6, -14, -2, -2, 2
6,14:-4, 4, 4, -6, -6, -16, -4, -10
6,14:-4, 4, 4, -6, -6, -16, -4, -8
6,14:-4, 4, 4, -6, -6, -16, -4, -6
6,14:-4, 4, 4, -6, -4, -10, -10, -10
6,14:-4, 4, 4, -6, -4, -10, -10, -8
6,14:-4, 4, 4, -6, -4, -10, -10, -6
6,14:-4, 4, 4, -6, -4, -10, -6, -8
6,14:-4, 4, 4, -6, -4, -10, -6, -6
6,14:-4, 4, 4, -6, -4, -10, -6, 0
6,14:-4, 4, 4, -6, -4, -10, 0, -2
6,14:-4, 4, 4, -6, -4, -8, -14, -8
6,14:-4, 4, 4, -6, -4, -8, -12, -16
6,14:-4, 4, 4, -6, -4, -8, -12, -14
6,14:-4, 4, 4, -6, -4, -6, 2, -4
6,14:-4, 4, 4, -6, -4, -6, 2, -2
6,14:-4, 4, 4, -6, -4, -6, 2, 0
6,14:-4, 4, 4, -6, -4, 0, 0, -6
6,14:-4, 4, 4, -6, -4, 0, 0, -4
6,14:-4, 4, 4, -6, -4, 0, 0, -2
6,14:-4, 4, 4, 6, -6, -14, 0, 2
6,14:-4, 4, 4, 6, -6, -2, -14, 16
6,14:-4, 4, 4, 6, -6, -2, -14, 18
6,14:-4, 4, 4, 6, -6, -2, 16, -14
6,14:-4, 4, 4, 6, -6, -2, 16, -6
6,14:-4, 4, 4, 6, 6, -6, -14, -2
8,-1:6, -4, -4, -6, 6, 10, 0, 6
8,-1:6, -4, -4, -6, 6, 10, 0, 8
8,-1:6, -4, -4, -6, 6, 10, 0, 10
8,-1:6, -4, -4, -6, 6, 10, 6, 0
8,-1:6, -4, -4, -6, 6, 10, 6, 2
16,5:6, -4, -4, -4, -8, -10, -20, -8
16,5:6, -4, -4, -4, -8, -10, -8, -20
19,1:6, -4, -4, -4, -8, -2, 8, -8
9,17:6, -4, -4, 4, 4, -6, -14, -4
9,17:6, -4, -4, 4, 4, -6, -14, 0
9,17:6, -4, -4, 4, 4, -6, -4, -4
9,17:6, -4, -4, 4, 4, -6, -4, -2
9,17:6, -4, -4, 4, 4, -6, 0, -14
9,17:6, -4, -4, 4, 4, -6, 0, -4
18,11:6, -4, 6, 6, -2, -2, 8, 0
2,21:6, -4, 6, 6, 6, -6, 10, 10
15,8:6, 6, -2, -4, -4, -2, 8, 4
15,8:6, 6, -2, -2, 8, 6, 2, 4
15,8:6, 6, -2, -2, 8, 6, 2, 6
15,8:6, 6, -2, -2, 8, 6, 2, 12
15,8:6, 6, -2, -2, 8, 6, 8, 4
15,8:6, 6, -2, -2, 8, 6, 8, 6
15,8:6, 6, -2, -2, 8, 6, 8, 8
15,8:6, 6, -2, -2, 8, 6, 10, 12
15,8:6, 6, -2, -2, 8, 6, 12, 6
15,8:6, 6, -2, -2, 8, 8, 16, 6
15,8:6, 6, -2, -2, 8, 16, 0, 0
15,8:6, 6, -2, -2, 8, 16, 4, 0
0,12:6, 6, 2, -6, 12, 8, -10, 2
-3,7:6, 6, 8, -4, -8, -10, -20, -14
-3,7:6, 6, 8, -4, -8, -10, -20, -12
-3,7:6, 6, 8, -4, -8, -10, -20, -10
-3,7:6, 6, 8, -4, -8, -8, -4, -2
-3,7:6, 6, 8, -4, -8, -8, -4, 0
-3,7:6, 6, 8, -4, -8, -8, -4, 2
-3,7:6, 6, 8, -4, -8, 0, 2, -6
-3,7:6, 6, 8, -4, -8, 0, 2, -4
-3,7:6, 6, 8, -4, -8, 0, 2, -2
