-1,-2:-4, 4, -10, -12, -14
-3,11:6, 6, 8, 10, 22
-2,-3:-4, -6, -4, -10, 0, -4
6,-1:-4, 0, -8, -4, -12, -12
-12,16:-4, -14, -8, 20, 22, 24, 36
8,14:-4, -14, 14, -2, 0, 2, 14
12,6:-4, -4, -8, -12, 0, -6, 10
12,6:-4, -4, -8, -12, 0, -6, 12
12,6:-4, -4, -8, -12, 0, -6, 14
4,-3:-4, -4, -6, -2, -8, -30, -2
4,-3:-4, -4, -6, -2, -8, -2, -30
9,4:-4, 0, -12, -12, 6, 4, -6
-2,13:-4, 0, -8, -10, 8, -8, 10
6,-1:-4, 0, -8, -4, -12, -16, -12
5,0:-4, 0, -8, -4, 2, 6, 0
-2,13:-4, 0, -8, 8, -8, 10, -10
-2,13:-4, 0, -8, 8, -8, 10, -6
1,-8:-4, 0, 4, 6, -18, -8, -12
7,10:-4, 0, 8, 4, 6, -8, -12
5,7:-4, 2, 2, -8, -4, -2, 10
5,4:-4, 4, -10, -12, 6, -14, 2
-5,0:-4, 4, -8, -16, -6, -10, -2
-5,0:-4, 4, -8, -16, -6, -10, 0
-5,0:-4, 4, -8, -16, -6, -10, 2
-5,0:-4, 4, -8, -16, -6, -2, -14
-5,0:-4, 4, -8, -16, -6, -2, -12
-5,0:-4, 4, -8, -16, -6, -2, -10
-5,0:-4, 4, -8, -16, -6, 0, -10
6,-1:-4, 4, -8, -16, 2, -6, -10
8,-2:-4, 4, -8, -16, 6, 10, -2
2,1:6, -4, -4, 4, -10, -12, -14
0,14:6, -4, 6, 6, 8, 10, 22
5,8:6, 6, -2, -2, -2, -6, 16
5,8:6, 6, -2, -2, -2, 16, -6
-1,-3:6, 6, 2, 10, -2, -12, 8
-1,-3:6, 6, 2, 10, -2, -12, 12
-1,-3:6, 6, 2, 10, -2, 8, -12
-3,11:6, 6, 6, -6, 10, 22, -6
-3,11:6, 6, 6, -4, 10, 22, -8
-3,11:6, 6, 6, -4, 10, 22, 2
-3,11:6, 6, 6, 4, 10, 22, 2
-3,11:6, 6, 6, 10, 22, -2, -4
-3,11:6, 6, 6, 10, 22, -2, -2
-3,11:6, 6, 6, 10, 22, -2, 0
-3,6:6, 6, 8, -4, 4, -16, 6
-3,6:6, 6, 8, -4, 4, 6, -16
-3,6:6, 6, 8, -4, 4, 6, -14
-3,6:6, 6, 8, -4, 4, 6, -12
-2,-4:-4, -4, -6, -16, -4, 12, -4, -10
-2,-4:-4, -4, -6, -16, -4, 12, -4, -8
4,-3:-4, -4, -6, -2, -8, -28, -2, -26
4,-3:-4, -4, -6, -2, -8, -28, -2, -24
4,-3:-4, -4, -6, -2, -8, -26, -2, -32
1,15:-4, -4, 8, 0, 8, 10, 22, 2
4,12:-4, -4, 8, 6, 10, -12, -26, -4
4,12:-4, -4, 8, 6, 10, -12, -20, -8
4,12:-4, -4, 8, 6, 10, -12, -20, -6
4,12:-4, -4, 8, 6, 10, -12, -20, -4
4,12:-4, -4, 8, 6, 10, -12, -6, -20
4,12:-4, -4, 8, 6, 10, -12, -4, -26
8,16:-4, -4, 8, 10, 6, -4, 12, 2
2,-6:-4, -4, 8, 12, 12, 6, 2, 8
15,8:-4, 0, -16, 4, -16, 6, -6, -8
6,-6:-4, 0, -12, -6, -8, -20, -6, -4
6,-6:-4, 0, -12, -6, -8, -8, -4, -16
6,-6:-4, 0, -12, -6, -8, -8, -4, -6
6,-6:-4, 0, -12, -6, -8, -6, -4, -20
6,-6:-4, 0, -12, -6, -8, -6, -4, -10
-1,-5:-4, 0, -12, 10, -22, 0, -8, 4
-6,-13:-4, 0, -12, 10, -16, -6, 2, -26
-4,-3:-4, 0, -12, 10, -10, -16, 4, -4
-4,-3:-4, 0, -12, 10, -10, 4, -4, -16
-4,-3:-4, 0, -12, 10, -10, 4, -4, -12
-2,13:-4, 0, -8, -10, 8, -8, 4, 4
-2,13:-4, 0, -8, -10, 8, -8, 4, 6
-2,13:-4, 0, -8, -10, 8, -8, 4, 8
-2,13:-4, 0, -8, -10, 8, -8, 8, 6
-2,13:-4, 0, -8, -10, 8, -8, 8, 8
11,14:-4, 0, -8, -10, 8, -4, -10, -2
4,-9:-4, 0, -8, -4, -10, -4, -10, 4
4,-9:-4, 0, -8, -4, -10, -4, 2, 6
4,-9:-4, 0, -8, -4, -10, -4, 4, -10
4,-9:-4, 0, -8, -4, -10, -4, 4, -8
4,-9:-4, 0, -8, -4, -10, -4, 4, -6
6,-1:-4, 0, -8, -4, 2, -12, -12, 10
0,10:-4, 0, -8, -4, 2, 6, 8, 18
-2,13:-4, 0, -8, 8, -8, -4, 10, -12
-2,13:-4, 0, -8, 8, -8, -4, 10, -10
-2,13:-4, 0, -8, 8, -8, -4, 10, -8
11,14:-4, 0, -8, 8, -4, -10, -2, -10
11,14:-4, 0, -8, 8, -4, -10, -2, -6
3,2:-4, 0, 0, 6, -8, -16, -10, 4
3,2:-4, 0, 0, 6, -8, -16, 4, -10
3,2:-4, 0, 0, 6, -8, -16, 4, -6
3,2:-4, 0, 0, 6, -8, 4, -6, -16
3,2:-4, 0, 0, 6, -8, 4, -6, -14
20,24:-4, 0, 0, 10, 6, 2, -2, -10
20,24:-4, 0, 0, 10, 6, 2, -2, -8
20,24:-4, 0, 0, 10, 6, 2, -2, -6
3,8:-4, 0, 2, 6, 14, 16, -6, -10
3,8:-4, 0, 2, 6, 14, 16, -6, -6
5,12:-4, 0, 6, 2, -2, -10, -2, 4
5,12:-4, 0, 6, 2, -2, -10, 4, -2
5,12:-4, 0, 6, 2, -2, -2, 4, -10
5,12:-4, 0, 6, 2, -2, -2, 4, -6
8,-2:-4, 2, 0, -8, -4, -10, -4, 2
13,12:-4, 2, 2, -14, -10, 4, 12, -2
13,12:-4, 2, 2, -14, -10, 4, 12, 4
9,-8:-4, 2, 2, -14, 6, -12, -4, -18
9,-8:-4, 2, 2, -14, 6, -12, -4, -12
3,14:-4, 2, 6, 0, 4, -10, 2, 8
3,14:-4, 2, 6, 0, 4, -10, 8, 2
3,14:-4, 2, 6, 0, 4, -2, 8, -2
3,14:-4, 2, 6, 0, 4, 0, 8, -2
3,14:-4, 2, 6, 0, 4, 8, 6, -4
5,-2:-4, 2, 6, 0, 14, -4, -6, -10
10,-8:-4, 2, 6, 2, 8, 6, -4, -8
-13,-4:-4, 2, 6, 10, 0, 14, 10, 6
10,1:-4, 4, -10, -6, -14, -6, -8, 0
8,8:-4, 4, -10, 0, -8, -6, -4, 8
10,1:-4, 4, -10, 0, -6, -14, -6, -8
37,-8:-4, 4, -10, 2, -16, -26, -48, -8
37,-8:-4, 4, -10, 2, -16, -26, -48, -6
37,-8:-4, 4, -10, 2, -16, -26, -48, -4
37,-8:-4, 4, -10, 2, -16, -26, -8, -48
-5,0:-4, 4, -8, -16, -6, -10, 6, 0
-5,0:-4, 4, -8, -16, -6, -10, 6, 2
-5,0:-4, 4, -8, -16, -6, -10, 6, 4
-5,0:-4, 4, -8, -16, -6, -8, -10, -2
-5,0:-4, 4, -8, -16, -6, -8, 0, -6
-5,0:-4, 4, -8, -16, -6, -8, 0, -4
-5,0:-4, 4, -8, -16, -6, -8, 6, -12
-5,0:-4, 4, -8, -16, -6, -6, -4, -18
-5,0:-4, 4, -8, -16, -6, -6, 2, -12
-5,0:-4, 4, -8, -16, -6, -2, -6, -12
-5,0:-4, 4, -8, -16, -6, -2, -6, -10
-5,0:-4, 4, -8, -16, -6, -2, -6, -8
8,-2:-4, 4, -8, -16, 6, 10, 6, -2
5,-6:-4, 4, -8, -12, -14, -2, -20, -4
5,-6:-4, 4, -8, -12, -14, -2, -20, -2
5,-6:-4, 4, -8, -12, -14, -2, -20, 0
14,-11:-4, 4, -4, -28, -16, -22, -24, -18
24,-17:-4, 4, -4, -16, -32, -34, -38, -32
24,-17:-4, 4, -4, -16, -32, -34, -38, -28
29,-12:-4, 4, -4, -16, -28, -34, -34, -24
2,14:-4, 4, -2, -14, 2, 2, 0, 4
2,14:-4, 4, -2, -14, 2, 2, 0, 6
5,14:-4, 4, 6, 4, -8, -14, -8, -10
1,0:6, -4, -4, -6, -4, -10, 0, -4
9,2:6, -4, -4, 0, -8, -4, -12, -12
-4,5:6, 6, -4, -4, 2, -12, 14, 14
-4,5:6, 6, -4, -4, 2, -12, 14, 16
-4,5:6, 6, -4, -4, 2, -12, 18, 14
-4,5:6, 6, -4, -4, 2, -12, 18, 16
-4,5:6, 6, -4, -4, 2, -12, 18, 18
-10,20:6, 6, -2, 6, 18, 18, 20, 22
-3,13:6, 6, -2, 12, 8, 16, 14, 10
0,3:6, 6, 2, -6, -6, -14, 0, 10
0,3:6, 6, 2, -6, -6, -14, 0, 12
0,3:6, 6, 2, -6, -6, -14, 0, 14
0,3:6, 6, 2, -6, -6, -14, 10, 0
0,3:6, 6, 2, -6, -6, 0, 10, -14
3,-2:6, 6, 2, -4, -8, 10, 2, -8
2,-3:6, 6, 2, -4, -2, 8, 14, 0
2,-3:6, 6, 2, -4, -2, 8, 14, 2
2,-3:6, 6, 2, -4, -2, 8, 14, 4
3,2:6, 6, 2, -2, 6, 0, 12, -2
3,2:6, 6, 2, -2, 6, 0, 12, 4
-1,-3:6, 6, 2, 10, -2, -12, 6, 10
-1,-3:6, 6, 2, 10, -2, -12, 6, 12
-1,-3:6, 6, 2, 10, -2, -12, 6, 14
-1,-3:6, 6, 2, 10, -2, -10, 8, -16
-1,-3:6, 6, 2, 10, -2, -10, 8, -10
-1,-3:6, 6, 2, 10, -2, -8, 8, -6
-3,11:6, 6, 6, -8, -4, 10, 22, -4
-3,11:6, 6, 6, -8, -4, 10, 22, -2
-3,11:6, 6, 6, -8, -4, 10, 22, 0
-3,11:6, 6, 6, -6, -10, 10, 22, 2
-3,11:6, 6, 6, -6, 0, 10, 22, -6
-3,11:6, 6, 6, -6, 4, 10, 22, -6
-3,11:6, 6, 6, -6, 6, 10, 22, -4
2,8:6, 6, 6, 4, 8, 10, 12, 32
2,8:6, 6, 6, 4, 8, 10, 32, 12
-3,11:6, 6, 6, 10, 22, -2, 4, -2
-3,11:6, 6, 6, 10, 22, -2, 4, 0
-3,11:6, 6, 6, 10, 22, -2, 4, 2
-3,6:6, 6, 8, -4, 4, -20, 6, -18
-3,6:6, 6, 8, -4, 4, -20, 6, -16
-3,6:6, 6, 8, -4, 4, -20, 6, -14
-7,13:6, 6, 8, 2, 10, 14, 16, 28
1,-2:6, 6, 8, 8, 0, -6, -6, -6
-8,-2:6, 6, 8, 8, 6, 6, 6, -6
-8,-2:6, 6, 8, 8, 6, 6, 6, -4
-8,-2:6, 6, 8, 8, 6, 6, 6, -2
