10,-9:-4, -6, 6, -8, -8, 4
10,-9:-4, -6, 6, -8, 4, -8
1,3:-4, 4, -2, 2, 14, 4
15,-3:-4, -12, 0, -10, -4, 0, 2
-7,10:-4, -6, -14, 2, 12, 6, 2
4,-10:-4, -6, -6, -16, -6, 0, 4
-9,-6:-4, -6, -6, -4, -10, 2, 4
-1,-2:-4, -6, -6, -4, -2, 6, 16
-3,-6:-4, -6, -6, -4, 10, 6, -2
3,-7:-4, -6, -4, -8, -12, -8, -8
10,-9:-4, -6, 6, -8, -8, 0, -6
10,-9:-4, -6, 6, -8, -8, 0, 2
10,-9:-4, -6, 6, -8, -8, 6, 0
10,-9:-4, -6, 6, -8, -8, 6, 6
10,-9:-4, -6, 6, -8, -8, 6, 8
10,-9:-4, -6, 6, -8, -8, 10, 6
10,-9:-4, -6, 6, -8, -8, 10, 8
10,-9:-4, -6, 6, -8, -8, 10, 10
2,4:-4, -6, 6, 10, -10, -2, 4
4,3:-4, -6, 6, 10, 6, 6, -2
4,-3:-4, -4, 2, 8, -12, -14, -6
4,-3:-4, -4, 2, 8, -12, -6, -14
2,1:-4, 0, -8, -10, -4, -2, 4
4,-1:-4, 0, -8, -10, -4, 2, 2
3,14:-4, 0, -8, -10, 4, 0, 12
3,14:-4, 0, -8, -10, 4, 12, 0
3,14:-4, 0, -8, -10, 4, 12, 2
3,14:-4, 0, -8, 4, -4, 12, -2
3,14:-4, 0, -8, 4, -2, 12, -4
3,14:-4, 0, -8, 4, 0, 12, -10
3,14:-4, 0, -8, 4, 0, 12, -6
-5,3:-4, 0, -2, -10, 6, 10, 10
-5,3:-4, 0, -2, 6, 10, 10, -10
-5,3:-4, 0, -2, 6, 10, 10, -6
10,-1:-4, 0, 0, 8, 12, 6, -10
1,0:-4, 0, 6, 4, -6, -10, 0
6,-7:-4, 0, 6, 4, -6, -4, -14
1,0:-4, 0, 6, 4, -6, 0, -10
11,3:-4, 2, 6, 2, -8, -16, -12
3,2:-4, 4, -10, -6, 0, -4, -8
8,5:-4, 4, -10, -6, 2, 4, -2
5,-2:-4, 4, -8, -14, -12, 6, 2
9,1:-4, 4, -2, -14, 6, 4, 4
9,1:-4, 4, -2, -14, 6, 4, 6
9,1:-4, 4, -2, 6, 4, 4, -14
5,2:6, 6, -2, 4, 0, -12, -2
-7,11:6, 6, 8, -4, 10, -2, 10
-7,11:6, 6, 8, -4, 10, 10, -2
6,-10:-4, -6, 6, -8, -12, -24, 4, -6
6,-10:-4, -6, 6, -8, -12, -8, 4, -24
6,-10:-4, -6, 6, -8, -12, -8, 4, -22
10,-9:-4, -6, 6, -8, -8, 0, -2, -6
10,-9:-4, -6, 6, -8, -8, 0, -2, -2
10,-9:-4, -6, 6, -8, -8, 0, 4, -6
10,-9:-4, -6, 6, -8, -8, 0, 4, 0
10,-9:-4, -6, 6, -8, -8, 0, 4, 4
10,-9:-4, -6, 6, -8, -8, 6, 10, 4
10,-9:-4, -6, 6, -8, -8, 6, 10, 6
10,-9:-4, -6, 6, -8, -8, 6, 10, 8
10,-9:-4, -6, 6, -8, -8, 10, 2, 4
10,-9:-4, -6, 6, -8, -8, 10, 2, 6
10,-9:-4, -6, 6, -8, -8, 10, 2, 8
7,-3:-4, -6, 6, 4, -2, -30, -4, 2
7,-3:-4, -6, 6, 4, -2, -30, -4, 6
-3,-4:-4, -6, 6, 6, 12, 16, 0, 0
13,16:-4, -4, -14, -4, 10, 12, -4, 12
13,16:-4, -4, -14, -4, 10, 12, 12, -4
13,-4:-4, -4, -8, -12, -12, -16, -16, 6
13,-4:-4, -4, -8, -12, -12, -16, -16, 8
13,-4:-4, -4, -8, -12, -12, -16, -16, 10
13,-4:-4, -4, -8, -12, -12, -16, 6, -16
5,15:-4, -4, -8, -10, -20, -6, 4, -8
18,6:-4, -4, -8, -2, 8, -12, -24, 2
18,6:-4, -4, -8, -2, 8, -12, 2, -24
-4,0:-4, -4, -6, 8, 6, 0, 14, -2
-2,11:-4, -4, -4, 4, 2, -8, 12, -12
-3,7:-4, -4, -2, 8, 4, 6, 2, 6
4,-3:-4, -4, 2, 8, -12, -18, -6, -12
4,-3:-4, -4, 2, 8, -12, -16, -6, -20
4,-3:-4, -4, 2, 8, -12, -16, -6, -18
1,-16:-4, -4, 2, 12, 14, -8, -16, -16
19,19:-4, -4, 8, 4, 8, 6, -4, 12
-1,7:-4, 0, -16, -6, 4, -4, 4, -4
3,3:-4, 0, -12, -12, -6, 2, 0, 8
9,-6:-4, 0, -12, -12, -6, 8, -8, -14
6,6:-4, 0, -12, -12, 6, 4, 6, 10
9,10:-4, 0, -12, -10, -6, 8, 10, 10
1,-5:-4, 0, -12, -6, -6, -14, -14, -4
1,-5:-4, 0, -12, -6, -6, -14, -4, -14
12,-16:-4, 0, -12, -4, -14, -20, -14, -10
3,7:-4, 0, -12, -4, 6, 10, -4, 6
2,-8:-4, 0, -12, 8, -2, -10, 14, 10
2,-8:-4, 0, -12, 8, -2, -10, 14, 20
2,-8:-4, 0, -12, 8, -2, -10, 16, 10
2,-8:-4, 0, -12, 8, -2, -10, 18, 18
2,-8:-4, 0, -12, 8, -2, 14, 10, -10
9,2:-4, 0, -8, -10, -4, -2, 10, -2
4,-1:-4, 0, -8, -10, -4, 2, 6, 4
4,-1:-4, 0, -8, -10, -4, 2, 8, 10
-3,1:-4, 0, -8, -4, -10, -6, 8, 6
-2,5:-4, 0, -8, -2, -12, -4, 10, 10
-2,5:-4, 0, -8, -2, -12, -4, 10, 12
-2,5:-4, 0, -8, -2, -12, -4, 10, 14
-2,5:-4, 0, -8, -2, -12, 10, 4, 8
3,14:-4, 0, -8, 4, -4, 0, 12, -12
3,14:-4, 0, -8, 4, -4, 0, 12, -10
3,14:-4, 0, -8, 4, -4, 0, 12, -8
2,11:-4, 0, -8, 6, -12, -12, 18, 8
6,-9:-4, 0, -8, 6, -12, -6, -16, 12
6,-9:-4, 0, -8, 6, -12, -6, -16, 14
6,-9:-4, 0, -8, 6, -12, -6, 12, -16
2,11:-4, 0, -8, 6, -12, 18, 8, -12
2,11:-4, 0, -8, 6, -12, 18, 8, -10
3,5:-4, 0, -8, 6, 8, -12, 0, -6
4,-4:-4, 0, -2, -10, 4, 0, 6, 10
7,6:-4, 0, -2, -4, -14, 4, -20, 0
-5,3:-4, 0, -2, -4, 6, 10, 10, -12
-5,3:-4, 0, -2, -4, 6, 10, 10, -10
-5,3:-4, 0, -2, -4, 6, 10, 10, -8
3,13:-4, 0, -2, 4, 0, -6, -14, 8
0,6:-4, 0, -2, 6, 6, 6, 2, -14
6,9:-4, 0, 4, 4, -8, -12, 2, 4
6,9:-4, 0, 4, 4, -8, 2, 4, -12
6,9:-4, 0, 4, 4, -8, 2, 4, -10
6,9:-4, 0, 4, 4, -8, 2, 4, -8
6,6:-4, 0, 4, 4, 6, -2, -10, 18
6,6:-4, 0, 4, 4, 6, -2, 18, -10
6,6:-4, 0, 4, 4, 6, -2, 18, -6
6,-12:-4, 0, 4, 6, -16, -20, -16, -16
1,-6:-4, 0, 6, -2, 0, 2, 2, 8
9,12:-4, 0, 6, 2, 6, 10, -6, -10
9,12:-4, 0, 6, 2, 6, 10, -6, -6
5,4:-4, 0, 8, 4, -4, -8, -10, -2
5,4:-4, 0, 8, 4, -4, -8, -2, -10
-8,9:-4, 2, 6, -8, -4, 6, 2, -6
8,-10:-4, 2, 6, -8, 2, -6, 2, -8
0,6:-4, 2, 6, 0, -8, 6, -8, -22
0,6:-4, 2, 6, 0, -8, 6, -8, -18
19,12:-4, 2, 6, 0, 4, 14, 8, 2
6,7:-4, 2, 6, 0, 8, 12, 10, -6
-1,-12:-4, 4, -10, -12, 6, 10, -10, -4
-2,-1:-4, 4, -10, -6, -14, -4, -2, 2
5,0:-4, 4, -10, -6, -2, -6, 6, 2
11,-1:-4, 4, -10, 0, -6, -14, -16, -10
11,-5:-4, 4, -8, -14, -18, -14, -14, 2
11,-5:-4, 4, -8, -14, -18, -14, 2, -14
-10,-4:-4, 4, -8, -14, -12, -6, 8, 8
-10,-4:-4, 4, -8, -14, -12, 8, 8, -6
-10,-4:-4, 4, -8, -14, -12, 8, 8, -4
-10,-4:-4, 4, -8, -14, -12, 8, 8, -2
3,4:-4, 4, -8, -14, 0, -12, -6, 2
3,4:-4, 4, -8, -14, 0, -12, 2, -6
22,-5:-4, 4, -8, -14, 0, -6, -36, -26
26,-10:-4, 4, -8, -14, 0, -6, -34, -24
22,-5:-4, 4, -8, -14, 0, -6, -26, -36
26,-10:-4, 4, -8, -14, 0, -6, -24, -34
9,1:-4, 4, -2, -14, 2, 4, 4, 6
9,1:-4, 4, -2, -14, 2, 4, 6, 6
9,1:-4, 4, -2, -14, 2, 4, 14, 2
9,1:-4, 4, -2, -14, 2, 6, 6, 8
9,1:-4, 4, -2, -14, 2, 6, 10, 2
9,1:-4, 4, -2, -14, 6, 4, 10, 4
9,1:-4, 4, -2, -14, 6, 4, 10, 6
9,1:-4, 4, -2, -14, 6, 4, 10, 8
9,1:-4, 4, -2, -14, 6, 6, 2, 6
9,1:-4, 4, -2, -14, 6, 6, 2, 8
9,1:-4, 4, -2, -14, 6, 6, 6, 2
2,-2:-4, 4, -2, -12, -2, -2, -12, -2
13,8:-4, 4, -2, 2, 4, 6, -2, 4
2,13:-4, 4, -2, 2, 12, -16, 2, 10
7,-1:-4, 4, -2, 6, 4, 4, -16, -8
6,8:-4, 4, 4, 4, 6, 8, 16, 4
-3,-3:-4, 4, 6, 4, -8, -4, -16, -8
13,-6:6, -4, -4, -6, 6, -8, -8, 4
13,-6:6, -4, -4, -6, 6, -8, 4, -8
4,6:6, -4, -4, 4, -2, 2, 14, 4
5,12:6, 6, -4, -4, 0, 10, 18, 14
3,10:6, 6, -2, -4, 4, -2, -4, 16
3,10:6, 6, -2, -4, 4, -2, 16, -4
3,10:6, 6, -2, -4, 4, -2, 16, -2
0,6:6, 6, -2, 10, 16, 14, -4, 0
7,9:6, 6, -2, 12, 8, 0, -2, 4
4,4:6, 6, -2, 12, 8, 2, 6, 10
12,-6:6, 6, -2, 16, 0, -10, -4, 0
1,11:6, 6, 2, -6, 2, -10, -4, 12
2,2:6, 6, 2, -4, -2, 8, 2, 12
-5,7:6, 6, 2, -4, -2, 8, 6, 16
2,2:6, 6, 2, -4, -2, 8, 12, 2
5,-4:6, 6, 2, 4, -4, -8, -8, 8
5,-4:6, 6, 2, 4, -4, -8, -8, 12
5,-4:6, 6, 2, 4, -4, -8, 8, -8
16,4:6, 6, 2, 10, -2, -10, 0, 8
16,4:6, 6, 2, 10, -2, -10, 0, 12
16,4:6, 6, 2, 10, -2, -10, 4, 6
16,4:6, 6, 2, 10, -2, -10, 6, 4
16,4:6, 6, 2, 10, -2, -10, 8, 0
16,4:6, 6, 2, 10, -2, -10, 8, 2
16,4:6, 6, 2, 10, -2, 0, 8, -10
1,5:6, 6, 2, 10, 12, 6, -4, 0
3,3:6, 6, 2, 10, 12, 6, 4, -2
-1,5:6, 6, 6, -6, 0, 14, 8, 16
-1,5:6, 6, 6, -6, 0, 14, 16, 8
5,5:6, 6, 8, -4, -8, -8, -4, 4
6,3:6, 6, 8, -4, -8, 10, 4, -2
-7,11:6, 6, 8, -4, -4, 10, 10, -6
-7,11:6, 6, 8, -4, -4, 10, 10, -4
-7,11:6, 6, 8, -4, -4, 10, 10, 2
-7,11:6, 6, 8, -4, 10, -8, 10, -8
-7,11:6, 6, 8, -4, 10, -8, 10, -6
-7,11:6, 6, 8, -4, 10, -8, 10, -4
-7,11:6, 6, 8, -4, 10, 10, 2, 0
-7,11:6, 6, 8, -4, 10, 10, 2, 8
-5,4:6, 6, 8, 6, 10, 14, 10, 10
-4,-2:6, 6, 8, 8, 6, -8, -4, 4
0,0:6, 6, 8, 8, 6, 4, -4, -14
-4,-8:6, 6, 8, 8, 6, 12, -4, -2
-8,5:6, 6, 8, 8, 14, 8, 2, -2
-1,16:6, 6, 14, 2, 12, 6, 2, 0
