10,-9:-4, -6, 6, -8, -8, 4
10,-9:-4, -6, 6, -8, 4, -8
1,3:-4, 4, -2, 2, 14, 4
15,-3:-4, -12, 0, -10, -4, 0, 2
-7,10:-4, -6, -14, 2, 12, 6, 2
4,-10:-4, -6, -6, -16, -6, 0, 4
-9,-6:-4, -6, -6, -4, -10, 2, 4
-1,-2:-4, -6, -6, -4, -2, 6, 16
-3,-6:-4, -6, -6, -4, 10, 6, -2
3,-7:-4, -6, -4, -8, -12, -8, -8
10,-9:-4, -6, 6, -8, -8, 0, -6
10,-9:-4, -6, 6, -8, -8, 0, 2
10,-9:-4, -6, 6, -8, -8, 6, 0
10,-9:-4, -6, 6, -8, -8, 6, 6
10,-9:-4, -6, 6, -8, -8, 6, 8
10,-9:-4, -6, 6, -8, -8, 10, 6
10,-9:-4, -6, 6, -8, -8, 10, 8
10,-9:-4, -6, 6, -8, -8, 10, 10
2,4:-4, -6, 6, 10, -10, -2, 4
4,3:-4, -6, 6, 10, 6, 6, -2
4,-3:-4, -4, 2, 8, -12, -14, -6
4,-3:-4, -4, 2, 8, -12, -6, -14
2,1:-4, 0, -8, -10, -4, -2, 4
4,-1:-4, 0, -8, -10, -4, 2, 2
3,14:-4, 0, -8, -10, 4, 0, 12
3,14:-4, 0, -8, -10, 4, 12, 0
3,14:-4, 0, -8, -10, 4, 12, 2
3,14:-4, 0, -8, 4, -4, 12, -2
3,14:-4, 0, -8, 4, -2, 12, -4
3,14:-4, 0, -8, 4, 0, 12, -10
3,14:-4, 0, -8, 4, 0, 12, -6
-5,3:-4, 0, -2, -10, 6, 10, 10
-5,3:-4, 0, -2, 6, 10, 10, -10
-5,3:-4, 0, -2, 6, 10, 10, -6
10,-1:-4, 0, 0, 8, 12, 6, -10
1,0:-4, 0, 6, 4, -6, -10, 0
6,-7:-4, 0, 6, 4, -6, -4, -14
1,0:-4, 0, 6, 4, -6, 0, -10
11,3:-4, 2, 6, 2, -8, -16, -12
3,2:-4, 4, -10, -6, 0, -4, -8
8,5:-4, 4, -10, -6, 2, 4, -2
5,-2:-4, 4, -8, -14, -12, 6, 2
9,1:-4, 4, -2, -14, 6, 4, 4
9,1:-4, 4, -2, -14, 6, 4, 6
9,1:-4, 4, -2, 6, 4, 4, -14
5,2:6, 6, -2, 4, 0, -12, -2
-7,11:6, 6, 8, -4, 10, -2, 10
-7,11:6, 6, 8, -4, 10, 10, -2
6,-10:-4, -6, 6, -8, -12, -24, 4, -6
6,-10:-4, -6, 6, -8, -12, -8, 4, -24
6,-10:-4, -6, 6, -8, -12, -8, 4, -22
10,-9:-4, -6, 6, -8, -8, 0, -2, -6
10,-9:-4, -6, 6, -8, -8, 0, -2, -2
10,-9:-4, -6, 6, -8, -8, 0, 4, -6
10,-9:-4, -6, 6, -8, -8, 0, 4, 0
10,-9:-4, -6, 6, -8, -8, 0, 4, 4
10,-9:-4, -6, 6, -8, -8, 6, 10, 4
10,-9:-4, -6, 6, -8, -8, 6, 10, 6
10,-9:-4, -6, 6, -8, -8, 6, 10, 8
10,-9:-4, -6, 6, -8, -8, 10, 2, 4
10,-9:-4, -6, 6, -8, -8, 10, 2, 6
10,-9:-4, -6, 6, -8, -8, 10, 2, 8
7,-3:-4, -6, 6, 4, -2, -30, -4, 2
7,-3:-4, -6, 6, 4, -2, -30, -4, 6
-3,-4:-4, -6, 6, 6, 12, 16, 0, 0
13,16:-4, -4, -14, -4, 10, 12, -4, 12
13,16:-4, -4, -14, -4, 10, 12, 12, -4
13,-4:-4, -4, -8, -12, -12, -16, -16, 6
13,-4:-4, -4, -8, -12, -12, -16, -16, 8
13,-4:-4, -4, -8, -12, -12, -16, -16, 10
13,-4:-4, -4, -8, -12, -12, -16, 6, -16
5,15:-4, -4, -8, -10, -20, -6, 4, -8
18,6:-4, -4, -8, -2, 8, -12, -24, 2
18,6:-4, -4, -8, -2, 8, -12, 2, -24
-4,0:-4, -4, -6, 8, 6, 0, 14, -2
-2,11:-4, -4, -4, 4, 2, -8, 12, -12
-3,7:-4, -4, -2, 8, 4, 6, 2, 6
4,-3:-4, -4, 2, 8, -12, -18, -6, -12
4,-3:-4, -4, 2, 8, -12, -16, -6, -20
4,-3:-4, -4, 2, 8, -12, -16, -6, -18
1,-16:-4, -4, 2, 12, 14, -8, -16, -16
19,19:-4, -4, 8, 4, 8, 6, -4, 12
-1,7:-4, 0, -16, -6, 4, -4, 4, -4
3,3:-4, 0, -12, -12, -6, 2, 0, 8
9,-6:-4, 0, -12, -12, -6, 8, -8, -14
6,6:-4, 0, -12, -12, 6, 4, 6, 10
9,10:-4, 0, -12, -10, -6, 8, 10, 10
1,-5:-4, 0, -12, -6, -6, -14, -14, -4
1,-5:-4, 0, -12, -6, -6, -14, -4, -14
12,-16:-4, 0, -12, -4, -14, -20, -14, -10
3,7:-4, 0, -12, -4, 6, 10, -4, 6
2,-8:-4, 0, -12, 8, -2, -10, 14, 10
2,-8:-4, 0, -12, 8, -2, -10, 14, 20
2,-8:-4, 0, -12, 8, -2, -10, 16, 10
2,-8:-4, 0, -12, 8, -2, -10, 18, 18
2,-8:-4, 0, -12, 8, -2, 14, 10, -10
9,2:-4, 0, -8, -10, -4, -2, 10, -2
4,-1:-4, 0, -8, -10, -4, 2, 6, 4
4,-1:-4, 0, -8, -10, -4, 2, 8, 10
-3,1:-4, 0, -8, -4, -10, -6, 8, 6
-2,5:-4, 0, -8, -2, -12, -4, 10, 10
-2,5:-4, 0, -8, -2, -12, -4, 10, 12
-2,5:-4, 0, -8, -2, -12, -4, 10, 14
-2,5:-4, 0, -8, -2, -12, 10, 4, 8
3,14:-4, 0, -8, 4, -4, 0, 12, -12
3,14:-4, 0, -8, 4, -4, 0, 12, -10
3,14:-4, 0, -8, 4, -4, 0, 12, -8
2,11:-4, 0, -8, 6, -12, -12, 18, 8
6,-9:-4, 0, -8, 6, -12, -6, -16, 12
6,-9:-4, 0, -8, 6, -12, -6, -16, 14
6,-9:-4, 0, -8, 6, -12, -6, 12, -16
2,11:-4, 0, -8, 6, -12, 18, 8, -12
2,11:-4, 0, -8, 6, -12, 18, 8, -10
3,5:-4, 0, -8, 6, 8, -12, 0, -6
4,-4:-4, 0, -2, -10, 4, 0, 6, 10
7,6:-4, 0, -2, -4, -14, 4, -20, 0
-5,3:-4, 0, -2, -4, 6, 10, 10, -12
-5,3:-4, 0, -2, -4, 6, 10, 10, -10
-5,3:-4, 0, -2, -4, 6, 10, 10, -8
3,13:-4, 0, -2, 4, 0, -6, -14, 8
0,6:-4, 0, -2, 6, 6, 6, 2, -14
6,9:-4, 0, 4, 4, -8, -12, 2, 4
6,9:-4, 0, 4, 4, -8, 2, 4, -12
6,9:-4, 0, 4, 4, -8, 2, 4, -10
6,9:-4, 0, 4, 4, -8, 2, 4, -8
6,6:-4, 0, 4, 4, 6, -2, -10, 18
6,6:-4, 0, 4, 4, 6, -2, 18, -10
6,6:-4, 0, 4, 4, 6, -2, 18, -6
6,-12:-4, 0, 4, 6, -16, -20, -16, -16
1,-6:-4, 0, 6, -2, 0, 2, 2, 8
9,12:-4, 0, 6, 2, 6, 10, -6, -10
9,12:-4, 0, 6, 2, 6, 10, -6, -6
5,4:-4, 0, 8, 4, -4, -8, -10, -2
5,4:-4, 0, 8, 4, -4, -8, -2, -10
-8,9:-4, 2, 6, -8, -4, 6, 2, -6
8,-10:-4, 2, 6, -8, 2, -6, 2, -8
0,6:-4, 2, 6, 0, -8, 6, -8, -22
0,6:-4, 2, 6, 0, -8, 6, -8, -18
19,12:-4, 2, 6, 0, 4, 14, 8, 2
6,7:-4, 2, 6, 0, 8, 12, 10, -6
-1,-12:-4, 4, -10, -12, 6, 10, -10, -4
-2,-1:-4, 4, -10, -6, -14, -4, -2, 2
5,0:-4, 4, -10, -6, -2, -6, 6, 2
11,-1:-4, 4, -10, 0, -6, -14, -16, -10
11,-5:-4, 4, -8, -14, -18, -14, -14, 2
11,-5:-4, 4, -8, -14, -18, -14, 2, -14
-10,-4:-4, 4, -8, -14, -12, -6, 8, 8
-10,-4:-4, 4, -8, -14, -12, 8, 8, -6
-10,-4:-4, 4, -8, -14, -12, 8, 8, -4
-10,-4:-4, 4, -8, -14, -12, 8, 8, -2
3,4:-4, 4, -8, -14, 0, -12, -6, 2
3,4:-4, 4, -8, -14, 0, -12, 2, -6
22,-5:-4, 4, -8, -14, 0, -6, -36, -26
26,-10:-4, 4, -8, -14, 0, -6, -34, -24
22,-5:-4, 4, -8, -14, 0, -6, -26, -36
26,-10:-4, 4, -8, -14, 0, -6, -24, -34
9,1:-4, 4, -2, -14, 2, 4, 4, 6
9,1:-4, 4, -2, -14, 2, 4, 6, 6
9,1:-4, 4, -2, -14, 2, 4, 14, 2
9,1:-4, 4, -2, -14, 2, 6, 6, 8
9,1:-4, 4, -2, -14, 2, 6, 10, 2
9,1:-4, 4, -2, -14, 6, 4, 10, 4
9,1:-4, 4, -2, -14, 6, 4, 10, 6
9,1:-4, 4, -2, -14, 6, 4, 10, 8
9,1:-4, 4, -2, -14, 6, 6, 2, 6
9,1:-4, 4, -2, -14, 6, 6, 2, 8
9,1:-4, 4, -2, -14, 6, 6, 6, 2
2,-2:-4, 4, -2, -12, -2, -2, -12, -2
13,8:-4, 4, -2, 2, 4, 6, -2, 4
2,13:-4, 4, -2, 2, 12, -16, 2, 10
7,-1:-4, 4, -2, 6, 4, 4, -16, -8
6,8:-4, 4, 4, 4, 6, 8, 16, 4
-3,-3:-4, 4, 6, 4, -8, -4, -16, -8
13,-6:6, -4, -4, -6, 6, -8, -8, 4
13,-6:6, -4, -4, -6, 6, -8, 4, -8
4,6:6, -4, -4, 4, -2, 2, 14, 4
5,12:6, 6, -4, -4, 0, 10, 18, 14
3,10:6, 6, -2, -4, 4, -2, -4, 16
3,10:6, 6, -2, -4, 4, -2, 16, -4
3,10:6, 6, -2, -4, 4, -2, 16, -2
0,6:6, 6, -2, 10, 16, 14, -4, 0
7,9:6, 6, -2, 12, 8, 0, -2, 4
4,4:6, 6, -2, 12, 8, 2, 6, 10
12,-6:6, 6, -2, 16, 0, -10, -4, 0
1,11:6, 6, 2, -6, 2, -10, -4, 12
2,2:6, 6, 2, -4, -2, 8, 2, 12
-5,7:6, 6, 2, -4, -2, 8, 6, 16
2,2:6, 6, 2, -4, -2, 8, 12, 2
5,-4:6, 6, 2, 4, -4, -8, -8, 8
5,-4:6, 6, 2, 4, -4, -8, -8, 12
5,-4:6, 6, 2, 4, -4, -8, 8, -8
16,4:6, 6, 2, 10, -2, -10, 0, 8
16,4:6, 6, 2, 10, -2, -10, 0, 12
16,4:6, 6, 2, 10, -2, -10, 4, 6
16,4:6, 6, 2, 10, -2, -10, 6, 4
16,4:6, 6, 2, 10, -2, -10, 8, 0
16,4:6, 6, 2, 10, -2, -10, 8, 2
16,4:6, 6, 2, 10, -2, 0, 8, -10
1,5:6, 6, 2, 10, 12, 6, -4, 0
3,3:6, 6, 2, 10, 12, 6, 4, -2
-1,5:6, 6, 6, -6, 0, 14, 8, 16
-1,5:6, 6, 6, -6, 0, 14, 16, 8
5,5:6, 6, 8, -4, -8, -8, -4, 4
6,3:6, 6, 8, -4, -8, 10, 4, -2
-7,11:6, 6, 8, -4, -4, 10, 10, -6
-7,11:6, 6, 8, -4, -4, 10, 10, -4
-7,11:6, 6, 8, -4, -4, 10, 10, 2
-7,11:6, 6, 8, -4, 10, -8, 10, -8
-7,11:6, 6, 8, -4, 10, -8, 10, -6
-7,11:6, 6, 8, -4, 10, -8, 10, -4
-7,11:6, 6, 8, -4, 10, 10, 2, 0
-7,11:6, 6, 8, -4, 10, 10, 2, 8
-5,4:6, 6, 8, 6, 10, 14, 10, 10
-4,-2:6, 6, 8, 8, 6, -8, -4, 4
0,0:6, 6, 8, 8, 6, 4, -4, -14
-4,-8:6, 6, 8, 8, 6, 12, -4, -2
-8,5:6, 6, 8, 8, 14, 8, 2, -2
-1,16:6, 6, 14, 2, 12, 6, 2, 0
-4,7:-4, -14, -8, 20, 12, 18, 14, 2, 12
-16,16:-4, -14, -8, 20, 22, 10, 24, 12, 24
-16,16:-4, -14, -8, 20, 22, 10, 24, 24, 12
-4,7:-4, -14, 10, 10, 16, 20, 6, 24, 4
-4,7:-4, -14, 10, 10, 16, 20, 6, 24, 6
-4,7:-4, -14, 10, 10, 16, 20, 6, 24, 8
1,3:-4, -14, 10, 10, 18, 4, 16, 0, 4
0,14:-4, -14, 10, 20, 10, 10, 2, 18, 4
16,5:-4, -14, 14, -2, -10, -4, -8, -20, -10
4,14:-4, -14, 14, -2, 0, -12, 2, -10, 2
4,14:-4, -14, 14, -2, 0, -12, 2, 2, -10
3,1:-4, -12, -14, -4, 2, 2, 14, -12, -16
3,1:-4, -12, -14, -4, 2, 2, 14, -12, -12
-1,12:-4, -12, -14, -4, 6, -10, 2, -2, 2
-1,12:-4, -12, -14, -4, 6, -10, 2, 0, -2
-1,12:-4, -12, -14, -4, 6, -10, 2, 2, -14
-1,12:-4, -12, -14, -4, 6, -10, 2, 2, -12
-1,12:-4, -12, -14, -4, 6, 2, -12, 2, -6
-1,12:-4, -12, -14, -4, 6, 2, -4, -6, -4
-1,12:-4, -12, -14, -4, 6, 2, -4, 0, -2
-1,12:-4, -12, -14, -4, 6, 2, -4, 0, 0
-1,12:-4, -12, -14, -4, 6, 2, -4, 0, 2
-1,12:-4, -12, -14, -4, 6, 2, -4, 2, -4
-1,12:-4, -12, -14, -4, 6, 2, -4, 2, 6
-1,12:-4, -12, -14, -4, 6, 2, -4, 4, 4
15,-3:-4, -12, -14, 0, -10, -4, 0, -2, 2
15,-3:-4, -12, -14, 0, -10, -4, 0, -2, 4
15,-3:-4, -12, -14, 0, -10, -4, 0, -2, 6
15,-3:-4, -12, -14, 0, -10, -4, 0, 2, 2
8,3:-4, -12, -14, 0, -2, 2, 2, 6, 2
1,-13:-4, -12, -8, -14, -22, 2, 4, -20, -12
1,-9:-4, -12, -8, -14, -22, 2, 4, -14, -8
3,-12:-4, -12, -8, -14, -10, -22, -8, -4, -12
5,-12:-4, -12, -8, -14, -10, -16, -14, -2, -2
5,-12:-4, -12, -8, -14, -10, -16, -14, -2, 2
1,-9:-4, -12, -8, -14, 2, 4, -14, -8, -18
1,-9:-4, -12, -8, -14, 2, 4, -14, -8, -16
1,-9:-4, -12, -8, -14, 2, 4, -14, -8, -14
1,-9:-4, -12, -8, -14, 2, 4, -8, -8, -22
1,-9:-4, -12, -8, -14, 2, 4, -8, -8, -20
1,-9:-4, -12, -8, -14, 2, 4, -8, -8, -18
11,-2:-4, -12, -8, -4, -14, 0, -2, 8, -6
13,1:-4, -12, -8, -2, -14, -8, -20, -10, -10
2,-12:-4, -12, -8, -2, -14, -8, -18, -12, -12
13,1:-4, -12, -8, -2, -14, -8, -10, -10, -20
13,1:-4, -12, -8, -2, -14, -8, -10, -10, -18
-1,-17:-4, -12, -8, 2, 0, -28, -18, -14, -14
1,-2:-4, -12, -6, -16, -6, -8, -6, 4, 0
1,-9:-4, -12, -6, -16, -2, -6, -2, 2, 4
1,-9:-4, -12, -6, -16, -2, -6, -2, 2, 6
15,-3:-4, -12, -6, -16, 0, -10, -4, 0, 4
4,3:-4, -12, -6, -16, 0, 6, -8, -4, 8
-5,1:-4, -12, -6, -14, -2, 6, -8, -8, -12
-5,1:-4, -12, -6, -14, -2, 6, -2, -4, 12
-5,1:-4, -12, -6, -14, -2, 6, -2, 6, -2
-1,7:-4, -12, -6, -14, -2, 6, -2, 8, 2
-5,1:-4, -12, -6, -14, -2, 6, -2, 8, 4
-5,1:-4, -12, -6, -14, -2, 6, -2, 8, 10
-5,1:-4, -12, -6, -14, -2, 6, -2, 14, 0
-5,1:-4, -12, -6, -14, -2, 6, -2, 14, 2
-5,1:-4, -12, -6, -14, -2, 6, -2, 14, 4
-5,1:-4, -12, -6, -14, -2, 6, 0, 16, -4
-5,1:-4, -12, -6, -14, -2, 6, 0, 16, 0
15,-3:-4, -12, -6, -14, 0, -10, -4, 0, -4
0,8:-4, -12, -6, -14, 8, -2, -2, -4, 4
-3,7:-4, -12, -6, -14, 8, 2, 8, 12, 12
-10,8:-4, -12, -6, -14, 8, 8, 8, 20, 20
13,3:-4, -12, -6, -2, -10, -6, -2, 0, 0
-2,-4:-4, -12, -4, 2, -6, -2, -2, -10, -6
-6,10:-4, -12, -4, 6, -12, -14, 0, 18, 18
-6,10:-4, -12, -4, 6, -12, -14, 18, 18, 0
13,-2:-4, -12, -4, 6, -10, 6, 2, -4, 2
-6,10:-4, -12, -4, 6, -8, 2, 18, 18, 4
-6,10:-4, -12, -4, 6, -8, 2, 18, 18, 8
-6,10:-4, -12, -4, 6, -8, 8, 18, 18, 2
-6,10:-4, -12, -4, 6, 2, -12, 18, 18, 0
8,9:-4, -12, -4, 6, 2, 0, 6, 6, 10
8,9:-4, -12, -4, 6, 2, 0, 6, 6, 12
8,9:-4, -12, -4, 6, 2, 0, 6, 12, 6
-6,10:-4, -12, -4, 6, 2, 2, 18, 18, -4
-6,10:-4, -12, -4, 6, 2, 2, 18, 18, 0
2,4:-4, -12, -4, 6, 2, 4, 14, 2, 4
2,4:-4, -12, -4, 6, 2, 4, 14, 8, 4
-6,10:-4, -12, -4, 6, 2, 4, 18, 18, -8
-14,-1:-4, -12, -4, 6, 2, 16, -2, 14, 14
-3,6:-4, -12, -4, 6, 8, 6, 0, 6, 8
15,-3:-4, -12, 0, -10, -4, 0, -4, -6, -6
15,-3:-4, -12, 0, -10, -4, 0, -4, -6, -4
15,-3:-4, -12, 0, -10, -4, 0, -4, -6, -2
15,-3:-4, -12, 0, -10, -4, 0, -4, 0, -4
15,-3:-4, -12, 0, -10, -4, 0, -4, 0, -2
15,-3:-4, -12, 0, -10, -4, 0, 6, 6, -2
15,-3:-4, -12, 0, -10, -4, 0, 6, 6, 10
15,-3:-4, -12, 0, -10, -4, 6, 6, 10, 0
7,-5:-4, -12, 0, -8, -16, -18, -12, 0, -10
7,-5:-4, -12, 0, -8, -16, -10, -12, -10, -24
7,-5:-4, -12, 0, -8, -16, -10, -12, -10, -14
17,9:-4, -12, 0, -4, -12, -18, -10, 10, 12
17,9:-4, -12, 0, -4, -12, -18, -10, 10, 14
17,9:-4, -12, 0, -4, -12, -18, -10, 12, 6
10,3:-4, -12, 0, -2, 4, 2, -4, -4, 2
14,4:-4, -12, 4, -6, 2, -4, -16, 6, 10
14,4:-4, -12, 4, -6, 2, -4, 6, 10, -16
4,9:-4, -12, 4, 4, 6, -8, 10, 6, 6
-1,5:-4, -6, -14, 2, 4, -2, 0, 2, 6
2,2:-4, -6, -14, 2, 4, -2, 6, -4, 2
-5,16:-4, -6, -14, 2, 8, -2, 26, 22, 22
-5,16:-4, -6, -14, 2, 8, 26, 22, 22, -2
6,-11:-4, -6, -14, 6, -4, -6, -16, -16, 10
6,-11:-4, -6, -14, 6, -4, -6, -16, 10, -16
0,-3:-4, -6, -14, 6, -4, -6, -12, -6, -2
0,-3:-4, -6, -14, 6, -4, -6, -12, 0, -2
-6,8:-4, -6, -14, 6, -4, 12, -4, -2, 6
3,4:-4, -6, -14, 6, -4, 14, 6, 12, 16
3,4:-4, -6, -14, 6, -4, 14, 6, 12, 18
3,4:-4, -6, -14, 6, -4, 14, 6, 14, 24
3,4:-4, -6, -14, 6, -4, 14, 6, 16, 12
18,-6:-4, -6, -8, -18, -20, -6, -16, -10, -6
18,-6:-4, -6, -8, -18, -6, -16, -10, -6, -10
9,-1:-4, -6, -8, -18, -2, -12, -8, -20, 2
9,-1:-4, -6, -8, -18, -2, -12, -8, 2, -20
9,-1:-4, -6, -8, -18, -2, -12, -8, 2, -18
9,-1:-4, -6, -8, -18, -2, -12, -8, 2, -16
2,-11:-4, -6, -8, -16, -26, -14, -22, 6, -12
2,-11:-4, -6, -8, -16, -26, -12, -24, 6, -12
2,-11:-4, -6, -8, -16, -26, -12, 6, -16, -12
11,-9:-4, -6, -8, -10, -12, -16, -24, -32, -18
17,0:-4, -6, -8, -6, -16, -10, -16, 4, -2
17,0:-4, -6, -8, -6, -16, -10, -16, 4, 0
17,0:-4, -6, -8, -6, -16, -10, -16, 4, 2
17,0:-4, -6, -8, -6, -16, -6, -16, -16, -6
10,-3:-4, -6, -8, -2, -10, -20, -8, -12, -12
10,-3:-4, -6, -8, -2, -10, -8, -12, -12, -20
10,-8:-4, -6, -6, -16, -2, -20, -16, -16, 8
10,-8:-4, -6, -6, -16, -2, -20, -16, 8, -16
-4,-1:-4, -6, -6, -16, 0, 2, 8, 10, 4
-1,-4:-4, -6, -6, -16, 2, 8, 6, 0, 0
3,2:-4, -6, -6, -14, -14, 2, 8, -6, 8
-2,-1:-4, -6, -6, -14, 2, 6, -2, -2, -6
-2,-1:-4, -6, -6, -14, 2, 6, -2, -2, -2
-10,9:-4, -6, -6, -4, -8, 10, 14, 8, 4
-4,-15:-4, -6, -6, -4, -2, -4, 18, 28, -4
-4,-15:-4, -6, -6, -4, -2, -4, 28, -4, 18
-4,-15:-4, -6, -6, -4, -2, -4, 28, -4, 20
-4,-15:-4, -6, -6, -4, -2, -4, 28, -4, 22
-1,-2:-4, -6, -6, -4, -2, 6, 22, 16, 22
-1,-2:-4, -6, -6, -4, -2, 6, 22, 22, 16
-1,-2:-4, -6, -6, -4, -2, 6, 36, 16, 28
-7,-1:-4, -6, -6, -4, -2, 26, 28, 4, 10
-7,-1:-4, -6, -6, -4, -2, 26, 28, 4, 16
-7,-1:-4, -6, -6, -4, -2, 26, 28, 4, 18
-7,-1:-4, -6, -6, -4, -2, 26, 28, 20, 18
-7,-1:-4, -6, -6, -4, -2, 26, 28, 20, 20
-7,-1:-4, -6, -6, -4, -2, 26, 28, 20, 22
2,-1:-4, -6, -6, -4, 2, -10, -16, -10, -14
-3,-6:-4, -6, -6, -4, 10, 6, 12, -2, 8
-7,-4:-4, -6, -6, -4, 10, 8, -4, -6, 4
-7,-4:-4, -6, -6, -4, 10, 14, -4, 4, 16
-10,9:-4, -6, -6, -4, 10, 14, 8, 4, -8
-10,9:-4, -6, -6, -4, 10, 14, 8, 4, 2
-6,2:-4, -6, -6, -4, 10, 16, 12, 10, -10
-7,-4:-4, -6, -6, 0, -10, 4, -6, -8, 26
-7,-4:-4, -6, -6, 0, -10, 4, -6, -8, 28
-7,-4:-4, -6, -6, 0, -10, 4, -6, 26, -8
-4,-3:-4, -6, -6, 0, -6, -6, -2, -6, -8
1,-9:-4, -6, -6, 0, -2, 2, -4, -10, -8
6,-5:-4, -6, -6, 0, 0, -10, 6, 2, 6
6,-5:-4, -6, -6, 0, 0, -10, 6, 2, 8
6,-5:-4, -6, -6, 0, 0, -10, 6, 2, 10
6,-5:-4, -6, -6, 0, 0, -10, 6, 6, 6
11,-2:-4, -6, -6, 0, 2, -10, 4, 4, 0
-4,-1:-4, -6, -6, 0, 2, 8, 10, 4, -16
-4,-1:-4, -6, -6, 0, 2, 8, 10, 4, -12
