2,-3:-4, -6, -4, 0
3,-5:-4, -6, -4, -10, -6
5,-8:-4, 0, 4, 6, -8
10,-1:-4, 4, -8, -6, 2
10,-1:-4, 4, -8, 2, -6
-1,3:6, 6, 8, 6, 2
4,-8:-4, -6, 6, 10, -4, -2
6,-10:-4, 0, 4, 6, -18, -14
17,-2:-4, 0, 8, -2, -6, 18
17,-2:-4, 0, 8, -2, 18, -6
17,-2:-4, 0, 8, -2, 18, -4
-9,-4:-4, 2, 6, 10, 14, 10
11,-3:-4, 4, -8, -16, -12, 2
11,-3:-4, 4, -8, -16, 2, -12
10,-1:-4, 4, -8, -4, -6, -2
2,-3:-4, 4, -8, -4, 0, -10
2,-3:-4, 4, -8, -4, 0, -8
5,0:6, -4, -4, -6, -4, 0
1,11:6, 6, -2, 10, 0, 8
1,11:6, 6, -2, 10, 8, 0
-6,6:6, 6, 2, -2, -4, 10
-3,4:6, 6, 8, 6, 12, 8
3,-5:-4, -4, 4, -4, -10, -6, 4
3,-5:-4, -4, 4, -4, -10, -6, 6
3,-5:-4, -4, 6, -4, -10, -6, 0
3,-5:-4, -4, 6, -4, -10, -6, 10
22,4:-4, -4, 8, 10, 0, -4, -20
1,3:-4, 0, -12, -12, -4, 6, 0
7,3:-4, 0, -12, -10, -6, 6, 6
7,3:-4, 0, -12, -6, 6, 6, -10
3,11:-4, 0, -12, 0, 10, -2, 6
-7,-8:-4, 0, -12, 10, -2, -18, 12
-7,-8:-4, 0, -12, 10, -2, 12, -18
1,3:-4, 0, -8, 6, -8, 0, -10
1,3:-4, 0, -8, 6, -8, 0, -6
2,9:-4, 0, -8, 8, 10, -8, 12
2,9:-4, 0, -8, 8, 10, 12, -8
-4,5:-4, 0, -2, 4, 0, -8, 14
3,11:-4, 0, 0, 10, -2, 6, -12
3,11:-4, 0, 0, 10, -2, 6, -10
3,11:-4, 0, 0, 10, -2, 6, -8
16,16:-4, 0, 2, -6, -14, -10, -2
16,16:-4, 0, 2, -6, -14, -2, -10
16,16:-4, 0, 2, -6, -14, -2, -6
21,8:-4, 0, 4, -6, 4, -6, -8
1,3:-4, 0, 6, -6, -4, 0, -18
11,-2:-4, 0, 6, 4, -6, -2, -12
9,2:-4, 0, 8, -2, -24, -2, 18
-1,-4:-4, 0, 8, -2, -24, -2, 22
9,2:-4, 0, 8, -2, -24, 18, -2
17,-2:-4, 0, 8, -2, -8, 18, -6
17,-2:-4, 0, 8, -2, -8, 18, -4
17,-2:-4, 0, 8, -2, -6, 2, 10
17,-2:-4, 0, 8, -2, -6, 2, 20
17,-2:-4, 0, 8, -2, -6, 10, 2
17,-2:-4, 0, 8, -2, -6, 10, 6
9,2:-4, 0, 8, -2, -2, 18, -24
9,2:-4, 0, 8, -2, -2, 18, -18
9,2:-4, 0, 8, -2, -2, 18, -16
17,-2:-4, 0, 8, -2, -2, 18, -6
17,-2:-4, 0, 8, -2, -2, 18, -4
-1,-4:-4, 0, 8, -2, -2, 22, -24
-1,-4:-4, 0, 8, -2, -2, 22, -18
-1,-4:-4, 0, 8, -2, -2, 22, -16
17,-2:-4, 0, 8, -2, -2, 22, -8
17,-2:-4, 0, 8, -2, -2, 22, -2
17,-2:-4, 0, 8, -2, -2, 22, 0
17,-2:-4, 0, 8, -2, 22, -6, 8
17,-2:-4, 0, 8, -2, 22, -6, 12
17,-2:-4, 0, 8, -2, 22, 8, -6
-7,-8:-4, 0, 10, -2, -18, 12, -12
-7,-8:-4, 0, 10, -2, -18, 12, -10
-7,-8:-4, 0, 10, -2, -18, 12, -8
3,22:-4, 2, 2, -14, -10, 16, 24
-1,2:-4, 2, 2, -14, 0, 6, 8
7,-1:-4, 2, 2, -8, -4, -6, -10
10,-4:-4, 2, 6, 0, 14, -12, -4
10,-4:-4, 2, 6, 0, 14, -4, -12
-8,-6:-4, 2, 6, 10, 0, 4, 14
-8,-6:-4, 2, 6, 10, 0, 4, 18
-8,-6:-4, 2, 6, 10, 0, 14, 4
2,-1:-4, 4, -10, -12, -14, -2, 2
11,-1:-4, 4, -10, -6, -14, -2, 0
10,3:-4, 4, -10, -6, -4, 0, -2
11,-1:-4, 4, -10, -6, -2, 0, -14
17,2:-4, 4, -10, 0, -14, -24, 0
17,2:-4, 4, -10, 0, -14, 0, -24
11,-1:-4, 4, -10, 0, -6, -14, -2
11,-3:-4, 4, -8, -16, -12, -4, -4
11,-3:-4, 4, -8, -16, -12, -4, -2
11,-3:-4, 4, -8, -16, -12, 0, -4
2,-3:-4, 4, -8, -16, -4, 0, -10
2,-3:-4, 4, -8, -14, -4, 0, -16
-2,3:-4, 4, -8, -6, 6, 6, -16
2,-3:-4, 4, -8, -4, -12, 0, -12
2,-3:-4, 4, -8, -4, -12, 0, -10
2,-3:-4, 4, -8, -4, -12, 0, -8
2,-3:-4, 4, -8, -4, -6, 0, -10
2,-3:-4, 4, -8, -4, -6, 0, -8
10,-1:-4, 4, -8, -4, -6, 0, -2
23,-8:-4, 4, -4, -16, -14, -26, -22
23,-8:-4, 4, -4, -16, -14, -24, -26
26,-15:-4, 4, -4, -12, -10, -36, -28
26,-15:-4, 4, -4, -12, -10, -36, -26
26,-15:-4, 4, -4, -12, -10, -36, -24
26,-15:-4, 4, -4, -12, -10, -28, -36
2,-3:-4, 4, 4, -6, -4, 0, 14
4,11:-4, 4, 4, 6, -14, -10, 12
4,11:-4, 4, 4, 6, -14, 12, -10
4,11:-4, 4, 4, 6, -14, 12, -8
4,11:-4, 4, 4, 6, -14, 12, -6
6,-2:6, -4, -4, -6, -4, -10, -6
8,-5:6, -4, -4, 0, 4, 6, -8
13,2:6, -4, -4, 4, -8, -6, 2
13,2:6, -4, -4, 4, -8, 2, -6
2,6:6, -4, 6, 6, 8, 6, 2
-2,-8:6, 6, -4, -4, -8, -16, -8
-1,12:6, 6, -2, 10, 0, 18, 14
-1,3:6, 6, -2, 10, 6, 2, 10
-1,3:6, 6, -2, 10, 6, 2, 12
1,11:6, 6, -2, 10, 6, 8, 4
-1,12:6, 6, -2, 10, 18, 14, 0
0,18:6, 6, 2, -6, 4, -16, 6
0,18:6, 6, 2, -6, 4, -16, 8
0,18:6, 6, 2, -6, 4, 6, -16
-8,7:6, 6, 2, -2, -4, 20, 16
-6,5:6, 6, 8, -4, -8, 6, 4
16,3:-4, -14, -12, 14, -12, -14, -12, -8
-8,16:-4, -14, -8, 20, 12, 24, 14, 22
-8,16:-4, -14, -8, 20, 12, 24, 22, 14
-15,11:-4, -14, -8, 20, 16, 12, 10, 24
-12,9:-4, -14, -8, 20, 22, 20, 26, 22
10,6:-4, -14, 10, -2, 0, -2, -6, 12
10,6:-4, -14, 10, -2, 0, -2, -6, 14
10,6:-4, -14, 10, -2, 0, -2, -6, 16
-4,5:-4, -14, 10, 10, 8, 10, 14, -8
-4,5:-4, -14, 10, 10, 8, 10, 14, -6
-4,5:-4, -14, 10, 10, 8, 10, 14, -4
12,14:-4, -14, 14, -2, -10, 2, -8, 0
12,14:-4, -14, 14, -2, -10, 2, 0, -8
5,9:-4, -14, 14, -2, -6, -10, -12, 2
8,7:-4, -14, 14, -2, 0, -2, 4, 0
10,3:-4, -12, -14, 0, -2, -6, -2, -12
10,3:-4, -12, -14, 0, -2, -6, -2, -10
26,5:-4, -12, -8, -14, 0, -14, -4, -16
8,-4:-4, -12, -6, -2, -10, -8, -14, 0
8,-4:-4, -12, -6, -2, -10, -8, 0, -14
9,0:-4, -12, -6, -2, -4, -8, -4, 0
9,0:-4, -12, -6, -2, -4, -8, -2, -4
3,-5:-4, -12, -4, -8, -6, -4, -6, -10
11,-5:-4, -12, -4, 2, 6, 4, 2, -18
0,9:-4, -12, -4, 6, -8, 16, 12, 14
0,9:-4, -12, -4, 6, 16, 12, 14, -8
16,5:-4, -12, 0, -10, -2, 0, -6, 2
16,5:-4, -12, 0, -10, -2, 0, 2, -6
2,-3:-4, -12, 0, -8, -6, -4, 0, -12
2,-3:-4, -12, 0, -8, -6, -4, 0, -10
2,-3:-4, -12, 0, -8, -6, -4, 0, -8
4,-8:-4, -12, 0, -8, 6, 10, 6, -4
9,17:-4, -12, 0, -4, -10, 2, -4, 6
9,17:-4, -12, 0, -4, -10, 2, 6, -4
17,-8:-4, -12, 0, -2, -6, -20, -12, -14
17,-8:-4, -12, 0, -2, -6, -12, -14, -20
8,16:-4, -12, 0, -2, 4, 2, 8, 6
7,2:-4, -12, 4, -6, -8, 4, 8, 0
14,8:-4, -12, 4, 4, -8, -12, -12, -8
14,8:-4, -12, 4, 4, -8, -12, -8, -12
-2,3:-4, -12, 4, 6, -8, -18, 6, -20
-2,3:-4, -12, 4, 6, -8, -18, 6, -10
-4,2:-4, -6, -14, -2, 8, 10, 8, 4
2,2:-4, -6, -14, 2, 4, -2, 6, 10
2,2:-4, -6, -14, 2, 4, -2, 10, 10
1,6:-4, -6, -14, 2, 4, 6, 8, 10
0,3:-4, -6, -14, 2, 6, 10, 8, 4
10,-9:-4, -6, -8, -20, -20, -20, -18, -14
4,-16:-4, -6, -8, -16, -16, -18, -22, -6
4,-16:-4, -6, -8, -16, -16, -18, -22, 4
4,-16:-4, -6, -8, -16, -16, -18, -6, -22
11,1:-4, -6, -8, -10, -12, -24, -28, -12
9,-5:-4, -6, -8, -6, -2, -10, -16, -12
8,-3:-4, -6, -8, -6, -2, -6, -6, -12
5,-2:-4, -6, -6, -16, -6, 2, 4, -2
-3,-3:-4, -6, -6, -16, 0, -4, -2, 2
0,-2:-4, -6, -6, -16, 0, 2, -2, -4
-4,-1:-4, -6, -6, -16, 0, 2, 8, -4
-4,-1:-4, -6, -6, -16, 2, -4, 8, -4
4,6:-4, -6, -6, -4, 2, -8, 0, 4
4,6:-4, -6, -6, -4, 2, 0, 4, -8
4,6:-4, -6, -6, -4, 2, 0, 4, -6
4,6:-4, -6, -6, -4, 2, 0, 4, -4
8,-5:-4, -6, -6, 0, -8, -4, -8, 2
8,-5:-4, -6, -6, 0, -8, -4, -8, 6
-2,-7:-4, -6, -6, 0, -6, -6, -10, 0
-4,-1:-4, -6, -6, 0, -4, -14, 8, -10
-4,-1:-4, -6, -6, 0, -4, -14, 8, -8
-4,-1:-4, -6, -6, 0, -4, -14, 8, -6
-4,-1:-4, -6, -6, 0, -4, -10, 8, -10
-3,-3:-4, -6, -6, 0, -4, -2, 2, -16
-3,-3:-4, -6, -6, 0, -4, -2, 2, -12
8,-5:-4, -6, -6, 0, 2, -8, -8, 4
8,-5:-4, -6, -6, 0, 2, -8, -8, 6
-4,-1:-4, -6, -6, 0, 2, -8, 8, -12
-4,-1:-4, -6, -6, 0, 2, -8, 8, -10
0,-6:-4, -6, -6, 2, -10, -18, -4, -4
0,-6:-4, -6, -6, 2, -10, -4, -4, -18
0,-6:-4, -6, -6, 2, -10, -4, -4, -14
-3,-2:-4, -6, -6, 2, 2, -4, -14, 6
-3,-2:-4, -6, -6, 2, 2, -4, 6, -14
-3,-2:-4, -6, -6, 2, 2, -4, 6, -12
-3,-2:-4, -6, -6, 2, 2, -4, 6, -10
5,0:-4, -6, -6, 2, 4, -6, -14, 4
5,0:-4, -6, -6, 2, 4, -6, -14, 8
1,-2:-4, -6, -4, -10, 0, -4, -2, 2
4,-5:-4, -6, -4, -8, -14, -12, -16, -4
3,-6:-4, -6, -4, -6, -8, -10, -8, -4
5,-9:-4, -6, 0, -8, -12, -10, -16, -12
7,-12:-4, -6, 0, -8, -6, -2, 0, -14
12,-5:-4, -6, 0, -8, -2, -14, -12, -4
12,-5:-4, -6, 0, -8, -2, -14, -4, -12
5,-14:-4, -6, 0, -2, -30, -16, -14, -18
27,-11:-4, -6, 0, -2, -16, -32, -40, -22
27,-11:-4, -6, 0, -2, -16, -32, -40, -20
7,-15:-4, -6, 0, -2, -16, -32, -24, -38
7,-15:-4, -6, 0, -2, -16, -32, -24, -36
5,-14:-4, -6, 0, -2, -16, -14, -18, -30
5,-14:-4, -6, 0, -2, -16, -14, -18, -22
25,-10:-4, -6, 0, -2, -14, -32, -30, -34
-2,3:-4, -6, 6, -8, -20, -20, 6, -8
-2,3:-4, -6, 6, -8, -20, -10, 6, -14
-2,3:-4, -6, 6, -8, -20, -8, 6, -20
-2,3:-4, -6, 6, -8, -20, -8, 6, -18
-2,3:-4, -6, 6, -8, -20, -8, 6, -16
-2,3:-4, -6, 6, -8, -18, -20, 6, -8
-2,3:-4, -6, 6, -8, -18, -20, 6, -6
-2,3:-4, -6, 6, -8, -18, -20, 6, -4
12,-1:-4, -6, 6, -8, -12, -12, -8, 4
12,-1:-4, -6, 6, -8, -12, -12, 4, -8
-2,3:-4, -6, 6, -8, -12, -12, 6, -12
-2,3:-4, -6, 6, -8, -12, -12, 6, -10
-2,3:-4, -6, 6, -8, -10, -20, 6, -12
-2,3:-4, -6, 6, -8, -10, -20, 6, -10
-2,3:-4, -6, 6, -8, -10, -20, 6, -8
-2,3:-4, -6, 6, -8, -8, -16, 6, -20
-2,3:-4, -6, 6, -8, -8, -16, 6, -18
-2,3:-4, -6, 6, -8, -8, -16, 6, -16
6,-2:-4, -6, 6, -2, -4, -6, -10, 14
6,-2:-4, -6, 6, -2, -4, -6, -10, 16
6,-2:-4, -6, 6, -2, -4, -6, -10, 18
6,-2:-4, -6, 6, -2, -4, -6, 14, -10
22,0:-4, -6, 6, 0, 14, 0, -16, -24
7,-2:-4, -6, 6, 10, -4, -12, -4, 6
7,-2:-4, -6, 6, 10, -4, -12, -4, 8
7,-2:-4, -6, 6, 10, -4, -12, -4, 10
7,-2:-4, -6, 6, 10, -4, -12, 6, -4
4,-8:-4, -6, 6, 10, -4, -6, 2, 4
4,-8:-4, -6, 6, 10, -4, -6, 2, 6
4,-8:-4, -6, 6, 10, -4, -6, 2, 8
5,9:-4, -4, -14, -2, 8, 2, 2, -4
11,9:-4, -4, -8, -20, -16, -4, 8, 8
11,9:-4, -4, -8, -20, -4, 8, 8, -16
11,9:-4, -4, -8, -20, -4, 8, 8, -14
12,4:-4, -4, -8, -12, -14, -10, -6, 6
12,4:-4, -4, -8, -12, -14, -10, -6, 8
12,4:-4, -4, -8, -12, -14, -10, -6, 10
12,4:-4, -4, -8, -12, -14, -10, 6, -6
11,6:-4, -4, -8, -12, -14, 0, 14, 8
11,6:-4, -4, -8, -12, -14, 0, 14, 10
11,6:-4, -4, -8, -12, -14, 0, 14, 12
12,4:-4, -4, -8, -12, -10, -6, 6, -14
16,-10:-4, -4, -8, -10, -20, -16, -28, -10
16,-10:-4, -4, -8, -10, -20, -16, -28, 0
16,-10:-4, -4, -8, -10, -20, -16, -10, -28
4,17:-4, -4, -8, -10, -20, -6, 8, 18
12,-1:-4, -4, -6, -2, -8, -6, -8, -30
7,17:-4, -4, -4, 12, -2, -12, 2, 8
2,-3:-4, -4, -2, 8, 2, -4, 0, 4
2,-3:-4, -4, -2, 8, 2, -4, 0, 6
5,9:-4, -4, -2, 8, 2, -4, 2, -4
5,9:-4, -4, -2, 8, 2, -4, 2, -2
5,9:-4, -4, -2, 8, 2, 0, 2, -14
5,9:-4, -4, -2, 8, 2, 0, 2, -4
3,-5:-4, -4, 4, -4, -10, -6, -2, 0
3,-5:-4, -4, 4, -4, -10, -6, -2, 2
3,-5:-4, -4, 4, -4, -10, -6, -2, 4
2,-3:-4, -4, 6, -4, 12, 0, 0, -16
2,-3:-4, -4, 6, -4, 12, 0, 0, -8
2,-3:-4, -4, 8, 6, 10, -4, 0, 12
20,5:-4, -4, 8, 10, 0, -4, -10, -14
3,-5:-4, -4, 10, 6, -4, -10, -6, 2
3,-5:-4, -4, 10, 6, -4, -10, -6, 4
3,-5:-4, -4, 10, 6, -4, -10, -6, 6
9,1:-4, 0, -16, -6, 4, 6, 8, -10
3,11:-4, 0, -16, 0, 10, -2, 6, -14
3,11:-4, 0, -16, 0, 10, -2, 6, -12
3,11:-4, 0, -16, 0, 10, -2, 6, -10
9,-4:-4, 0, -16, 4, 0, -12, -8, 10
9,-4:-4, 0, -16, 4, 0, -12, 10, -8
9,-4:-4, 0, -16, 4, 0, 4, -8, 14
9,-4:-4, 0, -16, 4, 0, 4, -8, 18
-7,-8:-4, 0, -16, 10, -2, -18, 12, -14
-7,-8:-4, 0, -16, 10, -2, -18, 12, -12
-7,-8:-4, 0, -16, 10, -2, -18, 12, -10
7,3:-4, 0, -12, -12, -6, 6, 8, 10
-1,4:-4, 0, -12, -12, -4, 6, 10, 6
7,3:-4, 0, -12, -12, 6, 8, 10, -6
-1,4:-4, 0, -12, -12, 6, 10, 6, -4
-1,4:-4, 0, -12, -12, 6, 10, 6, -2
-4,7:-4, 0, -12, -12, 8, 4, 10, 16
7,-7:-4, 0, -12, -6, -8, -20, -16, -16
7,3:-4, 0, -12, -6, 6, 8, 10, -12
3,11:-4, 0, -12, -6, 10, 0, 6, -12
-1,4:-4, 0, -12, -4, 6, 10, 6, -12
-1,4:-4, 0, -12, 0, 6, 10, 6, -12
1,12:-4, 0, -12, 0, 10, -2, 16, 12
1,12:-4, 0, -12, 0, 10, 16, 12, -2
10,0:-4, 0, -12, 2, -4, -8, -12, 0
10,0:-4, 0, -12, 2, -4, -8, -12, 4
10,0:-4, 0, -12, 2, -4, -8, 0, -12
1,3:-4, 0, -12, 6, -8, -12, 0, -20
3,12:-4, 0, -12, 6, 4, 8, 6, 14
1,-13:-4, 0, -12, 10, -22, 0, -12, -16
-7,-8:-4, 0, -12, 10, -2, -22, 12, -16
-7,-8:-4, 0, -12, 10, -2, -20, 12, -24
-7,-8:-4, 0, -12, 10, -2, -20, 12, -22
6,-17:-4, 0, -12, 10, 4, 8, 0, -18
3,1:-4, 0, -8, -10, -4, -2, 2, -4
4,8:-4, 0, -8, -10, -4, 10, -2, 2
4,8:-4, 0, -8, -10, -4, 10, 2, -2
12,6:-4, 0, -8, -10, -2, 0, -8, 4
12,6:-4, 0, -8, -10, -2, 0, 4, -8
7,4:-4, 0, -8, -10, 6, -4, 4, 2
-1,4:-4, 0, -8, -10, 6, 10, 6, -8
-1,4:-4, 0, -8, -10, 6, 10, 6, 2
-3,3:-4, 0, -8, -10, 8, -8, 8, 12
-3,3:-4, 0, -8, -10, 8, -8, 8, 16
-3,3:-4, 0, -8, -10, 8, -8, 8, 22
-3,3:-4, 0, -8, -10, 8, -8, 12, 8
2,9:-4, 0, -8, -10, 8, 10, 12, 0
1,3:-4, 0, -8, -4, -8, 2, 0, -14
3,1:-4, 0, -8, -4, -2, 2, -4, -10
-1,4:-4, 0, -8, -4, -2, 10, 6, -12
4,8:-4, 0, -8, -4, 10, -2, 2, -10
4,8:-4, 0, -8, -4, 10, -2, 2, -6
13,-8:-4, 0, -8, -2, -14, -8, -16, -10
13,-8:-4, 0, -8, -2, -14, -8, -14, -16
3,-3:-4, 0, -8, 4, 14, -14, -14, -8
3,-10:-4, 0, -8, 4, 14, -14, -12, -6
3,-3:-4, 0, -8, 4, 14, -14, -8, -14
3,-10:-4, 0, -8, 4, 14, -14, -8, -12
3,-10:-4, 0, -8, 4, 14, -14, -6, -12
1,3:-4, 0, -8, 6, -8, -4, 0, -12
1,3:-4, 0, -8, 6, -8, -4, 0, -10
1,3:-4, 0, -8, 6, -8, -4, 0, -8
-1,4:-4, 0, -8, 6, -8, 10, 6, -10
-1,4:-4, 0, -8, 6, -8, 10, 6, -6
7,4:-4, 0, -8, 6, -4, 4, 2, -10
-3,3:-4, 0, -8, 8, -8, 8, 12, -10
-3,3:-4, 0, -8, 8, -8, 8, 12, -6
3,7:-4, 0, -8, 8, 10, -8, 2, 6
2,9:-4, 0, -8, 8, 10, 0, 12, -10
2,9:-4, 0, -8, 8, 10, 0, 12, -6
3,7:-4, 0, -8, 8, 10, 2, 6, -8
-4,5:-4, 0, -2, 4, -8, 8, 14, -10
-4,5:-4, 0, -2, 4, -8, 8, 14, -8
-4,5:-4, 0, -2, 4, -8, 8, 14, -6
-3,13:-4, 0, -2, 4, -2, -8, 12, 14
-4,5:-4, 0, -2, 4, 6, 2, 14, -10
-4,5:-4, 0, -2, 4, 6, 2, 14, -6
-4,5:-4, 0, -2, 4, 6, 8, 14, -8
1,3:-4, 0, 0, -6, -14, -12, 0, 6
1,3:-4, 0, 0, -6, -14, -12, 0, 8
1,3:-4, 0, 0, -6, -14, -12, 0, 10
1,12:-4, 0, 0, 10, -2, 16, 12, -12
1,12:-4, 0, 0, 10, -2, 16, 12, -10
1,12:-4, 0, 0, 10, -2, 16, 12, -8
25,11:-4, 0, 0, 10, 10, -26, -8, -16
25,11:-4, 0, 0, 10, 10, -8, -16, -26
25,11:-4, 0, 0, 10, 10, -8, -16, -24
25,11:-4, 0, 0, 10, 10, -8, -16, -22
14,17:-4, 0, 2, -6, -14, -10, 8, 4
16,16:-4, 0, 2, -6, -14, -4, -2, -12
16,16:-4, 0, 2, -6, -14, -4, -2, -10
16,16:-4, 0, 2, -6, -14, -4, -2, -8
13,-5:-4, 0, 4, -6, -16, -2, -20, -8
13,-5:-4, 0, 4, -6, -16, -2, -20, 2
13,-5:-4, 0, 4, -6, -16, -2, -8, -20
22,6:-4, 0, 4, -6, 4, -18, -14, -6
22,6:-4, 0, 4, -6, 4, -18, -6, -14
1,3:-4, 0, 6, -6, -20, -4, 0, -24
1,3:-4, 0, 6, -6, -20, -4, 0, -22
-1,4:-4, 0, 6, -6, -18, 10, 6, -4
1,3:-4, 0, 6, -6, -14, -16, 0, -14
1,3:-4, 0, 6, -6, -14, -10, 0, -12
1,3:-4, 0, 6, -6, -14, -10, 0, -10
1,3:-4, 0, 6, -6, -14, -10, 0, -8
1,3:-4, 0, 6, -6, -14, -8, 0, -14
1,3:-4, 0, 6, -6, -14, -8, 0, -4
1,3:-4, 0, 6, -6, -14, -6, 0, -6
1,3:-4, 0, 6, -6, -6, -10, 0, -14
1,3:-4, 0, 6, -6, -6, -10, 0, -10
12,-1:-4, 0, 6, -6, -6, -6, -8, 4
1,3:-4, 0, 6, -6, -4, 0, -22, -16
-1,4:-4, 0, 6, -6, -4, 10, 6, -18
14,-3:-4, 0, 6, 4, -6, 6, -6, -12
5,-7:-4, 0, 6, 8, -2, 12, 8, -14
10,0:-4, 0, 8, -2, -24, -12, -8, 18
10,0:-4, 0, 8, -2, -24, -12, 18, -8
9,2:-4, 0, 8, -2, -24, -2, 2, 10
9,2:-4, 0, 8, -2, -24, -2, 2, 20
9,2:-4, 0, 8, -2, -24, -2, 10, 2
9,2:-4, 0, 8, -2, -24, -2, 10, 6
9,2:-4, 0, 8, -2, -14, -2, 18, -20
9,2:-4, 0, 8, -2, -14, -2, 18, -18
9,2:-4, 0, 8, -2, -14, -2, 18, -16
-1,-4:-4, 0, 8, -2, -14, -2, 22, -20
-1,-4:-4, 0, 8, -2, -14, -2, 22, -18
-1,-4:-4, 0, 8, -2, -14, -2, 22, -16
17,-2:-4, 0, 8, -2, -8, 0, 18, -6
17,-2:-4, 0, 8, -2, -8, 0, 18, -4
17,-2:-4, 0, 8, -2, -8, 0, 18, -2
17,-2:-4, 0, 8, -2, -8, 4, 6, 8
17,-2:-4, 0, 8, -2, -6, 4, 4, 10
17,-2:-4, 0, 8, -2, -6, 4, 10, 8
17,-2:-4, 0, 8, -2, -6, 4, 10, 10
17,-2:-4, 0, 8, -2, -6, 4, 10, 12
17,-2:-4, 0, 8, -2, -6, 10, 8, 8
17,-2:-4, 0, 8, -2, -2, -2, 18, -8
17,-2:-4, 0, 8, -2, -2, -2, 18, -6
17,-2:-4, 0, 8, -2, -2, -2, 18, -4
17,-2:-4, 0, 8, -2, -2, 22, 2, -4
17,-2:-4, 0, 8, -2, -2, 22, 2, -2
17,-2:-4, 0, 8, -2, -2, 22, 2, 0
17,-2:-4, 0, 8, -2, 4, 4, 4, -2
17,-2:-4, 0, 8, -2, 22, -6, 6, 6
17,-2:-4, 0, 8, -2, 22, -6, 10, 2
17,-2:-4, 0, 8, -2, 22, -6, 10, 4
17,-2:-4, 0, 8, -2, 22, -6, 10, 6
17,-2:-4, 0, 8, -2, 22, 8, 2, -6
17,-2:-4, 0, 8, -2, 22, 8, 2, -4
5,-1:-4, 0, 8, 8, 12, -2, -4, 20
5,-1:-4, 0, 8, 8, 12, -2, -4, 22
-11,8:-4, 0, 8, 8, 12, -2, -2, 24
5,-1:-4, 0, 8, 8, 12, -2, 20, -4
-11,8:-4, 0, 8, 8, 12, -2, 24, -2
6,-17:-4, 0, 10, 4, 8, 0, -18, -12
6,-17:-4, 0, 10, 4, 8, 0, -18, -10
6,-17:-4, 0, 10, 4, 8, 0, -18, -8
7,-1:-4, 2, 0, -8, -4, -6, -10, -14
4,20:-4, 2, 2, -14, -10, 16, 14, 18
0,0:-4, 2, 2, -14, 0, -2, 2, 6
0,0:-4, 2, 2, -14, 0, -2, 2, 14
0,0:-4, 2, 2, -14, 0, -2, 6, 2
-1,2:-4, 2, 2, -14, 0, 16, 8, 20
-1,2:-4, 2, 2, -14, 0, 16, 8, 22
3,22:-4, 2, 2, -14, 0, 16, 24, 4
3,22:-4, 2, 2, -14, 0, 16, 24, 6
9,7:-4, 2, 2, -8, -14, -2, -12, -4
