-8,-6:-4, -6, -6, -4, -10, 2
-8,-6:-4, -6, -6, -4, -10, 4
-8,-6:-4, -6, -6, -4, -10, 6
4,-7:-4, -6, -4, -8, -12, -8
3,4:-4, -6, 6, 10, -10, -2
5,-3:-4, -4, 2, 8, -12, -14
4,14:-4, 0, -8, -10, 4, 0
4,14:-4, 0, -8, -10, 4, 2
4,14:-4, 0, -8, 4, -4, -2
4,14:-4, 0, -8, 4, -2, -4
4,14:-4, 0, -8, 4, 0, -10
4,14:-4, 0, -8, 4, 0, -6
-4,3:-4, 0, -2, -10, 6, 10
-4,3:-4, 0, -2, 6, 10, -10
-4,3:-4, 0, -2, 6, 10, -6
9,5:-4, 4, -10, -6, 2, 4
5,8:-4, -12, -14, 0, -10, -14, -6
-4,-3:-4, -12, -8, -14, -14, 2, 4
8,-10:-4, -12, 4, -6, -14, -8, -12
4,-4:-4, -6, -6, -14, 0, 2, 0
-8,-6:-4, -6, -6, -4, -10, 10, 4
-8,-6:-4, -6, -6, -4, -10, 10, 6
-8,-6:-4, -6, -6, -4, -10, 10, 8
-2,0:-4, -6, -6, -4, -8, 8, 4
-2,0:-4, -6, -6, -4, 8, 4, -8
0,-7:-4, -6, -6, 0, 2, -2, -4
13,-11:-4, -6, -6, 2, -10, -12, 0
-2,-4:-4, -6, 6, 6, 12, 16, 0
14,-4:-4, -4, -8, -12, -12, -16, 6
14,-4:-4, -4, -8, -12, -12, -16, 8
14,-4:-4, -4, -8, -12, -12, -16, 10
14,-4:-4, -4, -8, -12, -12, 6, -16
5,-3:-4, -4, 2, 8, -12, -18, -12
5,-3:-4, -4, 2, 8, -12, -16, -20
5,-3:-4, -4, 2, 8, -12, -16, -18
2,-16:-4, -4, 2, 12, 14, -8, -16
10,-6:-4, 0, -12, -12, -6, 8, -8
2,-5:-4, 0, -12, -6, -6, -14, -14
-2,1:-4, 0, -8, -4, -10, -6, 8
4,14:-4, 0, -8, 4, -4, 0, -12
4,14:-4, 0, -8, 4, -4, 0, -10
4,14:-4, 0, -8, 4, -4, 0, -8
8,6:-4, 0, -2, -4, -14, 4, -20
-4,3:-4, 0, -2, -4, 6, 10, -12
-4,3:-4, 0, -2, -4, 6, 10, -10
-4,3:-4, 0, -2, -4, 6, 10, -8
7,9:-4, 0, 4, 4, -8, -12, 2
7,9:-4, 0, 4, 4, -8, 2, -12
7,9:-4, 0, 4, 4, -8, 2, -10
7,9:-4, 0, 4, 4, -8, 2, -8
7,-12:-4, 0, 4, 6, -16, -20, -16
-1,-1:-4, 4, -10, -6, -14, -4, -2
-1,-1:-4, 4, -10, -6, -14, -4, 2
12,-5:-4, 4, -8, -14, -18, -14, 2
12,-5:-4, 4, -8, -14, -18, 2, -14
-9,-4:-4, 4, -8, -14, -12, -6, 8
-9,-4:-4, 4, -8, -14, -12, 8, -6
-9,-4:-4, 4, -8, -14, -12, 8, -4
-9,-4:-4, 4, -8, -14, -12, 8, -2
4,4:-4, 4, -8, -14, 0, -12, -6
23,-5:-4, 4, -8, -14, 0, -6, -36
27,-10:-4, 4, -8, -14, 0, -6, -24
3,-2:-4, 4, -2, -12, -2, -2, -12
7,8:-4, 4, 4, 4, 6, 8, 16
8,9:6, 6, -2, 12, 8, 0, -2
6,-4:6, 6, 2, 4, -4, -8, 8
6,-4:6, 6, 2, 4, -4, -8, 12
6,-4:6, 6, 2, 4, -4, 8, -8
17,4:6, 6, 2, 10, -2, 0, 8
17,4:6, 6, 2, 10, -2, 0, 12
17,4:6, 6, 2, 10, -2, 4, 6
17,4:6, 6, 2, 10, -2, 6, 4
17,4:6, 6, 2, 10, -2, 8, 0
17,4:6, 6, 2, 10, -2, 8, 2
0,5:6, 6, 6, -6, 0, 14, 16
7,3:6, 6, 8, -4, -8, 10, 4
-4,4:6, 6, 8, 6, 10, 14, 10
-3,-8:6, 6, 8, 8, 6, 12, -4
-3,-8:6, 6, 8, 8, 6, 12, -2
-3,-8:6, 6, 8, 8, 6, 12, 0
4,-7:-4, -4, 4, -4, -8, -12, -8, 2
4,-7:-4, -4, 4, -4, -8, -12, -8, 4
4,-7:-4, -4, 4, -4, -8, -12, -8, 6
4,-7:-4, -4, 6, -4, -8, -12, -8, 0
4,-7:-4, -4, 6, -4, -8, -12, -8, 10
9,8:-4, -4, 8, 0, 14, -8, 4, -14
2,10:-4, -4, 8, 6, 10, 2, 14, 10
2,10:-4, -4, 8, 6, 10, 14, 10, 2
5,0:-4, 0, -16, 0, 10, 8, 6, -2
3,0:-4, 0, -12, -12, -6, 4, 14, 0
7,6:-4, 0, -12, -12, 6, 2, 8, 10
2,-5:-4, 0, -12, -6, -6, -14, -12, -10
2,-5:-4, 0, -12, -6, -6, -14, -12, -8
2,-5:-4, 0, -12, -6, -6, -14, -10, -16
8,6:-4, 0, -12, -4, 8, 10, -2, -8
7,-4:-4, 0, -12, 4, 4, -12, 4, -12
3,-8:-4, 0, -12, 8, -2, -2, 14, 10
3,-8:-4, 0, -12, 8, -2, -2, 14, 20
3,-8:-4, 0, -12, 8, -2, -2, 16, 10
3,-8:-4, 0, -12, 8, -2, -2, 18, 18
3,-8:-4, 0, -12, 8, -2, 14, 10, -2
6,2:-4, 0, -8, -10, -4, 10, 0, 6
-9,12:-4, 0, -8, -10, 8, -8, 20, 10
3,9:-4, 0, -8, -10, 8, 2, 12, 8
13,1:-4, 0, -8, -4, -10, -6, -8, -18
6,2:-4, 0, -8, -4, 10, 0, 6, -10
7,-2:-4, 0, -8, -2, -8, 4, 2, -8
4,14:-4, 0, -8, 4, -4, -4, 0, -10
4,14:-4, 0, -8, 4, -4, -4, 0, -8
4,14:-4, 0, -8, 4, -4, -4, 0, -6
9,-1:-4, 0, -4, 6, -6, -10, 0, 4
-4,3:-4, 0, -2, -4, -4, 6, 10, -10
-4,3:-4, 0, -2, -4, -4, 6, 10, -8
-4,3:-4, 0, -2, -4, -4, 6, 10, -6
13,4:-4, 0, 0, -6, -6, 6, 4, 10
13,4:-4, 0, 0, -6, 6, 4, 10, -6
9,9:-4, 0, 0, 10, -6, -6, -10, 10
9,9:-4, 0, 0, 10, -6, -6, 10, -10
9,9:-4, 0, 0, 10, -6, -6, 10, -6
7,9:-4, 0, 4, 4, -8, -16, 2, -14
7,9:-4, 0, 4, 4, -8, -16, 2, -12
7,9:-4, 0, 4, 4, -8, -16, 2, -10
1,-5:-4, 0, 4, 4, 0, 6, 4, 2
5,1:-4, 0, 4, 4, 6, -14, 4, 14
18,-1:-4, 0, 6, -6, -20, -16, -4, 2
18,-1:-4, 0, 6, -6, -20, -16, -4, 4
18,-1:-4, 0, 6, -6, -20, -16, 4, -4
18,-1:-4, 0, 6, -6, -20, -4, 2, -16
12,7:-4, 0, 6, -6, -18, -6, 4, -2
12,7:-4, 0, 6, -6, -6, 4, -2, -18
1,-4:-4, 0, 6, 4, -6, -8, 2, -2
1,-8:-4, 2, 0, -8, -2, 6, -8, -6
12,-19:-4, 2, 0, -8, 4, -28, -22, -20
12,-19:-4, 2, 0, -8, 4, -22, -22, -28
15,4:-4, 2, 6, -14, -8, -12, -18, 4
15,4:-4, 2, 6, -14, -8, -12, 4, -18
15,4:-4, 2, 6, -14, -8, -12, 4, -16
11,12:-4, 2, 6, -8, 2, -10, 10, 4
21,7:-4, 2, 6, 0, -4, -22, -22, 4
21,7:-4, 2, 6, 0, -4, -22, -22, 6
21,7:-4, 2, 6, 0, -4, -22, -22, 8
21,7:-4, 2, 6, 0, -4, -22, 4, -22
21,7:-4, 2, 6, 0, -4, -22, 4, -20
12,-8:-4, 2, 6, 0, -4, -10, 4, -18
-8,1:-4, 2, 6, 2, -2, 0, 8, 12
-8,1:-4, 2, 6, 2, -2, 8, 12, 0
-2,-4:-4, 2, 6, 6, 12, 16, 0, -12
-2,-4:-4, 2, 6, 6, 12, 16, 0, -2
-2,4:-4, 2, 6, 10, 2, -4, -10, 0
-7,-8:-4, 2, 6, 10, 2, -2, 2, 14
-7,-8:-4, 2, 6, 10, 2, -2, 2, 18
-7,-8:-4, 2, 6, 10, 2, -2, 14, 2
-1,-1:-4, 4, -10, -6, -14, -4, 0, 4
-1,-1:-4, 4, -10, -6, -14, -4, 0, 6
-1,-1:-4, 4, -10, -6, -14, -4, 0, 8
-1,-1:-4, 4, -10, -6, -14, -4, 4, 4
10,-10:-4, 4, -10, -6, -14, 2, 6, -12
11,-8:-4, 4, -10, -6, 2, -10, -8, 2
11,-8:-4, 4, -10, -6, 2, -10, 2, -8
11,-8:-4, 4, -10, -6, 2, -10, 2, -6
11,-8:-4, 4, -10, -6, 2, -10, 2, -4
11,-8:-4, 4, -10, -6, 2, -10, 6, 18
15,14:-4, 4, -10, -6, 6, 6, 2, 2
6,5:-4, 4, -10, 0, -14, -20, -2, 2
6,5:-4, 4, -10, 0, -14, -2, 2, -20
6,0:-4, 4, -10, 0, -6, -12, 0, -4
10,-5:-4, 4, -8, -16, 0, -10, -16, -22
12,-5:-4, 4, -8, -14, -18, -14, -4, -4
12,-5:-4, 4, -8, -14, -18, -14, -4, -2
12,-5:-4, 4, -8, -14, -18, -14, 0, -4
-9,-4:-4, 4, -8, -14, -12, -10, 8, -8
-9,-4:-4, 4, -8, -14, -12, -10, 8, -6
-9,-4:-4, 4, -8, -14, -12, -10, 8, -4
4,4:-4, 4, -8, -14, 0, -12, -10, -6
23,-5:-4, 4, -8, -14, 0, -6, -34, -40
27,-10:-4, 4, -8, -14, 0, -6, -26, -20
-3,-7:-4, 4, -8, 6, -4, -2, 2, -2
13,-21:-4, 4, -4, -26, -22, -28, -28, -18
7,4:-4, 4, -4, -26, -20, -8, -26, 0
15,-19:-4, 4, -4, -26, -20, -8, -8, -32
7,4:-4, 4, -4, -26, -20, -8, 0, -26
7,4:-4, 4, -4, -26, -20, -8, 0, -24
-5,-4:-4, 4, -2, -14, 2, 10, -10, 10
-5,-4:-4, 4, -2, -14, 2, 10, -10, 20
-5,-4:-4, 4, -2, -14, 2, 10, 10, -10
8,5:-4, 4, -2, -14, 6, 2, 2, -2
0,-6:-4, 4, -2, -12, 6, 4, -12, -4
-1,-1:-4, 4, -2, -8, 6, 4, 2, -8
-1,-1:-4, 4, -2, -8, 6, 4, 2, -6
-3,1:-4, 4, 4, 4, 14, -2, -8, 2
3,-8:-4, 4, 6, 2, -10, -8, 0, 12
3,-8:-4, 4, 6, 2, -10, -8, 0, 14
3,-8:-4, 4, 6, 2, -10, -8, 0, 16
3,-8:-4, 4, 6, 2, -10, -8, 12, 0
3,-8:-4, 4, 6, 2, -10, -8, 12, 2
3,-8:-4, 4, 6, 2, -10, -8, 12, 4
3,-8:-4, 4, 6, 2, -10, 0, 12, -8
-5,-3:6, -4, -4, -6, -6, -4, -10, 2
-5,-3:6, -4, -4, -6, -6, -4, -10, 4
-5,-3:6, -4, -4, -6, -6, -4, -10, 6
7,-4:6, -4, -4, -6, -4, -8, -12, -8
6,7:6, -4, -4, -6, 6, 10, -10, -2
8,0:6, -4, -4, -4, 2, 8, -12, -14
7,17:6, -4, -4, 0, -8, -10, 4, 0
7,17:6, -4, -4, 0, -8, -10, 4, 2
7,17:6, -4, -4, 0, -8, 4, -4, -2
7,17:6, -4, -4, 0, -8, 4, -2, -4
7,17:6, -4, -4, 0, -8, 4, 0, -10
7,17:6, -4, -4, 0, -8, 4, 0, -6
-1,6:6, -4, -4, 0, -2, -10, 6, 10
-1,6:6, -4, -4, 0, -2, 6, 10, -10
-1,6:6, -4, -4, 0, -2, 6, 10, -6
12,8:6, -4, -4, 4, -10, -6, 2, 4
11,7:6, 6, -2, -2, -2, -4, -6, -14
1,3:6, 6, -2, 4, 8, 4, 4, 14
-2,12:6, 6, -2, 10, 0, 16, 20, 16
-7,27:6, 6, -2, 10, 2, 16, 8, 26
-2,23:6, 6, -2, 10, 2, 16, 8, 38
7,4:6, 6, -2, 10, 2, 16, 14, 8
-1,-9:6, 6, -2, 10, 16, 14, -6, 4
-1,-9:6, 6, -2, 10, 16, 14, -6, 6
-1,-9:6, 6, -2, 10, 16, 14, -6, 8
-1,-9:6, 6, -2, 10, 16, 14, 4, -6
-2,12:6, 6, -2, 10, 16, 20, 16, 0
2,-1:6, 6, -2, 12, 8, 16, 6, 0
2,-1:6, 6, -2, 12, 8, 16, 6, 4
-7,8:6, 6, -2, 14, 8, 16, 10, 14
-3,10:6, 6, 2, -6, 12, 8, 14, 10
-9,7:6, 6, 2, -2, -4, 18, 22, 18
12,7:6, 6, 2, -2, -2, 10, 0, 10
12,7:6, 6, 2, -2, -2, 10, 0, 12
12,7:6, 6, 2, -2, -2, 10, 0, 14
12,7:6, 6, 2, -2, -2, 10, 12, 0
6,-4:6, 6, 2, 4, -4, -8, 6, 10
6,-4:6, 6, 2, 4, -4, -8, 6, 12
6,-4:6, 6, 2, 4, -4, -8, 6, 14
9,8:6, 6, 2, 4, -2, 6, 16, 22
17,4:6, 6, 2, 10, -2, 0, 6, 10
17,4:6, 6, 2, 10, -2, 0, 6, 12
17,4:6, 6, 2, 10, -2, 0, 6, 14
4,-2:6, 6, 2, 10, 6, 12, 8, -6
-2,2:6, 6, 2, 12, 8, 8, 16, 16
0,5:6, 6, 6, -6, 0, 14, 18, 20
0,5:6, 6, 6, -6, 0, 14, 18, 22
0,5:6, 6, 6, -6, 0, 14, 20, 14
-13,2:6, 6, 6, 0, -10, -12, 10, 18
-1,14:6, 6, 6, 10, 14, -8, 14, 18
-1,14:6, 6, 6, 10, 14, 14, 18, -8
-1,14:6, 6, 6, 10, 14, 14, 18, -6
-1,14:6, 6, 6, 10, 14, 14, 18, -4
-1,-2:6, 6, 8, -4, -4, -10, -18, 2
-4,0:6, 6, 8, 8, 0, 2, 4, 6
-1,4:6, 6, 8, 8, 0, 2, 16, 2
-8,13:6, 6, 8, 8, 0, 12, 14, 2
3,-2:6, 6, 8, 8, 6, -6, -2, 10
3,-2:6, 6, 8, 8, 6, -6, 10, -2
-3,-8:6, 6, 8, 8, 6, 12, -8, -6
-3,-8:6, 6, 8, 8, 6, 12, -8, -4
-3,-8:6, 6, 8, 8, 6, 12, -8, -2
11,5:6, 6, 14, 2, 16, 12, 16, 8
0,-4:6, 6, 14, 10, 16, 16, 0, -2
