3,-4:-4, 0, -16, -6, 4, -4, 0, -8
-14,7:-4, 0, -2, 4, -14, -2, 6, 10
-14,7:-4, 0, -2, 4, -14, -2, 6, 14
-14,7:-4, 0, -2, 4, -14, -2, 10, 6
-14,7:-4, 0, -2, 4, -14, 4, 12, 0
-14,7:-4, 0, -2, 4, -14, 4, 12, 2
-14,7:-4, 0, -2, 4, -14, 4, 12, 4
-14,7:-4, 0, -2, 4, -14, 6, 10, -2
-14,7:-4, 0, -2, 4, -14, 6, 10, 2
6,8:-4, 0, 8, -6, -12, 10, 8, 0
2,8:6, 6, -2, -4, 4, -2, -4, 18
4,-9:-4, -12, -6, -16, -6, -4, 2, 4, -10
10,7:-4, -12, -4, 6, 16, 2, 10, 6, -4
2,-2:-4, -6, -14, 2, 4, -2, 14, 10, -4
-4,2:-4, -6, -6, -14, 0, -2, -6, 4, 6
8,7:-4, -6, -6, 0, -10, -8, -14, 0, -12
3,-4:-4, 0, -16, -6, 4, -4, 0, -10, -14
3,-4:-4, 0, -16, -6, 4, -4, 0, -10, -12
13,2:-4, 0, -16, 6, 4, 4, 4, 4, 10
2,6:-4, 0, -12, 6, -2, -12, -4, 2, 16
-6,-3:-4, 0, -12, 6, -2, 6, -2, -18, -6
-6,-3:-4, 0, -12, 6, -2, 6, -2, -2, -22
-6,-3:-4, 0, -12, 6, -2, 6, -2, -2, -20
-6,-3:-4, 0, -12, 6, -2, 6, -2, -2, -18
4,-1:-4, 0, -12, 10, -10, 6, 8, -6, 0
-4,0:-4, 0, -8, -4, -8, -2, -6, -10, -10
-14,7:-4, 0, -2, 4, -14, -2, 2, 14, 8
-14,7:-4, 0, -2, 4, -14, -2, 4, 14, 0
-14,7:-4, 0, -2, 4, -14, -2, 4, 14, 2
-14,7:-4, 0, -2, 4, -14, -2, 6, 12, 16
-14,7:-4, 0, -2, 4, -14, -2, 6, 12, 18
-14,7:-4, 0, -2, 4, -14, -2, 6, 12, 20
-14,7:-4, 0, -2, 4, -14, -2, 6, 16, 16
-14,7:-4, 0, -2, 4, -14, -2, 12, 16, 4
-14,7:-4, 0, -2, 4, -14, -2, 12, 20, 6
-14,7:-4, 0, -2, 4, -14, -2, 12, 20, 10
-14,7:-4, 0, -2, 4, -14, 0, 6, 10, 4
-14,7:-4, 0, -2, 4, -14, 0, 6, 10, 6
-14,7:-4, 0, -2, 4, -14, 0, 6, 10, 8
-14,7:-4, 0, -2, 4, -14, 0, 12, 2, -10
-14,7:-4, 0, -2, 4, -14, 0, 12, 2, -8
-14,7:-4, 0, -2, 4, -14, 0, 12, 20, 2
-14,7:-4, 0, -2, 4, -14, 2, 0, 4, 14
-14,7:-4, 0, -2, 4, -14, 2, 0, 4, 16
-14,7:-4, 0, -2, 4, -14, 2, 0, 4, 18
-14,7:-4, 0, -2, 4, -14, 2, 0, 14, 4
-14,7:-4, 0, -2, 4, -14, 4, 12, 8, 2
-14,7:-4, 0, -2, 4, -14, 4, 12, 8, 4
-14,7:-4, 0, -2, 4, -14, 4, 12, 8, 6
-14,7:-4, 0, -2, 4, -14, 6, 4, 10, 4
-14,7:-4, 0, -2, 4, -14, 12, 2, -10, -8
-14,7:-4, 0, -2, 4, -14, 12, 2, 2, -4
1,4:-4, 0, -2, 6, 10, 4, 4, 10, 24
1,4:-4, 0, -2, 6, 10, 4, 4, 10, 34
1,4:-4, 0, -2, 6, 10, 4, 4, 24, 10
2,6:-4, 0, 6, -2, -4, 2, -4, 16, -12
2,6:-4, 0, 6, -2, -4, 2, -4, 16, -10
2,6:-4, 0, 6, -2, -4, 2, -4, 16, -8
-6,-3:-4, 0, 6, -2, 6, -2, -4, -22, -14
-6,-3:-4, 0, 6, -2, 6, -2, -4, -22, -12
-6,-3:-4, 0, 6, -2, 6, -2, -4, -22, -10
-6,-3:-4, 0, 6, -2, 6, -2, -2, -22, -12
-6,-3:-4, 0, 6, -2, 6, -2, -2, -22, -10
-6,-3:-4, 0, 6, -2, 6, -2, -2, -22, -8
10,-9:-4, 4, -8, -12, -14, -16, -14, -14, -6
10,-9:-4, 4, -8, -12, -14, -16, -14, -14, -2
7,-8:-4, 4, -4, -10, -14, -38, -16, -26, -24
7,-8:-4, 4, -4, -10, -14, -16, -26, -24, -38
7,-8:-4, 4, -4, -10, -14, -16, -26, -24, -36
7,-8:-4, 4, -4, -10, -14, -16, -26, -24, -34
7,11:-4, 4, 4, 4, -14, -4, 2, -4, 16
7,11:-4, 4, 4, 4, -14, -4, 2, 16, -4
7,11:-4, 4, 4, 4, -4, 2, -4, 16, -4
7,11:-4, 4, 4, 4, -4, 2, -4, 16, -2
11,3:6, 6, -4, -4, 16, 6, 2, 2, 12
11,3:6, 6, -4, -4, 16, 6, 2, 2, 22
2,8:6, 6, -2, -4, -4, 4, 0, 18, -8
10,9:6, 6, -2, -4, 4, 18, 16, 0, 18
-14,7:-4, 0, -2, 4, -14, -2, 2, 0, 0, 0
-14,7:-4, 0, -2, 4, -14, -2, 2, 0, 0, 2
-14,7:-4, 0, -2, 4, -14, -2, 2, 0, 0, 4
-14,7:-4, 0, -2, 4, -14, -2, 2, 4, 10, 2
-14,7:-4, 0, -2, 4, -14, -2, 2, 4, 10, 4
-14,7:-4, 0, -2, 4, -14, -2, 2, 4, 12, 6
-14,7:-4, 0, -2, 4, -14, -2, 2, 6, 0, 8
-14,7:-4, 0, -2, 4, -14, -2, 2, 6, 20, 8
-14,7:-4, 0, -2, 4, -14, -2, 2, 12, 2, 6
-14,7:-4, 0, -2, 4, -14, -2, 2, 12, 2, 10
-14,7:-4, 0, -2, 4, -14, -2, 2, 14, 0, -6
-14,7:-4, 0, -2, 4, -14, -2, 2, 14, 0, -4
-14,7:-4, 0, -2, 4, -14, -2, 2, 14, 0, -2
-14,7:-4, 0, -2, 4, -14, -2, 4, 4, 12, -10
-14,7:-4, 0, -2, 4, -14, -2, 4, 4, 12, 8
-14,7:-4, 0, -2, 4, -14, -2, 4, 6, 14, 6
-14,7:-4, 0, -2, 4, -14, -2, 4, 6, 14, 10
-14,7:-4, 0, -2, 4, -14, -2, 4, 8, -4, 10
-14,7:-4, 0, -2, 4, -14, -2, 4, 8, -4, 12
-14,7:-4, 0, -2, 4, -14, -2, 4, 8, -4, 14
-14,7:-4, 0, -2, 4, -14, -2, 4, 8, 8, 0
-14,7:-4, 0, -2, 4, -14, -2, 4, 8, 10, -4
-14,7:-4, 0, -2, 4, -14, -2, 4, 8, 10, -2
-14,7:-4, 0, -2, 4, -14, -2, 4, 8, 10, 0
-14,7:-4, 0, -2, 4, -14, -2, 4, 14, 8, 6
-14,7:-4, 0, -2, 4, -14, -2, 4, 14, 12, 8
-14,7:-4, 0, -2, 4, -14, -2, 4, 14, 12, 10
-14,7:-4, 0, -2, 4, -14, -2, 4, 14, 12, 12
-14,7:-4, 0, -2, 4, -14, -2, 6, 12, 12, 14
-14,7:-4, 0, -2, 4, -14, -2, 6, 12, 12, 16
-14,7:-4, 0, -2, 4, -14, -2, 6, 12, 12, 18
-14,7:-4, 0, -2, 4, -14, -2, 6, 16, 24, 26
-14,7:-4, 0, -2, 4, -14, -2, 6, 16, 24, 28
-14,7:-4, 0, -2, 4, -14, -2, 6, 16, 24, 30
-14,7:-4, 0, -2, 4, -14, -2, 6, 20, 14, 16
-14,7:-4, 0, -2, 4, -14, -2, 6, 20, 14, 26
-14,7:-4, 0, -2, 4, -14, -2, 6, 20, 18, 16
-14,7:-4, 0, -2, 4, -14, -2, 6, 20, 18, 18
-14,7:-4, 0, -2, 4, -14, -2, 6, 20, 18, 20
-14,7:-4, 0, -2, 4, -14, -2, 6, 20, 20, 12
-14,7:-4, 0, -2, 4, -14, -2, 8, 8, 14, 14
-14,7:-4, 0, -2, 4, -14, -2, 8, 8, 14, 16
-14,7:-4, 0, -2, 4, -14, -2, 8, 20, 14, 18
-14,7:-4, 0, -2, 4, -14, -2, 8, 20, 14, 20
-14,7:-4, 0, -2, 4, -14, -2, 12, 6, 4, 10
-14,7:-4, 0, -2, 4, -14, -2, 12, 6, 20, 4
-14,7:-4, 0, -2, 4, -14, -2, 12, 8, 8, 12
-14,7:-4, 0, -2, 4, -14, -2, 12, 12, 10, 12
-14,7:-4, 0, -2, 4, -14, -2, 12, 12, 10, 20
-14,7:-4, 0, -2, 4, -14, -2, 12, 12, 16, 14
-14,7:-4, 0, -2, 4, -14, -2, 12, 12, 16, 16
-14,7:-4, 0, -2, 4, -14, -2, 12, 20, 8, 12
-14,7:-4, 0, -2, 4, -14, -2, 12, 20, 8, 14
-14,7:-4, 0, -2, 4, -14, -2, 12, 20, 8, 16
-14,7:-4, 0, -2, 4, -14, -2, 12, 20, 12, 12
-14,7:-4, 0, -2, 4, -14, -2, 16, 6, 8, 2
-14,7:-4, 0, -2, 4, -14, -2, 16, 6, 8, 16
-14,7:-4, 0, -2, 4, -14, -2, 16, 6, 28, 8
-14,7:-4, 0, -2, 4, -14, -2, 16, 8, 10, 22
-14,7:-4, 0, -2, 4, -14, -2, 16, 8, 10, 26
-14,7:-4, 0, -2, 4, -14, -2, 16, 8, 16, 12
-14,7:-4, 0, -2, 4, -14, -2, 16, 8, 28, 10
-14,7:-4, 0, -2, 4, -14, -2, 16, 16, -2, 0
-14,7:-4, 0, -2, 4, -14, -2, 16, 16, 4, 2
-14,7:-4, 0, -2, 4, -14, -2, 16, 16, 4, 4
-14,7:-4, 0, -2, 4, -14, -2, 16, 16, 4, 6
-14,7:-4, 0, -2, 4, -14, -2, 16, 16, 6, 0
-14,7:-4, 0, -2, 4, -14, -2, 16, 16, 6, 10
-14,7:-4, 0, -2, 4, -14, -2, 16, 16, 8, 8
-14,7:-4, 0, -2, 4, -14, -2, 20, 12, 16, 14
-14,7:-4, 0, -2, 4, -14, 0, 0, 2, -2, 0
-14,7:-4, 0, -2, 4, -14, 0, 0, 6, 10, 2
-14,7:-4, 0, -2, 4, -14, 0, 0, 6, 10, 4
-14,7:-4, 0, -2, 4, -14, 0, 0, 6, 10, 6
-14,7:-4, 0, -2, 4, -14, 0, 0, 10, 0, -10
-14,7:-4, 0, -2, 4, -14, 0, 0, 10, 0, 0
-14,7:-4, 0, -2, 4, -14, 0, 0, 12, 4, 6
-14,7:-4, 0, -2, 4, -14, 0, 0, 12, 4, 8
-14,7:-4, 0, -2, 4, -14, 0, 0, 12, 4, 10
-14,7:-4, 0, -2, 4, -14, 0, 2, 12, 2, 8
-14,7:-4, 0, -2, 4, -14, 0, 4, 8, 8, 0
-14,7:-4, 0, -2, 4, -14, 0, 12, 2, -12, -12
-14,7:-4, 0, -2, 4, -14, 0, 12, 2, -12, -10
-14,7:-4, 0, -2, 4, -14, 0, 12, 2, -12, -8
-14,7:-4, 0, -2, 4, -14, 2, -4, 0, 12, 2
-14,7:-4, 0, -2, 4, -14, 2, 0, 4, 10, 12
-14,7:-4, 0, -2, 4, -14, 2, 0, 4, 10, 14
-14,7:-4, 0, -2, 4, -14, 2, 0, 4, 10, 16
-14,7:-4, 0, -2, 4, -14, 2, 4, 4, 12, 16
-14,7:-4, 0, -2, 4, -14, 2, 4, 4, 12, 20
-14,7:-4, 0, -2, 4, -14, 2, 4, 8, 4, -2
-14,7:-4, 0, -2, 4, -14, 2, 4, 10, 2, 8
-14,7:-4, 0, -2, 4, -14, 2, 4, 10, 2, 10
-14,7:-4, 0, -2, 4, -14, 2, 4, 10, 8, 2
-14,7:-4, 0, -2, 4, -14, 2, 12, 2, 8, 4
-14,7:-4, 0, -2, 4, -14, 2, 14, 0, 8, 4
-14,7:-4, 0, -2, 4, -14, 2, 20, 24, 34, 38
-14,7:-4, 0, -2, 4, -14, 2, 20, 24, 34, 48
-14,7:-4, 0, -2, 4, -14, 2, 20, 24, 42, 42
-14,7:-4, 0, -2, 4, -14, 2, 20, 24, 42, 46
-14,7:-4, 0, -2, 4, -14, 2, 20, 24, 48, 34
-14,7:-4, 0, -2, 4, -14, 2, 20, 24, 48, 36
-14,7:-4, 0, -2, 4, -14, 2, 20, 24, 48, 38
-14,7:-4, 0, -2, 4, -14, 4, 6, 12, 8, 4
-14,7:-4, 0, -2, 4, -14, 4, 12, -2, -4, 4
-14,7:-4, 0, -2, 4, -14, 4, 12, 8, -2, 0
-14,7:-4, 0, -2, 4, -14, 4, 12, 8, -2, 2
-14,7:-4, 0, -2, 4, -14, 4, 12, 8, -2, 4
-14,7:-4, 0, -2, 4, -14, 6, 4, 6, 8, 8
-14,7:-4, 0, -2, 4, -14, 6, 4, 8, 8, 10
-14,7:-4, 0, -2, 4, -14, 6, 4, 8, 12, 2
-14,7:-4, 0, -2, 4, -14, 6, 4, 8, 12, 4
-14,7:-4, 0, -2, 4, -14, 6, 4, 10, 12, 14
-14,7:-4, 0, -2, 4, -14, 6, 4, 10, 12, 16
-14,7:-4, 0, -2, 4, -14, 6, 8, 2, 10, 4
-14,7:-4, 0, -2, 4, -14, 6, 8, 2, 10, 14
-14,7:-4, 0, -2, 4, -14, 6, 8, 6, 10, 4
-14,7:-4, 0, -2, 4, -14, 6, 8, 6, 10, 6
-14,7:-4, 0, -2, 4, -14, 6, 8, 6, 10, 8
-14,7:-4, 0, -2, 4, -14, 6, 8, 8, 10, 0
-14,7:-4, 0, -2, 4, -14, 8, 4, 2, -4, 8
-14,7:-4, 0, -2, 4, -14, 8, 4, 2, -4, 16
-14,7:-4, 0, -2, 4, -14, 8, 4, 2, -4, 22
-14,7:-4, 0, -2, 4, -14, 8, 4, 2, 8, -4
-14,7:-4, 0, -2, 4, -14, 8, 4, 4, 8, 14
-14,7:-4, 0, -2, 4, -14, 8, 4, 4, 8, 16
-14,7:-4, 0, -2, 4, -14, 8, 4, 4, 8, 18
-14,7:-4, 0, -2, 4, -14, 8, 4, 4, 18, 10
-14,7:-4, 0, -2, 4, -14, 8, 4, 8, 14, 4
-14,7:-4, 0, -2, 4, -14, 8, 4, 8, 14, 6
-14,7:-4, 0, -2, 4, -14, 8, 4, 8, 14, 8
-14,7:-4, 0, -2, 4, -14, 8, 6, 8, 8, 8
-14,7:-4, 0, -2, 4, -14, 8, 6, 8, 14, 4
-14,7:-4, 0, -2, 4, -14, 8, 8, 8, 6, 14
-14,7:-4, 0, -2, 4, -14, 8, 8, 8, 14, 2
-14,7:-4, 0, -2, 4, -14, 12, 2, -12, -16, -4
-14,7:-4, 0, -2, 4, -14, 12, 2, -10, 2, -4
-14,7:-4, 0, -2, 4, -14, 12, 2, -2, -2, -4
-14,7:-4, 0, -2, 4, -14, 12, 6, 0, 6, 2
-14,7:-4, 0, -2, 4, -14, 12, 12, -2, 16, -2
-14,7:-4, 0, -2, 4, -14, 12, 12, 0, -6, 8
-14,7:-4, 0, -2, 4, -14, 12, 12, 0, -6, 10
-14,7:-4, 0, -2, 4, -14, 12, 12, 0, -6, 12
-14,7:-4, 0, -2, 4, -14, 12, 12, 0, 12, 4
-14,7:-4, 0, -2, 4, -14, 12, 12, 0, 16, -4
-14,7:-4, 0, -2, 4, -14, 12, 12, 0, 16, 6
-14,7:-4, 0, -2, 4, -14, 12, 12, 2, 8, 14
-14,7:-4, 0, -2, 4, -14, 12, 12, 2, 16, 0
-14,7:-4, 0, -2, 4, -14, 12, 12, 2, 16, 2
-14,7:-4, 0, -2, 4, -14, 12, 12, 2, 16, 4
-14,7:-4, 0, -2, 4, -14, 12, 12, 4, 10, 6
-14,7:-4, 0, -2, 4, -14, 12, 16, 16, 12, 14
-14,7:-4, 0, -2, 4, -14, 12, 20, 4, 4, 6
-14,7:-4, 0, -2, 4, -14, 12, 20, 4, 4, 10
-14,7:-4, 0, -2, 4, -14, 16, 16, -2, 8, 0
-1,-2:-4, 0, -2, 4, 6, 0, 2, -14, -8, 4
13,15:-4, 0, 0, 10, 6, 0, -2, -2, -6, -4
10,15:-4, 0, 0, 10, 16, 6, -2, 2, 14, 6
10,19:-4, 0, 0, 10, 16, 10, -6, -4, 10, -2
11,3:-4, 0, 2, -6, 4, -16, -14, -2, -4, 6
11,3:-4, 0, 2, -6, 4, -16, -14, -2, -4, 8
11,3:-4, 0, 2, -6, 4, -16, -14, -2, -4, 10
1,-2:-4, 0, 4, 4, 0, -6, -2, -4, -12, -18
2,4:-4, 0, 4, 4, 0, -6, -2, -2, 2, -10
2,4:-4, 0, 4, 4, 0, -6, -2, -2, 2, -8
2,4:-4, 0, 4, 4, 0, -6, -2, -2, 2, -6
-6,-3:-4, 0, 6, -2, 4, -8, -2, -2, -22, -14
-6,-3:-4, 0, 6, -2, 4, -8, -2, -2, -22, -12
-6,-3:-4, 0, 6, -2, 6, -2, -4, -22, -6, -12
-6,-3:-4, 0, 6, -2, 6, -2, -4, -22, -6, -10
-6,-3:-4, 0, 6, -2, 6, -2, -4, -22, -6, -8
7,13:-4, 0, 8, 4, 6, -2, 4, -8, -10, 18
7,13:-4, 0, 8, 4, 6, -2, 4, -8, 18, -10
7,13:-4, 0, 8, 4, 6, -2, 4, -8, 18, -6
5,4:-4, 0, 8, 10, -10, -16, -10, -8, 2, -2
10,4:-4, 2, 0, -8, -14, -16, -8, -14, -16, 6
10,4:-4, 2, 2, -8, -14, -16, -8, -14, -16, 6
-1,-10:-4, 2, 6, -14, -2, -12, -14, -20, -8, 0
14,-7:-4, 2, 6, -8, -4, 2, -6, 8, -24, 12
14,-7:-4, 2, 6, -8, -4, 2, -6, 8, -24, 14
14,-7:-4, 2, 6, -8, -4, 2, -6, 8, -24, 16
14,-7:-4, 2, 6, -8, -4, 2, -6, 8, 12, -24
1,-3:-4, 2, 6, 2, 0, 0, -6, 0, -6, -6
1,-3:-4, 2, 6, 2, 6, 0, -6, 0, -6, -6
10,-12:-4, 2, 6, 2, 12, -8, 0, 8, -8, -20
8,-11:-4, 4, -10, -6, -14, 2, -8, -10, 8, -16
0,-12:-4, 4, -10, -6, -8, -4, -14, -22, -20, 2
0,-12:-4, 4, -10, -6, -8, -4, -14, -22, 2, -20
0,-12:-4, 4, -10, -6, -8, -4, -14, -22, 2, -16
10,-5:-4, 4, -10, 6, 10, 4, -16, -24, -4, 10
10,-9:-4, 4, -8, -12, -14, -16, -14, -14, -8, -8
