-1,-2:-4, 4, -10, -12, -14
-3,11:6, 6, 8, 10, 22
-12,16:-4, -14, -8, 20, 22, 24, 36
8,14:-4, -14, 14, -2, 0, 2, 14
5,7:-4, 2, 2, -8, -4, -2, 10
5,4:-4, 4, -10, -12, 6, -14, 2
2,1:6, -4, -4, 4, -10, -12, -14
0,14:6, -4, 6, 6, 8, 10, 22
5,8:6, 6, -2, -2, -2, -6, 16
5,8:6, 6, -2, -2, -2, 16, -6
-3,6:6, 6, 8, -4, 4, -16, 6
-3,6:6, 6, 8, -4, 4, 6, -16
-3,6:6, 6, 8, -4, 4, 6, -14
-3,6:6, 6, 8, -4, 4, 6, -12
8,14:-4, -14, 10, -2, 0, 2, 14, 16
-1,-1:-4, -12, -14, -4, -4, -10, -18, 6
-1,-1:-4, -12, -14, -4, -4, -10, 6, -18
-1,-1:-4, -12, -14, -4, -4, -10, 6, -14
1,3:-4, -12, -4, -8, -6, -4, -2, 10
-1,-1:-4, -12, -4, -4, -10, -18, 6, -14
-1,-1:-4, -12, -4, -4, -10, -18, 6, -4
-6,10:-4, -6, -14, -2, 8, 10, 12, 24
2,-8:-4, -6, -8, -16, -16, -14, -6, -2
5,2:-4, -6, -8, -10, -20, -2, -8, -6
5,2:-4, -6, -8, -10, -2, -8, -6, -20
5,2:-4, -6, -8, -10, -2, -8, -6, -10
1,-6:-4, -6, 0, -8, -2, -16, -18, -20
6,1:-4, -6, 6, 10, -10, 6, 6, -2
13,12:-4, 2, 2, -14, -10, 4, 12, -2
13,12:-4, 2, 2, -14, -10, 4, 12, 4
9,-8:-4, 2, 2, -14, 6, -12, -4, -18
9,-8:-4, 2, 2, -14, 6, -12, -4, -12
5,-2:-4, 2, 6, 0, 14, -4, -6, -10
8,8:-4, 4, -10, 0, -8, -6, -4, 8
37,-8:-4, 4, -10, 2, -16, -26, -48, -8
37,-8:-4, 4, -10, 2, -16, -26, -48, -6
37,-8:-4, 4, -10, 2, -16, -26, -48, -4
37,-8:-4, 4, -10, 2, -16, -26, -8, -48
5,14:-4, 4, 6, 4, -8, -14, -8, -10
-4,5:6, 6, -4, -4, 2, -12, 14, 14
-4,5:6, 6, -4, -4, 2, -12, 14, 16
-4,5:6, 6, -4, -4, 2, -12, 18, 14
-4,5:6, 6, -4, -4, 2, -12, 18, 16
-4,5:6, 6, -4, -4, 2, -12, 18, 18
-3,6:6, 6, 8, -4, 4, -20, 6, -18
-3,6:6, 6, 8, -4, 4, -20, 6, -16
-3,6:6, 6, 8, -4, 4, -20, 6, -14
-7,13:6, 6, 8, 2, 10, 14, 16, 28
8,10:6, -4, -4, 2, 2, -8, -4, -2, 10
8,7:6, -4, -4, 4, -10, -12, 6, -14, 2
5,4:6, -4, 6, -4, -4, 4, -10, -12, -14
3,17:6, -4, 6, -4, 6, 6, 8, 10, 22
8,11:6, -4, 6, 6, -2, -2, -2, -6, 16
8,11:6, -4, 6, 6, -2, -2, -2, 16, -6
0,9:6, -4, 6, 6, 8, -4, 4, -16, 6
0,9:6, -4, 6, 6, 8, -4, 4, 6, -16
0,9:6, -4, 6, 6, 8, -4, 4, 6, -14
0,9:6, -4, 6, 6, 8, -4, 4, 6, -12
-4,5:6, 6, -4, -4, 2, -12, 14, 18, 12
-4,5:6, 6, -4, -4, 2, -12, 14, 18, 14
-4,5:6, 6, -4, -4, 2, -12, 14, 18, 16
-4,5:6, 6, -4, -4, 2, -12, 18, 10, 12
-4,5:6, 6, -4, -4, 2, -12, 18, 10, 14
-4,5:6, 6, -4, -4, 2, -12, 18, 10, 16
-2,9:6, 6, -4, 0, 10, 16, 2, 0, -2
0,9:6, 6, -2, -4, -4, 6, 0, 4, 18
0,9:6, 6, -2, -4, -4, 6, 0, 18, 4
-11,6:6, 6, -2, -4, 16, 4, 2, 8, 14
-11,6:6, 6, -2, -4, 16, 4, 8, 14, 2
-11,6:6, 6, -2, -4, 16, 4, 8, 14, 6
-3,11:6, 6, -2, -2, -2, -4, 10, 22, -12
-3,11:6, 6, -2, -2, -2, -4, 10, 22, -2
-3,11:6, 6, -2, -2, 8, -2, 10, 22, -18
-3,11:6, 6, -2, -2, 8, -2, 10, 22, -8
-3,11:6, 6, -2, -2, 14, 8, 10, 22, 2
-3,11:6, 6, -2, -2, 14, 8, 10, 22, 4
-3,11:6, 6, -2, -2, 14, 8, 10, 22, 6
7,-3:6, 6, 8, -4, 2, 10, 2, 2, -12
-3,6:6, 6, 8, -4, 4, -20, -10, 6, -16
-3,6:6, 6, 8, -4, 4, -20, -10, 6, -14
-3,6:6, 6, 8, -4, 4, -20, -10, 6, -12
-3,6:6, 6, 8, -4, 4, -10, -8, 6, -16
0,1:6, 6, 8, -4, 10, 10, 2, -2, 14
0,1:6, 6, 8, -4, 10, 10, 2, -2, 20
0,1:6, 6, 8, -4, 10, 10, 2, 14, -2
1,18:6, 6, 8, 2, 4, 8, 22, 30, 16
1,18:6, 6, 8, 2, 4, 8, 22, 30, 22
-3,-2:6, 6, 8, 2, 4, 24, 6, 14, 0
-3,-2:6, 6, 8, 2, 4, 24, 6, 14, 6
-5,4:6, 6, 8, 10, 12, 4, 6, 4, 10
8,11:6, 6, 14, 6, 6, 6, 16, -4, 0
5,12:6, 6, 16, -16, 4, 12, -2, -4, -6
3,25:6, 6, 16, -16, 14, 14, 16, 18, 30
5,5:6, 6, 16, -8, -8, -6, -4, 6, 8
