13,-2:-4, -6, -8, -10, -20, -10, -2
13,-2:-4, -6, -8, -10, -20, -10, 0
13,-2:-4, -6, -8, -10, -20, -10, 2
13,-2:-4, -6, -8, -10, -10, -2, -20
7,2:-4, 2, 6, -14, -18, -18, 4
7,2:-4, 2, 6, -14, -18, 4, -18
7,2:-4, 2, 6, -14, -18, 4, -16
7,2:-4, 2, 6, -14, -18, 4, -14
9,-11:-4, -6, -8, -16, -28, -28, -8, -26
9,-11:-4, -6, -8, -16, -26, -28, -26, -8
13,-2:-4, -6, -8, -10, -20, -10, -6, -4
13,-2:-4, -6, -8, -10, -20, -10, -6, -2
13,-2:-4, -6, -8, -10, -20, -10, -6, 0
9,0:-4, -6, 6, -8, 0, -12, -20, 4
9,0:-4, -6, 6, -8, 0, -12, 4, -20
-1,6:-4, -6, 6, 0, -2, -30, -4, 0
-4,-9:-4, -6, 6, 4, -8, -16, -14, -14
-4,-9:-4, -6, 6, 4, -8, -16, -14, -10
-5,12:-4, -6, 6, 10, 12, 4, 10, 4
7,2:-4, 2, 6, -14, -18, -22, 4, -20
7,2:-4, 2, 6, -14, -18, -22, 4, -18
7,2:-4, 2, 6, -14, -18, -22, 4, -16
7,2:-4, 2, 6, -14, -18, -18, 6, 6
7,2:-4, 2, 6, -14, -18, -18, 6, 8
7,2:-4, 2, 6, -14, -18, -18, 10, 6
7,2:-4, 2, 6, -14, -18, -18, 10, 8
7,2:-4, 2, 6, -14, -18, -18, 10, 10
3,1:-4, 2, 6, -14, 2, -12, 4, -8
0,-9:-4, 2, 6, -8, -4, 10, -18, -4
0,-9:-4, 2, 6, -8, -4, 10, -18, -2
0,-9:-4, 2, 6, -8, -4, 10, -18, 0
0,-9:-4, 2, 6, -8, -4, 10, -4, -18
0,-9:-4, 2, 6, -8, -4, 10, -4, -16
0,-9:-4, 2, 6, -8, -4, 10, -4, -14
15,-2:-4, 2, 6, 6, 12, -14, 0, 16
15,-2:-4, 2, 6, 6, 12, -14, 0, 20
15,-2:-4, 2, 6, 6, 12, -14, 16, 0
9,-3:-4, 4, -2, -12, -2, -10, -18, -2
4,8:6, 6, -4, -4, 16, -2, 16, 16
4,8:6, 6, -4, -4, 16, -2, 16, 18
4,8:6, 6, -4, -4, 16, -2, 16, 20
4,8:6, 6, -4, -4, 16, 16, 16, -2
0,14:6, 6, 8, 10, 12, 12, 0, 22
0,14:6, 6, 8, 10, 12, 12, 22, 0
0,14:6, 6, 8, 10, 12, 12, 22, 2
0,14:6, 6, 8, 10, 12, 12, 22, 4
-3,12:6, 6, 14, 10, 4, 6, 6, 6
9,10:-4, 2, 6, 4, 10, 10, -6, 4, 16
15,-2:-4, 2, 6, 6, 12, -14, 0, 18, 10
15,-2:-4, 2, 6, 6, 12, -14, 0, 18, 12
15,-2:-4, 2, 6, 6, 12, -14, 0, 18, 14
7,-5:-4, 4, -2, -12, -2, 8, 0, 18, 0
7,-5:-4, 4, -2, -12, -2, 8, 10, 0, 8
7,-5:-4, 4, -2, -12, -2, 8, 10, 0, 18
14,-2:6, -4, -4, -12, -8, -4, -4, -2, -4
16,1:6, -4, -4, -6, -8, -10, -20, -10, -2
16,1:6, -4, -4, -6, -8, -10, -20, -10, 0
16,1:6, -4, -4, -6, -8, -10, -20, -10, 2
16,1:6, -4, -4, -6, -8, -10, -10, -2, -20
10,5:6, -4, -4, 2, 6, -14, -18, -18, 4
10,5:6, -4, -4, 2, 6, -14, -18, 4, -18
10,5:6, -4, -4, 2, 6, -14, -18, 4, -16
10,5:6, -4, -4, 2, 6, -14, -18, 4, -14
0,16:6, 6, -4, -4, -4, -10, -18, 16, 2
0,16:6, 6, -4, -4, -4, -10, 16, 2, -18
0,16:6, 6, -4, -4, -4, -10, 16, 2, -14
4,8:6, 6, -4, -4, -4, 16, 16, 16, -6
4,8:6, 6, -4, -4, -4, 16, 16, 16, -4
-7,1:6, 6, -4, -4, 10, 6, -8, 2, 16
-7,1:6, 6, -4, -4, 10, 6, -8, 2, 18
-7,1:6, 6, -4, -4, 10, 6, -8, 2, 20
-7,1:6, 6, -4, -4, 10, 6, -8, 16, 2
-7,1:6, 6, -4, -4, 10, 6, -8, 16, 4
-7,1:6, 6, -4, -4, 10, 6, -8, 16, 6
4,8:6, 6, -4, -4, 16, -8, 16, 16, -8
4,8:6, 6, -4, -4, 16, -8, 16, 16, -6
4,8:6, 6, -4, -4, 16, -8, 16, 16, -4
3,4:6, 6, -4, -4, 16, -2, 0, 14, 10
4,8:6, 6, -4, -4, 16, -2, 16, 24, 18
4,8:6, 6, -4, -4, 16, -2, 16, 24, 20
4,8:6, 6, -4, -4, 16, -2, 16, 24, 22
-1,10:6, 6, -2, 4, 8, 4, 12, 16, 4
14,-4:6, 6, 8, -4, -8, -10, -2, -8, -2
-7,-3:6, 6, 8, -4, -2, 10, 18, 16, 12
-7,-3:6, 6, 8, -4, -2, 10, 18, 16, 16
8,0:6, 6, 8, -4, 2, 4, 24, 6, 2
2,10:6, 6, 8, -4, 10, -2, 2, 14, 22
2,10:6, 6, 8, -4, 10, 2, 14, 22, -2
0,14:6, 6, 8, 10, 12, 12, 8, 22, 2
0,14:6, 6, 8, 10, 12, 12, 8, 22, 4
0,14:6, 6, 8, 10, 12, 12, 8, 22, 6
-9,10:6, 6, 8, 10, 18, 26, 30, 10, 28
-9,10:6, 6, 8, 10, 18, 28, 30, 28, 10
-5,13:-4, -14, -8, 20, 10, 10, 30, 12, 30, 30
-5,13:-4, -14, -8, 20, 10, 10, 30, 12, 30, 32
-5,13:-4, -14, -8, 20, 10, 10, 30, 12, 30, 34
-5,13:-4, -14, -8, 20, 10, 10, 30, 30, 30, 12
-9,19:-4, -14, -8, 20, 22, 24, 26, 26, 14, 36
-9,19:-4, -14, -8, 20, 22, 24, 26, 26, 36, 14
-9,19:-4, -14, -8, 20, 22, 24, 26, 26, 36, 16
-9,19:-4, -14, -8, 20, 22, 24, 26, 26, 36, 18
-12,17:-4, -14, -8, 20, 28, 24, 18, 20, 20, 20
3,3:-4, -14, 10, -2, 0, -6, -4, 16, 20, 10
3,3:-4, -14, 10, -2, 0, -6, 20, -4, 10, 16
3,3:-4, -14, 10, -2, 0, -6, 20, -4, 10, 24
11,11:-4, -14, 10, -2, 0, 20, 10, 2, 14, 4
4,13:-4, -14, 10, 20, 10, 10, 16, 20, 0, 18
4,13:-4, -14, 10, 20, 10, 10, 18, 20, 18, 0
15,11:-4, -14, 14, -2, -12, -12, 8, -10, 8, 8
15,11:-4, -14, 14, -2, -12, -12, 8, -10, 8, 10
15,11:-4, -14, 14, -2, -12, -12, 8, -10, 8, 12
15,11:-4, -14, 14, -2, -12, -12, 8, 8, 8, -10
11,17:-4, -14, 14, -2, 0, 2, 4, 4, -8, 14
11,17:-4, -14, 14, -2, 0, 2, 4, 4, 14, -8
11,17:-4, -14, 14, -2, 0, 2, 4, 4, 14, -6
11,17:-4, -14, 14, -2, 0, 2, 4, 4, 14, -4
8,15:-4, -14, 14, -2, 6, 2, -4, -2, -2, -2
5,1:-4, -12, -14, -4, -4, -10, -6, -16, 6, -12
5,1:-4, -12, -14, -4, -4, -10, -6, -16, 6, -10
5,1:-4, -12, -14, -4, -4, -10, -6, -16, 6, -8
8,3:-4, -12, -14, -4, -2, 6, 4, 10, 2, 8
8,3:-4, -12, -14, -4, -2, 6, 4, 10, 2, 10
8,3:-4, -12, -14, -4, -2, 6, 4, 10, 2, 12
3,13:-4, -12, -14, 4, -6, -14, 2, 2, 2, 8
-1,5:-4, -12, -14, 4, -6, 6, 6, 6, -12, -6
2,-9:-4, -12, -8, -14, -20, -20, -2, -24, -12, 2
2,-9:-4, -12, -8, -14, -20, -20, -2, -24, -12, 4
2,-9:-4, -12, -8, -14, -20, -20, -2, -24, -12, 6
2,-9:-4, -12, -8, -14, -20, -20, -2, -24, 2, -12
17,6:-4, -12, -8, -14, 0, -14, -24, -24, -22, -18
5,-8:-4, -12, -8, -4, -4, -14, -22, -6, -2, 2
5,-8:-4, -12, -8, -4, -4, -14, -22, -6, -2, 12
5,-8:-4, -12, -8, -4, -4, -14, -22, -6, 0, 2
5,-8:-4, -12, -8, -4, -4, -14, -22, -6, 0, 12
5,-8:-4, -12, -8, -4, -4, -14, -22, -6, 4, 0
8,7:-4, -12, -8, -4, -4, -2, -14, 8, -2, 6
14,-4:-4, -12, -4, -4, 0, -10, -12, -28, -24, -4
14,-4:-4, -12, -4, -4, 0, -10, -12, -28, -24, 0
14,-4:-4, -12, -4, -4, 0, -10, -12, -28, -4, -24
14,-5:-4, -12, -4, -4, 0, -10, -12, -18, -8, 0
14,-5:-4, -12, -4, -4, 0, -10, -12, -18, -8, 2
14,-5:-4, -12, -4, -4, 0, -10, -12, -18, -8, 4
14,-5:-4, -12, -4, -4, 0, -10, -12, -18, 0, -8
14,-5:-4, -12, -4, -4, 0, -10, -12, -18, 0, -6
14,-5:-4, -12, -4, -4, 0, -10, -12, -18, 0, -4
8,3:-4, -12, -4, -2, 6, 4, 10, 2, 8, -14
3,0:-4, -12, 4, -6, -14, -8, -2, -2, -12, 8
18,0:-4, -12, 4, -6, 2, 2, 6, 10, -14, -6
18,0:-4, -12, 4, -6, 2, 2, 6, 10, -14, -4
11,6:-4, -12, 4, 4, -6, -8, -10, -20, 4, -8
11,6:-4, -12, 4, 4, -6, -8, -10, 4, -8, -20
11,6:-4, -12, 4, 4, -6, -8, -10, 4, -8, -10
-2,10:-4, -12, 4, 4, 4, 10, -14, -4, 6, -10
-2,10:-4, -12, 4, 4, 4, 10, -14, -4, 6, -8
-2,10:-4, -12, 4, 4, 4, 10, -14, -4, 6, -6
-2,10:-4, -12, 4, 4, 4, 10, -12, 4, 6, -2
-2,10:-4, -12, 4, 4, 4, 10, -12, 4, 6, 0
-2,10:-4, -12, 4, 4, 4, 10, -12, 4, 6, 2
3,4:-4, -12, 4, 6, 4, -2, -10, -4, 6, 6
19,2:-4, -6, -14, 6, -2, -22, 6, 0, -10, 10
9,-11:-4, -6, -8, -16, -28, -28, -28, -8, -32, -30
9,-11:-4, -6, -8, -16, -28, -28, -28, -8, -32, -28
9,-11:-4, -6, -8, -16, -28, -28, -28, -8, -32, -26
2,-12:-4, -6, -8, -16, -28, -28, -14, -4, -26, -18
2,-12:-4, -6, -8, -16, -28, -28, -14, -4, -26, -8
13,-2:-4, -6, -8, -10, -20, -10, -6, -6, -8, 0
13,-2:-4, -6, -8, -10, -20, -10, -6, 4, -6, -4
13,-2:-4, -6, -8, -10, -20, -10, -6, 4, -6, -2
13,-2:-4, -6, -8, -10, -20, -10, -6, 4, -6, 0
13,-2:-4, -6, -8, -10, -20, -10, 4, -6, -2, 2
13,-2:-4, -6, -8, -10, -20, -10, 4, -6, -2, 12
13,-2:-4, -6, -8, -10, -20, -10, 4, -4, 14, 0
13,-2:-4, -6, -8, -10, -20, -10, 4, -4, 14, 4
13,-2:-4, -6, -8, -10, -20, -10, 4, 6, 0, 4
13,-2:-4, -6, -8, -10, -20, -10, 4, 6, 0, 14
5,1:-4, -6, -8, -10, -20, -2, 2, 2, 14, 8
5,1:-4, -6, -8, -10, -20, -2, 2, 2, 14, 10
5,1:-4, -6, -8, -10, -20, -2, 2, 2, 14, 12
5,1:-4, -6, -8, -10, -20, -2, 2, 10, 0, 2
5,1:-4, -6, -8, -10, -20, -2, 2, 10, 0, 4
5,1:-4, -6, -8, -10, -20, -2, 2, 10, 0, 6
5,1:-4, -6, -8, -10, -20, -2, 2, 14, 2, -4
5,1:-4, -6, -8, -10, -20, -2, 2, 14, 2, -2
5,1:-4, -6, -8, -10, -20, -2, 2, 14, 2, 0
14,-36:-4, -6, -8, -4, -14, -2, -36, -28, -22, -30
16,-8:-4, -6, -8, -2, -12, -16, -18, -34, -34, -30
19,-6:-4, -6, -8, -2, -2, -16, -6, -22, -12, -8
19,-6:-4, -6, -8, -2, -2, -16, -6, -22, -12, 2
19,-6:-4, -6, -8, -2, -2, -16, -6, -22, -8, -12
13,-9:-4, -6, 0, -8, -18, -14, -10, -10, -8, -10
15,-6:-4, -6, 0, -8, -12, -14, -16, -26, -16, -8
15,-6:-4, -6, 0, -8, -12, -14, -16, -26, -16, -6
15,-6:-4, -6, 0, -8, -12, -14, -16, -26, -16, -4
15,-6:-4, -6, 0, -8, -12, -14, -16, -16, -8, -26
9,-2:-4, -6, 0, -8, -4, 0, -20, -24, -24, -2
9,-2:-4, -6, 0, -8, -4, 0, -20, -24, -2, -24
9,-2:-4, -6, 0, -8, -4, 0, -20, -24, -2, -22
9,-2:-4, -6, 0, -8, -4, 0, -20, -24, -2, -20
7,7:-4, -6, 6, -8, -18, -20, 0, 10, 2, 4
7,7:-4, -6, 6, -8, -18, 0, 10, 2, 4, -20
7,7:-4, -6, 6, -8, -18, 0, 10, 2, 4, -10
7,5:-4, -6, 6, -8, -12, -16, 4, -2, -16, 8
9,-3:-4, -6, 6, -8, -10, 0, -18, -20, -28, 2
9,-3:-4, -6, 6, -8, -10, 4, -18, -32, -28, -24
9,-3:-4, -6, 6, -8, -10, 4, -18, -32, -28, -14
9,-3:-4, -6, 6, -8, -10, 4, -18, -20, -26, -22
9,0:-4, -6, 6, -8, 0, -12, -20, 0, 4, 0
9,0:-4, -6, 6, -8, 0, -12, -20, 0, 4, 4
9,0:-4, -6, 6, -8, 0, -12, -20, 6, 10, 4
9,0:-4, -6, 6, -8, 0, -12, -20, 6, 10, 6
9,0:-4, -6, 6, -8, 0, -12, -20, 6, 10, 8
9,0:-4, -6, 6, -8, 0, -12, -20, 10, 2, 4
9,0:-4, -6, 6, -8, 0, -12, -20, 10, 2, 6
9,0:-4, -6, 6, -8, 0, -12, -20, 10, 2, 8
6,1:-4, -6, 6, 0, -8, -18, -20, 14, -10, -18
6,1:-4, -6, 6, 0, -8, -18, -20, 14, -10, -16
6,1:-4, -6, 6, 0, -8, -18, -20, 14, -10, -14
-1,6:-4, -6, 6, 0, -8, -2, -16, -8, -22, -14
-1,6:-4, -6, 6, 0, -8, -2, -16, -8, -22, -12
-1,6:-4, -6, 6, 0, -8, -2, -16, -8, -22, -10
-1,6:-4, -6, 6, 0, -8, -2, -16, -8, -14, -22
-1,6:-4, -6, 6, 0, -8, -2, -16, -8, -14, -20
-1,6:-4, -6, 6, 0, -8, -2, -16, -8, -14, -18
2,5:-4, -6, 6, 0, -8, -2, 0, 0, 0, -10
-2,12:-4, -6, 6, 0, 8, 4, -4, 0, 12, 0
-4,-9:-4, -6, 6, 4, -8, -16, -22, -18, -2, -10
-4,-9:-4, -6, 6, 4, -8, -16, -22, -8, -2, -16
-4,-9:-4, -6, 6, 4, -8, -16, -18, -12, -18, -8
-4,-9:-4, -6, 6, 4, -8, -16, -18, -12, -18, -6
-4,-9:-4, -6, 6, 4, -8, -16, -18, -12, -18, -4
-4,-9:-4, -6, 6, 4, -8, -16, -18, -2, -2, -8
-4,-9:-4, -6, 6, 4, -8, -16, -18, -2, -2, -6
-4,-9:-4, -6, 6, 4, -8, -16, -18, -2, -2, -4
-4,-9:-4, -6, 6, 4, -8, -16, -14, -20, -20, -12
-4,-9:-4, -6, 6, 4, -8, -16, -14, -20, -18, -20
-4,-9:-4, -6, 6, 4, -8, -16, -14, -20, -18, -18
-4,-9:-4, -6, 6, 4, -8, -16, -14, -20, -18, -16
-4,-9:-4, -6, 6, 4, -8, -16, -14, -20, -14, -26
-4,-9:-4, -6, 6, 4, -8, -16, -14, -20, -14, -16
-4,-9:-4, -6, 6, 4, -8, -16, -14, -12, -12, -18
-4,-9:-4, -6, 6, 4, -8, -16, -14, -12, -12, -16
-4,-9:-4, -6, 6, 4, -8, -16, -14, -12, -12, -14
-4,-9:-4, -6, 6, 4, -8, -16, -10, -22, -2, -20
-4,-9:-4, -6, 6, 4, -8, -16, -10, -22, -2, -18
-4,-9:-4, -6, 6, 4, -8, -16, -10, -22, -2, -16
-4,-9:-4, -6, 6, 4, -8, -16, -2, -14, -14, -6
-4,-9:-4, -6, 6, 4, -8, -16, -2, -14, -14, -4
-4,-9:-4, -6, 6, 4, -8, -16, -2, -14, -14, -2
-4,-9:-4, -6, 6, 4, -8, -16, -2, -14, -12, -14
-4,-9:-4, -6, 6, 4, -8, -16, -2, -12, -16, 0
-4,-9:-4, -6, 6, 4, -8, -16, -2, -12, -16, 8
-4,-9:-4, -6, 6, 4, -8, -16, -2, -12, 0, -16
-4,-9:-4, -6, 6, 4, -8, -16, -2, -12, 0, -8
-4,-9:-4, -6, 6, 4, -8, -16, 2, 14, 8, 2
-4,-9:-4, -6, 6, 4, -8, -16, 2, 14, 8, 4
-4,-9:-4, -6, 6, 4, -8, -16, 2, 14, 8, 6
9,3:-4, -6, 6, 10, -6, -16, -4, -4, -2, -14
4,-8:-4, -6, 6, 10, -4, 2, 2, -4, 2, -4
4,-8:-4, -6, 6, 10, -4, 2, 2, -4, 2, 0
4,-8:-4, -6, 6, 10, -4, 2, 2, -2, -8, 0
4,-8:-4, -6, 6, 10, -4, 2, 2, -2, 0, -8
4,-8:-4, -6, 6, 10, -4, 2, 2, -2, 0, -6
4,-8:-4, -6, 6, 10, -4, 2, 2, -2, 0, -4
4,-8:-4, -6, 6, 10, -4, 2, 2, 0, 4, 8
4,-8:-4, -6, 6, 10, -4, 2, 2, 0, 4, 10
4,-8:-4, -6, 6, 10, -4, 2, 2, 0, 4, 12
4,-8:-4, -6, 6, 10, -4, 2, 2, 4, 2, -4
4,-8:-4, -6, 6, 10, -4, 2, 2, 4, 2, -2
4,-8:-4, -6, 6, 10, -4, 2, 2, 4, 2, 0
4,-8:-4, -6, 6, 10, -4, 2, 2, 8, -4, 2
4,-8:-4, -6, 6, 10, -4, 2, 2, 8, 6, -6
4,-8:-4, -6, 6, 10, -4, 2, 2, 8, 6, 4
-3,11:-4, -6, 6, 10, 12, -6, -10, 14, 2, 2
-3,11:-4, -6, 6, 10, 12, -6, 14, 2, 2, -4
11,11:-4, 2, 0, -8, -16, -16, -10, -2, -24, -26
11,11:-4, 2, 0, -8, -16, -16, -10, -2, -24, -20
11,11:-4, 2, 0, -8, -16, -16, -10, -2, -24, -18
2,-20:-4, 2, 0, -8, 4, -36, -26, -30, -30, -40
2,-20:-4, 2, 0, -8, 4, -36, -26, -30, -30, -34
12,4:-4, 2, 2, -8, -16, -16, 4, -14, 4, 4
12,4:-4, 2, 2, -8, -16, -16, 4, -14, 4, 6
12,4:-4, 2, 2, -8, -16, -16, 4, -14, 4, 8
12,4:-4, 2, 2, -8, -16, -16, 4, 4, 4, -14
8,10:-4, 2, 2, -8, -4, -2, 0, 0, -12, 10
8,10:-4, 2, 2, -8, -4, -2, 0, 0, 10, -12
8,10:-4, 2, 2, -8, -4, -2, 0, 0, 10, -10
8,10:-4, 2, 2, -8, -4, -2, 0, 0, 10, -8
5,8:-4, 2, 2, -8, 2, -2, -8, -6, -6, -6
7,2:-4, 2, 6, -14, -18, -22, -12, -22, 4, -20
7,2:-4, 2, 6, -14, -18, -22, -12, -22, 4, -18
7,2:-4, 2, 6, -14, -18, -22, -12, -22, 4, -16
11,1:-4, 2, 6, -14, -18, -22, -8, 4, -14, -24
11,1:-4, 2, 6, -14, -18, -22, -8, 4, -14, -22
11,1:-4, 2, 6, -14, -18, -22, -8, 4, -14, -20
7,2:-4, 2, 6, -14, -18, -22, 4, -22, -24, -16
7,2:-4, 2, 6, -14, -18, -18, 10, 12, 14, 6
3,1:-4, 2, 6, -14, 2, -12, 6, 10, -8, 6
3,1:-4, 2, 6, -14, 2, -12, 10, 2, -8, 6
3,1:-4, 2, 6, -14, 2, -12, 10, 2, -8, 8
6,-1:-4, 2, 6, -8, -14, -16, -14, -16, 0, 0
6,-1:-4, 2, 6, -8, -14, -16, -14, -16, 0, 4
6,-1:-4, 2, 6, -8, -14, -16, -14, -16, 0, 10
0,5:-4, 2, 6, -8, -14, 4, -4, 0, 10, -6
0,5:-4, 2, 6, -8, -14, 4, -4, 0, 10, 4
