-2,3:-4, -6, 6, -8, -12, -14, 6
-2,3:-4, -6, 6, -8, -12, 6, -14
-2,3:-4, -6, 6, -8, -8, 6, -18
-2,3:-4, -6, 6, -8, -8, 6, -12
4,-8:-4, -6, 6, 10, -4, -6, 6
4,-8:-4, -6, 6, 10, -4, -6, 8
4,-8:-4, -6, 6, 10, -4, -6, 10
4,-8:-4, -6, 6, 10, -4, 6, -6
4,-8:-4, -6, 6, 10, -4, 6, -4
4,-8:-4, -6, 6, 10, -4, 6, -2
10,-4:-4, 2, 6, 0, 14, -12, -4
10,-4:-4, 2, 6, 0, 14, -4, -12
-6,5:6, 6, 8, -4, -8, 6, 4
-2,3:-4, -12, 4, 6, -8, -18, 6, -20
-2,3:-4, -12, 4, 6, -8, -18, 6, -10
-2,3:-4, -6, 6, -8, -18, -20, 6, -8
-2,3:-4, -6, 6, -8, -18, -20, 6, -6
-2,3:-4, -6, 6, -8, -18, -20, 6, -4
-2,3:-4, -6, 6, -8, -10, -20, 6, -12
-2,3:-4, -6, 6, -8, -10, -20, 6, -10
-2,3:-4, -6, 6, -8, -10, -20, 6, -8
-2,3:-4, -6, 6, -8, -8, -16, 6, -20
-2,3:-4, -6, 6, -8, -8, -16, 6, -18
-2,3:-4, -6, 6, -8, -8, -16, 6, -16
4,-8:-4, -6, 6, 10, -4, -6, 2, 4
4,-8:-4, -6, 6, 10, -4, -6, 2, 6
4,-8:-4, -6, 6, 10, -4, -6, 2, 8
-2,3:-4, 2, 6, -14, -18, -18, 6, 2
-2,3:-4, 2, 6, -14, -18, -6, 6, -18
-2,3:-4, 2, 6, -14, -18, -6, 6, -8
-2,3:-4, 2, 6, -14, -18, 2, 6, -18
-2,3:-4, 2, 6, -14, -18, 2, 6, -16
-2,3:-4, 2, 6, -14, -18, 2, 6, -14
-2,3:-4, 2, 6, -8, 6, 4, -36, -20
-2,3:-4, 4, -10, -12, 6, -14, 6, -6
-2,3:-4, 4, -10, -12, 6, -14, 6, -4
7,-5:6, -4, -4, -6, 6, 10, -4, -2
-2,11:6, 6, -4, -4, 2, -12, 6, 14
-2,11:6, 6, -4, -4, 2, -12, 14, 6
-6,5:6, 6, 8, -4, -8, -8, 6, 4
-6,5:6, 6, 8, -4, -8, -8, 6, 6
-6,5:6, 6, 8, -4, -8, -8, 6, 8
-6,5:6, 6, 8, -4, -8, 6, 6, -8
-6,5:6, 6, 8, -4, -8, 6, 6, -6
-6,5:6, 6, 8, -4, -8, 6, 6, -4
5,-1:6, 6, 8, -4, -4, 10, 10, 14
5,-1:6, 6, 8, -4, -4, 10, 10, 20
5,-1:6, 6, 8, -4, -4, 10, 14, 16
5,-1:6, 6, 8, -4, 10, 10, 14, -4
-2,3:-4, 2, 6, -14, -22, -6, -8, 6, -18
-2,3:-4, 2, 6, -14, -22, -6, -8, 6, -16
-2,3:-4, 2, 6, -14, -18, -22, 2, 6, -20
-2,3:-4, 2, 6, -14, -18, -22, 2, 6, -18
-2,3:-4, 2, 6, -14, -18, -22, 2, 6, -16
-2,3:-4, 2, 6, -14, -18, -18, -8, 6, -12
-2,3:-4, 2, 6, -14, -18, -18, -8, 6, -10
-2,3:-4, 2, 6, -14, -18, -18, -8, 6, -8
-2,3:-4, 2, 6, -14, -8, -12, -18, 6, -10
-2,3:-4, 2, 6, -14, 2, -12, -8, 6, -6
-2,3:-4, 2, 6, -8, -14, 4, -8, 6, -14
-2,3:-4, 2, 6, -8, -14, 4, -8, 6, -12
-2,3:-4, 2, 6, -8, -14, 4, -8, 6, -10
12,5:-4, 2, 6, -8, 2, -6, -6, 2, -22
12,5:-4, 2, 6, -8, 2, -6, -6, 2, -16
12,5:-4, 2, 6, -8, 2, -6, 2, -22, -6
5,4:-4, 2, 6, -8, 2, -6, 6, -2, 8
-2,3:-4, 2, 6, -8, 6, 4, -30, -20, -28
13,3:-4, 4, -10, 2, -16, -10, -2, -10, -16
17,2:-4, 4, -10, 6, 6, -14, -24, -6, -4
17,2:-4, 4, -10, 6, 6, -14, -24, 4, -2
17,2:-4, 4, -10, 6, 6, -14, -24, 4, 0
17,2:-4, 4, -10, 6, 6, -14, -24, 4, 2
17,2:-4, 4, -10, 6, 6, -14, -6, -4, -24
17,2:-4, 4, -10, 6, 6, 2, -14, -24, -4
17,2:-4, 4, -10, 6, 6, 2, -14, -24, -2
8,-3:-4, 4, -2, -8, -10, -18, -2, 2, -10
29,-1:-4, 4, -2, -8, -10, 2, -28, -28, -16
29,-1:-4, 4, -2, -8, -10, 2, -28, -16, -28
16,-16:-4, 4, 6, 4, -8, 4, -30, -20, -30
1,6:6, -4, -4, -6, 6, -8, -12, -14, 6
1,6:6, -4, -4, -6, 6, -8, -12, 6, -14
1,6:6, -4, -4, -6, 6, -8, -8, 6, -18
1,6:6, -4, -4, -6, 6, -8, -8, 6, -12
7,-5:6, -4, -4, -6, 6, 10, -4, -6, 6
7,-5:6, -4, -4, -6, 6, 10, -4, -6, 8
7,-5:6, -4, -4, -6, 6, 10, -4, -6, 10
7,-5:6, -4, -4, -6, 6, 10, -4, 6, -6
7,-5:6, -4, -4, -6, 6, 10, -4, 6, -4
7,-5:6, -4, -4, -6, 6, 10, -4, 6, -2
13,-1:6, -4, -4, 2, 6, 0, 14, -12, -4
13,-1:6, -4, -4, 2, 6, 0, 14, -4, -12
-3,8:6, -4, 6, 6, 8, -4, -8, 6, 4
5,-1:6, 6, -4, -4, -4, 10, -2, 36, 22
5,-1:6, 6, -4, -4, -4, 16, 0, 16, 16
5,-1:6, 6, -4, -4, -4, 16, 0, 16, 18
5,-1:6, 6, -4, -4, -4, 16, 0, 16, 20
5,-1:6, 6, -4, -4, -4, 16, 16, 8, 10
5,-1:6, 6, -4, -4, -4, 16, 16, 8, 20
5,-1:6, 6, -4, -4, -4, 16, 16, 16, 0
5,-1:6, 6, -2, -4, -4, 12, 12, 16, 6
5,-1:6, 6, -2, -4, -4, 12, 12, 16, 8
5,-1:6, 6, -2, -4, -4, 14, 10, 10, 12
5,-1:6, 6, -2, -4, -4, 14, 10, 10, 22
-6,5:6, 6, 8, -4, -8, 0, 6, 6, -6
-6,5:6, 6, 8, -4, -8, 0, 6, 6, -4
-6,5:6, 6, 8, -4, -8, 0, 6, 6, -2
5,-1:6, 6, 8, -4, -4, 10, 10, 18, 18
5,-1:6, 6, 8, -4, -4, 10, 10, 18, 20
5,-1:6, 6, 8, -4, -4, 10, 10, 18, 22
5,-1:6, 6, 8, -4, -4, 10, 12, 22, 10
5,-1:6, 6, 8, -4, -4, 10, 12, 22, 12
5,-1:6, 6, 8, -4, -4, 10, 12, 22, 14
5,-1:6, 6, 8, -4, -4, 10, 20, 22, 6
5,-1:6, 6, 8, -4, -4, 10, 20, 22, 8
5,-1:6, 6, 8, -4, -4, 10, 20, 22, 10
