8,-1:-4, 2, 2
-1,-1:-4, 4, -14
-1,-1:-4, -12, -14, 2
-1,-1:-4, -12, -14, 6
-4,5:6, 6, 8, 2
-1,-1:-4, -12, -14, 4, -4
-1,-1:-4, -12, -14, 4, -2
-1,-1:-4, -12, -14, 4, 0
10,3:-4, -12, -4, 2, 2
-1,-1:-4, 4, -2, -14, -12
-1,-1:-4, 4, -2, -14, -6
-1,-1:-4, 4, -2, -12, -14
6,-5:-4, 4, -2, -12, 0
2,2:6, -4, -4, -6, -14
11,2:6, -4, -4, 2, 2
2,2:6, -4, -4, 4, -14
-4,5:6, 6, -4, 2, 4
-4,5:6, 6, -4, 2, 14
-13,10:-4, -14, -8, 20, 22, 16
7,8:-4, -14, 14, -2, 0, -6
-1,-1:-4, -12, -14, -4, -4, 4
-1,-1:-4, -12, -14, -4, -2, -4
-1,-1:-4, -12, -14, -4, -2, -2
-1,-1:-4, -12, -14, -4, -2, 0
-1,-1:-4, -12, -14, -4, 2, -10
-1,-1:-4, -12, -14, -4, 2, 0
-1,-1:-4, -12, -14, 4, 4, -2
-1,-1:-4, -12, -14, 4, 4, 0
-1,-1:-4, -12, -14, 4, 4, 2
1,-5:-4, -6, 0, -8, -12, -20
10,-5:-4, -6, 0, -8, -4, -4
1,-5:-4, -6, 0, -8, -2, -20
6,-4:-4, -6, 6, -2, -10, 14
6,-4:-4, -6, 6, -2, -10, 16
6,-4:-4, -6, 6, -2, -10, 18
13,-5:-4, -6, 6, -2, 14, -12
6,-4:-4, -6, 6, -2, 14, -10
4,1:-4, 2, 2, -8, -4, -10
-1,-1:-4, 4, -10, -8, -6, -14
1,11:-4, 4, -10, 6, 4, 0
-1,-1:-4, 4, -2, -14, -8, -8
-1,-1:-4, 4, -2, -14, -8, -6
-1,-1:-4, 4, -2, -14, -8, -4
6,-5:-4, 4, -2, -12, -2, 2
6,-5:-4, 4, -2, -12, -2, 4
6,-5:-4, 4, -2, -12, -2, 6
-1,-1:-4, 4, 4, -6, -14, 14
2,2:6, -4, -4, -12, -14, 2
2,2:6, -4, -4, -12, -14, 6
-1,8:6, -4, 6, 6, 8, 2
7,0:6, 6, -2, -4, 16, 2
8,7:6, 6, -2, 4, 8, 8
-4,5:6, 6, -2, 12, 0, 12
-4,5:6, 6, -2, 12, 0, 14
-4,5:6, 6, -2, 12, 0, 16
-4,5:6, 6, -2, 12, 12, 0
-4,5:6, 6, 8, -4, -2, -4
-4,5:6, 6, 8, -4, -2, -2
-4,5:6, 6, 8, -4, -2, 0
-4,5:6, 6, 8, -4, 2, -10
-4,5:6, 6, 8, -4, 2, 0
7,0:6, 6, 8, -4, 2, 6
7,0:6, 6, 8, -4, 2, 16
-8,7:6, 6, 8, 10, 2, 10
-8,7:6, 6, 8, 10, 2, 20
-8,7:6, 6, 8, 10, 4, 16
-8,7:6, 6, 8, 10, 20, 2
-8,7:6, 6, 8, 10, 20, 6
2,8:6, 6, 8, 10, 20, 22
5,5:-4, -6, 6, 0, -8, 10, -8
10,-5:-4, -6, 6, 0, -8, 10, -4
10,-5:-4, -6, 6, 0, -8, 10, 0
11,0:-4, -6, 6, 4, -8, 10, -16
2,-15:-4, -6, 6, 10, 0, -4, 6
2,-15:-4, -6, 6, 10, 0, -4, 8
2,-15:-4, -6, 6, 10, 0, -4, 10
2,-15:-4, -6, 6, 10, 0, 6, -4
4,1:-4, 2, 0, -8, -4, -10, -14
4,1:-4, 2, 2, -8, -16, -10, -8
4,1:-4, 2, 2, -8, -16, -10, 2
-4,6:-4, 2, 6, 0, 8, 14, -4
17,-5:-4, 2, 6, 0, 14, -12, -18
13,1:-4, 2, 6, 6, 12, -8, 2
13,1:-4, 2, 6, 6, 12, -8, 4
13,1:-4, 2, 6, 6, 12, -8, 6
-1,-1:-4, 4, -10, -12, -12, -14, -10
-1,-1:-4, 4, -10, -12, -12, -14, -8
-1,-1:-4, 4, -10, -12, -12, -14, -6
-1,-1:-4, 4, -10, -8, -18, -14, -10
-1,-1:-4, 4, -10, -8, -18, -14, 0
-1,-1:-4, 4, -10, -8, -16, 2, -12
-1,-1:-4, 4, -10, -8, -16, 2, -8
-1,-1:-4, 4, -10, -8, -6, -12, -8
-1,-1:-4, 4, -10, -8, -6, -12, 2
-1,-1:-4, 4, -10, -8, 2, -30, -8
-1,-1:-4, 4, -10, -8, 2, -30, -6
-1,-1:-4, 4, -10, -8, 2, -30, -4
-1,-1:-4, 4, -10, -8, 2, -8, -30
-1,-1:-4, 4, -10, -8, 2, -8, -28
-1,-1:-4, 4, -10, -8, 2, -8, -26
7,2:-4, 4, -10, 0, -8, -6, -12
-1,-1:-4, 4, -2, -14, -8, 0, -6
-1,-1:-4, 4, -2, -14, -8, 0, -4
-1,-1:-4, 4, -2, -14, -8, 0, -2
6,-5:-4, 4, -2, -12, -2, -2, 2
6,-5:-4, 4, -2, -12, -2, -2, 4
6,-5:-4, 4, -2, -12, 6, 0, 2
6,-5:-4, 4, -2, -12, 6, 0, 12
6,-5:-4, 4, -2, -12, 6, 4, 2
6,-5:-4, 4, -2, -12, 6, 4, 4
6,-5:-4, 4, -2, -12, 6, 4, 6
6,-5:-4, 4, -2, -12, 6, 6, -2
-1,-1:-4, 4, -2, -8, -12, -24, -20
-1,-1:-4, 4, -2, -8, -12, -24, -10
13,-4:-4, 4, -2, -8, -12, -24, -4
13,-4:-4, 4, -2, -8, -12, -24, 0
-1,-1:-4, 4, -2, -8, -12, -10, -24
-1,-1:-4, 4, -2, -8, -12, -10, -22
-1,-1:-4, 4, -2, -8, -12, -10, -20
13,-4:-4, 4, -2, -8, -12, -4, -24
13,-4:-4, 4, -2, -8, -12, -4, -22
20,-2:-4, 4, -2, -8, -10, 2, -22
20,-2:-4, 4, -2, -8, -10, 2, -18
-2,-2:-4, 4, -2, 6, 0, -24, -2
-2,-2:-4, 4, -2, 6, 0, -2, -24
-2,-2:-4, 4, -2, 6, 0, -2, -20
6,-5:-4, 4, -2, 6, 4, 4, -12
6,-5:-4, 4, -2, 6, 4, 4, -6
-1,-1:-4, 4, 4, -6, -14, 4, 10
-1,-1:-4, 4, 4, -6, -14, 4, 20
-1,-1:-4, 4, 4, -6, -14, 8, 6
-1,-1:-4, 4, 4, -6, -14, 8, 8
-1,-1:-4, 4, 4, -6, -14, 8, 10
-1,-1:-4, 4, 4, 4, -14, -4, 14
1,8:-4, 4, 4, 4, -14, 6, -4
1,8:-4, 4, 4, 4, -14, 6, 0
-1,-1:-4, 4, 4, 4, -14, 6, 4
-1,-1:-4, 4, 4, 4, -14, 6, 14
1,8:-4, 4, 4, 4, 6, 0, -14
1,8:-4, 4, 4, 4, 6, 0, -4
2,2:6, -4, -4, -12, -14, 4, -4
2,2:6, -4, -4, -12, -14, 4, -2
2,2:6, -4, -4, -12, -14, 4, 0
13,6:6, -4, -4, -12, -4, 2, 2
2,2:6, -4, -4, 4, -2, -14, -12
2,2:6, -4, -4, 4, -2, -14, -6
2,2:6, -4, -4, 4, -2, -12, -14
9,-2:6, -4, -4, 4, -2, -12, 0
5,5:6, -4, 6, -4, -4, -6, -14
14,5:6, -4, 6, -4, -4, 2, 2
5,5:6, -4, 6, -4, -4, 4, -14
-1,8:6, -4, 6, 6, -4, 2, 4
-1,8:6, -4, 6, 6, -4, 2, 14
-4,5:6, 6, -4, -4, -2, 2, 16
-2,10:6, 6, -4, 0, 10, 6, -2
7,10:6, 6, -4, 0, 10, 14, 14
-2,10:6, 6, -4, 0, 10, 16, -2
-4,5:6, 6, -4, 2, 10, 6, 14
-4,5:6, 6, -2, -4, -2, 4, 0
-4,5:6, 6, -2, -4, -2, 4, 2
-8,18:6, 6, -2, -4, 4, -2, 2
1,-9:6, 6, -2, -4, 4, 8, 14
-6,3:6, 6, -2, -4, 14, -8, 4
-6,3:6, 6, -2, -4, 14, -8, 6
-6,3:6, 6, -2, -4, 14, -8, 8
-4,5:6, 6, -2, -2, -2, -6, 0
-4,5:6, 6, -2, -2, -2, -6, 4
-4,5:6, 6, -2, -2, -2, -6, 10
12,-3:6, 6, -2, -2, 8, -2, 0
12,-3:6, 6, -2, -2, 8, 0, -2
-4,5:6, 6, -2, -2, 8, 2, -12
-4,5:6, 6, -2, 12, 0, 8, 10
-4,5:6, 6, -2, 12, 0, 8, 12
-4,5:6, 6, -2, 12, 0, 8, 14
-4,5:6, 6, -2, 12, 2, 12, 6
-4,5:6, 6, -2, 12, 2, 12, 8
-4,5:6, 6, -2, 12, 2, 12, 10
-1,11:6, 6, 8, -4, -8, 8, 0
-4,5:6, 6, 8, -4, -4, 0, -6
-4,5:6, 6, 8, -4, -4, 0, -4
-4,5:6, 6, 8, -4, -4, 0, -2
-4,5:6, 6, 8, -4, -2, -8, -6
-4,5:6, 6, 8, -4, -2, -8, -4
-4,5:6, 6, 8, -4, -2, -8, -2
-8,7:6, 6, 8, 2, 10, 14, 8
-8,7:6, 6, 8, 10, 4, 14, 10
-8,7:6, 6, 8, 10, 4, 14, 12
-8,7:6, 6, 8, 10, 4, 14, 14
-8,7:6, 6, 8, 10, 4, 20, 8
-8,7:6, 6, 8, 10, 4, 20, 10
-8,7:6, 6, 8, 10, 4, 20, 12
-8,7:6, 6, 8, 10, 12, 6, 4
-8,7:6, 6, 8, 10, 12, 6, 6
-8,7:6, 6, 8, 10, 12, 6, 8
2,3:6, 6, 8, 10, 18, 18, 26
-8,7:6, 6, 14, 10, -4, 10, 0
-8,7:6, 6, 14, 10, -4, 10, 4
5,13:6, 6, 16, -16, 4, 2, -6
14,13:6, 6, 16, -16, 4, 10, 10
5,13:6, 6, 16, -16, 4, 12, -6
