8,-10:-4, -12, 4, -6, -14, -8, -12
-2,-4:-4, -6, 6, 6, 12, 16, 0
3,-2:-4, 4, -2, -12, -2, -2, -12
7,8:-4, 4, 4, 4, 6, 8, 16
7,3:6, 6, 8, -4, -8, 10, 4
2,-13:-4, -12, -8, -14, -22, 2, 4, -20
2,-9:-4, -12, -8, -14, -22, 2, 4, -14
2,-9:-4, -12, -8, -14, -22, 2, 4, -8
2,-9:-4, -12, -8, -14, 2, 4, -14, -18
2,-9:-4, -12, -8, -14, 2, 4, -14, -16
2,-9:-4, -12, -8, -14, 2, 4, -14, -14
2,-9:-4, -12, -8, -14, 2, 4, -8, -22
2,-9:-4, -12, -8, -14, 2, 4, -8, -20
2,-9:-4, -12, -8, -14, 2, 4, -8, -18
14,1:-4, -12, -8, -2, -14, -8, -20, -10
3,-12:-4, -12, -8, -2, -14, -8, -18, -12
14,1:-4, -12, -8, -2, -14, -8, -10, -20
14,1:-4, -12, -8, -2, -14, -8, -10, -18
-2,-4:-4, -6, -14, 6, 6, 12, 16, 0
12,-19:-4, 2, 0, -8, 4, -28, -22, -20
12,-19:-4, 2, 0, -8, 4, -22, -22, -28
15,4:-4, 2, 6, -14, -8, -12, -18, 4
15,4:-4, 2, 6, -14, -8, -12, 4, -18
15,4:-4, 2, 6, -14, -8, -12, 4, -16
1,-8:-4, 2, 6, -8, 6, -2, -14, -6
21,7:-4, 2, 6, 0, -4, -22, -22, 4
21,7:-4, 2, 6, 0, -4, -22, -22, 6
21,7:-4, 2, 6, 0, -4, -22, -22, 8
21,7:-4, 2, 6, 0, -4, -22, 4, -22
21,7:-4, 2, 6, 0, -4, -22, 4, -20
12,-8:-4, 2, 6, 0, -4, -10, 4, -18
-2,-4:-4, 2, 6, 6, 12, 16, 0, -12
-2,-4:-4, 2, 6, 6, 12, 16, 0, -2
0,-6:-4, 4, -2, -12, 6, 4, -12, -4
-1,-1:-4, 4, -2, -8, 6, 4, 2, -8
-1,-1:-4, 4, -2, -8, 6, 4, 2, -6
6,7:6, -4, -4, -6, 6, 10, -10, -2
11,7:6, 6, -2, -2, -2, -4, -6, -14
1,3:6, 6, -2, 4, 8, 4, 4, 14
-7,8:6, 6, -2, 14, 8, 16, 10, 14
-1,-2:6, 6, 8, -4, -4, -10, -18, 2
15,4:-4, 2, 6, -14, -8, -12, -18, 0, 2
15,4:-4, 2, 6, -14, -8, -12, -18, 6, 0
15,4:-4, 2, 6, -14, -8, -12, -18, 6, 6
15,4:-4, 2, 6, -14, -8, -12, -18, 6, 8
15,4:-4, 2, 6, -14, -8, -12, -18, 10, 6
15,4:-4, 2, 6, -14, -8, -12, -18, 10, 8
15,4:-4, 2, 6, -14, -8, -12, -18, 10, 10
15,4:-4, 2, 6, -14, -8, 0, 4, -2, -12
8,-3:-4, 2, 6, 0, -8, -16, 14, -4, 8
8,-3:-4, 2, 6, 0, -8, -16, 14, 8, -4
8,-3:-4, 2, 6, 0, -8, -16, 14, 8, -2
8,-3:-4, 2, 6, 0, -8, -16, 14, 8, 0
21,7:-4, 2, 6, 0, -4, -22, -26, 4, -24
21,7:-4, 2, 6, 0, -4, -22, -26, 4, -22
21,7:-4, 2, 6, 0, -4, -22, -26, 4, -20
21,7:-4, 2, 6, 0, -4, -22, -22, 12, 6
21,7:-4, 2, 6, 0, -4, -22, -22, 12, 8
21,7:-4, 2, 6, 0, -4, -22, -22, 12, 10
7,7:-4, 2, 6, 6, 2, -4, -14, 2, 6
7,7:-4, 2, 6, 6, 2, -4, 2, 6, -14
0,-1:-4, 4, -10, -12, 6, -14, 6, 0, 10
-2,-4:-4, 4, -10, -12, 6, 6, 12, 16, 0
1,0:-4, 4, -10, 2, -16, -10, -6, -10, 2
-2,-4:-4, 4, -10, 6, 6, 12, 16, 0, -14
-2,-4:-4, 4, -10, 6, 6, 12, 16, 0, -12
-2,-4:-4, 4, -10, 6, 6, 12, 16, 0, -10
-2,-9:-4, 4, -2, -12, 6, 6, 10, 2, 6
-2,-9:-4, 4, -2, -12, 6, 6, 10, 2, 10
-2,-9:-4, 4, -2, -12, 6, 6, 10, 10, 2
-2,-9:-4, 4, -2, -12, 6, 6, 10, 10, 4
-2,-9:-4, 4, -2, -12, 6, 6, 10, 10, 6
-1,-1:-4, 4, -2, -8, 6, 4, 2, -12, -10
-1,-1:-4, 4, -2, -8, 6, 4, 2, -12, -8
-1,-1:-4, 4, -2, -8, 6, 4, 2, -12, -6
11,-7:6, -4, -4, -12, 4, -6, -14, -8, -12
1,-1:6, -4, -4, -6, 6, 6, 12, 16, 0
6,1:6, -4, -4, 4, -2, -12, -2, -2, -12
10,11:6, -4, -4, 4, 4, 4, 6, 8, 16
10,6:6, -4, 6, 6, 8, -4, -8, 10, 4
-1,-2:6, 6, -4, -4, -4, -10, -18, 2, 4
-1,-2:6, 6, -4, -4, -4, -10, -18, 2, 14
-5,1:6, 6, -4, -4, -4, 10, 4, 12, 8
-5,12:6, 6, -4, -4, 2, 6, -6, 12, 20
10,21:6, 6, -4, -4, 2, 6, -6, 24, 22
10,21:6, 6, -4, -4, 2, 6, -6, 24, 24
10,21:6, 6, -4, -4, 2, 6, 24, 22, -6
10,21:6, 6, -4, -4, 2, 6, 24, 22, -4
10,21:6, 6, -4, -4, 2, 6, 24, 22, -2
7,15:6, 6, -4, -4, 16, -2, 10, 14, 18
7,15:6, 6, -4, -4, 16, -2, 10, 14, 20
7,15:6, 6, -4, -4, 16, 10, 14, 18, -2
-16,12:6, 6, -4, 2, 10, -2, 14, 22, 30
-16,12:6, 6, -4, 2, 10, -2, 14, 30, 22
-1,-2:6, 6, -2, -4, -4, -10, -18, 16, 2
-3,0:6, 6, -2, -4, 4, -2, 8, 14, 6
2,-1:6, 6, -2, -4, 4, -2, 10, 0, 8
2,-1:6, 6, -2, -4, 4, -2, 10, 0, 10
-6,2:6, 6, 14, 10, -4, 16, -2, 10, 20
-6,2:6, 6, 14, 10, -4, 16, -2, 10, 22
-6,2:6, 6, 14, 10, -4, 16, -2, 10, 24
-6,2:6, 6, 14, 10, -4, 16, -2, 16, 16
-6,2:6, 6, 14, 10, -4, 16, -2, 16, 18
-6,2:6, 6, 14, 10, -4, 16, -2, 16, 20
-6,2:6, 6, 14, 10, -4, 16, -2, 20, 10
-6,2:6, 6, 14, 10, -4, 16, -2, 20, 16
-10,2:6, 6, 14, 10, -4, 16, -2, 20, 22
4,14:6, 6, 14, 10, 4, 16, 10, 12, 20
4,14:6, 6, 14, 10, 4, 16, 10, 12, 22
-9,3:6, 6, 14, 10, 4, 16, 10, 18, 14
4,14:6, 6, 14, 10, 4, 16, 10, 22, 12
17,10:-4, -14, -12, 14, -12, -14, -2, 2, -18, -10
-3,12:-4, -14, -8, 10, 10, 8, 20, 24, 4, 12
2,12:-4, -14, -8, 20, 12, 12, 12, 10, 8, 0
-8,8:-4, -14, -8, 20, 12, 18, 22, 18, 18, 28
-16,13:-4, -14, -8, 20, 12, 28, 22, 30, 24, 28
-10,3:-4, -14, -8, 20, 22, 10, 10, 4, -4, 16
9,16:-4, -14, 10, -2, 0, 20, 20, 30, 28, 4
13,18:-4, -14, 10, -2, 6, 20, 10, 20, 6, 8
10,8:-4, -14, 10, 10, 2, 6, 0, 12, 16, 12
10,8:-4, -14, 10, 10, 2, 6, 0, 12, 16, 16
-18,17:-4, -14, 10, 10, 2, 6, 2, 32, 38, 22
-18,17:-4, -14, 10, 10, 2, 6, 2, 32, 38, 24
-18,17:-4, -14, 10, 10, 2, 6, 2, 32, 38, 26
-18,17:-4, -14, 10, 10, 2, 6, 2, 36, 38, 22
-18,17:-4, -14, 10, 10, 2, 6, 2, 36, 38, 32
-3,12:-4, -14, 10, 10, 8, 20, 24, 4, 12, -8
-3,12:-4, -14, 10, 10, 8, 20, 24, 4, 12, -6
-3,12:-4, -14, 10, 10, 8, 20, 24, 4, 12, -4
-2,6:-4, -14, 10, 10, 18, 12, 14, -2, 4, -4
9,16:-4, -14, 10, 20, 20, 30, -2, 6, 28, 4
22,10:-4, -14, 14, -2, -10, -10, -10, -12, -14, -22
12,6:-4, -14, 14, -2, -10, -4, 0, -4, -4, 6
4,11:-4, -14, 14, -2, -10, 6, 0, 8, 2, 6
10,1:-4, -14, 14, -2, 0, -12, -12, -18, -26, -6
6,-5:-4, -12, -14, 4, -6, -14, 6, 6, 10, 6
6,-5:-4, -12, -14, 4, -6, -14, 6, 6, 10, 10
2,-9:-4, -12, -8, -14, -22, 2, 4, -12, -20, -18
2,-9:-4, -12, -8, -14, -22, 2, 4, -12, -20, -16
2,-9:-4, -12, -8, -14, -22, 2, 4, -12, -20, -14
2,-9:-4, -12, -8, -14, -20, -20, 2, 4, -8, -18
2,-9:-4, -12, -8, -14, -20, -20, 2, 4, -8, -16
2,-9:-4, -12, -8, -14, -20, -20, 2, 4, -8, -14
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 0, -4
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 2, -4
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 2, -2
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 2, 0
10,-3:-4, -12, -8, -14, -4, -12, -12, 2, -2, 0
15,-2:-4, -12, -8, -14, 0, -20, -12, -10, -14, -2
15,-2:-4, -12, -8, -14, 0, -20, -12, -10, -14, 2
15,-2:-4, -12, -8, -14, 0, -20, -12, -10, 2, -14
14,4:-4, -12, -8, -14, 0, -14, -22, -16, -6, -18
8,-5:-4, -12, -8, -14, 0, 4, -14, -12, -6, -10
14,-23:-4, -12, -8, -14, 2, -2, -34, -28, -26, -2
14,-23:-4, -12, -8, -14, 2, -2, -34, -28, -26, 2
2,-13:-4, -12, -8, -14, 2, 4, -24, -28, -20, -34
2,-13:-4, -12, -8, -14, 2, 4, -24, -28, -20, -26
2,-9:-4, -12, -8, -14, 2, 4, -24, -28, -14, -34
2,-9:-4, -12, -8, -14, 2, 4, -24, -28, -14, -26
2,-9:-4, -12, -8, -14, 2, 4, -24, -22, -20, -14
2,-9:-4, -12, -8, -14, 2, 4, -24, -22, -20, -12
2,-9:-4, -12, -8, -14, 2, 4, -24, -22, -20, -10
2,-9:-4, -12, -8, -14, 2, 4, -24, -22, -8, -28
2,-9:-4, -12, -8, -14, 2, 4, -24, -22, -8, -22
2,-9:-4, -12, -8, -14, 2, 4, -24, -22, -8, -20
2,-9:-4, -12, -8, -14, 2, 4, -24, -18, -14, -18
2,-9:-4, -12, -8, -14, 2, 4, -24, -18, -8, -22
2,-9:-4, -12, -8, -14, 2, 4, -24, -18, -8, -20
2,-9:-4, -12, -8, -14, 2, 4, -24, -18, -8, -18
2,-9:-4, -12, -8, -14, 2, 4, -24, -12, -24, -22
2,-9:-4, -12, -8, -14, 2, 4, -24, -12, -24, -20
2,-9:-4, -12, -8, -14, 2, 4, -24, -12, -24, -18
2,-9:-4, -12, -8, -14, 2, 4, -14, -22, -12, -18
2,-9:-4, -12, -8, -14, 2, 4, -14, -22, -12, -16
2,-9:-4, -12, -8, -14, 2, 4, -14, -22, -12, -14
2,-9:-4, -12, -8, -14, 2, 4, -14, -12, -10, -18
0,-4:-4, -12, -8, -4, -14, -20, -6, -14, -10, -6
0,-4:-4, -12, -8, -4, -14, -20, -6, -14, -10, -4
0,-4:-4, -12, -8, -4, -14, -20, -6, -14, -10, -2
5,-3:-4, -12, -8, -4, -14, 0, -4, -14, -22, -8
5,-3:-4, -12, -8, -4, -14, 0, -4, -14, -22, 2
5,-3:-4, -12, -8, -4, -14, 0, -4, -14, -8, -22
9,3:-4, -12, -8, -4, -4, 2, -10, -20, -4, 0
9,3:-4, -12, -8, -4, -4, 2, -10, -4, 0, -20
11,-5:-4, -12, -4, -8, -6, -4, -16, -20, -2, -8
-12,4:-4, -12, -4, -2, 6, 10, -14, 12, 18, 2
-12,4:-4, -12, -4, -2, 6, 10, -14, 12, 18, 6
8,-10:-4, -12, 4, -6, -8, -8, -8, -12, 4, -2
8,-10:-4, -12, 4, -6, -8, -8, -8, -12, 4, 0
8,-10:-4, -12, 4, -6, -8, -8, -8, -12, 4, 2
1,4:-4, -12, 4, -6, 2, -4, 4, 8, 4, 0
6,-2:-4, -12, 4, 6, 4, -2, -4, -2, 2, -6
4,2:-4, -6, -14, -2, 8, 10, -2, -6, 12, 6
7,6:-4, -6, -14, 6, -2, -22, -10, -18, 4, 2
5,8:-4, -6, -14, 6, -2, -20, -10, -20, 2, -30
5,8:-4, -6, -14, 6, -2, -20, -10, -20, 2, -26
5,8:-4, -6, -14, 6, -2, -18, -10, -20, 2, -22
5,8:-4, -6, -14, 6, -2, -18, -10, -20, 2, -18
7,6:-4, -6, -14, 6, -2, -10, -18, 4, 2, -22
7,6:-4, -6, -14, 6, -2, -10, -18, 4, 2, -14
11,-2:-4, -6, -8, -20, -20, -20, -8, -4, -24, -16
5,-2:-4, -6, -8, -18, -20, -10, -10, -16, -24, -4
10,-9:-4, -6, -8, -18, -2, -14, -26, -28, -14, -4
10,-9:-4, -6, -8, -18, -2, -14, -26, -14, -4, -28
9,-13:-4, -6, -8, -18, -2, -14, 2, -6, -4, -8
9,-13:-4, -6, -8, -18, -2, -14, 2, -6, -4, -4
15,1:-4, -6, -8, -16, -28, -22, 0, -4, -12, -14
12,-16:-4, -6, -8, -16, -16, -28, -32, -14, -20, -6
12,-16:-4, -6, -8, -16, -16, -28, -32, -14, -20, 4
12,-16:-4, -6, -8, -16, -16, -28, -32, -14, -6, -20
10,-18:-4, -6, -8, -16, -10, -18, -24, -28, -26, -14
4,10:-4, -6, -8, -10, -20, -2, 2, -8, 12, 20
4,10:-4, -6, -8, -10, -20, -2, 2, -8, 12, 24
4,-9:-4, -6, -8, -10, -2, -8, -6, -14, -22, -10
14,-23:-4, -6, -8, -4, -14, -2, -34, -28, -22, -26
10,-14:-4, -6, 0, -8, -18, -2, -12, -20, -14, -18
0,-8:-4, -6, 0, -8, -12, 0, 0, 6, 10, -6
5,-6:-4, -6, 0, -8, -2, -8, -18, -8, -8, -18
9,4:-4, -6, 0, -8, -2, -2, -2, 0, 2, 10
13,-11:-4, -6, 6, -8, -12, -18, -30, -14, 10, 4
13,-11:-4, -6, 6, -8, -12, -18, -30, -10, -4, 2
13,-11:-4, -6, 6, -8, -12, -18, -30, -10, 4, -4
13,-11:-4, -6, 6, -8, -12, -18, -30, -4, 2, -10
13,-11:-4, -6, 6, -8, -12, -18, -30, -4, 2, -8
3,5:-4, -6, 6, -8, -12, -18, -28, -8, 6, 2
13,-11:-4, -6, 6, -8, -12, -18, -14, 10, 4, -30
13,-11:-4, -6, 6, -8, -12, -18, -14, 10, 4, -26
9,-10:-4, -6, 6, -8, -12, -8, 0, -2, -18, -8
9,-10:-4, -6, 6, -8, -12, -8, 0, -2, -18, -4
0,-6:-4, -6, 6, 0, -8, -4, 10, -6, -4, -14
0,-6:-4, -6, 6, 0, -8, -4, 10, -6, -4, -12
0,-6:-4, -6, 6, 0, -8, -4, 10, -6, -4, -10
4,-6:-4, -6, 6, 0, -8, 10, 6, -16, 4, -8
6,3:-4, -6, 6, 0, -8, 14, -10, -20, -2, -10
6,3:-4, -6, 6, 0, -8, 14, -10, -2, -10, -20
6,3:-4, -6, 6, 0, -8, 14, -10, -2, -10, -10
14,-4:-4, -6, 6, 0, 8, 12, 10, 2, 14, -12
1,-3:-4, -6, 6, 4, 10, 10, 0, 16, 0, 14
-2,-4:-4, -6, 6, 6, 12, 10, 10, 4, -4, 0
-2,-4:-4, -6, 6, 6, 12, 10, 10, 8, 0, 14
-2,-4:-4, -6, 6, 6, 12, 10, 10, 8, 0, 16
-2,-4:-4, -6, 6, 6, 12, 10, 10, 8, 0, 18
-2,-4:-4, -6, 6, 6, 12, 10, 10, 14, 0, 10
-2,-4:-4, -6, 6, 6, 12, 10, 10, 14, 0, 12
-2,-4:-4, -6, 6, 6, 12, 10, 10, 14, 0, 14
-2,-4:-4, -6, 6, 6, 12, 10, 12, 0, 6, 8
-2,-4:-4, -6, 6, 6, 12, 10, 12, 0, 6, 10
-2,-4:-4, -6, 6, 6, 12, 10, 12, 0, 6, 12
-2,-4:-4, -6, 6, 6, 12, 18, 18, 0, 8, 10
-2,-4:-4, -6, 6, 6, 12, 18, 18, 0, 8, 12
-2,-4:-4, -6, 6, 6, 12, 18, 18, 0, 8, 14
-3,8:-4, -6, 6, 10, -14, -4, -12, -2, 14, 2
-3,8:-4, -6, 6, 10, -14, -4, -2, -2, 14, 2
-3,8:-4, -6, 6, 10, -14, -4, -2, -2, 14, 4
-3,-6:-4, -6, 6, 10, -14, 12, -2, 2, -2, 10
5,-7:-4, -6, 6, 10, -10, 0, -4, 2, -12, -8
5,-7:-4, -6, 6, 10, -10, 0, -4, 2, -12, -4
5,-7:-4, -6, 6, 10, -10, 0, -4, 2, -8, -12
5,-7:-4, -6, 6, 10, -10, 0, -4, 2, -8, -10
5,-7:-4, -6, 6, 10, -10, 0, -4, 2, -8, -8
6,5:-4, -6, 6, 10, -10, 2, 2, 8, -8, -10
6,5:-4, -6, 6, 10, -10, 2, 2, 8, -8, -8
3,-2:-4, -6, 6, 10, 6, 6, 6, -2, 16, 0
3,-8:-4, 2, 0, -8, -14, -14, 4, -14, -8, 0
3,-8:-4, 2, 0, -8, -14, -14, 4, -14, -8, 2
3,-8:-4, 2, 0, -8, -14, -14, 4, -14, -8, 4
3,-8:-4, 2, 0, -8, -14, -14, 4, -14, 0, -8
-3,-6:-4, 2, 0, -8, -4, -2, -14, -10, -2, 0
8,-26:-4, 2, 0, -8, 4, -36, -26, -18, -28, -30
8,-26:-4, 2, 0, -8, 4, -36, -26, -18, -28, -28
8,-26:-4, 2, 0, -8, 4, -36, -26, -18, -28, -26
3,-13:-4, 2, 0, -8, 4, -32, -46, -40, -36, -14
3,-13:-4, 2, 0, -8, 4, -32, -46, -40, -14, -36
3,-13:-4, 2, 0, -8, 4, -32, -46, -40, -14, -30
3,-13:-4, 2, 0, -8, 4, -32, -46, -30, -14, -40
3,-13:-4, 2, 0, -8, 4, -32, -46, -30, -14, -38
3,-13:-4, 2, 0, -8, 4, -32, -46, -30, -14, -36
3,-11:-4, 2, 0, -8, 4, -18, -24, -36, -30, -38
12,-19:-4, 2, 0, -8, 4, -18, -12, -16, -28, -22
12,-19:-4, 2, 0, -8, 4, -18, -12, -16, -28, -20
12,-19:-4, 2, 0, -8, 4, -18, -12, -16, -28, -18
19,3:-4, 2, 2, -8, -14, -14, -14, -16, -18, -26
9,-1:-4, 2, 2, -8, -14, -8, -4, -8, -8, 2
1,4:-4, 2, 2, -8, -14, 2, -4, 4, -2, 2
7,-6:-4, 2, 2, -8, -4, -16, -16, -22, -30, -10
9,3:-4, 2, 6, -14, -22, -8, -12, 2, 0, -10
1,5:-4, 2, 6, -14, -18, 2, -12, -20, -14, -16
15,4:-4, 2, 6, -14, -8, -12, -18, 0, 4, 0
15,4:-4, 2, 6, -14, -8, -12, -18, 0, 4, 4
15,4:-4, 2, 6, -14, -8, -12, -18, 6, 10, 4
15,4:-4, 2, 6, -14, -8, -12, -18, 6, 10, 6
15,4:-4, 2, 6, -14, -8, -12, -18, 6, 10, 8
15,4:-4, 2, 6, -14, -8, -12, -18, 10, 2, 4
15,4:-4, 2, 6, -14, -8, -12, -18, 10, 2, 6
15,4:-4, 2, 6, -14, -8, -12, -18, 10, 2, 8
-3,0:-4, 2, 6, -8, -14, 6, 0, 12, 2, 20
-3,0:-4, 2, 6, -8, -14, 6, 0, 12, 2, 22
-3,0:-4, 2, 6, -8, -14, 6, 0, 12, 2, 24
-3,0:-4, 2, 6, -8, -14, 6, 0, 12, 20, 2
-3,0:-4, 2, 6, -8, -14, 6, 0, 12, 20, 4
-3,0:-4, 2, 6, -8, -14, 6, 0, 12, 20, 6
12,-19:-4, 2, 6, -8, 6, 4, -28, -22, -20, -2
8,-3:-4, 2, 6, 0, -8, -16, 14, -4, 4, 0
8,-3:-4, 2, 6, 0, -8, -16, 14, -4, 4, 2
8,-3:-4, 2, 6, 0, -8, -16, 14, -4, 4, 4
8,-3:-4, 2, 6, 0, -8, -16, 14, 4, 8, -2
8,-3:-4, 2, 6, 0, -8, -16, 14, 4, 8, 0
8,-3:-4, 2, 6, 0, -8, -16, 14, 4, 8, 2
5,2:-4, 2, 6, 0, -8, -14, 0, 0, 10, -2
0,-8:-4, 2, 6, 0, -8, 2, -6, -8, 14, 14
21,7:-4, 2, 6, 0, -4, -22, -22, 2, 0, 8
21,7:-4, 2, 6, 0, -4, -22, -22, 12, 2, 4
21,7:-4, 2, 6, 0, -4, -22, -22, 12, 2, 6
21,7:-4, 2, 6, 0, -4, -22, -22, 12, 2, 8
0,17:-4, 2, 6, 0, -4, -8, -8, 4, -18, -4
0,17:-4, 2, 6, 0, -4, -8, -8, 4, -18, 6
11,-3:-4, 2, 6, 0, 8, 14, 8, -2, -2, 6
11,-3:-4, 2, 6, 0, 8, 14, 8, -2, -2, 10
11,-3:-4, 2, 6, 0, 8, 14, 8, -2, 10, -2
7,-6:-4, 2, 6, 0, 14, -16, -18, -20, -28, -10
6,-4:-4, 2, 6, 4, 10, -8, -4, 0, -14, -8
-2,-4:-4, 2, 6, 6, 12, 16, 0, -8, -4, -12
5,5:-4, 4, -10, -12, -12, -2, -12, -12, 6, 2
0,-1:-4, 4, -10, -12, 6, -14, 6, 0, 14, 8
0,-1:-4, 4, -10, -12, 6, -14, 6, 0, 14, 10
-5,-1:-4, 4, -10, -12, 6, -4, -14, -2, -6, 10
-5,1:-4, 4, -10, -12, 6, -4, -14, -2, 10, 24
18,0:-4, 4, -10, -8, -6, -18, -22, -4, -10, -4
18,0:-4, 4, -10, -8, -6, -18, -22, -4, -10, 0
18,0:-4, 4, -10, 0, -8, -6, -18, -22, -4, -10
7,0:-4, 4, -10, 2, -16, -8, -6, -6, -2, -4
4,-7:-4, 4, -10, 6, 6, 12, 2, -2, -8, 16
4,-7:-4, 4, -10, 6, 6, 12, 2, -2, -8, 20
4,-7:-4, 4, -10, 6, 6, 12, 2, -2, 16, -8
-2,-4:-4, 4, -10, 6, 6, 12, 16, 0, -6, -12
-2,-4:-4, 4, -10, 6, 6, 12, 16, 0, -6, -10
-2,-4:-4, 4, -10, 6, 6, 12, 16, 0, -6, -8
21,3:-4, 4, -2, -12, -2, -10, 0, -6, -4, -2
2,-1:-4, 4, -2, -12, -2, -2, -10, 0, -8, -4
17,-7:-4, 4, -2, -12, -2, -2, -2, -8, -22, 8
17,-7:-4, 4, -2, -12, -2, -2, -2, -8, 8, -22
