-2,-1:-4, -6, -14, 6, 6, 12, 20
-2,-1:-4, -6, 6, 6, 12, 16, -14
-2,-1:-4, -6, 6, 6, 12, 16, -4
12,-5:-4, 2, 6, 0, -4, -10, 4
12,-5:-4, 2, 6, 0, -4, -10, 6
12,-5:-4, 2, 6, 0, -4, -10, 8
12,-5:-4, 2, 6, 0, -4, 4, -10
0,-3:-4, 4, -2, -12, 6, 4, -12
-2,-1:-4, 4, 6, 6, 12, 16, -14
-2,2:-4, -12, -4, -4, -10, -18, -8, -10
-2,-1:-4, -6, -14, 6, 6, 12, 18, 10
-2,-1:-4, -6, -14, 6, 6, 12, 18, 12
-2,-1:-4, -6, -14, 6, 6, 12, 18, 14
0,-3:-4, -6, 6, 0, -8, -4, 10, -8
0,-3:-4, -6, 6, 0, -8, -4, 10, -4
13,19:-4, 2, 2, -14, -10, 4, -2, -2
13,19:-4, 2, 2, -14, -10, 4, -2, 0
9,-1:-4, 2, 2, -14, 6, -12, -18, -18
9,-1:-4, 2, 2, -14, 6, -12, -18, -16
12,-5:-4, 2, 6, 0, -4, -12, 4, -12
12,-5:-4, 2, 6, 0, -4, -12, 4, -6
12,-5:-4, 2, 6, 0, -4, -10, 12, 6
12,-5:-4, 2, 6, 0, -4, -10, 12, 8
12,-5:-4, 2, 6, 0, -4, -10, 12, 10
8,2:-4, 2, 6, 6, 12, -14, -20, 16
8,2:-4, 2, 6, 6, 12, -14, -20, 20
8,2:-4, 2, 6, 6, 12, -14, 16, -20
8,2:-4, 2, 6, 6, 12, -14, 16, -16
-5,4:6, 6, -4, -4, -4, 10, 4, 12
-5,4:6, 6, -4, -4, -4, 10, 4, 14
-5,4:6, 6, -4, -4, -4, 10, 4, 16
-16,15:6, 6, -4, 2, 10, -2, 14, 22
-16,15:6, 6, -4, 2, 10, -2, 14, 24
-13,11:6, 6, 8, -4, -4, 10, 14, 6
-9,6:6, 6, 14, 10, 4, 16, 10, 18
-9,6:6, 6, 14, 10, 4, 16, 10, 20
4,17:6, 6, 14, 10, 4, 16, 10, 22
-2,-1:-4, 4, -2, -12, 6, 6, 12, 16, -4
0,-3:-4, 4, -2, -8, 0, 6, 4, -12, -6
0,-3:-4, 4, -2, -8, 0, 6, 4, -12, -4
0,-3:-4, 4, -2, -8, 0, 6, 4, -12, -2
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 10
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 14
2,-4:-4, 4, 4, 4, 6, 0, 8, 20, 10
2,-4:-4, 4, 4, 4, 6, 0, 8, 20, 12
2,-4:-4, 4, 4, 4, 6, 0, 8, 20, 14
8,5:-4, 4, 4, 6, 6, 4, -14, 8, 2
8,5:-4, 4, 4, 6, 6, 4, 8, 2, -14
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 6
1,2:6, -4, -4, -6, -14, 6, 6, 12, 16
1,2:6, -4, -4, -6, -14, 6, 6, 12, 20
1,2:6, -4, -4, -6, 6, 6, 12, 16, -14
1,2:6, -4, -4, -6, 6, 6, 12, 16, -4
15,-2:6, -4, -4, 2, 6, 0, -4, -10, 4
15,-2:6, -4, -4, 2, 6, 0, -4, -10, 6
15,-2:6, -4, -4, 2, 6, 0, -4, -10, 8
15,-2:6, -4, -4, 2, 6, 0, -4, 4, -10
3,0:6, -4, -4, 4, -2, -12, 6, 4, -12
1,2:6, -4, -4, 4, 6, 6, 12, 16, -14
-5,4:6, 6, -4, -4, -4, 10, 4, 8, 10
-5,4:6, 6, -4, -4, -4, 10, 4, 8, 12
-5,4:6, 6, -4, -4, -4, 10, 4, 8, 14
-16,15:6, 6, -4, 2, 10, -2, 14, 18, 20
-16,15:6, 6, -4, 2, 10, -2, 14, 18, 22
-16,15:6, 6, -4, 2, 10, -2, 14, 18, 24
-16,15:6, 6, -4, 2, 10, -2, 20, 14, 22
-16,15:6, 6, -4, 2, 10, -2, 20, 14, 24
3,4:6, 6, -2, 12, 0, 18, 8, 8, 12
11,0:6, 6, 8, -4, -8, 16, 6, 4, 2
11,0:6, 6, 8, -4, -8, 16, 6, 4, 6
-12,14:6, 6, 8, -4, -4, 10, 14, 6, 24
-13,11:6, 6, 8, -4, 10, 14, 6, 0, 14
-13,11:6, 6, 8, -4, 10, 14, 6, 14, 0
1,25:6, 6, 8, 2, 4, 8, 22, 16, 16
1,25:6, 6, 8, 2, 4, 8, 22, 16, 18
-3,5:6, 6, 8, 2, 4, 24, 6, 0, 0
-3,5:6, 6, 8, 2, 4, 24, 6, 0, 2
-20,17:6, 6, 8, 10, 2, 16, 4, 20, 28
-20,17:6, 6, 8, 10, 2, 16, 4, 20, 30
-5,5:6, 6, 14, 6, 6, 12, 16, 10, -4
-9,6:6, 6, 14, 10, 4, 16, 10, 8, 8
-9,6:6, 6, 14, 10, 4, 16, 10, 8, 10
-9,6:6, 6, 14, 10, 4, 16, 10, 8, 12
-9,6:6, 6, 14, 10, 4, 16, 10, 12, 14
-9,6:6, 6, 14, 10, 4, 16, 10, 14, 10
-9,6:6, 6, 14, 10, 4, 16, 10, 14, 14
20,-15:6, 6, 16, -8, -8, 0, -4, 0, -26
