-2,-1:-4, -6, -14, 6, 6, 12, 16
-2,-1:-4, -6, -14, 6, 6, 12, 20
-2,-1:-4, -6, 6, 6, 12, 16, -14
-2,-1:-4, -6, 6, 6, 12, 16, -4
12,-5:-4, 2, 6, 0, -4, -10, 4
12,-5:-4, 2, 6, 0, -4, -10, 6
12,-5:-4, 2, 6, 0, -4, -10, 8
12,-5:-4, 2, 6, 0, -4, 4, -10
0,-3:-4, 4, -2, -12, 6, 4, -12
-2,-1:-4, 4, 6, 6, 12, 16, -14
-2,2:-4, -12, -4, -4, -10, -18, -8, -10
-2,-1:-4, -6, -14, 6, 6, 12, 18, 10
-2,-1:-4, -6, -14, 6, 6, 12, 18, 12
-2,-1:-4, -6, -14, 6, 6, 12, 18, 14
0,-3:-4, -6, 6, 0, -8, -4, 10, -8
0,-3:-4, -6, 6, 0, -8, -4, 10, -4
13,19:-4, 2, 2, -14, -10, 4, -2, -2
13,19:-4, 2, 2, -14, -10, 4, -2, 0
9,-1:-4, 2, 2, -14, 6, -12, -18, -18
9,-1:-4, 2, 2, -14, 6, -12, -18, -16
12,-5:-4, 2, 6, 0, -4, -12, 4, -12
12,-5:-4, 2, 6, 0, -4, -12, 4, -6
12,-5:-4, 2, 6, 0, -4, -10, 12, 6
12,-5:-4, 2, 6, 0, -4, -10, 12, 8
12,-5:-4, 2, 6, 0, -4, -10, 12, 10
8,2:-4, 2, 6, 6, 12, -14, -20, 16
8,2:-4, 2, 6, 6, 12, -14, -20, 20
8,2:-4, 2, 6, 6, 12, -14, 16, -20
8,2:-4, 2, 6, 6, 12, -14, 16, -16
-5,4:6, 6, -4, -4, -4, 10, 4, 12
-5,4:6, 6, -4, -4, -4, 10, 4, 14
-5,4:6, 6, -4, -4, -4, 10, 4, 16
-16,15:6, 6, -4, 2, 10, -2, 14, 22
-16,15:6, 6, -4, 2, 10, -2, 14, 24
-13,11:6, 6, 8, -4, -4, 10, 14, 6
-9,6:6, 6, 14, 10, 4, 16, 10, 18
-9,6:6, 6, 14, 10, 4, 16, 10, 20
4,17:6, 6, 14, 10, 4, 16, 10, 22
-2,-1:-4, 4, -2, -12, 6, 6, 12, 16, -4
0,-3:-4, 4, -2, -8, 0, 6, 4, -12, -6
0,-3:-4, 4, -2, -8, 0, 6, 4, -12, -4
0,-3:-4, 4, -2, -8, 0, 6, 4, -12, -2
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 10
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 14
2,-4:-4, 4, 4, 4, 6, 0, 8, 20, 10
2,-4:-4, 4, 4, 4, 6, 0, 8, 20, 12
2,-4:-4, 4, 4, 4, 6, 0, 8, 20, 14
8,5:-4, 4, 4, 6, 6, 4, -14, 8, 2
8,5:-4, 4, 4, 6, 6, 4, 8, 2, -14
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 6
1,2:6, -4, -4, -6, -14, 6, 6, 12, 16
1,2:6, -4, -4, -6, -14, 6, 6, 12, 20
1,2:6, -4, -4, -6, 6, 6, 12, 16, -14
1,2:6, -4, -4, -6, 6, 6, 12, 16, -4
15,-2:6, -4, -4, 2, 6, 0, -4, -10, 4
15,-2:6, -4, -4, 2, 6, 0, -4, -10, 6
15,-2:6, -4, -4, 2, 6, 0, -4, -10, 8
15,-2:6, -4, -4, 2, 6, 0, -4, 4, -10
3,0:6, -4, -4, 4, -2, -12, 6, 4, -12
1,2:6, -4, -4, 4, 6, 6, 12, 16, -14
-5,4:6, 6, -4, -4, -4, 10, 4, 8, 10
-5,4:6, 6, -4, -4, -4, 10, 4, 8, 12
-5,4:6, 6, -4, -4, -4, 10, 4, 8, 14
-16,15:6, 6, -4, 2, 10, -2, 14, 18, 20
-16,15:6, 6, -4, 2, 10, -2, 14, 18, 22
-16,15:6, 6, -4, 2, 10, -2, 14, 18, 24
-16,15:6, 6, -4, 2, 10, -2, 20, 14, 22
-16,15:6, 6, -4, 2, 10, -2, 20, 14, 24
3,4:6, 6, -2, 12, 0, 18, 8, 8, 12
11,0:6, 6, 8, -4, -8, 16, 6, 4, 2
11,0:6, 6, 8, -4, -8, 16, 6, 4, 6
-12,14:6, 6, 8, -4, -4, 10, 14, 6, 24
-13,11:6, 6, 8, -4, 10, 14, 6, 0, 14
-13,11:6, 6, 8, -4, 10, 14, 6, 14, 0
1,25:6, 6, 8, 2, 4, 8, 22, 16, 16
1,25:6, 6, 8, 2, 4, 8, 22, 16, 18
-3,5:6, 6, 8, 2, 4, 24, 6, 0, 0
-3,5:6, 6, 8, 2, 4, 24, 6, 0, 2
-20,17:6, 6, 8, 10, 2, 16, 4, 20, 28
-20,17:6, 6, 8, 10, 2, 16, 4, 20, 30
-5,5:6, 6, 14, 6, 6, 12, 16, 10, -4
-9,6:6, 6, 14, 10, 4, 16, 10, 8, 8
-9,6:6, 6, 14, 10, 4, 16, 10, 8, 10
-9,6:6, 6, 14, 10, 4, 16, 10, 8, 12
-9,6:6, 6, 14, 10, 4, 16, 10, 12, 14
-9,6:6, 6, 14, 10, 4, 16, 10, 14, 10
-9,6:6, 6, 14, 10, 4, 16, 10, 14, 14
20,-15:6, 6, 16, -8, -8, 0, -4, 0, -26
-14,9:-4, -14, -8, 20, 10, 10, 10, 24, 18, 26
-14,9:-4, -14, -8, 20, 10, 10, 10, 24, 18, 28
-14,9:-4, -14, -8, 20, 10, 10, 10, 24, 18, 30
-25,20:-4, -14, -8, 20, 10, 16, 24, 12, 28, 36
-25,20:-4, -14, -8, 20, 10, 16, 24, 12, 28, 38
-22,16:-4, -14, -8, 20, 22, 10, 10, 24, 28, 20
-18,11:-4, -14, -8, 20, 28, 24, 18, 30, 24, 32
-18,11:-4, -14, -8, 20, 28, 24, 18, 30, 24, 34
-5,22:-4, -14, -8, 20, 28, 24, 18, 30, 24, 36
4,-3:-4, -14, 10, 10, 16, 16, 6, -4, 0, -8
4,-3:-4, -14, 10, 10, 16, 16, 6, -4, 0, -6
4,-3:-4, -14, 10, 10, 16, 16, 6, -4, 0, -4
4,22:-4, -14, 10, 10, 16, 16, 6, -2, -12, 10
5,25:-4, -14, 10, 10, 16, 16, 6, -2, -12, 18
21,11:-4, -14, 10, 10, 18, 12, 14, -4, -12, 10
21,11:-4, -14, 10, 10, 18, 12, 14, -4, -12, 12
21,11:-4, -14, 10, 10, 18, 12, 14, -4, -12, 14
20,8:-4, -14, 10, 10, 18, 12, 14, -4, 6, 8
20,8:-4, -14, 10, 10, 18, 12, 14, -4, 6, 10
20,8:-4, -14, 10, 10, 18, 12, 14, -4, 6, 12
21,11:-4, -14, 10, 10, 18, 12, 14, -4, 10, -12
6,7:-4, -14, 14, -2, -12, -12, -12, 2, -4, 4
6,7:-4, -14, 14, -2, -12, -12, -12, 2, -4, 6
6,7:-4, -14, 14, -2, -12, -12, -12, 2, -4, 8
-5,18:-4, -14, 14, -2, -12, -6, 2, -10, 6, 14
-5,18:-4, -14, 14, -2, -12, -6, 2, -10, 6, 16
-2,14:-4, -14, 14, -2, 0, -12, -12, 2, 6, -2
2,9:-4, -14, 14, -2, 6, 2, -4, 8, 2, 10
2,9:-4, -14, 14, -2, 6, 2, -4, 8, 2, 12
15,20:-4, -14, 14, -2, 6, 2, -4, 8, 2, 14
-2,-1:-4, -12, -14, -4, -2, 6, 6, 12, 16, -4
-2,-1:-4, -12, -14, -4, -2, 6, 6, 12, 16, -2
-2,-1:-4, -12, -14, -4, -2, 6, 6, 12, 16, 0
15,23:-4, -12, -14, -4, 2, 6, -12, 6, 0, 0
15,23:-4, -12, -14, -4, 2, 6, -12, 6, 0, 2
-2,-1:-4, -12, -14, -4, 2, 6, 6, 12, 16, -10
-2,-1:-4, -12, -14, -4, 2, 6, 6, 12, 16, 0
5,5:-4, -12, -14, 4, -6, -8, -2, 6, 0, 14
4,-5:-4, -12, -14, 4, -6, 2, 2, 2, 8, 12
4,-5:-4, -12, -14, 4, -6, 2, 2, 2, 8, 14
-2,-1:-4, -12, -14, 4, 4, 6, 6, 12, 16, -2
-2,-1:-4, -12, -14, 4, 4, 6, 6, 12, 16, 0
-2,-1:-4, -12, -14, 4, 4, 6, 6, 12, 16, 2
-2,-1:-4, -12, -14, 4, 6, 6, 12, 10, 2, 12
-2,-1:-4, -12, -14, 4, 6, 6, 12, 10, 2, 14
-2,-1:-4, -12, -14, 4, 6, 6, 12, 10, 2, 16
-2,-5:-4, -12, -8, -18, -14, -24, -26, 8, 14, -14
-2,-5:-4, -12, -8, -18, -14, -24, -26, 8, 14, -12
-2,-5:-4, -12, -8, -18, -14, -24, -26, 8, 14, -10
-5,-7:-4, -12, -8, -14, -10, -22, 2, -8, -12, -16
-3,1:-4, -12, -8, -14, 0, -20, -16, -14, -10, -10
-3,1:-4, -12, -8, -14, 0, -20, -16, -14, -10, -6
17,-2:-4, -12, -8, -14, 0, -14, -24, -24, -18, -28
6,2:-4, -12, -8, -4, -14, -20, -14, -16, -6, 4
6,2:-4, -12, -8, -4, -14, -20, -14, -16, -6, 8
6,2:-4, -12, -8, -4, -14, -20, -14, -16, 8, -6
6,2:-4, -12, -8, -4, -14, -20, -14, -16, 8, -2
6,2:-4, -12, -8, -4, -14, -20, -14, -16, 8, 4
9,3:-4, -12, -8, -4, -14, -10, -22, -18, -14, -2
7,-11:-4, -12, -8, -4, -4, 2, -10, -20, -8, -4
7,-11:-4, -12, -8, -4, -4, 2, -10, -20, -8, 6
3,-3:-4, -12, -4, -4, -10, -18, -8, -14, -2, -14
0,8:-4, -12, -4, -4, -10, -18, -8, -10, 4, 6
-2,2:-4, -12, -4, -4, -10, -18, -8, -8, -10, -14
-2,2:-4, -12, -4, -4, -10, -18, -8, -8, -8, -14
-2,2:-4, -12, -4, -4, -10, -18, -8, -8, -8, -12
-2,2:-4, -12, -4, -4, -10, -18, -8, -8, -8, -10
-1,5:-4, -12, -4, -4, -10, -18, -8, -8, 4, -12
-2,2:-4, -12, -4, -4, -10, -18, -8, -6, -16, -14
-2,2:-4, -12, -4, -4, -10, -18, -8, -6, -16, -12
-2,2:-4, -12, -4, -4, -10, -18, -8, -6, -16, -10
-1,5:-4, -12, -4, -4, -10, -18, -8, -6, 4, -12
-1,5:-4, -12, -4, -4, -10, -18, -8, -6, 4, -10
-1,5:-4, -12, -4, -4, -10, -18, -8, -6, 4, -8
0,8:-4, -12, -4, -4, -10, -18, -8, 4, 6, -10
14,-12:-4, -12, -4, -4, 0, -10, -12, -28, -22, -4
14,-12:-4, -12, -4, -4, 0, -10, -12, -28, -22, 0
14,-12:-4, -12, -4, -4, 0, -10, -12, -28, -14, -16
14,-12:-4, -12, -4, -4, 0, -10, -12, -28, -14, -14
14,-12:-4, -12, -4, -4, 0, -10, -12, -28, -14, -12
14,-12:-4, -12, -4, -4, 0, -10, -12, -28, -4, -22
11,3:-4, -12, -4, 2, 2, -12, 8, -10, -16, -16
11,3:-4, -12, -4, 2, 2, -12, 8, -10, -16, -14
5,5:-4, -12, 4, -6, -8, -2, 6, 0, 14, -14
10,11:-4, -12, 4, 4, -8, -14, -20, 2, -16, -20
10,11:-4, -12, 4, 4, -8, -14, -20, 2, -16, -10
10,11:-4, -12, 4, 4, -8, -14, -20, 2, -10, -16
10,11:-4, -12, 4, 4, -8, -14, -20, 2, -10, -12
7,-11:-4, -12, 4, 4, -8, -2, -12, -8, 2, -8
7,-11:-4, -12, 4, 4, -8, -2, -12, -8, 2, -6
7,-11:-4, -12, 4, 4, -8, -2, -12, -4, -8, 2
7,-11:-4, -12, 4, 4, -8, -2, -12, -4, -8, 4
7,-11:-4, -12, 4, 4, -8, -2, -12, -4, -8, 6
7,-11:-4, -12, 4, 4, -8, -2, -12, 0, -8, -4
7,-11:-4, -12, 4, 4, -8, -2, -12, 0, -8, -2
7,-11:-4, -12, 4, 4, -8, -2, -12, 0, -8, 0
10,7:-4, -12, 4, 4, 4, -4, -6, 12, 14, -10
8,-9:-4, -12, 4, 4, 4, 12, 4, 4, -12, 0
8,-9:-4, -12, 4, 4, 4, 12, 4, 4, -12, 10
10,5:-4, -6, -14, 6, -2, -22, -10, -14, -4, -18
10,5:-4, -6, -14, 6, -2, -22, -10, -14, -4, -14
10,5:-4, -6, -14, 6, -2, -10, -14, -4, -18, -22
10,5:-4, -6, -14, 6, -2, -10, -14, -4, -18, -14
-2,-1:-4, -6, -14, 6, 6, 12, 10, 10, 8, 14
-2,-1:-4, -6, -14, 6, 6, 12, 10, 10, 8, 16
-2,-1:-4, -6, -14, 6, 6, 12, 10, 10, 8, 18
-2,-1:-4, -6, -14, 6, 6, 12, 10, 10, 14, 8
-2,-1:-4, -6, -14, 6, 6, 12, 10, 10, 14, 10
-2,-1:-4, -6, -14, 6, 6, 12, 10, 10, 14, 12
-2,-1:-4, -6, -14, 6, 6, 12, 10, 12, 6, 8
-2,-1:-4, -6, -14, 6, 6, 12, 10, 12, 6, 10
-2,-1:-4, -6, -14, 6, 6, 12, 10, 12, 6, 12
-2,-1:-4, -6, -14, 6, 6, 12, 18, 8, 6, 14
-2,-1:-4, -6, -14, 6, 6, 12, 18, 18, 8, 10
-2,-1:-4, -6, -14, 6, 6, 12, 18, 18, 8, 12
-2,-1:-4, -6, -14, 6, 6, 12, 18, 18, 8, 14
4,9:-4, -6, -8, -18, -2, -2, -14, -12, -22, -16
0,-15:-4, -6, -8, -16, -28, -28, -28, -14, -20, 2
0,-15:-4, -6, -8, -16, -28, -28, -28, -14, -20, 6
4,-2:-4, -6, -8, -16, -28, -24, -14, -24, -26, 6
4,-2:-4, -6, -8, -16, -28, -24, -14, -24, 6, -26
4,-2:-4, -6, -8, -16, -28, -24, -14, -24, 6, -16
5,-14:-4, -6, -8, -4, -14, -2, -38, -52, -46, -42
5,-14:-4, -6, -8, -4, -14, -2, -38, -52, -46, -36
5,-14:-4, -6, -8, -4, -14, -2, -38, -52, -36, -46
5,-14:-4, -6, -8, -4, -14, -2, -38, -52, -36, -44
5,-14:-4, -6, -8, -4, -14, -2, -38, -52, -36, -42
17,-13:-4, -6, -8, -2, -12, -16, -18, -34, -28, -32
16,-16:-4, -6, -8, -2, -12, -16, -18, -34, -18, -18
16,-16:-4, -6, -8, -2, -12, -16, -18, -34, -18, -16
16,-16:-4, -6, -8, -2, -12, -16, -18, -34, -18, -14
16,-16:-4, -6, -8, -2, -12, -16, -18, -18, -18, -36
16,-16:-4, -6, -8, -2, -12, -16, -18, -18, -18, -34
16,-16:-4, -6, -8, -2, -12, -16, -18, -18, -18, -32
12,-8:-4, -6, -8, -2, -12, -6, -14, -14, 4, 0
12,-8:-4, -6, -8, -2, -12, -6, -14, -14, 4, 2
12,-8:-4, -6, -8, -2, -12, -6, -14, -14, 4, 4
0,-5:-4, -6, 0, -8, -12, -20, 0, 0, 6, 10
0,-5:-4, -6, 0, -8, -12, -20, 0, 0, 6, 14
0,-5:-4, -6, 0, -8, -12, 0, 0, 6, 10, -20
0,-5:-4, -6, 0, -8, -12, 0, 0, 6, 10, -10
14,-9:-4, -6, 0, -8, -4, 0, -6, -10, -16, -2
14,-9:-4, -6, 0, -8, -4, 0, -6, -10, -16, 0
14,-9:-4, -6, 0, -8, -4, 0, -6, -10, -16, 2
14,-9:-4, -6, 0, -8, -4, 0, -6, -10, -2, -16
2,-7:-4, -6, 0, -8, -2, -8, -18, 0, -2, -18
0,-5:-4, -6, 0, -8, -2, 0, 0, 6, 10, -20
14,-1:-4, -6, 6, -8, -12, -18, -28, -22, -4, 2
14,-1:-4, -6, 6, -8, -12, -18, -28, -22, 4, -4
14,-1:-4, -6, 6, -8, -12, -18, -28, -4, 2, -22
0,-4:-4, -6, 6, -8, -12, -8, 6, -20, -14, -4
0,-4:-4, -6, 6, -8, -12, -8, 6, -20, -14, -2
0,-4:-4, -6, 6, -8, -12, -8, 6, -20, -14, 0
1,-9:-4, -6, 6, -8, -12, 10, -2, -12, -20, -14
-2,-9:-4, -6, 6, -8, -12, 10, 4, -14, -20, 6
7,4:-4, -6, 6, -8, -10, -20, -4, 2, 2, 0
20,-15:-4, -6, 6, -8, -10, 0, -18, -20, -32, -16
5,-4:-4, -6, 6, -2, -10, -4, -4, 2, 6, 14
5,-4:-4, -6, 6, -2, -10, -4, -4, 2, 6, 16
5,-4:-4, -6, 6, -2, -10, -4, -4, 2, 6, 18
5,-4:-4, -6, 6, -2, -10, -4, -4, 2, 14, 6
5,-4:-4, -6, 6, -2, -10, -4, -4, 2, 14, 10
12,-5:-4, -6, 6, -2, 14, -12, -12, -12, -6, -2
12,-5:-4, -6, 6, -2, 14, -12, -12, -12, -6, 2
1,5:-4, -6, 6, 0, -8, -18, -2, -2, 4, 2
0,-3:-4, -6, 6, 0, -8, -4, 10, -14, -14, -6
0,-3:-4, -6, 6, 0, -8, -4, 10, -14, -12, -14
0,-3:-4, -6, 6, 0, -8, -4, 10, -14, -12, -12
0,-3:-4, -6, 6, 0, -8, -4, 10, -14, -12, -10
0,-3:-4, -6, 6, 0, -8, -4, 10, -14, -8, -20
0,-3:-4, -6, 6, 0, -8, -4, 10, -14, -8, -10
0,-3:-4, -6, 6, 0, -8, -4, 10, -6, -6, -12
0,-3:-4, -6, 6, 0, -8, -4, 10, -6, -6, -10
0,-3:-4, -6, 6, 0, -8, -4, 10, -6, -6, -8
7,-12:-4, -6, 6, 0, -8, -2, -2, 10, -20, -8
7,-12:-4, -6, 6, 0, -8, -2, -2, 10, -20, -6
7,-12:-4, -6, 6, 0, -8, -2, -2, 10, -20, -4
4,-3:-4, -6, 6, 0, -8, 10, 6, -16, 0, -6
4,-3:-4, -6, 6, 0, -8, 10, 6, -16, 0, 2
4,-3:-4, -6, 6, 0, -8, 10, 6, -16, 6, 0
4,-3:-4, -6, 6, 0, -8, 10, 6, -16, 6, 6
4,-3:-4, -6, 6, 0, -8, 10, 6, -16, 6, 8
4,-3:-4, -6, 6, 0, -8, 10, 6, -16, 10, 6
4,-3:-4, -6, 6, 0, -8, 10, 6, -16, 10, 8
4,-3:-4, -6, 6, 0, -8, 10, 6, -16, 10, 10
4,-3:-4, -6, 6, 0, -8, 10, 6, 6, 6, -16
11,-2:-4, -6, 6, 0, -8, 14, -6, -16, -14, -22
-3,1:-4, -6, 6, 0, -2, -30, -4, -14, 6, 2
8,7:-4, -6, 6, 4, -8, -2, 10, 0, -2, 0
-2,2:-4, -6, 6, 10, -14, -4, 0, -6, 2, 8
-2,2:-4, -6, 6, 10, -14, -4, 0, -6, 2, 10
-2,2:-4, -6, 6, 10, -14, -4, 0, -6, 2, 12
-2,2:-4, -6, 6, 10, -14, -4, 0, -6, 8, 2
-3,-1:-4, -6, 6, 10, -14, -4, 0, -6, 16, 10
-3,-1:-4, -6, 6, 10, -14, -4, 0, -6, 16, 12
-3,-1:-4, -6, 6, 10, -14, -4, 0, -6, 16, 14
-2,0:-4, -6, 6, 10, -10, -14, -14, 2, -20, -6
-2,0:-4, -6, 6, 10, -10, -14, -14, 2, -20, -4
5,1:-4, -6, 6, 10, 12, 14, 2, 2, -2, -6
10,-5:-4, 2, 0, -8, -14, -14, 4, -10, -2, -2
10,-5:-4, 2, 0, -8, -14, -14, 4, -10, -2, 0
3,-10:-4, 2, 0, -8, 4, -32, -46, -40, -34, -38
3,-10:-4, 2, 0, -8, 4, -32, -46, -40, -34, -36
3,-10:-4, 2, 0, -8, 4, -32, -46, -40, -34, -34
12,-16:-4, 2, 0, -8, 4, -28, -18, -32, -18, -24
13,19:-4, 2, 2, -14, -10, 4, -2, -6, 4, -2
13,19:-4, 2, 2, -14, -10, 4, -2, -6, 4, 0
13,19:-4, 2, 2, -14, -10, 4, -2, -6, 4, 2
14,22:-4, 2, 2, -14, -10, 4, -2, -6, 6, -4
14,22:-4, 2, 2, -14, -10, 4, -2, -6, 6, -2
14,22:-4, 2, 2, -14, -10, 4, -2, -6, 6, 0
15,25:-4, 2, 2, -14, -10, 4, -2, -2, 6, 8
9,-1:-4, 2, 2, -14, 6, -12, -18, -22, -12, -18
9,-1:-4, 2, 2, -14, 6, -12, -18, -22, -12, -16
9,-1:-4, 2, 2, -14, 6, -12, -18, -22, -12, -14
10,2:-4, 2, 2, -14, 6, -12, -18, -22, -10, -20
10,2:-4, 2, 2, -14, 6, -12, -18, -22, -10, -18
10,2:-4, 2, 2, -14, 6, -12, -18, -22, -10, -16
11,5:-4, 2, 2, -14, 6, -12, -18, -18, -10, -8
3,0:-4, 2, 2, -8, -16, -16, -16, -2, -8, 0
3,0:-4, 2, 2, -8, -16, -16, -16, -2, -8, 2
3,0:-4, 2, 2, -8, -16, -16, -16, -2, -8, 4
-8,11:-4, 2, 2, -8, -16, -10, -2, -14, 2, 10
-8,11:-4, 2, 2, -8, -16, -10, -2, -14, 2, 12
-5,7:-4, 2, 2, -8, -4, -16, -16, -2, 2, -6
-1,2:-4, 2, 2, -8, 2, -2, -8, 4, -2, 6
-1,2:-4, 2, 2, -8, 2, -2, -8, 4, -2, 8
12,13:-4, 2, 2, -8, 2, -2, -8, 4, -2, 10
13,-1:-4, 2, 6, -14, 10, 4, -12, -8, -20, -2
13,-1:-4, 2, 6, -14, 10, 4, -12, -8, -20, 0
13,-1:-4, 2, 6, -14, 10, 4, -12, -8, -20, 2
13,-1:-4, 2, 6, -14, 10, 4, -12, -8, -2, -20
13,-1:-4, 2, 6, -14, 10, 4, -12, -8, -2, -18
