16,2:-4, -12, -8, -2, -14, -8, -20
5,-11:-4, -12, -8, -2, -14, -8, -18
5,-11:-4, -12, -8, -2, -14, -8, -16
10,-15:-4, -6, 6, -8, -12, 6, -4
14,-18:-4, 2, 0, -8, 4, -22, -22
14,-18:-4, 2, 0, -8, 4, -22, -20
3,-7:-4, 2, 6, -8, 6, -2, -14
3,-7:-4, 2, 6, -8, 6, -2, -12
3,-7:-4, 2, 6, -8, 6, -2, -10
-16,18:-4, -14, 10, 10, 2, 6, 2, 28
5,-11:-4, -12, -8, -2, -14, -8, -12, -12
5,-11:-4, -12, -8, -2, -14, -8, -12, -8
5,-11:-4, -12, -8, -2, -14, -8, -10, -12
5,-11:-4, -12, -8, -2, -14, -8, -6, -10
5,-11:-4, -12, -8, -2, -14, -8, -6, -8
5,-11:-4, -12, -8, -2, -14, -8, -6, -6
4,-7:-4, -12, -4, -4, -10, -18, -8, 6
16,-22:-4, -6, -8, -4, -14, -2, -28, -28
16,-22:-4, -6, -8, -4, -14, -2, -28, -26
4,-5:-4, -6, 0, -2, -30, -4, 2, 0
4,-5:-4, -6, 0, -2, -30, -4, 2, 2
24,-1:-4, -6, 0, -2, -14, -20, -14, -16
24,-1:-4, -6, 0, -2, -14, -20, -14, -14
10,-15:-4, -6, 6, -8, -12, -4, -12, 2
10,-15:-4, -6, 6, -8, -12, -4, 2, -12
13,-14:-4, -6, 6, -8, -12, 6, -4, -22
-1,9:-4, -6, 6, 10, -14, -4, -2, -4
-1,9:-4, -6, 6, 10, -14, -4, -2, 0
14,-18:-4, 2, 0, -8, 4, -22, -16, -22
14,-18:-4, 2, 0, -8, 4, -22, -16, -20
14,-18:-4, 2, 0, -8, 4, -22, -16, -18
14,-18:-4, 2, 0, -8, 4, -18, -12, -22
14,-18:-4, 2, 0, -8, 4, -18, -12, -20
3,-7:-4, 2, 6, -8, 6, -2, -6, -12
3,-7:-4, 2, 6, -8, 6, -2, -6, -10
3,-7:-4, 2, 6, -8, 6, -2, -6, -8
3,1:-4, 4, -10, 2, -16, -10, -6, -10
-3,13:6, 6, -4, -4, 2, 6, -6, 12
-3,13:6, 6, -4, -4, 2, 6, 12, -6
-3,13:6, 6, -4, -4, 2, 6, 12, -4
-3,13:6, 6, -4, -4, 2, 6, 12, -2
1,-1:6, 6, -2, -4, -4, -10, -18, 16
1,-1:6, 6, -2, -4, -4, -10, 16, -18
1,-1:6, 6, -2, -4, -4, -10, 16, -14
-1,1:6, 6, -2, -4, 4, -2, 8, 14
1,-1:6, 6, 8, -4, -4, -10, -18, 6
1,-1:6, 6, 8, -4, -4, -10, -18, 16
-16,18:-4, -14, 10, 10, 2, 6, 2, 26, 32, 22
-16,18:-4, -14, 10, 10, 2, 6, 2, 26, 32, 24
-16,18:-4, -14, 10, 10, 2, 6, 2, 32, 30, 24
-16,18:-4, -14, 10, 10, 2, 6, 2, 32, 30, 26
-16,18:-4, -14, 10, 10, 2, 6, 2, 32, 30, 28
-16,18:-4, -14, 10, 10, 2, 6, 2, 34, 22, 28
-16,18:-4, -14, 10, 10, 2, 6, 2, 34, 22, 30
-16,18:-4, -14, 10, 10, 2, 6, 2, 34, 22, 32
-16,18:-4, -14, 10, 10, 2, 6, 2, 34, 30, 22
-16,18:-4, -14, 10, 10, 2, 6, 2, 34, 30, 24
-16,18:-4, -14, 10, 10, 2, 6, 2, 34, 30, 26
12,3:-4, -14, 10, 10, 16, 20, 6, 2, 18, 8
8,16:-4, -14, 14, -2, -12, -12, -6, -2, -14, 4
8,16:-4, -14, 14, -2, -12, -12, -6, -2, 4, -14
8,16:-4, -14, 14, -2, -12, -12, -6, -2, 4, -12
8,16:-4, -14, 14, -2, -12, -12, -6, -2, 4, -10
12,2:-4, -14, 14, -2, -10, -12, -12, -18, -26, 8
12,2:-4, -14, 14, -2, -10, -12, -12, -18, 8, -26
12,2:-4, -14, 14, -2, -10, -12, -12, -18, 8, -22
10,4:-4, -14, 14, -2, -10, -12, -4, -10, 0, 6
12,2:-4, -14, 14, -2, 0, -12, -12, -18, -26, -2
12,2:-4, -14, 14, -2, 0, -12, -12, -18, -26, 8
4,6:-4, -12, -14, -4, 2, -6, -14, -8, 0, -8
-5,-10:-4, -12, -14, 4, -6, 0, 4, -10, -4, -14
2,4:-4, -12, -8, -18, -20, -4, 8, 10, 4, 4
19,11:-4, -12, -8, -18, -14, -4, -26, -14, -6, -6
16,-9:-4, -12, -8, -14, -22, -22, -20, 2, 6, -16
16,-9:-4, -12, -8, -14, -22, -22, -20, 2, 6, -14
-5,-3:-4, -12, -8, -14, -20, 0, -6, -8, 12, -16
-5,-3:-4, -12, -8, -14, -20, 0, -6, -8, 12, -14
-5,-3:-4, -12, -8, -14, -20, 0, -6, -8, 12, -12
4,1:-4, -12, -8, -14, -4, -12, -14, -6, -22, -22
4,1:-4, -12, -8, -14, -4, -12, -14, -6, -22, -16
7,2:-4, -12, -8, -14, -4, -12, -14, -6, -20, 0
7,2:-4, -12, -8, -14, -4, -12, -14, -6, 0, -20
9,-1:-4, -12, -8, -14, -4, -12, -14, -6, 4, 0
9,-1:-4, -12, -8, -14, -4, -12, -14, -6, 4, 2
16,-22:-4, -12, -8, -14, 2, -2, -28, -28, -4, 0
16,-22:-4, -12, -8, -14, 2, -2, -28, -28, -4, 2
16,-22:-4, -12, -8, -14, 2, -2, -28, -28, -4, 4
-3,-1:-4, -12, -8, -4, -14, -20, -4, -10, -6, -4
-3,-1:-4, -12, -8, -4, -14, -20, -4, -10, -6, -2
-3,-1:-4, -12, -8, -4, -14, -20, -4, -10, -6, 0
13,-10:-4, -12, -8, -4, -14, -10, -22, -16, -4, -34
4,7:-4, -12, -8, -4, -14, -10, -16, -20, -10, 8
-1,-4:-4, -12, -8, -4, -4, -14, -6, -20, -6, 2
-4,-5:-4, -12, -8, -4, -4, -14, -6, -12, -6, -18
-4,-5:-4, -12, -8, -4, -4, -14, -6, -12, -6, -16
-4,-5:-4, -12, -8, -4, -4, -14, -6, -12, -6, -14
-1,-4:-4, -12, -8, -4, -4, -14, -6, -6, 2, -20
-1,-4:-4, -12, -8, -4, -4, -14, -6, -6, 2, -18
-1,-4:-4, -12, -8, -4, -4, -14, -6, -6, 2, -16
5,-11:-4, -12, -8, -2, -14, -8, -14, -28, -22, 0
5,-11:-4, -12, -8, -2, -14, -8, -14, -28, -22, 2
5,-11:-4, -12, -8, -2, -14, -8, -14, -28, -22, 4
5,-11:-4, -12, -8, -2, -14, -8, -14, -28, 0, -22
5,-11:-4, -12, -8, -2, -14, -8, -14, -28, 0, -20
5,-11:-4, -12, -8, -2, -14, -8, -14, -28, 0, -18
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -28, -18
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -28, -14
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -14, -28
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -14, -18
5,-11:-4, -12, -8, -2, -14, -8, -14, -12, -12, -26
5,-11:-4, -12, -8, -2, -14, -8, -14, -12, -12, -16
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -18, -10
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -16, -18
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -16, -16
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -16, -14
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -12, -24
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -12, -14
5,-11:-4, -12, -8, -2, -14, -8, -12, -10, -10, -16
5,-11:-4, -12, -8, -2, -14, -8, -12, -10, -10, -14
5,-11:-4, -12, -8, -2, -14, -8, -12, -10, -10, -12
5,-11:-4, -12, -8, -2, -14, -8, -10, -14, -18, -18
5,-11:-4, -12, -8, -2, -14, -8, -10, -14, -18, -14
5,-11:-4, -12, -8, -2, -14, -8, -10, -10, -12, -12
5,-11:-4, -12, -8, -2, -14, -8, -10, -10, -12, -10
5,-11:-4, -12, -8, -2, -14, -8, -10, -10, -12, -8
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -14, -6
5,-11:-4, -12, -8, -2, -14, -8, -6, -2, -12, -10
5,-11:-4, -12, -8, -2, -14, -8, -6, -2, -12, -8
5,-11:-4, -12, -8, -2, -14, -8, -6, -2, -12, -6
5,-11:-4, -12, -8, -2, 8, -2, -14, -8, -20, -2
5,-11:-4, -12, -8, -2, 8, -2, -14, -8, -20, 2
5,-11:-4, -12, -8, -2, 8, -2, -14, -8, -2, -20
5,-11:-4, -12, -8, -2, 8, -2, -14, -8, -2, -18
5,-11:-4, -12, -8, -2, 8, -2, -14, -8, -2, -16
10,-5:-4, -12, -4, -4, -10, -18, -8, -8, -10, 6
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 2, 4
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 2, 6
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 2, 8
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 4, 8
10,-5:-4, -12, -4, -4, -10, -18, -8, -8, 6, -10
4,-7:-4, -12, -4, -4, -10, -18, -8, 2, 12, 6
4,-7:-4, -12, -4, -4, -10, -18, -8, 2, 12, 8
4,-7:-4, -12, -4, -4, -10, -18, -8, 2, 12, 10
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 4, 6
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 4, 8
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 4, 10
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 6, 10
13,6:-4, -12, -4, -4, -10, -4, 0, -2, -22, -14
13,6:-4, -12, -4, -4, -10, -4, 0, -2, -6, -22
10,11:-4, -12, 4, -6, 6, -10, 16, 8, -8, 6
9,7:-4, -6, -14, 6, -2, -20, -10, -18, 4, -30
9,7:-4, -6, -14, 6, -2, -20, -10, -18, 4, -26
9,7:-4, -6, -14, 6, -2, -18, -10, -18, 4, -22
9,7:-4, -6, -14, 6, -2, -18, -10, -18, 4, -18
9,7:-4, -6, -14, 6, -2, -10, -18, -12, 4, -22
9,7:-4, -6, -14, 6, -2, -10, -18, -12, 4, -16
9,7:-4, -6, -14, 6, -2, -10, -18, -12, 4, -12
-1,6:-4, -6, -14, 6, 0, 14, -14, 12, 18, 16
-1,6:-4, -6, -14, 6, 0, 14, -14, 12, 18, 18
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -22, -18
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -22, -16
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -22, -14
6,-9:-4, -6, -8, -18, -4, -8, -36, -10, -4, -6
6,-9:-4, -6, -8, -18, -4, -8, -36, -10, -4, -4
26,-5:-4, -6, -8, -18, -4, -8, -20, -26, -20, -22
26,-5:-4, -6, -8, -18, -4, -8, -20, -26, -20, -20
2,-6:-4, -6, -8, -16, -28, -28, -22, -18, -30, -12
2,-6:-4, -6, -8, -16, -28, -28, -22, -18, -12, -30
2,-6:-4, -6, -8, -16, -28, -28, -22, -18, -12, -28
2,-6:-4, -6, -8, -16, -28, -28, -22, -18, -12, -26
-3,-13:-4, -6, -8, -16, -16, -22, 6, -22, -20, -6
-3,-13:-4, -6, -8, -16, -16, -22, 6, -22, -20, 2
4,1:-4, -6, -8, -16, -10, -18, -20, 6, -22, -12
4,1:-4, -6, -8, -16, -10, -18, -20, 6, -22, -10
4,1:-4, -6, -8, -16, -10, -18, -20, 6, -22, -8
4,1:-4, -6, -8, -16, -10, -18, -20, 6, -12, -22
4,1:-4, -6, -8, -16, -10, -18, -20, 6, -12, -18
14,1:-4, -6, -8, -10, -10, -10, -12, -4, -8, -26
7,-11:-4, -6, -8, -4, -14, -20, -20, -2, -20, -6
7,-11:-4, -6, -8, -4, -14, -20, -20, -2, -20, -4
7,-11:-4, -6, -8, -4, -14, -20, -20, -2, -20, -2
7,-11:-4, -6, -8, -4, -14, -20, -20, -2, -6, -20
7,-11:-4, -6, -8, -4, -14, -20, -20, -2, -6, -18
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -16, -8
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -16, 2
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -14, -2
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -14, 0
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, 2, -16
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, 2, -12
1,-9:-4, -6, -8, -4, -14, -10, -8, -16, -8, -20
16,-22:-4, -6, -8, -4, -14, -2, -24, -18, -22, -28
16,-22:-4, -6, -8, -4, -14, -2, -24, -18, -22, -26
16,-22:-4, -6, -8, -4, -14, -2, -24, -18, -22, -24
18,-2:-4, -6, 0, -8, -18, -14, -8, -20, -14, -26
7,-15:-4, -6, 0, -8, -18, -14, -8, -20, -14, -24
7,-15:-4, -6, 0, -8, -18, -14, -8, -20, -14, -22
12,-19:-4, -6, 0, -8, -12, 0, -14, -18, 0, -10
10,-3:-4, -6, 0, -2, -30, -4, 2, 0, -6, -8
7,-4:-4, -6, 0, -2, -30, -4, 2, 6, -6, 0
7,-4:-4, -6, 0, -2, -30, -4, 2, 6, -6, 2
7,-4:-4, -6, 0, -2, -30, -4, 2, 6, -6, 4
4,-5:-4, -6, 0, -2, -30, -4, 2, 6, -4, -2
4,-5:-4, -6, 0, -2, -30, -4, 2, 6, -4, 0
4,-5:-4, -6, 0, -2, -30, -4, 2, 6, -4, 2
30,1:-4, -6, 0, -2, -14, -20, -14, -16, -22, -24
27,0:-4, -6, 0, -2, -14, -20, -14, -10, -22, -16
27,0:-4, -6, 0, -2, -14, -20, -14, -10, -22, -14
27,0:-4, -6, 0, -2, -14, -20, -14, -10, -22, -12
24,-1:-4, -6, 0, -2, -14, -20, -14, -10, -20, -18
24,-1:-4, -6, 0, -2, -14, -20, -14, -10, -20, -16
24,-1:-4, -6, 0, -2, -14, -20, -14, -10, -20, -14
1,2:-4, -6, 6, -8, -12, -4, -24, -18, -22, -26
