5,-4:-4, -6, 6, 10, 0, 6
5,-4:-4, -6, 6, 10, 0, 8
5,-4:-4, -6, 6, 10, 0, 10
5,-4:-4, -6, 6, 10, 6, 0
5,-4:-4, -6, 6, 10, 6, 2
6,14:-4, 4, 4, -6, -14, -4
6,14:-4, 4, 4, -6, -14, 0
6,14:-4, 4, 4, -6, 0, -14
6,14:-4, 4, 4, -6, 0, -4
15,8:6, 6, -2, -2, 8, 0
5,-4:-4, -6, 6, 10, 0, 2, 4
5,-4:-4, -6, 6, 10, 0, 2, 6
5,-4:-4, -6, 6, 10, 0, 2, 8
5,-4:-4, -6, 6, 10, 6, 6, 0
5,-4:-4, -6, 6, 10, 6, 6, 2
5,-4:-4, -6, 6, 10, 6, 6, 4
5,-4:-4, -6, 6, 10, 12, 22, 12
5,-4:-4, -6, 6, 10, 12, 22, 14
5,-4:-4, -6, 6, 10, 12, 22, 16
6,14:-4, 4, 4, -6, -14, -2, 2
6,14:-4, 4, 4, 6, 6, -6, -2
9,17:6, -4, -4, 4, 4, -6, 2
15,8:6, 6, -2, -2, 8, 2, 6
15,8:6, 6, -2, -2, 8, 2, 16
15,8:6, 6, -2, -2, 8, 16, 2
15,8:6, 6, -2, -2, 8, 16, 6
-3,7:6, 6, 8, -4, -8, -8, 0
-3,7:6, 6, 8, -4, -8, -8, 2
-3,7:6, 6, 8, -4, -8, 2, -8
-3,7:6, 6, 8, -4, -8, 2, -6
-3,7:6, 6, 8, -4, -8, 2, -4
6,13:-4, -14, -8, 20, 12, 12, 22, 14
26,11:-4, -14, 14, -2, -10, -10, 0, -8
8,10:-4, -6, 0, -8, -2, -2, -12, -4
-3,4:-4, -6, 6, -8, -12, -24, -20, -4
-3,4:-4, -6, 6, -8, -12, -24, -16, -4
-3,4:-4, -6, 6, -8, -12, -16, -4, -24
-3,4:-4, -6, 6, -8, -12, -16, -4, -22
-3,4:-4, -6, 6, -8, -12, -16, -4, -20
-3,4:-4, -6, 6, -8, -12, -4, -24, -12
-3,4:-4, -6, 6, -8, -12, -4, -12, -24
-3,4:-4, -6, 6, -8, -12, -4, -2, -16
5,-4:-4, -6, 6, 10, 0, 2, 12, 6
5,-4:-4, -6, 6, 10, 0, 2, 12, 8
5,-4:-4, -6, 6, 10, 0, 2, 12, 10
5,-4:-4, -6, 6, 10, 0, 12, 14, 6
-9,10:-4, -6, 6, 10, 12, 14, 4, 6
23,4:-4, 2, 0, -8, -14, -14, -4, -8
23,4:-4, 2, 2, -8, -14, -14, -4, -12
6,14:-4, 4, 4, -6, -14, -2, -2, 0
6,14:-4, 4, 4, -6, -14, -2, -2, 2
6,14:-4, 4, 4, 6, -6, -14, 0, 2
6,14:-4, 4, 4, 6, -6, -2, -14, 16
6,14:-4, 4, 4, 6, -6, -2, -14, 18
6,14:-4, 4, 4, 6, -6, -2, 16, -14
6,14:-4, 4, 4, 6, -6, -2, 16, -6
6,14:-4, 4, 4, 6, 6, -6, -14, -2
8,-1:6, -4, -4, -6, 6, 10, 0, 6
8,-1:6, -4, -4, -6, 6, 10, 0, 8
8,-1:6, -4, -4, -6, 6, 10, 0, 10
8,-1:6, -4, -4, -6, 6, 10, 6, 0
8,-1:6, -4, -4, -6, 6, 10, 6, 2
9,17:6, -4, -4, 4, 4, -6, -14, -4
9,17:6, -4, -4, 4, 4, -6, -14, 0
9,17:6, -4, -4, 4, 4, -6, 0, -14
9,17:6, -4, -4, 4, 4, -6, 0, -4
18,11:6, -4, 6, 6, -2, -2, 8, 0
15,8:6, 6, -2, -4, -4, -2, 8, 4
15,8:6, 6, -2, -2, 8, 16, 4, 0
-3,7:6, 6, 8, -4, -8, -10, -20, -14
-3,7:6, 6, 8, -4, -8, -10, -20, -12
-3,7:6, 6, 8, -4, -8, -10, -20, -10
-3,7:6, 6, 8, -4, -8, -8, -4, -2
-3,7:6, 6, 8, -4, -8, -8, -4, 0
-3,7:6, 6, 8, -4, -8, -8, -4, 2
-3,7:6, 6, 8, -4, -8, 0, 2, -6
-3,7:6, 6, 8, -4, -8, 0, 2, -4
-3,7:6, 6, 8, -4, -8, 0, 2, -2
5,-4:-4, -6, 6, 10, 0, 2, 12, 2, 4
5,-4:-4, -6, 6, 10, 0, 2, 12, 2, 6
5,-4:-4, -6, 6, 10, 0, 2, 12, 2, 8
5,-4:-4, -6, 6, 10, 0, 12, 2, 6, 10
5,-4:-4, -6, 6, 10, 0, 12, 2, 6, 20
5,-4:-4, -6, 6, 10, 0, 12, 4, 22, 8
5,-4:-4, -6, 6, 10, 0, 12, 4, 22, 12
5,-4:-4, -6, 6, 10, 0, 12, 14, 8, 12
5,-4:-4, -6, 6, 10, 0, 12, 14, 8, 22
5,-4:-4, -6, 6, 10, 6, 6, 6, 8, 0
5,-4:-4, -6, 6, 10, 12, 4, 10, 14, 24
5,-4:-4, -6, 6, 10, 12, 4, 22, 10, 2
5,-4:-4, -6, 6, 10, 12, 14, 2, 2, 10
5,-4:-4, -6, 6, 10, 12, 14, 2, 10, 14
5,-4:-4, -6, 6, 10, 12, 14, 2, 10, 22
23,4:-4, 2, 0, -8, -14, -14, -4, -12, -4
23,4:-4, 2, 2, -8, -14, -14, -4, -10, -6
23,4:-4, 2, 2, -8, -14, -14, -4, -10, 4
23,4:-4, 2, 2, -8, -14, -14, -4, 4, -10
23,4:-4, 2, 2, -8, -14, -14, -4, 4, -6
5,3:-4, 2, 2, -8, -4, -16, -20, -20, -12
5,3:-4, 2, 2, -8, -4, -16, -20, -20, -10
5,3:-4, 2, 2, -8, -4, -16, -20, -10, -20
5,3:-4, 2, 2, -8, -4, -16, -20, -10, -18
5,3:-4, 2, 2, -8, -4, -16, -20, -10, -16
26,5:-4, 4, -10, 0, -8, -16, -16, -6, -14
1,-2:-4, 4, -2, -12, -2, -10, -6, -12, -2
1,-2:-4, 4, -2, -12, -2, -10, -6, -2, -12
5,-4:-4, 4, 4, -6, 4, 22, -6, 6, 10
5,-4:-4, 4, 4, -6, 4, 22, 6, 10, -6
5,-4:-4, 4, 4, -6, 4, 22, 6, 10, 2
20,11:-4, 4, 4, 4, -4, -4, 6, 4, 2
6,14:-4, 4, 4, 6, -6, -2, -14, 22, 16
6,14:-4, 4, 4, 6, -6, -2, -14, 22, 18
6,14:-4, 4, 4, 6, -6, -2, -14, 22, 20
6,14:-4, 4, 4, 6, -6, -2, -10, 16, -14
6,14:-4, 4, 4, 6, -6, -2, -10, 16, -10
6,14:-4, 4, 4, 6, -6, -2, -4, 16, -14
6,14:-4, 4, 4, 6, -6, -2, -4, 16, -8
6,14:-4, 4, 4, 6, -6, -2, -4, 16, -4
6,14:-4, 4, 4, 6, -6, -2, 16, -12, -22
6,14:-4, 4, 4, 6, -6, -2, 16, -12, -18
6,14:-4, 4, 4, 6, 6, 6, -6, -14, -2
6,14:-4, 4, 4, 6, 6, 6, -6, -14, 0
6,14:-4, 4, 4, 6, 6, 6, -6, -14, 2
6,14:-4, 4, 4, 6, 6, 6, -6, -2, -2
6,14:-4, 4, 4, 6, 6, 6, 6, -6, -4
8,-1:6, -4, -4, -6, 6, 10, 0, 2, 4
8,-1:6, -4, -4, -6, 6, 10, 0, 2, 6
8,-1:6, -4, -4, -6, 6, 10, 0, 2, 8
8,-1:6, -4, -4, -6, 6, 10, 6, 6, 0
8,-1:6, -4, -4, -6, 6, 10, 6, 6, 2
8,-1:6, -4, -4, -6, 6, 10, 6, 6, 4
8,-1:6, -4, -4, -6, 6, 10, 12, 22, 12
8,-1:6, -4, -4, -6, 6, 10, 12, 22, 14
8,-1:6, -4, -4, -6, 6, 10, 12, 22, 16
9,17:6, -4, -4, 4, 4, -6, -14, -2, 2
9,17:6, -4, -4, 4, 4, 6, 6, -6, -2
12,20:6, -4, 6, -4, -4, 4, 4, -6, 2
18,11:6, -4, 6, 6, -2, -2, 8, 2, 6
18,11:6, -4, 6, 6, -2, -2, 8, 2, 16
18,11:6, -4, 6, 6, -2, -2, 8, 16, 2
18,11:6, -4, 6, 6, -2, -2, 8, 16, 6
0,10:6, -4, 6, 6, 8, -4, -8, -8, 0
0,10:6, -4, 6, 6, 8, -4, -8, -8, 2
0,10:6, -4, 6, 6, 8, -4, -8, 2, -8
0,10:6, -4, 6, 6, 8, -4, -8, 2, -6
0,10:6, -4, 6, 6, 8, -4, -8, 2, -4
5,25:6, 6, -4, 0, 10, 16, 16, 6, 14
5,25:6, 6, -4, 2, 10, 16, 16, 6, 10
15,8:6, 6, -2, -4, -4, -2, 8, 6, 4
15,8:6, 6, -2, -2, -4, 8, 2, 6, 0
15,8:6, 6, -2, -2, -4, 8, 4, -16, 8
15,8:6, 6, -2, -2, -4, 8, 4, -16, 16
15,8:6, 6, -2, -2, -4, 8, 4, 8, -16
15,8:6, 6, -2, -2, -4, 8, 4, 8, -14
15,8:6, 6, -2, -2, 8, 16, 4, 4, 0
15,8:6, 6, -2, -2, 8, 16, 4, 4, 2
11,-7:6, 6, 8, -4, -8, -10, -12, -2, -4
-3,7:6, 6, 8, -4, -8, -10, -12, 2, -4
-3,7:6, 6, 8, -4, -8, 0, -10, 2, -8
-3,7:6, 6, 8, -4, -8, 0, -10, 2, -6
-3,7:6, 6, 8, -4, -8, 0, -10, 2, -4
5,-1:6, 6, 8, -4, 10, 14, 6, 4, 18
5,-1:6, 6, 8, -4, 10, 14, 6, 14, 26
5,-1:6, 6, 8, -4, 10, 14, 6, 26, 14
5,-1:6, 6, 8, -4, 10, 14, 18, 6, 22
5,-1:6, 6, 8, -4, 10, 14, 18, 6, 24
5,-1:6, 6, 8, -4, 10, 14, 18, 6, 26
5,-1:6, 6, 8, -4, 10, 14, 18, 22, 6
5,-1:6, 6, 8, -4, 10, 14, 24, 22, 6
11,10:6, 6, 8, 2, 10, 4, 4, 14, 6
12,28:6, 6, 16, -16, 4, 12, 12, 2, 10
29,14:-4, -14, -12, -2, 14, -2, -10, -10, 0, -8
0,22:-4, -14, -12, 10, 10, 18, 18, 8, 16, -10
0,22:-4, -14, -12, 10, 10, 18, 18, 8, 16, -8
0,22:-4, -14, -12, 10, 10, 18, 18, 8, 16, -6
19,2:-4, -14, -12, 14, -12, -14, -2, 2, -8, -2
19,2:-4, -14, -12, 14, -12, -14, -2, 2, -8, 0
19,2:-4, -14, -12, 14, -12, -14, -2, 2, -8, 2
19,2:-4, -14, -12, 14, -12, -14, -2, 2, -2, -8
19,2:-4, -14, -12, 14, -12, -14, -2, 2, -2, -6
20,20:-4, -14, -12, 14, -12, -4, -4, -14, -22, -12
20,20:-4, -14, -12, 14, -12, -4, -4, -14, -22, -8
20,20:-4, -14, -12, 14, -12, -4, -4, -14, -8, -22
20,20:-4, -14, -12, 14, -12, -4, -4, -14, -8, -12
-1,4:-4, -14, -8, 10, 10, 8, 20, 24, 14, 20
-1,4:-4, -14, -8, 10, 10, 8, 20, 24, 14, 22
-1,4:-4, -14, -8, 10, 10, 8, 20, 24, 14, 24
-1,4:-4, -14, -8, 10, 10, 8, 20, 24, 20, 14
-1,4:-4, -14, -8, 10, 10, 8, 20, 24, 20, 16
0,22:-4, -14, -8, 10, 10, 18, 18, 8, 0, 10
0,22:-4, -14, -8, 10, 10, 18, 18, 8, 0, 14
0,22:-4, -14, -8, 10, 10, 18, 18, 8, 14, 0
0,22:-4, -14, -8, 10, 10, 18, 18, 8, 14, 10
9,16:-4, -14, -8, 10, 20, 20, 12, 12, 22, 14
6,13:-4, -14, -8, 20, 12, 10, 10, 12, 22, 18
6,13:-4, -14, -8, 20, 12, 12, 22, 30, 18, 14
-12,12:-4, -14, -8, 20, 22, 10, 6, 4, -6, 0
-12,12:-4, -14, -8, 20, 22, 10, 6, 4, -6, 2
-12,12:-4, -14, -8, 20, 22, 10, 6, 4, -6, 4
-12,12:-4, -14, -8, 20, 22, 10, 6, 6, 10, 12
-12,12:-4, -14, -8, 20, 22, 10, 6, 6, 10, 14
-12,12:-4, -14, -8, 20, 22, 10, 6, 6, 10, 16
-12,12:-4, -14, -8, 20, 22, 10, 6, 14, 16, 8
-12,12:-4, -14, -8, 20, 22, 10, 6, 14, 16, 10
-12,12:-4, -14, -8, 20, 22, 10, 6, 14, 16, 12
-1,4:-4, -14, 10, 10, 8, 20, 24, 14, 20, -8
-1,4:-4, -14, 10, 10, 8, 20, 24, 14, 20, -6
-1,4:-4, -14, 10, 10, 8, 20, 24, 14, 20, -4
9,16:-4, -14, 10, 20, 20, 12, 12, 22, 14, -8
9,16:-4, -14, 10, 20, 20, 12, 12, 22, 14, -6
9,16:-4, -14, 10, 20, 20, 12, 12, 22, 14, -4
26,11:-4, -14, 14, -2, -10, -12, -12, -10, 0, -4
26,11:-4, -14, 14, -2, -10, -10, 0, 8, -4, -8
8,10:-4, -14, 14, -2, 0, -12, -16, -18, -28, -22
8,10:-4, -14, 14, -2, 0, -12, -16, -18, -28, -20
8,10:-4, -14, 14, -2, 0, -12, -16, -18, -28, -18
8,10:-4, -14, 14, -2, 0, -12, -16, -16, -12, -10
8,10:-4, -14, 14, -2, 0, -12, -16, -16, -12, -8
8,10:-4, -14, 14, -2, 0, -12, -16, -16, -12, -6
8,10:-4, -14, 14, -2, 0, -12, -16, -8, -6, -14
8,10:-4, -14, 14, -2, 0, -12, -16, -8, -6, -12
8,10:-4, -14, 14, -2, 0, -12, -16, -8, -6, -10
11,17:-4, -12, -14, 4, -6, 2, 2, -8, 0, -4
11,17:-4, -12, -14, 4, -6, 2, 2, -8, 0, 0
13,-12:-4, -12, -8, -14, -10, -16, -14, -2, -18, -2
13,-12:-4, -12, -8, -14, -10, -16, -14, -2, -18, 0
13,-12:-4, -12, -8, -14, -10, -16, -14, -2, -18, 2
5,9:-4, -12, -8, -14, -10, -6, 0, 2, -10, -14
31,4:-4, -12, -8, -14, 0, -14, -22, -22, -12, -18
31,4:-4, -12, -8, -14, 0, -14, -22, -22, -12, -14
13,9:-4, -12, -4, -8, -16, -16, -8, -8, -18, -10
19,0:-4, -12, -4, -8, -6, -14, -14, -4, -10, -6
19,0:-4, -12, -4, -8, -6, -14, -14, -4, -10, 4
19,0:-4, -12, -4, -8, -6, -14, -14, -4, 4, -10
19,0:-4, -12, -4, -8, -6, -14, -14, -4, 4, -6
1,-1:-4, -12, -4, -8, -6, -4, -16, -20, -20, -12
1,-1:-4, -12, -4, -8, -6, -4, -16, -20, -20, -10
1,-1:-4, -12, -4, -8, -6, -4, -16, -20, -10, -20
1,-1:-4, -12, -4, -8, -6, -4, -16, -20, -10, -18
1,-1:-4, -12, -4, -8, -6, -4, -16, -20, -10, -16
5,-4:-4, -12, -4, -4, 0, 6, 10, 6, 2, -6
5,-4:-4, -12, -4, -4, 0, 6, 10, 6, 2, -4
5,-4:-4, -12, -4, -4, 0, 6, 10, 6, 2, -2
1,1:-4, -12, -4, -4, 0, 6, 10, 12, 0, 22
5,-4:-4, -12, -4, -2, -8, 6, 10, 6, 4, 12
5,-4:-4, -12, -4, -2, 6, 10, 6, 4, 16, 18
5,-4:-4, -12, -4, -2, 6, 10, 6, 6, 4, -4
5,-4:-4, -12, -4, -2, 6, 10, 6, 6, 4, -2
5,-4:-4, -12, -4, -2, 6, 10, 6, 6, 4, 0
5,-4:-4, -12, -4, -2, 6, 10, 12, 14, 22, 6
25,8:-4, -12, -4, 2, 2, -6, -12, -12, -2, -10
6,-7:-4, -12, 4, -6, -8, -2, -8, -18, -4, -16
6,-7:-4, -12, 4, -6, -8, -2, -8, -18, -4, -14
6,-7:-4, -12, 4, -6, -8, -2, -8, -18, -4, -12
6,-7:-4, -12, 4, -6, -8, -2, -8, -14, -2, 2
6,-7:-4, -12, 4, -6, -8, -2, -8, -14, -2, 4
6,-7:-4, -12, 4, -6, -8, -2, -8, -14, -2, 6
5,-4:-4, -12, 4, 4, 6, 10, 4, 4, 0, 10
5,-4:-4, -12, 4, 4, 6, 10, 4, 4, 0, 12
5,-4:-4, -12, 4, 4, 6, 10, 4, 4, 0, 14
5,-4:-4, -12, 4, 4, 6, 10, 12, 10, 16, 2
5,-4:-4, -12, 4, 4, 6, 10, 12, 10, 16, 4
5,-4:-4, -12, 4, 4, 6, 10, 12, 10, 16, 6
5,-4:-4, -12, 4, 4, 6, 10, 12, 18, 20, 14
5,-4:-4, -12, 4, 4, 6, 10, 12, 18, 20, 16
5,-4:-4, -12, 4, 4, 6, 10, 12, 18, 20, 18
6,16:-4, -6, -14, -2, -2, -2, 6, 6, -4, 4
12,7:-4, -6, -14, -2, 8, 0, 0, 10, 4, 8
12,7:-4, -6, -14, -2, 8, 0, 0, 10, 4, 18
12,7:-4, -6, -14, -2, 8, 0, 0, 10, 18, 4
12,7:-4, -6, -14, -2, 8, 0, 0, 10, 18, 8
-6,6:-4, -6, -14, -2, 8, 10, -2, -6, -6, 2
-6,6:-4, -6, -14, -2, 8, 10, -2, -6, -6, 4
-6,6:-4, -6, -14, -2, 8, 10, -2, -6, 4, -6
-6,6:-4, -6, -14, -2, 8, 10, -2, -6, 4, -4
-6,6:-4, -6, -14, -2, 8, 10, -2, -6, 4, -2
3,21:-4, -6, -14, 6, 0, 8, 14, 14, 4, 12
6,18:-4, -6, -14, 6, 4, 0, 8, 8, -2, 6
13,-10:-4, -6, -8, -20, -20, -20, -8, -4, -14, -8
13,-10:-4, -6, -8, -20, -20, -20, -8, -4, -14, -6
13,-10:-4, -6, -8, -20, -20, -20, -8, -4, -14, -4
13,-10:-4, -6, -8, -20, -20, -20, -8, -4, -8, -14
13,-10:-4, -6, -8, -20, -20, -20, -8, -4, -8, -12
14,8:-4, -6, -8, -20, -20, -10, -10, -20, -28, -18
14,8:-4, -6, -8, -20, -20, -10, -10, -20, -28, -14
14,8:-4, -6, -8, -20, -20, -10, -10, -20, -14, -28
14,8:-4, -6, -8, -20, -20, -10, -10, -20, -14, -18
10,6:-4, -6, -8, -18, -4, -14, -8, -8, -18, -10
20,-11:-4, -6, -8, -16, -26, -26, -16, -22, -6, -18
20,-11:-4, -6, -8, -16, -26, -26, -16, -22, -6, -8
20,-11:-4, -6, -8, -16, -26, -26, -16, -8, -6, -22
20,-11:-4, -6, -8, -16, -26, -26, -16, -8, -6, -18
2,-12:-4, -6, -8, -16, -16, -28, -32, -32, -24, -6
2,-12:-4, -6, -8, -16, -16, -28, -32, -32, -24, 4
2,-12:-4, -6, -8, -16, -16, -28, -32, -32, -6, -24
2,-12:-4, -6, -8, -16, -16, -28, -32, -32, -6, -22
2,-12:-4, -6, -8, -16, -16, -28, -32, -22, -6, -32
2,-12:-4, -6, -8, -16, -16, -28, -32, -22, -6, -30
2,-12:-4, -6, -8, -16, -16, -28, -32, -22, -6, -28
25,0:-4, -6, -8, -4, -14, -20, -20, -10, -18, -10
7,-8:-4, -6, 0, -8, -12, 0, 4, -6, -4, -2
7,-8:-4, -6, 0, -8, -12, 0, 4, -6, -4, 0
7,-8:-4, -6, 0, -8, -12, 0, 4, -6, -4, 2
7,-8:-4, -6, 0, -8, -12, 0, 4, 0, 0, -6
7,-8:-4, -6, 0, -8, -12, 0, 4, 0, 0, -4
7,-8:-4, -6, 0, -8, -12, 0, 4, 0, 0, -2
7,-8:-4, -6, 0, -8, -12, 0, 4, 6, 16, 6
7,-8:-4, -6, 0, -8, -12, 0, 4, 6, 16, 8
7,-8:-4, -6, 0, -8, -12, 0, 4, 6, 16, 10
8,10:-4, -6, 0, -8, -2, -2, -12, -20, -8, -4
8,10:-4, -6, 0, -8, -2, -2, 0, 0, -12, -8
15,-2:-4, -6, 0, -2, -30, -4, -12, -12, -2, -6
15,-2:-4, -6, 0, -2, -30, -4, -12, -12, -2, 4
