-1,-2:-4, 4, -10, -12, -14
-3,11:6, 6, 8, 10, 22
-12,16:-4, -14, -8, 20, 22, 24, 36
8,14:-4, -14, 14, -2, 0, 2, 14
5,7:-4, 2, 2, -8, -4, -2, 10
5,4:-4, 4, -10, -12, 6, -14, 2
2,1:6, -4, -4, 4, -10, -12, -14
0,14:6, -4, 6, 6, 8, 10, 22
5,8:6, 6, -2, -2, -2, -6, 16
5,8:6, 6, -2, -2, -2, 16, -6
-3,6:6, 6, 8, -4, 4, -16, 6
-3,6:6, 6, 8, -4, 4, 6, -16
-3,6:6, 6, 8, -4, 4, 6, -14
-3,6:6, 6, 8, -4, 4, 6, -12
8,14:-4, -14, 10, -2, 0, 2, 14, 16
-1,-1:-4, -12, -14, -4, -4, -10, -18, 6
-1,-1:-4, -12, -14, -4, -4, -10, 6, -18
-1,-1:-4, -12, -14, -4, -4, -10, 6, -14
1,3:-4, -12, -4, -8, -6, -4, -2, 10
-1,-1:-4, -12, -4, -4, -10, -18, 6, -14
-1,-1:-4, -12, -4, -4, -10, -18, 6, -4
-6,10:-4, -6, -14, -2, 8, 10, 12, 24
2,-8:-4, -6, -8, -16, -16, -14, -6, -2
5,2:-4, -6, -8, -10, -20, -2, -8, -6
5,2:-4, -6, -8, -10, -2, -8, -6, -20
5,2:-4, -6, -8, -10, -2, -8, -6, -10
1,-6:-4, -6, 0, -8, -2, -16, -18, -20
6,1:-4, -6, 6, 10, -10, 6, 6, -2
13,12:-4, 2, 2, -14, -10, 4, 12, -2
13,12:-4, 2, 2, -14, -10, 4, 12, 4
9,-8:-4, 2, 2, -14, 6, -12, -4, -18
9,-8:-4, 2, 2, -14, 6, -12, -4, -12
5,-2:-4, 2, 6, 0, 14, -4, -6, -10
8,8:-4, 4, -10, 0, -8, -6, -4, 8
37,-8:-4, 4, -10, 2, -16, -26, -48, -8
37,-8:-4, 4, -10, 2, -16, -26, -48, -6
37,-8:-4, 4, -10, 2, -16, -26, -48, -4
37,-8:-4, 4, -10, 2, -16, -26, -8, -48
5,14:-4, 4, 6, 4, -8, -14, -8, -10
-4,5:6, 6, -4, -4, 2, -12, 14, 14
-4,5:6, 6, -4, -4, 2, -12, 14, 16
-4,5:6, 6, -4, -4, 2, -12, 18, 14
-4,5:6, 6, -4, -4, 2, -12, 18, 16
-4,5:6, 6, -4, -4, 2, -12, 18, 18
-3,6:6, 6, 8, -4, 4, -20, 6, -18
-3,6:6, 6, 8, -4, 4, -20, 6, -16
-3,6:6, 6, 8, -4, 4, -20, 6, -14
-7,13:6, 6, 8, 2, 10, 14, 16, 28
8,10:6, -4, -4, 2, 2, -8, -4, -2, 10
8,7:6, -4, -4, 4, -10, -12, 6, -14, 2
5,4:6, -4, 6, -4, -4, 4, -10, -12, -14
3,17:6, -4, 6, -4, 6, 6, 8, 10, 22
8,11:6, -4, 6, 6, -2, -2, -2, -6, 16
8,11:6, -4, 6, 6, -2, -2, -2, 16, -6
0,9:6, -4, 6, 6, 8, -4, 4, -16, 6
0,9:6, -4, 6, 6, 8, -4, 4, 6, -16
0,9:6, -4, 6, 6, 8, -4, 4, 6, -14
0,9:6, -4, 6, 6, 8, -4, 4, 6, -12
-4,5:6, 6, -4, -4, 2, -12, 14, 18, 12
-4,5:6, 6, -4, -4, 2, -12, 14, 18, 14
-4,5:6, 6, -4, -4, 2, -12, 14, 18, 16
-4,5:6, 6, -4, -4, 2, -12, 18, 10, 12
-4,5:6, 6, -4, -4, 2, -12, 18, 10, 14
-4,5:6, 6, -4, -4, 2, -12, 18, 10, 16
-2,9:6, 6, -4, 0, 10, 16, 2, 0, -2
0,9:6, 6, -2, -4, -4, 6, 0, 4, 18
0,9:6, 6, -2, -4, -4, 6, 0, 18, 4
-11,6:6, 6, -2, -4, 16, 4, 2, 8, 14
-11,6:6, 6, -2, -4, 16, 4, 8, 14, 2
-11,6:6, 6, -2, -4, 16, 4, 8, 14, 6
-3,11:6, 6, -2, -2, -2, -4, 10, 22, -12
-3,11:6, 6, -2, -2, -2, -4, 10, 22, -2
-3,11:6, 6, -2, -2, 8, -2, 10, 22, -18
-3,11:6, 6, -2, -2, 8, -2, 10, 22, -8
-3,11:6, 6, -2, -2, 14, 8, 10, 22, 2
-3,11:6, 6, -2, -2, 14, 8, 10, 22, 4
-3,11:6, 6, -2, -2, 14, 8, 10, 22, 6
7,-3:6, 6, 8, -4, 2, 10, 2, 2, -12
-3,6:6, 6, 8, -4, 4, -20, -10, 6, -16
-3,6:6, 6, 8, -4, 4, -20, -10, 6, -14
-3,6:6, 6, 8, -4, 4, -20, -10, 6, -12
-3,6:6, 6, 8, -4, 4, -10, -8, 6, -16
0,1:6, 6, 8, -4, 10, 10, 2, -2, 14
0,1:6, 6, 8, -4, 10, 10, 2, -2, 20
0,1:6, 6, 8, -4, 10, 10, 2, 14, -2
1,18:6, 6, 8, 2, 4, 8, 22, 30, 16
1,18:6, 6, 8, 2, 4, 8, 22, 30, 22
-3,-2:6, 6, 8, 2, 4, 24, 6, 14, 0
-3,-2:6, 6, 8, 2, 4, 24, 6, 14, 6
-5,4:6, 6, 8, 10, 12, 4, 6, 4, 10
8,11:6, 6, 14, 6, 6, 6, 16, -4, 0
5,12:6, 6, 16, -16, 4, 12, -2, -4, -6
3,25:6, 6, 16, -16, 14, 14, 16, 18, 30
5,5:6, 6, 16, -8, -8, -6, -4, 6, 8
-7,7:-4, -14, -12, 10, 10, 2, 10, 10, 16, 2
-7,7:-4, -14, -12, 10, 10, 2, 10, 10, 16, 4
-7,7:-4, -14, -12, 10, 10, 2, 10, 10, 16, 6
-7,6:-4, -14, -12, 10, 10, 18, 4, 2, 0, -10
-7,6:-4, -14, -12, 10, 10, 18, 4, 2, 0, -8
-7,6:-4, -14, -12, 10, 10, 18, 4, 2, 0, -6
-13,10:-4, -14, -8, 20, 10, 10, 16, 2, 28, 28
-13,10:-4, -14, -8, 20, 10, 10, 16, 2, 28, 30
-13,10:-4, -14, -8, 20, 10, 10, 16, 2, 32, 28
-13,10:-4, -14, -8, 20, 10, 10, 16, 2, 32, 30
-13,10:-4, -14, -8, 20, 10, 10, 16, 2, 32, 32
-12,11:-4, -14, -8, 20, 22, 10, 18, -6, 20, -4
-12,11:-4, -14, -8, 20, 22, 10, 18, -6, 20, -2
-12,11:-4, -14, -8, 20, 22, 10, 18, -6, 20, 0
-16,18:-4, -14, -8, 20, 22, 16, 24, 28, 30, 42
8,9:-4, -14, 10, -2, 0, -12, -4, -24, -2, 12
8,9:-4, -14, 10, -2, 0, -12, -4, -24, -2, 14
8,9:-4, -14, 10, -2, 0, -12, -4, -24, -2, 16
8,14:-4, -14, 10, -2, 0, 20, 10, 2, 14, 16
7,8:-4, -14, 14, -2, -12, -12, -6, -20, 6, 6
7,8:-4, -14, 14, -2, -12, -12, -6, -20, 6, 8
7,8:-4, -14, 14, -2, -12, -12, -6, -20, 10, 6
7,8:-4, -14, 14, -2, -12, -12, -6, -20, 10, 8
7,8:-4, -14, 14, -2, -12, -12, -6, -20, 10, 10
8,9:-4, -14, 14, -2, 0, -12, -4, -28, -2, -26
8,9:-4, -14, 14, -2, 0, -12, -4, -28, -2, -24
8,9:-4, -14, 14, -2, 0, -12, -4, -28, -2, -22
4,16:-4, -14, 14, -2, 0, -6, 2, 6, 8, 20
-1,-1:-4, -12, -14, -4, -4, -10, -16, -16, 6, -14
-1,-1:-4, -12, -14, -4, -4, -10, -16, -16, 6, -12
-1,-1:-4, -12, -14, -4, -4, -10, -16, -16, 6, -10
-1,-1:-4, -12, -14, -4, -4, -10, -8, -14, 6, -12
-1,-1:-4, -12, -14, -4, -4, -10, -8, -14, 6, -2
-1,-1:-4, -12, -14, -4, -4, -10, -8, -10, 6, -12
-1,-1:-4, -12, -14, -4, -4, -10, -8, -10, 6, -10
-1,-1:-4, -12, -14, -4, -4, -10, -8, -10, 6, -8
-1,-1:-4, -12, -14, -4, -4, -10, -8, -8, 6, -16
4,14:-4, -12, -14, -4, -2, 2, 4, 6, -4, 18
4,14:-4, -12, -14, -4, -2, 2, 4, 6, 18, -4
4,14:-4, -12, -14, -4, -2, 2, 4, 6, 18, 0
7,11:-4, -12, -14, -4, 2, -6, -2, 0, 12, -4
15,16:-4, -12, -14, -4, 2, 6, -12, 6, 14, 0
15,16:-4, -12, -14, -4, 2, 6, -12, 6, 14, 6
7,18:-4, -12, -14, -4, 2, 6, -6, -12, -6, -8
-8,9:-4, -12, -14, -4, 4, 2, -2, 8, 14, 2
-8,9:-4, -12, -14, -4, 4, 2, -2, 8, 14, 4
-8,9:-4, -12, -14, -4, 4, 2, -2, 8, 14, 6
4,14:-4, -12, -14, 4, -6, 2, 2, 2, 8, -4
4,14:-4, -12, -14, 4, -6, 2, 2, 2, 8, -2
2,14:-4, -12, -14, 4, 4, 4, 6, 8, -4, 20
2,14:-4, -12, -14, 4, 4, 4, 6, 8, 20, -4
2,14:-4, -12, -14, 4, 4, 4, 6, 8, 20, 0
-2,14:-4, -12, -8, -18, -20, 8, 10, 12, -2, 24
-2,14:-4, -12, -8, -18, -20, 8, 10, 12, 24, -2
-2,14:-4, -12, -8, -18, -20, 8, 10, 12, 24, 2
0,6:-4, -12, -8, -14, -10, -22, -2, 8, -8, 2
0,6:-4, -12, -8, -14, -10, -22, -2, 8, -8, 12
10,8:-4, -12, -8, -14, -4, -6, -10, -8, -6, 6
0,6:-4, -12, -8, -14, -4, -2, 8, -8, -6, 6
0,6:-4, -12, -8, -14, -4, -2, 8, -8, 6, -6
0,6:-4, -12, -8, -14, -4, -2, 8, -8, 6, -4
6,-1:-4, -12, -8, -14, 0, -20, -16, -20, -10, 2
6,-1:-4, -12, -8, -14, 0, -20, -16, -10, 2, -20
21,4:-4, -12, -8, -14, 0, -14, -22, -22, -22, -26
6,-12:-4, -12, -8, -14, 2, -2, -42, -4, -4, -26
4,-9:-4, -12, -8, -4, -14, -20, -14, 2, 0, -4
-2,-3:-4, -12, -8, -4, -14, -10, -2, 8, -8, -16
-2,-3:-4, -12, -8, -4, -14, -10, -2, 8, -8, -12
-2,-3:-4, -12, -8, -4, -14, -10, 2, -8, -16, -8
-2,-3:-4, -12, -8, -4, -14, -10, 2, -8, -16, 2
-2,-3:-4, -12, -8, -4, -14, -10, 2, -8, -14, -2
-2,-3:-4, -12, -8, -4, -14, -10, 2, -8, -14, 0
9,-6:-4, -12, -8, -4, -4, -14, -6, -8, -6, -2
9,-6:-4, -12, -8, -4, -4, -14, -6, -8, -6, 6
9,-6:-4, -12, -8, -4, -4, -14, -6, -8, -2, 0
3,-2:-4, -12, -8, -4, -4, 2, -10, -20, -4, 4
3,-2:-4, -12, -8, -4, -4, 2, -10, -4, 4, -20
3,-2:-4, -12, -8, -4, -4, 2, -10, -4, 4, -10
6,-7:-4, -12, -4, -8, -16, -16, -8, -22, -24, -26
4,6:-4, -12, -4, -8, -16, -6, -6, -4, -2, 10
9,0:-4, -12, -4, -8, -6, -14, -14, -14, -18, 4
9,0:-4, -12, -4, -8, -6, -14, -14, -14, 4, -18
1,-2:-4, -12, -4, -8, -6, -4, -16, -8, -28, -6
1,-2:-4, -12, -4, -8, -6, -4, -16, -8, -6, -28
1,-2:-4, -12, -4, -8, -6, -4, -16, -8, -6, -26
1,-2:-4, -12, -4, -8, -6, -4, -16, -8, -6, -24
4,12:-4, -12, -4, -4, 0, 0, 2, 4, 16, 2
4,12:-4, -12, -4, -4, 0, 2, 0, 2, 4, 16
4,14:-4, -12, -4, -2, 2, 4, 6, 18, 0, -14
4,14:-4, -12, -4, -2, 2, 4, 6, 18, 0, -4
11,-4:-4, -12, -4, 2, 2, -12, 8, -10, -2, -16
11,-4:-4, -12, -4, 2, 2, -12, 8, -10, -2, -10
-5,11:-4, -12, 4, -6, 6, -10, -14, 10, 12, 24
5,12:-4, -12, 4, 4, 4, -4, -6, -6, 4, -12
2,14:-4, -12, 4, 4, 4, 6, 8, 20, 0, -14
2,14:-4, -12, 4, 4, 4, 6, 8, 20, 0, -4
1,9:-4, -12, 4, 6, 10, -14, 0, 2, 4, 16
1,9:-4, -12, 4, 6, 10, 0, 2, 4, 16, -14
1,9:-4, -12, 4, 6, 10, 0, 2, 4, 16, -4
-1,0:-4, -6, -14, -2, -2, -2, 6, -8, -10, -12
-3,13:-4, -6, -14, -2, -2, 8, 8, 10, 12, 24
2,7:-4, -6, -14, -2, 8, 0, 0, 0, -4, 18
2,7:-4, -6, -14, -2, 8, 0, 0, 0, 18, -4
-6,5:-4, -6, -14, -2, 8, 10, -2, 6, -14, 8
-6,5:-4, -6, -14, -2, 8, 10, -2, 6, 8, -14
-6,5:-4, -6, -14, -2, 8, 10, -2, 6, 8, -12
-6,5:-4, -6, -14, -2, 8, 10, -2, 6, 8, -10
-4,5:-4, -6, -14, 6, 0, 8, 14, 0, -2, -4
-1,2:-4, -6, -14, 6, 4, 0, 8, -6, -8, -10
-3,15:-4, -6, -14, 6, 4, 10, 10, 12, 14, 26
-5,6:-4, -6, -8, -18, -20, -10, -2, -4, 2, 8
-5,6:-4, -6, -8, -18, -20, -10, -2, 2, 8, -4
-5,6:-4, -6, -8, -18, -20, -10, -2, 2, 8, 0
3,-10:-4, -6, -8, -18, -4, -14, -8, -22, -24, -26
18,-5:-4, -6, -8, -18, -2, -14, 4, -24, -26, -6
18,-5:-4, -6, -8, -18, -2, -14, 4, -24, -6, -26
5,-18:-4, -6, -8, -16, -28, -28, -8, -24, -22, -26
-5,-8:-4, -6, -8, -16, -28, -24, 0, -4, -14, -10
-5,-8:-4, -6, -8, -16, -28, -24, 0, -4, -14, -8
-5,-8:-4, -6, -8, -16, -28, -24, 0, -4, -14, -6
10,-11:-4, -6, -8, -16, -26, -26, -26, -30, -8, -6
10,-11:-4, -6, -8, -16, -26, -26, -26, -30, -8, 4
10,-11:-4, -6, -8, -16, -26, -26, -26, -30, -6, -8
10,-11:-4, -6, -8, -16, -26, -26, -26, -8, -6, -30
2,-13:-4, -6, -8, -16, -16, -28, -6, -20, -40, -18
2,-13:-4, -6, -8, -16, -16, -28, -6, -20, -18, -40
2,-13:-4, -6, -8, -16, -16, -28, -6, -20, -18, -38
2,-13:-4, -6, -8, -16, -16, -28, -6, -20, -18, -36
2,10:-4, -6, -8, -10, -20, -14, 0, 2, 4, 16
2,10:-4, -6, -8, -10, -14, 0, 2, 4, 16, -20
2,10:-4, -6, -8, -10, -14, 0, 2, 4, 16, -10
5,2:-4, -6, -8, -10, -2, -14, -18, -8, -6, -10
5,2:-4, -6, -8, -10, -2, -8, -8, -36, -6, -20
5,2:-4, -6, -8, -10, -2, -8, -8, -36, -6, -12
5,2:-4, -6, -8, -10, -2, -8, -8, -20, -6, -36
5,2:-4, -6, -8, -10, -2, -8, -8, -20, -6, -28
0,-2:-4, -6, -8, -2, -20, -20, -10, -8, -6, 6
6,8:-4, -6, -8, -2, -12, -20, -6, -4, -2, 10
6,8:-4, -6, -8, -2, -12, -6, -4, -2, 10, -20
6,8:-4, -6, -8, -2, -12, -6, -4, -2, 10, -10
13,3:-4, -6, -8, -2, -2, -16, -20, -16, -14, -2
-10,12:-4, -6, 0, -8, -20, -14, 14, 16, 18, 30
10,10:-4, -6, 0, -8, -20, 8, -8, -6, -4, 8
7,3:-4, -6, 0, -8, -4, -4, -14, -10, -8, 4
7,0:-4, -6, 0, -8, -2, -16, -18, 0, -20, -4
9,0:-4, -6, 6, -8, -18, -20, -10, -2, 0, 2
8,-15:-4, -6, 6, -8, -12, -8, -10, -18, -20, -12
2,-1:-4, -6, 6, -8, -12, -4, -24, 6, -4, -6
2,-1:-4, -6, 6, -8, -12, -4, 6, -4, -6, -24
6,-2:-4, -6, 6, -8, -12, 10, 4, -18, -24, -16
6,-4:-4, -6, 6, -8, -8, -22, -16, -14, -2, 4
6,-4:-4, -6, 6, -8, -8, -22, -16, -14, 4, -2
-15,0:-4, -6, 6, -2, -14, 12, 20, 6, 4, 2
-17,13:-4, -6, 6, -2, -14, 22, 22, 24, 26, 38
-20,-26:-4, -6, 6, -2, 12, 18, 16, -8, -16, 2
-20,-26:-4, -6, 6, -2, 12, 18, 16, -8, -16, 8
-20,-26:-4, -6, 6, -2, 12, 18, 16, -8, 8, 2
-20,-26:-4, -6, 6, -2, 12, 18, 16, -8, 8, 4
-15,0:-4, -6, 6, -2, 12, 20, 6, 4, 2, -14
-15,0:-4, -6, 6, -2, 12, 20, 6, 4, 2, -6
0,-5:-4, -6, 6, 0, -8, -18, -2, 10, -8, -34
0,-5:-4, -6, 6, 0, -8, -18, -2, 10, -8, -24
1,-6:-4, -6, 6, 0, -8, -2, -16, -18, -20, 2
1,-6:-4, -6, 6, 0, -8, -2, -16, -18, -20, 12
6,-10:-4, -6, 6, 0, -8, 14, -16, -22, -16, -18
6,-10:-4, -6, 6, 0, -8, 14, -16, -22, -16, -16
6,-10:-4, -6, 6, 0, -8, 14, -16, -22, -16, -14
6,-10:-4, -6, 6, 0, -8, 14, -16, -20, -30, -28
6,-10:-4, -6, 6, 0, -8, 14, -16, -20, -30, -26
6,-10:-4, -6, 6, 0, -8, 14, -16, -20, -30, -24
6,-10:-4, -6, 6, 0, -8, 14, -16, -18, -18, -16
6,-10:-4, -6, 6, 0, -8, 14, -16, -18, -18, -14
6,-10:-4, -6, 6, 0, -8, 14, -16, -18, -18, -12
6,-10:-4, -6, 6, 0, -8, 14, -16, -8, -6, -14
6,0:-4, -6, 6, 0, 14, -14, -8, -18, -20, 2
1,-5:-4, -6, 6, 4, -8, -18, -20, -10, -14, -8
1,-5:-4, -6, 6, 4, -8, -18, -20, -10, -14, -6
1,-5:-4, -6, 6, 4, -8, -18, -10, -14, -8, -20
1,-5:-4, -6, 6, 4, -8, -18, -10, -14, -8, -10
1,-6:-4, -6, 6, 4, -8, -2, -16, -18, -20, 2
1,-6:-4, -6, 6, 4, -8, -2, -16, -18, -20, 4
1,-6:-4, -6, 6, 4, -8, -2, -16, -18, -20, 6
8,20:-4, -6, 6, 4, -8, -2, -4, -6, 2, -14
-3,15:-4, -6, 6, 4, 10, 10, 12, 14, 26, -14
-3,15:-4, -6, 6, 4, 10, 10, 12, 14, 26, -4
3,9:-4, -6, 6, 10, -14, -2, -2, 0, 2, 14
-5,15:-4, -6, 6, 10, -14, 0, 12, 14, 16, 28
-5,10:-4, -6, 6, 10, -14, 12, 14, 2, 10, 12
-5,15:-4, -6, 6, 10, -14, 12, 14, 16, 28, -2
-5,15:-4, -6, 6, 10, -14, 12, 14, 16, 28, 0
-5,15:-4, -6, 6, 10, -14, 12, 14, 16, 28, 2
4,2:-4, -6, 6, 10, -10, 0, -4, -14, -10, 6
-2,-3:-4, -6, 6, 10, -10, 0, -4, -12, -4, 2
-2,-3:-4, -6, 6, 10, -10, 0, -4, -12, -4, 12
-5,15:-4, -6, 6, 10, -10, 12, 14, 16, 28, -2
-6,14:-4, -6, 6, 10, -4, 0, 12, 14, 16, 28
18,-5:-4, -6, 6, 10, -4, 6, -8, -22, -26, -32
18,-5:-4, -6, 6, 10, -4, 6, -8, -22, -26, -30
18,-5:-4, -6, 6, 10, -4, 6, -8, -22, -26, -28
-5,15:-4, -6, 6, 10, 0, 12, 14, 16, 28, -14
-5,10:-4, -6, 6, 10, 12, 14, 2, 10, 12, -14
-5,15:-4, -6, 6, 10, 12, 14, 16, 6, 28, -6
2,-6:-4, 2, 0, -8, -14, -16, -8, 6, -12, 0
2,-6:-4, 2, 0, -8, -14, -16, -8, 6, -4, -2
-5,4:-4, 2, 0, -8, -14, 2, -2, -2, 10, 6
8,-3:-4, 2, 0, -8, -4, -16, -2, 2, -10, -14
1,25:-4, 2, 2, -14, -10, 8, 16, 18, 20, 32
-3,5:-4, 2, 2, -14, -8, 0, 2, 6, 4, 16
4,1:-4, 2, 2, -8, -16, -16, -10, -24, 2, 2
4,1:-4, 2, 2, -8, -16, -16, -10, -24, 2, 4
4,1:-4, 2, 2, -8, -16, -16, -10, -24, 6, 2
4,1:-4, 2, 2, -8, -16, -16, -10, -24, 6, 4
4,1:-4, 2, 2, -8, -16, -16, -10, -24, 6, 6
5,2:-4, 2, 2, -8, -4, -16, -8, -32, -6, -30
5,2:-4, 2, 2, -8, -4, -16, -8, -32, -6, -28
5,2:-4, 2, 2, -8, -4, -16, -8, -32, -6, -26
9,-3:-4, 2, 6, -14, -8, -12, 6, 10, 2, -18
8,-19:-4, 2, 6, -8, -4, -16, 6, -2, -30, 0
8,-19:-4, 2, 6, -8, -4, -16, 6, -2, -30, 6
8,-19:-4, 2, 6, -8, -4, -16, 6, -2, 0, -30
4,-8:-4, 2, 6, -8, 6, 4, -30, 2, -20, -28
14,4:-4, 2, 6, 0, -8, -14, 10, -16, -14, -2
