10,-9:-4, -6, 6, -8, -8, 4
10,-9:-4, -6, 6, -8, 4, -8
10,-9:-4, -6, 6, -8, -8, 0, -6
10,-9:-4, -6, 6, -8, -8, 0, 2
10,-9:-4, -6, 6, -8, -8, 6, 0
10,-9:-4, -6, 6, -8, -8, 6, 6
10,-9:-4, -6, 6, -8, -8, 6, 8
10,-9:-4, -6, 6, -8, -8, 10, 6
10,-9:-4, -6, 6, -8, -8, 10, 8
10,-9:-4, -6, 6, -8, -8, 10, 10
2,4:-4, -6, 6, 10, -10, -2, 4
4,3:-4, -6, 6, 10, 6, 6, -2
9,1:-4, 4, -2, -14, 6, 4, 4
9,1:-4, 4, -2, -14, 6, 4, 6
9,1:-4, 4, -2, 6, 4, 4, -14
-7,11:6, 6, 8, -4, 10, -2, 10
-7,11:6, 6, 8, -4, 10, 10, -2
0,1:-4, -14, 10, 10, 18, 12, 14, -6
0,1:-4, -14, 10, 10, 18, 12, 14, 4
7,-10:-4, -12, 4, -6, -14, -8, -12, -16
6,-10:-4, -6, 6, -8, -12, -24, -8, 4
6,-10:-4, -6, 6, -8, -12, -24, 4, -8
6,-10:-4, -6, 6, -8, -12, -24, 4, -6
6,-10:-4, -6, 6, -8, -12, -8, 4, -24
6,-10:-4, -6, 6, -8, -12, -8, 4, -22
10,-9:-4, -6, 6, -8, -8, 0, -2, -6
10,-9:-4, -6, 6, -8, -8, 0, -2, -2
10,-9:-4, -6, 6, -8, -8, 0, 4, -6
10,-9:-4, -6, 6, -8, -8, 0, 4, 0
10,-9:-4, -6, 6, -8, -8, 0, 4, 4
10,-9:-4, -6, 6, -8, -8, 6, 10, 4
10,-9:-4, -6, 6, -8, -8, 6, 10, 6
10,-9:-4, -6, 6, -8, -8, 6, 10, 8
10,-9:-4, -6, 6, -8, -8, 10, 2, 4
10,-9:-4, -6, 6, -8, -8, 10, 2, 6
10,-9:-4, -6, 6, -8, -8, 10, 2, 8
7,-3:-4, -6, 6, 4, -2, -30, -4, 2
7,-3:-4, -6, 6, 4, -2, -30, -4, 6
-3,-4:-4, -6, 6, 6, 12, 16, 0, 0
8,-10:-4, 2, 6, -8, 2, -6, 2, -8
0,6:-4, 2, 6, 0, -8, 6, -8, -22
0,6:-4, 2, 6, 0, -8, 6, -8, -18
6,7:-4, 2, 6, 0, 8, 12, 10, -6
9,1:-4, 4, -2, -14, 6, 4, 10, 4
9,1:-4, 4, -2, -14, 6, 4, 10, 6
9,1:-4, 4, -2, -14, 6, 4, 10, 8
9,1:-4, 4, -2, -14, 6, 6, 2, 6
9,1:-4, 4, -2, -14, 6, 6, 2, 8
9,1:-4, 4, -2, -14, 6, 6, 6, 2
2,-2:-4, 4, -2, -12, -2, -2, -12, -2
7,-1:-4, 4, -2, 6, 4, 4, -16, -8
6,8:-4, 4, 4, 4, 6, 8, 16, 4
-3,-3:-4, 4, 6, 4, -8, -4, -16, -8
13,-6:6, -4, -4, -6, 6, -8, -8, 4
13,-6:6, -4, -4, -6, 6, -8, 4, -8
3,10:6, 6, -2, -4, 4, -2, -4, 16
3,10:6, 6, -2, -4, 4, -2, 16, -4
3,10:6, 6, -2, -4, 4, -2, 16, -2
5,5:6, 6, 8, -4, -8, -8, -4, 4
6,3:6, 6, 8, -4, -8, 10, 4, -2
-7,11:6, 6, 8, -4, -4, 10, 10, -6
-7,11:6, 6, 8, -4, -4, 10, 10, -4
-7,11:6, 6, 8, -4, -4, 10, 10, 2
-7,11:6, 6, 8, -4, 10, -8, 10, -8
-7,11:6, 6, 8, -4, 10, -8, 10, -6
-7,11:6, 6, 8, -4, 10, -8, 10, -4
-7,11:6, 6, 8, -4, 10, 10, 2, 0
-7,11:6, 6, 8, -4, 10, 10, 2, 8
4,-1:-4, -14, 10, 10, 8, 20, 6, 6, 18, -8
4,-1:-4, -14, 10, 10, 8, 20, 6, 6, 18, -6
4,-1:-4, -14, 10, 10, 8, 20, 6, 6, 18, -4
-4,7:-4, -14, 10, 10, 16, 20, 6, 24, 12, 6
-4,7:-4, -14, 10, 10, 16, 20, 6, 24, 12, 8
-4,7:-4, -14, 10, 10, 16, 20, 6, 24, 12, 10
2,-1:-4, -14, 10, 10, 18, 4, 16, 0, 8, 6
14,13:-4, -14, 14, -2, -10, -12, -4, -10, -12, 8
14,13:-4, -14, 14, -2, -10, -12, -4, -10, 8, -12
14,13:-4, -14, 14, -2, -10, -12, -4, -10, 8, -10
16,8:-4, -14, 14, -2, 0, -12, -16, -16, -12, -4
17,6:-4, -14, 14, -2, 0, -12, -16, 2, -4, -10
4,14:-4, -14, 14, -2, 0, -12, -12, 2, 2, -14
4,14:-4, -14, 14, -2, 0, -12, -12, 2, 2, -12
4,14:-4, -14, 14, -2, 0, -12, -12, 2, 2, -6
4,14:-4, -14, 14, -2, 0, -12, 2, -16, 2, -16
4,14:-4, -14, 14, -2, 0, -12, 2, -16, 2, -14
4,14:-4, -14, 14, -2, 0, -12, 2, -16, 2, -12
4,14:-4, -14, 14, -2, 0, -12, 2, 2, -6, -8
4,14:-4, -14, 14, -2, 0, -12, 2, 2, -6, 0
13,-7:-4, -12, -8, -18, -14, -8, -14, -26, -8, 2
13,-7:-4, -12, -8, -18, -14, -8, -14, -26, -8, 4
13,-7:-4, -12, -8, -18, -14, -8, -14, -26, -8, 6
13,-7:-4, -12, -8, -18, -14, -8, -14, -26, 2, -8
13,-7:-4, -12, -8, -18, -14, -8, -14, -8, 2, -26
1,-9:-4, -12, -8, -14, -22, 2, 4, -12, -8, -16
1,-9:-4, -12, -8, -14, -22, 2, 4, -12, -8, -14
1,-9:-4, -12, -8, -14, -22, 2, 4, -12, -8, -12
15,-8:-4, -12, -8, -14, -20, -20, -4, -6, -22, -10
15,-8:-4, -12, -8, -14, -20, -20, -4, -6, -22, 0
15,-8:-4, -12, -8, -14, -20, -20, -4, -6, -10, -22
9,-8:-4, -12, -8, -14, -20, -20, -4, 2, -8, -4
9,-8:-4, -12, -8, -14, -20, -20, -4, 2, -8, 0
5,-12:-4, -12, -8, -14, -20, -6, -18, -14, -4, 0
5,-12:-4, -12, -8, -14, -10, -16, -14, -2, -4, 0
5,-12:-4, -12, -8, -14, -10, -16, -14, -2, -4, 2
5,-12:-4, -12, -8, -14, -10, -16, -14, -2, -4, 4
12,-2:-4, -12, -8, -14, -10, -16, -14, 2, 6, -14
15,-8:-4, -12, -8, -14, -4, -12, -14, -6, -22, -2
16,1:-4, -12, -8, -14, 0, -14, -24, -24, -22, -8
1,-9:-4, -12, -8, -14, 2, 4, -24, -8, -8, -24
1,-9:-4, -12, -8, -14, 2, 4, -14, -22, -8, -20
1,-9:-4, -12, -8, -14, 2, 4, -14, -22, -8, -18
1,-9:-4, -12, -8, -14, 2, 4, -14, -22, -8, -16
-1,-4:-4, -12, -8, -4, -14, -20, -6, -14, -12, -2
-3,3:-4, -12, -4, -8, -6, -4, -16, -2, -14, -2
-3,3:-4, -12, -4, -8, -6, -4, -16, -2, -2, -14
-4,-7:-4, -12, -4, -4, 0, 0, 2, -10, -14, 2
-4,-7:-4, -12, -4, -4, 0, 0, 2, -10, -14, 4
-4,-7:-4, -12, -4, -4, 0, 0, 2, -10, -14, 6
5,-3:-4, -12, 4, -6, -14, -10, -20, -10, -8, 0
5,-3:-4, -12, 4, -6, -14, -10, -20, -10, -8, 2
5,-3:-4, -12, 4, -6, -14, -10, -20, -10, -8, 4
5,-3:-4, -12, 4, -6, -14, -10, -20, -10, 0, -8
7,-10:-4, -12, 4, -6, -8, -8, -8, -12, -16, -4
7,-10:-4, -12, 4, -6, -8, -8, -8, -12, -16, -2
7,-10:-4, -12, 4, -6, -8, -8, -8, -12, -16, 0
14,4:-4, -12, 4, -6, 2, -4, -16, 4, 8, 0
12,2:-4, -12, 4, -6, 2, -4, 6, 10, -18, -10
0,3:-4, -12, 4, 4, 4, 6, -8, 0, 4, -20
0,3:-4, -12, 4, 4, 4, 6, -8, 0, 4, -10
0,5:-4, -12, 4, 6, -8, -14, -20, -14, -16, 6
6,-6:-4, -12, 4, 6, 4, -2, -12, -4, -6, -10
-10,10:-4, -6, -14, -2, 8, 10, -2, 12, 0, 12
-10,10:-4, -6, -14, -2, 8, 10, -2, 12, 12, 0
4,8:-4, -6, -14, 6, -2, -22, -10, -20, 2, 6
-4,3:-4, -6, -14, 6, 6, 12, -4, 2, 4, 8
18,-15:-4, -6, -8, -20, -20, -20, -8, -22, -22, -10
18,-15:-4, -6, -8, -20, -20, -20, -8, -22, -10, -22
-7,-12:-4, -6, -8, -16, -26, -28, -10, -32, -10, -4
-7,-12:-4, -6, -8, -16, -26, -28, -10, -32, -10, -2
-7,-12:-4, -6, -8, -16, -26, -28, -10, -32, -10, 0
2,-11:-4, -6, -8, -16, -26, -12, -24, 6, 0, -12
2,-11:-4, -6, -8, -16, -26, -12, 6, -16, 0, -12
-2,-8:-4, -6, -8, -16, -16, -28, -14, -26, -14, -6
-2,-8:-4, -6, -8, -16, -16, -28, -14, -26, -14, 4
-2,-8:-4, -6, -8, -16, -16, -28, -14, -26, -6, -14
-2,-8:-4, -6, -8, -16, -16, -28, -14, -14, -6, -26
4,-13:-4, -6, -8, -16, -10, -18, -14, -16, 6, -22
11,-7:-4, -6, -8, -4, -14, -20, -20, -2, -16, -16
17,-26:-4, -6, -8, -4, -14, -2, -38, -52, -46, -14
17,-26:-4, -6, -8, -4, -14, -2, -38, -52, -46, -12
17,-26:-4, -6, -8, -4, -14, -2, -38, -52, -14, -46
17,-26:-4, -6, -8, -4, -14, -2, -38, -52, -14, -44
17,-26:-4, -6, -8, -4, -14, -2, -38, -52, -14, -42
13,-23:-4, -6, -8, -4, -14, -2, -34, -34, -28, -26
13,-23:-4, -6, -8, -4, -14, -2, -34, -28, -26, -34
12,-13:-4, -6, 0, -8, -12, 0, -14, -14, -6, -12
