8,-1:-4, 2, 2
-1,-1:-4, 4, -14
-1,-1:-4, -12, -14, 2
-1,-1:-4, -12, -14, 6
-4,5:6, 6, 8, 2
-1,-1:-4, -12, -14, 4, -4
-1,-1:-4, -12, -14, 4, -2
-1,-1:-4, -12, -14, 4, 0
10,3:-4, -12, -4, 2, 2
-1,-1:-4, 4, -2, -14, -12
-1,-1:-4, 4, -2, -14, -6
-1,-1:-4, 4, -2, -12, -14
6,-5:-4, 4, -2, -12, 0
2,2:6, -4, -4, -6, -14
11,2:6, -4, -4, 2, 2
2,2:6, -4, -4, 4, -14
-4,5:6, 6, -4, 2, 4
-4,5:6, 6, -4, 2, 14
-13,10:-4, -14, -8, 20, 22, 16
7,8:-4, -14, 14, -2, 0, -6
-1,-1:-4, -12, -14, -4, -4, 4
-1,-1:-4, -12, -14, -4, -2, -4
-1,-1:-4, -12, -14, -4, -2, -2
-1,-1:-4, -12, -14, -4, -2, 0
-1,-1:-4, -12, -14, -4, 2, -10
-1,-1:-4, -12, -14, -4, 2, 0
-1,-1:-4, -12, -14, 4, 4, -2
-1,-1:-4, -12, -14, 4, 4, 0
-1,-1:-4, -12, -14, 4, 4, 2
1,-5:-4, -6, 0, -8, -12, -20
10,-5:-4, -6, 0, -8, -4, -4
1,-5:-4, -6, 0, -8, -2, -20
6,-4:-4, -6, 6, -2, -10, 14
6,-4:-4, -6, 6, -2, -10, 16
6,-4:-4, -6, 6, -2, -10, 18
13,-5:-4, -6, 6, -2, 14, -12
6,-4:-4, -6, 6, -2, 14, -10
4,1:-4, 2, 2, -8, -4, -10
-1,-1:-4, 4, -10, -8, -6, -14
1,11:-4, 4, -10, 6, 4, 0
-1,-1:-4, 4, -2, -14, -8, -8
-1,-1:-4, 4, -2, -14, -8, -6
-1,-1:-4, 4, -2, -14, -8, -4
6,-5:-4, 4, -2, -12, -2, 2
6,-5:-4, 4, -2, -12, -2, 4
6,-5:-4, 4, -2, -12, -2, 6
-1,-1:-4, 4, 4, -6, -14, 14
2,2:6, -4, -4, -12, -14, 2
2,2:6, -4, -4, -12, -14, 6
-1,8:6, -4, 6, 6, 8, 2
7,0:6, 6, -2, -4, 16, 2
8,7:6, 6, -2, 4, 8, 8
-4,5:6, 6, -2, 12, 0, 12
-4,5:6, 6, -2, 12, 0, 14
-4,5:6, 6, -2, 12, 0, 16
-4,5:6, 6, -2, 12, 12, 0
-4,5:6, 6, 8, -4, -2, -4
-4,5:6, 6, 8, -4, -2, -2
-4,5:6, 6, 8, -4, -2, 0
-4,5:6, 6, 8, -4, 2, -10
-4,5:6, 6, 8, -4, 2, 0
7,0:6, 6, 8, -4, 2, 6
7,0:6, 6, 8, -4, 2, 16
-8,7:6, 6, 8, 10, 2, 10
-8,7:6, 6, 8, 10, 2, 20
-8,7:6, 6, 8, 10, 4, 16
-8,7:6, 6, 8, 10, 20, 2
-8,7:6, 6, 8, 10, 20, 6
2,8:6, 6, 8, 10, 20, 22
5,5:-4, -6, 6, 0, -8, 10, -8
10,-5:-4, -6, 6, 0, -8, 10, -4
10,-5:-4, -6, 6, 0, -8, 10, 0
11,0:-4, -6, 6, 4, -8, 10, -16
2,-15:-4, -6, 6, 10, 0, -4, 6
2,-15:-4, -6, 6, 10, 0, -4, 8
2,-15:-4, -6, 6, 10, 0, -4, 10
2,-15:-4, -6, 6, 10, 0, 6, -4
4,1:-4, 2, 0, -8, -4, -10, -14
4,1:-4, 2, 2, -8, -16, -10, -8
4,1:-4, 2, 2, -8, -16, -10, 2
-4,6:-4, 2, 6, 0, 8, 14, -4
17,-5:-4, 2, 6, 0, 14, -12, -18
13,1:-4, 2, 6, 6, 12, -8, 2
13,1:-4, 2, 6, 6, 12, -8, 4
13,1:-4, 2, 6, 6, 12, -8, 6
-1,-1:-4, 4, -10, -12, -12, -14, -10
-1,-1:-4, 4, -10, -12, -12, -14, -8
-1,-1:-4, 4, -10, -12, -12, -14, -6
-1,-1:-4, 4, -10, -8, -18, -14, -10
-1,-1:-4, 4, -10, -8, -18, -14, 0
-1,-1:-4, 4, -10, -8, -16, 2, -12
-1,-1:-4, 4, -10, -8, -16, 2, -8
-1,-1:-4, 4, -10, -8, -6, -12, -8
-1,-1:-4, 4, -10, -8, -6, -12, 2
-1,-1:-4, 4, -10, -8, 2, -30, -8
-1,-1:-4, 4, -10, -8, 2, -30, -6
-1,-1:-4, 4, -10, -8, 2, -30, -4
-1,-1:-4, 4, -10, -8, 2, -8, -30
-1,-1:-4, 4, -10, -8, 2, -8, -28
-1,-1:-4, 4, -10, -8, 2, -8, -26
7,2:-4, 4, -10, 0, -8, -6, -12
-1,-1:-4, 4, -2, -14, -8, 0, -6
-1,-1:-4, 4, -2, -14, -8, 0, -4
-1,-1:-4, 4, -2, -14, -8, 0, -2
6,-5:-4, 4, -2, -12, -2, -2, 2
6,-5:-4, 4, -2, -12, -2, -2, 4
6,-5:-4, 4, -2, -12, 6, 0, 2
6,-5:-4, 4, -2, -12, 6, 0, 12
6,-5:-4, 4, -2, -12, 6, 4, 2
6,-5:-4, 4, -2, -12, 6, 4, 4
6,-5:-4, 4, -2, -12, 6, 4, 6
6,-5:-4, 4, -2, -12, 6, 6, -2
-1,-1:-4, 4, -2, -8, -12, -24, -20
-1,-1:-4, 4, -2, -8, -12, -24, -10
13,-4:-4, 4, -2, -8, -12, -24, -4
13,-4:-4, 4, -2, -8, -12, -24, 0
-1,-1:-4, 4, -2, -8, -12, -10, -24
-1,-1:-4, 4, -2, -8, -12, -10, -22
-1,-1:-4, 4, -2, -8, -12, -10, -20
13,-4:-4, 4, -2, -8, -12, -4, -24
13,-4:-4, 4, -2, -8, -12, -4, -22
20,-2:-4, 4, -2, -8, -10, 2, -22
20,-2:-4, 4, -2, -8, -10, 2, -18
-2,-2:-4, 4, -2, 6, 0, -24, -2
-2,-2:-4, 4, -2, 6, 0, -2, -24
-2,-2:-4, 4, -2, 6, 0, -2, -20
6,-5:-4, 4, -2, 6, 4, 4, -12
6,-5:-4, 4, -2, 6, 4, 4, -6
-1,-1:-4, 4, 4, -6, -14, 4, 10
-1,-1:-4, 4, 4, -6, -14, 4, 20
-1,-1:-4, 4, 4, -6, -14, 8, 6
-1,-1:-4, 4, 4, -6, -14, 8, 8
-1,-1:-4, 4, 4, -6, -14, 8, 10
-1,-1:-4, 4, 4, 4, -14, -4, 14
1,8:-4, 4, 4, 4, -14, 6, -4
1,8:-4, 4, 4, 4, -14, 6, 0
-1,-1:-4, 4, 4, 4, -14, 6, 4
-1,-1:-4, 4, 4, 4, -14, 6, 14
1,8:-4, 4, 4, 4, 6, 0, -14
1,8:-4, 4, 4, 4, 6, 0, -4
2,2:6, -4, -4, -12, -14, 4, -4
2,2:6, -4, -4, -12, -14, 4, -2
2,2:6, -4, -4, -12, -14, 4, 0
13,6:6, -4, -4, -12, -4, 2, 2
2,2:6, -4, -4, 4, -2, -14, -12
2,2:6, -4, -4, 4, -2, -14, -6
2,2:6, -4, -4, 4, -2, -12, -14
9,-2:6, -4, -4, 4, -2, -12, 0
5,5:6, -4, 6, -4, -4, -6, -14
14,5:6, -4, 6, -4, -4, 2, 2
5,5:6, -4, 6, -4, -4, 4, -14
-1,8:6, -4, 6, 6, -4, 2, 4
-1,8:6, -4, 6, 6, -4, 2, 14
-4,5:6, 6, -4, -4, -2, 2, 16
-2,10:6, 6, -4, 0, 10, 6, -2
7,10:6, 6, -4, 0, 10, 14, 14
-2,10:6, 6, -4, 0, 10, 16, -2
-4,5:6, 6, -4, 2, 10, 6, 14
-4,5:6, 6, -2, -4, -2, 4, 0
-4,5:6, 6, -2, -4, -2, 4, 2
-8,18:6, 6, -2, -4, 4, -2, 2
1,-9:6, 6, -2, -4, 4, 8, 14
-6,3:6, 6, -2, -4, 14, -8, 4
-6,3:6, 6, -2, -4, 14, -8, 6
-6,3:6, 6, -2, -4, 14, -8, 8
-4,5:6, 6, -2, -2, -2, -6, 0
-4,5:6, 6, -2, -2, -2, -6, 4
-4,5:6, 6, -2, -2, -2, -6, 10
12,-3:6, 6, -2, -2, 8, -2, 0
12,-3:6, 6, -2, -2, 8, 0, -2
-4,5:6, 6, -2, -2, 8, 2, -12
-4,5:6, 6, -2, 12, 0, 8, 10
-4,5:6, 6, -2, 12, 0, 8, 12
-4,5:6, 6, -2, 12, 0, 8, 14
-4,5:6, 6, -2, 12, 2, 12, 6
-4,5:6, 6, -2, 12, 2, 12, 8
-4,5:6, 6, -2, 12, 2, 12, 10
-1,11:6, 6, 8, -4, -8, 8, 0
-4,5:6, 6, 8, -4, -4, 0, -6
-4,5:6, 6, 8, -4, -4, 0, -4
-4,5:6, 6, 8, -4, -4, 0, -2
-4,5:6, 6, 8, -4, -2, -8, -6
-4,5:6, 6, 8, -4, -2, -8, -4
-4,5:6, 6, 8, -4, -2, -8, -2
-8,7:6, 6, 8, 2, 10, 14, 8
-8,7:6, 6, 8, 10, 4, 14, 10
-8,7:6, 6, 8, 10, 4, 14, 12
-8,7:6, 6, 8, 10, 4, 14, 14
-8,7:6, 6, 8, 10, 4, 20, 8
-8,7:6, 6, 8, 10, 4, 20, 10
-8,7:6, 6, 8, 10, 4, 20, 12
-8,7:6, 6, 8, 10, 12, 6, 4
-8,7:6, 6, 8, 10, 12, 6, 6
-8,7:6, 6, 8, 10, 12, 6, 8
2,3:6, 6, 8, 10, 18, 18, 26
-8,7:6, 6, 14, 10, -4, 10, 0
-8,7:6, 6, 14, 10, -4, 10, 4
5,13:6, 6, 16, -16, 4, 2, -6
14,13:6, 6, 16, -16, 4, 10, 10
5,13:6, 6, 16, -16, 4, 12, -6
10,11:-4, -14, -12, -2, 14, -2, 0, -6
-7,7:-4, -14, -12, 10, 10, 8, 0, -10
-7,7:-4, -14, -12, 10, 10, 8, 0, -8
-7,7:-4, -14, -12, 10, 10, 8, 0, -6
2,7:-4, -14, -12, 10, 10, 16, 16, -10
2,7:-4, -14, -12, 10, 10, 16, 16, -8
2,7:-4, -14, -12, 10, 10, 16, 16, -6
13,5:-4, -14, -12, 14, -12, -20, -22, -6
13,5:-4, -14, -12, 14, -12, -20, -22, -2
-7,7:-4, -14, -8, 10, 10, 2, 0, 16
-7,7:-4, -14, -8, 10, 10, 2, 0, 20
-10,13:-4, -14, -8, 10, 20, 20, 22, 16
-2,5:-4, -14, -8, 20, 12, 10, 30, 16
-1,12:-4, -14, -8, 20, 12, 18, 22, 22
-13,10:-4, -14, -8, 20, 12, 26, 14, 26
-13,10:-4, -14, -8, 20, 12, 26, 14, 28
-13,10:-4, -14, -8, 20, 12, 26, 14, 30
-13,10:-4, -14, -8, 20, 12, 26, 26, 14
-13,10:-4, -14, -8, 20, 22, 10, 12, 10
-13,10:-4, -14, -8, 20, 22, 10, 12, 12
-13,10:-4, -14, -8, 20, 22, 10, 12, 14
-13,10:-4, -14, -8, 20, 22, 10, 16, 4
-13,10:-4, -14, -8, 20, 22, 10, 16, 14
-2,5:-4, -14, -8, 20, 22, 10, 16, 20
-2,5:-4, -14, -8, 20, 22, 10, 16, 30
-17,12:-4, -14, -8, 20, 22, 24, 16, 24
-17,12:-4, -14, -8, 20, 22, 24, 16, 34
-17,12:-4, -14, -8, 20, 22, 24, 18, 30
-17,12:-4, -14, -8, 20, 22, 24, 34, 16
-17,12:-4, -14, -8, 20, 22, 24, 34, 20
-7,13:-4, -14, -8, 20, 22, 24, 34, 36
20,8:-4, -14, 10, -2, 0, -12, -10, -6
7,8:-4, -14, 10, -2, 0, -6, 20, 14
7,8:-4, -14, 10, -2, 0, -6, 20, 16
7,8:-4, -14, 10, -2, 0, -6, 20, 18
-7,7:-4, -14, 10, 10, 18, 4, 0, -10
-7,7:-4, -14, 10, 10, 18, 4, 0, -8
-7,7:-4, -14, 10, 10, 18, 4, 0, -6
-7,7:-4, -14, 10, 10, 18, 12, 10, -2
6,3:-4, -14, 10, 10, 18, 12, 14, 8
-10,13:-4, -14, 10, 20, 20, 22, 16, -8
-10,13:-4, -14, 10, 20, 20, 22, 16, -6
-10,13:-4, -14, 10, 20, 20, 22, 16, -4
18,3:-4, -14, 14, -2, -10, -12, 8, -6
19,10:-4, -14, 14, -2, -10, -4, 0, 0
7,8:-4, -14, 14, -2, -10, 4, -8, 4
7,8:-4, -14, 14, -2, -10, 4, -8, 6
7,8:-4, -14, 14, -2, -10, 4, -8, 8
7,8:-4, -14, 14, -2, -10, 4, 4, -8
7,8:-4, -14, 14, -2, 0, -12, -10, -12
7,8:-4, -14, 14, -2, 0, -12, -10, -10
7,8:-4, -14, 14, -2, 0, -12, -10, -8
7,8:-4, -14, 14, -2, 0, -12, -6, -18
7,8:-4, -14, 14, -2, 0, -12, -6, -8
18,3:-4, -14, 14, -2, 0, -12, -6, -2
18,3:-4, -14, 14, -2, 0, -12, -6, 8
3,10:-4, -14, 14, -2, 0, 2, -6, 2
3,10:-4, -14, 14, -2, 0, 2, -6, 12
3,10:-4, -14, 14, -2, 0, 2, -4, 8
3,10:-4, -14, 14, -2, 0, 2, 12, -6
3,10:-4, -14, 14, -2, 0, 2, 12, -2
13,11:-4, -14, 14, -2, 0, 2, 12, 14
-1,-1:-4, -12, -14, -4, -4, -10, -18, -4
15,1:-4, -12, -14, -4, -4, -10, -6, 0
15,1:-4, -12, -14, -4, -4, -10, -6, 2
15,1:-4, -12, -14, -4, -4, -10, -6, 4
-1,-1:-4, -12, -14, -4, -4, -10, -4, -18
-1,-1:-4, -12, -14, -4, -4, -10, -4, -14
15,1:-4, -12, -14, -4, -4, -10, -4, -4
15,1:-4, -12, -14, -4, -4, -10, -4, 0
15,1:-4, -12, -14, -4, -4, -10, -2, -2
-1,-1:-4, -12, -14, -4, -4, -10, 0, -4
15,1:-4, -12, -14, -4, -4, -10, 6, 2
15,1:-4, -12, -14, -4, -4, -10, 6, 4
-1,-1:-4, -12, -14, -4, -4, -6, -4, -2
-1,-1:-4, -12, -14, -4, -4, -6, -4, 0
-1,-1:-4, -12, -14, -4, -4, -6, -4, 2
18,6:-4, -12, -14, -4, -4, -6, 6, -6
11,7:-4, -12, -14, -4, -4, -6, 6, -4
-1,-1:-4, -12, -14, -4, -4, 0, -10, -8
-1,-1:-4, -12, -14, -4, -4, 0, -10, -6
-1,-1:-4, -12, -14, -4, -4, 0, -10, -4
-1,-1:-4, -12, -14, -4, -2, -8, 2, -4
-1,-1:-4, -12, -14, -4, -2, -8, 2, -2
-1,-1:-4, -12, -14, -4, -2, -8, 2, 0
-1,-1:-4, -12, -14, -4, -2, 2, 4, -4
-1,-1:-4, -12, -14, -4, 2, -6, -2, -10
11,3:-4, -12, -14, -4, 2, 6, 2, 6
10,3:-4, -12, -14, -4, 2, 6, 4, 4
10,3:-4, -12, -14, -4, 2, 6, 4, 6
7,18:-4, -12, -14, -4, 4, 2, -4, 24
-1,-1:-4, -12, -14, -4, 4, 2, 8, 16
-1,-1:-4, -12, -14, -4, 4, 2, 8, 24
7,18:-4, -12, -14, -4, 4, 2, 24, -4
7,18:-4, -12, -14, -4, 4, 2, 24, 0
-1,-1:-4, -12, -14, -4, 4, 2, 24, 8
-1,-1:-4, -12, -14, -4, 4, 2, 24, 18
-1,-1:-4, -12, -14, -4, 4, 8, 16, 2
-1,-1:-4, -12, -14, -4, 4, 8, 16, 6
-1,-1:-4, -12, -14, 4, -6, -8, -16, -6
-1,-1:-4, -12, -14, 4, -6, -8, -16, -2
-1,-1:-4, -12, -14, 4, -6, -8, -2, -16
-1,-1:-4, -12, -14, 4, -6, -8, -2, -6
-1,-1:-4, -12, -14, 4, -6, 0, 0, -14
-1,-1:-4, -12, -14, 4, -6, 0, 0, -4
13,2:-4, -12, -14, 4, -6, 0, 0, 0
-1,-1:-4, -12, -14, 4, 4, -6, 4, -2
-1,-1:-4, -12, -14, 4, 4, -6, 4, 0
-1,-1:-4, -12, -14, 4, 4, -6, 4, 2
-1,-1:-4, -12, -14, 4, 4, 4, 6, -2
7,-4:-4, -12, -8, -14, -10, -6, -10, -8
7,-4:-4, -12, -8, -14, -10, -6, -10, -6
7,-4:-4, -12, -8, -14, -10, -6, -10, -4
10,-5:-4, -12, -8, -14, 0, -24, -8, -22
10,-5:-4, -12, -8, -14, 0, -24, -8, -20
10,-5:-4, -12, -8, -14, 0, -24, -8, -18
16,8:-4, -12, -8, -14, 0, -14, -8, -18
16,8:-4, -12, -8, -14, 0, -14, -8, -14
10,-5:-4, -12, -8, -4, -14, 0, -20, -8
3,5:-4, -12, -8, -2, -2, -10, -2, -12
6,-6:-4, -12, -4, -8, -16, -16, -18, -26
15,-6:-4, -12, -4, -8, -16, -16, -10, -10
6,-6:-4, -12, -4, -8, -16, -16, -8, -26
0,-3:-4, -12, -4, -8, -6, -16, -10, -8
0,-3:-4, -12, -4, -8, -6, -16, -10, 2
15,1:-4, -12, -4, -4, -10, -4, 0, -4
15,1:-4, -12, -4, -4, -10, -2, -4, -6
6,5:-4, -12, -4, 2, 2, -6, -2, -8
11,3:-4, -12, -4, 2, 6, 2, 4, 4
11,3:-4, -12, -4, 2, 6, 2, 6, -14
10,3:-4, -12, -4, 2, 6, 4, 4, -14
14,-9:-4, -12, 4, -6, 0, -2, -2, -14
14,-9:-4, -12, 4, -6, 0, -2, -2, -12
14,-9:-4, -12, 4, -6, 0, -2, -2, -10
11,-2:-4, -12, 4, -6, 2, -4, -14, -4
13,-5:-4, -12, 4, 6, 4, -2, -12, -2
13,-5:-4, -12, 4, 6, 4, -2, -12, 0
13,-5:-4, -12, 4, 6, 4, -2, -12, 2
6,-4:-4, -12, 4, 6, 4, -2, -10, 0
6,-4:-4, -12, 4, 6, 4, -2, -10, 2
-1,1:-4, -6, -14, -2, -2, -2, -4, -12
8,1:-4, -6, -14, -2, -2, -2, 4, 4
-1,1:-4, -6, -14, -2, -2, -2, 6, -12
-7,4:-4, -6, -14, -2, 8, -2, 4, 6
-7,4:-4, -6, -14, -2, 8, -2, 4, 16
8,8:-4, -6, -14, 6, -2, -20, -16, -30
8,8:-4, -6, -14, 6, -2, -20, -16, -26
13,-13:-4, -6, -14, 6, -2, -20, -16, -4
13,-13:-4, -6, -14, 6, -2, -20, -16, 0
13,-13:-4, -6, -14, 6, -2, -20, -4, -16
13,-13:-4, -6, -14, 6, -2, -20, -4, -6
8,8:-4, -6, -14, 6, -2, -18, -16, -22
8,8:-4, -6, -14, 6, -2, -18, -16, -18
6,-12:-4, -6, -14, 6, -2, -18, -16, -4
6,-12:-4, -6, -14, 6, -2, -18, -16, 0
6,-12:-4, -6, -14, 6, -2, -18, -4, -16
6,-12:-4, -6, -14, 6, -2, -18, -4, -6
8,8:-4, -6, -14, 6, -2, -16, -12, -22
8,8:-4, -6, -14, 6, -2, -16, -12, -16
8,8:-4, -6, -14, 6, -2, -16, -12, -12
13,-13:-4, -6, -14, 6, -2, -16, -4, -20
6,-12:-4, -6, -14, 6, -2, -16, -4, -18
-4,6:-4, -6, -14, 6, 0, 8, 4, -4
5,6:-4, -6, -14, 6, 0, 8, 12, 12
-4,6:-4, -6, -14, 6, 0, 8, 14, -4
-1,3:-4, -6, -14, 6, 4, 0, -2, -10
8,3:-4, -6, -14, 6, 4, 0, 6, 6
-1,3:-4, -6, -14, 6, 4, 0, 8, -10
0,2:-4, -6, -14, 6, 6, 12, 2, 16
0,2:-4, -6, -14, 6, 6, 12, 2, 20
0,2:-4, -6, -14, 6, 6, 12, 16, 2
7,-7:-4, -6, -8, -20, -20, -26, -28, -12
7,-7:-4, -6, -8, -20, -20, -26, -28, -8
3,-9:-4, -6, -8, -18, -4, -14, -18, -26
12,-9:-4, -6, -8, -18, -4, -14, -10, -10
3,-9:-4, -6, -8, -18, -4, -14, -8, -26
1,-14:-4, -6, -8, -16, -28, -22, -6, -20
1,-14:-4, -6, -8, -16, -28, -22, -6, -10
7,-13:-4, -6, -8, -16, -26, -20, -22, 2
7,-13:-4, -6, -8, -16, -26, -20, -22, 6
20,-10:-4, -6, -8, -10, -2, -14, -8, -20
6,-3:-4, -6, -8, -4, -14, -10, -16, -20
1,-5:-4, -6, 0, -8, -18, -20, -2, -10
1,-5:-4, -6, 0, -8, -18, -20, -2, -8
1,-5:-4, -6, 0, -8, -18, -20, -2, -6
12,-1:-4, -6, 0, -8, -18, -10, -4, -4
1,-5:-4, -6, 0, -8, -2, -8, -20, -18
1,-5:-4, -6, 0, -8, -2, -8, -20, -12
1,-5:-4, -6, 0, -8, -2, -8, -18, -20
8,-9:-4, -6, 0, -8, -2, -8, -18, -6
2,0:-4, -6, 0, -2, -30, -4, -12, -6
5,-5:-4, -6, 0, -2, -30, -4, 2, -4
5,-5:-4, -6, 0, -2, -30, -4, 4, 4
22,4:-4, -6, 0, -2, -14, -20, -28, -22
25,-1:-4, -6, 0, -2, -14, -20, -14, -20
25,-1:-4, -6, 0, -2, -14, -20, -12, -12
12,-9:-4, -6, 6, -8, -18, -14, -10, 4
8,-2:-4, -6, 6, -8, -12, -14, 0, -4
1,-1:-4, -6, 6, -8, -12, -14, 0, -2
1,-1:-4, -6, 6, -8, -8, 0, -2, -18
1,-1:-4, -6, 6, -8, -8, 0, -2, -12
-15,1:-4, -6, 6, -2, -14, 12, 10, 2
-6,1:-4, -6, 6, -2, -14, 12, 18, 18
-15,1:-4, -6, 6, -2, -14, 12, 20, 2
6,-4:-4, -6, 6, -2, -10, 12, 10, 18
6,-4:-4, -6, 6, -2, -10, 22, 12, 14
