1,2:6
4,2:-5, -6
3,3:-5, 5
3,3:6, -4
2,4:6, 7
6,3:-5, -6, -7
5,4:-5, -6, 4
5,4:-5, 5, -5
4,5:-5, 5, 6
-8,7:-4, -14, -9
-8,7:-4, -14, -8
-8,7:-4, -14, -7
-8,7:-4, -14, -6
-8,7:-4, -14, -5
-8,7:-4, -14, -4
12,5:-4, -14, 13
12,5:-4, -14, 14
12,5:-4, -14, 15
12,5:-4, -14, 16
12,5:-4, -14, 17
12,5:-4, -14, 18
9,8:-4, 7, -25
9,8:-4, 7, -24
9,8:-4, 7, -23
9,8:-4, 7, -22
9,8:-4, 7, -21
9,8:-4, 7, -20
11,-12:-4, 7, -3
11,-12:-4, 7, -2
11,-12:-4, 7, -1
11,-12:-4, 7, 0
11,-12:-4, 7, 1
11,-12:-4, 7, 2
-12,11:5, -6, -1
-12,11:5, -6, 0
-12,11:5, -6, 1
-12,11:5, -6, 2
-12,11:5, -6, 3
-12,11:5, -6, 4
8,9:5, -6, 21
8,9:5, -6, 22
8,9:5, -6, 23
8,9:5, -6, 24
8,9:5, -6, 25
8,9:5, -6, 26
5,12:5, 15, -17
5,12:5, 15, -16
5,12:5, 15, -15
5,12:5, 15, -14
5,12:5, 15, -13
5,12:5, 15, -12
7,-8:5, 15, 5
7,-8:5, 15, 6
7,-8:5, 15, 7
7,-8:5, 15, 8
7,-8:5, 15, 9
7,-8:5, 15, 10
4,5:6, 7, -3
3,6:6, 7, 8
-8,7:-4, -14, -1, -6
-8,7:-4, -14, -1, -5
-8,7:-4, -14, -1, -4
-8,7:-4, -14, -1, -3
13,7:-4, -14, -1, 13
13,7:-4, -14, -1, 14
13,7:-4, -14, -1, 15
13,7:-4, -14, -1, 16
13,7:-4, -14, -1, 17
13,7:-4, -14, -1, 18
-6,8:-4, -14, 10, -9
-6,8:-4, -14, 10, -8
-6,8:-4, -14, 10, -7
-6,8:-4, -14, 10, -6
-6,8:-4, -14, 10, -5
-6,8:-4, -14, 10, -4
12,5:-4, -14, 10, 12
12,5:-4, -14, 10, 13
12,5:-4, -14, 10, 14
12,5:-4, -14, 10, 15
12,5:-4, -14, 10, 16
12,5:-4, -14, 10, 17
14,6:-4, -14, 13, -12
13,7:-4, -14, 13, -1
-7,9:-4, -14, 21, -9
-7,9:-4, -14, 21, -8
-7,9:-4, -14, 21, -7
-7,9:-4, -14, 21, -6
-7,9:-4, -14, 21, -5
-7,9:-4, -14, 21, -4
12,5:-4, -14, 21, 14
12,5:-4, -14, 21, 15
12,5:-4, -14, 21, 16
12,5:-4, -14, 21, 17
12,5:-4, -14, 21, 18
12,5:-4, -14, 21, 19
5,3:-4, -13, -9, 4
5,-6:-4, -13, -4, -8
5,-6:-4, -11, 7, -5
-2,1:-4, -6, -14, -2
-2,1:-4, 2, -3, 1
7,1:-4, 2, 2, -11
9,8:-4, 7, -28, -26
9,8:-4, 7, -28, -25
9,8:-4, 7, -28, -24
9,8:-4, 7, -28, -23
9,8:-4, 7, -28, -22
9,8:-4, 7, -28, -21
13,-11:-4, 7, -28, -3
13,-11:-4, 7, -28, -2
13,-11:-4, 7, -28, -1
13,-11:-4, 7, -28, 0
13,-11:-4, 7, -28, 1
13,-11:-4, 7, -28, 2
11,9:-4, 7, -25, -6
10,10:-4, 7, -25, 5
9,8:-4, 7, -17, -24
9,8:-4, 7, -17, -23
9,8:-4, 7, -17, -22
9,8:-4, 7, -17, -21
9,8:-4, 7, -17, -20
9,8:-4, 7, -17, -19
12,-10:-4, 7, -17, -3
12,-10:-4, 7, -17, -2
12,-10:-4, 7, -17, -1
12,-10:-4, 7, -17, 0
12,-10:-4, 7, -17, 1
12,-10:-4, 7, -17, 2
11,9:-4, 7, -6, -25
11,9:-4, 7, -6, -24
11,9:-4, 7, -6, -23
11,9:-4, 7, -6, -22
11,9:-4, 7, -6, -21
11,9:-4, 7, -6, -20
11,-12:-4, 7, -6, -4
11,-12:-4, 7, -6, -3
11,-12:-4, 7, -6, -2
11,-12:-4, 7, -6, -1
11,-12:-4, 7, -6, 0
11,-12:-4, 7, -6, 1
13,-11:-4, 7, -3, -28
12,-10:-4, 7, -3, -17
10,10:-4, 7, 5, -25
10,10:-4, 7, 5, -24
10,10:-4, 7, 5, -23
10,10:-4, 7, 5, -22
10,10:-4, 7, 5, -21
10,10:-4, 7, 5, -20
11,-12:-4, 7, 5, -2
11,-12:-4, 7, 5, -1
11,-12:-4, 7, 5, 0
11,-12:-4, 7, 5, 1
11,-12:-4, 7, 5, 2
11,-12:-4, 7, 5, 3
-12,11:5, -6, -4, -2
-12,11:5, -6, -4, -1
-12,11:5, -6, -4, 0
-12,11:5, -6, -4, 1
-12,11:5, -6, -4, 2
-12,11:5, -6, -4, 3
10,10:5, -6, -4, 21
10,10:5, -6, -4, 22
10,10:5, -6, -4, 23
10,10:5, -6, -4, 24
10,10:5, -6, -4, 25
10,10:5, -6, -4, 26
-10,12:5, -6, -1, 18
-11,13:5, -6, -1, 29
-12,11:5, -6, 7, 0
-12,11:5, -6, 7, 1
-12,11:5, -6, 7, 2
-12,11:5, -6, 7, 3
-12,11:5, -6, 7, 4
-12,11:5, -6, 7, 5
9,11:5, -6, 7, 21
9,11:5, -6, 7, 22
9,11:5, -6, 7, 23
9,11:5, -6, 7, 24
9,11:5, -6, 7, 25
9,11:5, -6, 7, 26
-10,12:5, -6, 18, -1
-10,12:5, -6, 18, 0
-10,12:5, -6, 18, 1
-10,12:5, -6, 18, 2
-10,12:5, -6, 18, 3
-10,12:5, -6, 18, 4
8,9:5, -6, 18, 20
8,9:5, -6, 18, 21
8,9:5, -6, 18, 22
8,9:5, -6, 18, 23
8,9:5, -6, 18, 24
8,9:5, -6, 18, 25
10,10:5, -6, 21, -4
9,11:5, -6, 21, 7
-11,13:5, -6, 29, -1
-11,13:5, -6, 29, 0
-11,13:5, -6, 29, 1
-11,13:5, -6, 29, 2
-11,13:5, -6, 29, 3
-11,13:5, -6, 29, 4
8,9:5, -6, 29, 22
8,9:5, -6, 29, 23
8,9:5, -6, 29, 24
8,9:5, -6, 29, 25
8,9:5, -6, 29, 26
8,9:5, -6, 29, 27
1,7:5, -5, -1, 12
1,-2:5, -5, 4, 0
1,-2:5, -3, 15, 3
-6,5:5, 2, -6, 6
-6,5:5, 10, 5, 9
3,5:5, 10, 10, -3
5,12:5, 15, -20, -18
5,12:5, 15, -20, -17
5,12:5, 15, -20, -16
5,12:5, 15, -20, -15
5,12:5, 15, -20, -14
5,12:5, 15, -20, -13
9,-7:5, 15, -20, 5
9,-7:5, 15, -20, 6
9,-7:5, 15, -20, 7
9,-7:5, 15, -20, 8
9,-7:5, 15, -20, 9
9,-7:5, 15, -20, 10
7,13:5, 15, -17, 2
6,14:5, 15, -17, 13
5,12:5, 15, -9, -16
5,12:5, 15, -9, -15
5,12:5, 15, -9, -14
5,12:5, 15, -9, -13
5,12:5, 15, -9, -12
5,12:5, 15, -9, -11
8,-6:5, 15, -9, 5
8,-6:5, 15, -9, 6
8,-6:5, 15, -9, 7
8,-6:5, 15, -9, 8
8,-6:5, 15, -9, 9
8,-6:5, 15, -9, 10
7,13:5, 15, 2, -17
7,13:5, 15, 2, -16
7,13:5, 15, 2, -15
7,13:5, 15, 2, -14
7,13:5, 15, 2, -13
7,13:5, 15, 2, -12
7,-8:5, 15, 2, 4
7,-8:5, 15, 2, 5
7,-8:5, 15, 2, 6
7,-8:5, 15, 2, 7
7,-8:5, 15, 2, 8
7,-8:5, 15, 2, 9
9,-7:5, 15, 5, -20
8,-6:5, 15, 5, -9
6,14:5, 15, 13, -17
6,14:5, 15, 13, -16
6,14:5, 15, 13, -15
6,14:5, 15, 13, -14
6,14:5, 15, 13, -13
6,14:5, 15, 13, -12
7,-8:5, 15, 13, 6
7,-8:5, 15, 13, 7
7,-8:5, 15, 13, 8
7,-8:5, 15, 13, 9
7,-8:5, 15, 13, 10
7,-8:5, 15, 13, 11
-7,9:6, -3, -13, -8
-7,9:6, -3, -13, -7
-7,9:6, -3, -13, -6
-7,9:6, -3, -13, -5
-7,9:6, -3, -13, -4
-7,9:6, -3, -13, -3
13,7:6, -3, -13, 14
13,7:6, -3, -13, 15
13,7:6, -3, -13, 16
13,7:6, -3, -13, 17
13,7:6, -3, -13, 18
13,7:6, -3, -13, 19
10,10:6, -3, 8, -24
10,10:6, -3, 8, -23
10,10:6, -3, 8, -22
10,10:6, -3, 8, -21
10,10:6, -3, 8, -20
10,10:6, -3, 8, -19
12,-10:6, -3, 8, -2
12,-10:6, -3, 8, -1
12,-10:6, -3, 8, 0
12,-10:6, -3, 8, 1
12,-10:6, -3, 8, 2
12,-10:6, -3, 8, 3
-11,13:6, 6, -5, 0
-11,13:6, 6, -5, 1
-11,13:6, 6, -5, 2
-11,13:6, 6, -5, 3
-11,13:6, 6, -5, 4
-11,13:6, 6, -5, 5
9,11:6, 6, -5, 22
9,11:6, 6, -5, 23
9,11:6, 6, -5, 24
9,11:6, 6, -5, 25
9,11:6, 6, -5, 26
9,11:6, 6, -5, 27
6,14:6, 6, 16, -16
6,14:6, 6, 16, -15
6,14:6, 6, 16, -14
6,14:6, 6, 16, -13
6,14:6, 6, 16, -12
6,14:6, 6, 16, -11
8,-6:6, 6, 16, 6
8,-6:6, 6, 16, 7
8,-6:6, 6, 16, 8
8,-6:6, 6, 16, 9
8,-6:6, 6, 16, 10
8,-6:6, 6, 16, 11
5,7:6, 7, 8, -2
4,8:6, 7, 8, 9
