1,2:6
4,2:-5, -6
3,3:-5, 5
3,3:6, -4
2,4:6, 7
6,3:-5, -6, -7
5,4:-5, -6, 4
5,4:-5, 5, -5
4,5:-5, 5, 6
-8,7:-4, -14, -9
-8,7:-4, -14, -8
-8,7:-4, -14, -7
-8,7:-4, -14, -6
-8,7:-4, -14, -5
-8,7:-4, -14, -4
12,5:-4, -14, 13
12,5:-4, -14, 14
12,5:-4, -14, 15
12,5:-4, -14, 16
12,5:-4, -14, 17
12,5:-4, -14, 18
9,8:-4, 7, -25
9,8:-4, 7, -24
9,8:-4, 7, -23
9,8:-4, 7, -22
9,8:-4, 7, -21
9,8:-4, 7, -20
11,-12:-4, 7, -3
11,-12:-4, 7, -2
11,-12:-4, 7, -1
11,-12:-4, 7, 0
11,-12:-4, 7, 1
11,-12:-4, 7, 2
-12,11:5, -6, -1
-12,11:5, -6, 0
-12,11:5, -6, 1
-12,11:5, -6, 2
-12,11:5, -6, 3
-12,11:5, -6, 4
8,9:5, -6, 21
8,9:5, -6, 22
8,9:5, -6, 23
8,9:5, -6, 24
8,9:5, -6, 25
8,9:5, -6, 26
5,12:5, 15, -17
5,12:5, 15, -16
5,12:5, 15, -15
5,12:5, 15, -14
5,12:5, 15, -13
5,12:5, 15, -12
7,-8:5, 15, 5
7,-8:5, 15, 6
7,-8:5, 15, 7
7,-8:5, 15, 8
7,-8:5, 15, 9
7,-8:5, 15, 10
4,5:6, 7, -3
3,6:6, 7, 8
-8,7:-4, -14, -1, -6
-8,7:-4, -14, -1, -5
-8,7:-4, -14, -1, -4
-8,7:-4, -14, -1, -3
13,7:-4, -14, -1, 13
13,7:-4, -14, -1, 14
13,7:-4, -14, -1, 15
13,7:-4, -14, -1, 16
13,7:-4, -14, -1, 17
13,7:-4, -14, -1, 18
-6,8:-4, -14, 10, -9
-6,8:-4, -14, 10, -8
-6,8:-4, -14, 10, -7
-6,8:-4, -14, 10, -6
-6,8:-4, -14, 10, -5
-6,8:-4, -14, 10, -4
12,5:-4, -14, 10, 12
12,5:-4, -14, 10, 13
12,5:-4, -14, 10, 14
12,5:-4, -14, 10, 15
12,5:-4, -14, 10, 16
12,5:-4, -14, 10, 17
14,6:-4, -14, 13, -12
13,7:-4, -14, 13, -1
-7,9:-4, -14, 21, -9
-7,9:-4, -14, 21, -8
-7,9:-4, -14, 21, -7
-7,9:-4, -14, 21, -6
-7,9:-4, -14, 21, -5
-7,9:-4, -14, 21, -4
12,5:-4, -14, 21, 14
12,5:-4, -14, 21, 15
12,5:-4, -14, 21, 16
12,5:-4, -14, 21, 17
12,5:-4, -14, 21, 18
12,5:-4, -14, 21, 19
5,3:-4, -13, -9, 4
5,-6:-4, -13, -4, -8
5,-6:-4, -11, 7, -5
-2,1:-4, -6, -14, -2
-2,1:-4, 2, -3, 1
7,1:-4, 2, 2, -11
9,8:-4, 7, -28, -26
9,8:-4, 7, -28, -25
9,8:-4, 7, -28, -24
9,8:-4, 7, -28, -23
9,8:-4, 7, -28, -22
9,8:-4, 7, -28, -21
13,-11:-4, 7, -28, -3
13,-11:-4, 7, -28, -2
13,-11:-4, 7, -28, -1
13,-11:-4, 7, -28, 0
13,-11:-4, 7, -28, 1
13,-11:-4, 7, -28, 2
11,9:-4, 7, -25, -6
10,10:-4, 7, -25, 5
9,8:-4, 7, -17, -24
9,8:-4, 7, -17, -23
9,8:-4, 7, -17, -22
9,8:-4, 7, -17, -21
9,8:-4, 7, -17, -20
9,8:-4, 7, -17, -19
12,-10:-4, 7, -17, -3
12,-10:-4, 7, -17, -2
12,-10:-4, 7, -17, -1
12,-10:-4, 7, -17, 0
12,-10:-4, 7, -17, 1
12,-10:-4, 7, -17, 2
11,9:-4, 7, -6, -25
11,9:-4, 7, -6, -24
11,9:-4, 7, -6, -23
11,9:-4, 7, -6, -22
11,9:-4, 7, -6, -21
11,9:-4, 7, -6, -20
11,-12:-4, 7, -6, -4
11,-12:-4, 7, -6, -3
11,-12:-4, 7, -6, -2
11,-12:-4, 7, -6, -1
11,-12:-4, 7, -6, 0
11,-12:-4, 7, -6, 1
13,-11:-4, 7, -3, -28
12,-10:-4, 7, -3, -17
10,10:-4, 7, 5, -25
10,10:-4, 7, 5, -24
10,10:-4, 7, 5, -23
10,10:-4, 7, 5, -22
10,10:-4, 7, 5, -21
10,10:-4, 7, 5, -20
11,-12:-4, 7, 5, -2
11,-12:-4, 7, 5, -1
11,-12:-4, 7, 5, 0
11,-12:-4, 7, 5, 1
11,-12:-4, 7, 5, 2
11,-12:-4, 7, 5, 3
-12,11:5, -6, -4, -2
-12,11:5, -6, -4, -1
-12,11:5, -6, -4, 0
-12,11:5, -6, -4, 1
-12,11:5, -6, -4, 2
-12,11:5, -6, -4, 3
10,10:5, -6, -4, 21
10,10:5, -6, -4, 22
10,10:5, -6, -4, 23
10,10:5, -6, -4, 24
10,10:5, -6, -4, 25
10,10:5, -6, -4, 26
-10,12:5, -6, -1, 18
-11,13:5, -6, -1, 29
-12,11:5, -6, 7, 0
-12,11:5, -6, 7, 1
-12,11:5, -6, 7, 2
-12,11:5, -6, 7, 3
-12,11:5, -6, 7, 4
-12,11:5, -6, 7, 5
9,11:5, -6, 7, 21
9,11:5, -6, 7, 22
9,11:5, -6, 7, 23
9,11:5, -6, 7, 24
9,11:5, -6, 7, 25
9,11:5, -6, 7, 26
-10,12:5, -6, 18, -1
-10,12:5, -6, 18, 0
-10,12:5, -6, 18, 1
-10,12:5, -6, 18, 2
-10,12:5, -6, 18, 3
-10,12:5, -6, 18, 4
8,9:5, -6, 18, 20
8,9:5, -6, 18, 21
8,9:5, -6, 18, 22
8,9:5, -6, 18, 23
8,9:5, -6, 18, 24
8,9:5, -6, 18, 25
10,10:5, -6, 21, -4
9,11:5, -6, 21, 7
-11,13:5, -6, 29, -1
-11,13:5, -6, 29, 0
-11,13:5, -6, 29, 1
-11,13:5, -6, 29, 2
-11,13:5, -6, 29, 3
-11,13:5, -6, 29, 4
8,9:5, -6, 29, 22
8,9:5, -6, 29, 23
8,9:5, -6, 29, 24
8,9:5, -6, 29, 25
8,9:5, -6, 29, 26
8,9:5, -6, 29, 27
1,7:5, -5, -1, 12
1,-2:5, -5, 4, 0
1,-2:5, -3, 15, 3
-6,5:5, 2, -6, 6
-6,5:5, 10, 5, 9
3,5:5, 10, 10, -3
5,12:5, 15, -20, -18
5,12:5, 15, -20, -17
5,12:5, 15, -20, -16
5,12:5, 15, -20, -15
5,12:5, 15, -20, -14
5,12:5, 15, -20, -13
9,-7:5, 15, -20, 5
9,-7:5, 15, -20, 6
9,-7:5, 15, -20, 7
9,-7:5, 15, -20, 8
9,-7:5, 15, -20, 9
9,-7:5, 15, -20, 10
7,13:5, 15, -17, 2
6,14:5, 15, -17, 13
5,12:5, 15, -9, -16
5,12:5, 15, -9, -15
5,12:5, 15, -9, -14
5,12:5, 15, -9, -13
5,12:5, 15, -9, -12
5,12:5, 15, -9, -11
8,-6:5, 15, -9, 5
8,-6:5, 15, -9, 6
8,-6:5, 15, -9, 7
8,-6:5, 15, -9, 8
8,-6:5, 15, -9, 9
8,-6:5, 15, -9, 10
7,13:5, 15, 2, -17
7,13:5, 15, 2, -16
7,13:5, 15, 2, -15
7,13:5, 15, 2, -14
7,13:5, 15, 2, -13
7,13:5, 15, 2, -12
7,-8:5, 15, 2, 4
7,-8:5, 15, 2, 5
7,-8:5, 15, 2, 6
7,-8:5, 15, 2, 7
7,-8:5, 15, 2, 8
7,-8:5, 15, 2, 9
9,-7:5, 15, 5, -20
8,-6:5, 15, 5, -9
6,14:5, 15, 13, -17
6,14:5, 15, 13, -16
6,14:5, 15, 13, -15
6,14:5, 15, 13, -14
6,14:5, 15, 13, -13
6,14:5, 15, 13, -12
7,-8:5, 15, 13, 6
7,-8:5, 15, 13, 7
7,-8:5, 15, 13, 8
7,-8:5, 15, 13, 9
7,-8:5, 15, 13, 10
7,-8:5, 15, 13, 11
-7,9:6, -3, -13, -8
-7,9:6, -3, -13, -7
-7,9:6, -3, -13, -6
-7,9:6, -3, -13, -5
-7,9:6, -3, -13, -4
-7,9:6, -3, -13, -3
13,7:6, -3, -13, 14
13,7:6, -3, -13, 15
13,7:6, -3, -13, 16
13,7:6, -3, -13, 17
13,7:6, -3, -13, 18
13,7:6, -3, -13, 19
10,10:6, -3, 8, -24
10,10:6, -3, 8, -23
10,10:6, -3, 8, -22
10,10:6, -3, 8, -21
10,10:6, -3, 8, -20
10,10:6, -3, 8, -19
12,-10:6, -3, 8, -2
12,-10:6, -3, 8, -1
12,-10:6, -3, 8, 0
12,-10:6, -3, 8, 1
12,-10:6, -3, 8, 2
12,-10:6, -3, 8, 3
-11,13:6, 6, -5, 0
-11,13:6, 6, -5, 1
-11,13:6, 6, -5, 2
-11,13:6, 6, -5, 3
-11,13:6, 6, -5, 4
-11,13:6, 6, -5, 5
9,11:6, 6, -5, 22
9,11:6, 6, -5, 23
9,11:6, 6, -5, 24
9,11:6, 6, -5, 25
9,11:6, 6, -5, 26
9,11:6, 6, -5, 27
6,14:6, 6, 16, -16
6,14:6, 6, 16, -15
6,14:6, 6, 16, -14
6,14:6, 6, 16, -13
6,14:6, 6, 16, -12
6,14:6, 6, 16, -11
8,-6:6, 6, 16, 6
8,-6:6, 6, 16, 7
8,-6:6, 6, 16, 8
8,-6:6, 6, 16, 9
8,-6:6, 6, 16, 10
8,-6:6, 6, 16, 11
5,7:6, 7, 8, -2
4,8:6, 7, 8, 9
10,5:-5, -6, -7, -8, -9
9,6:-5, -6, -7, -8, 2
9,6:-5, -6, -7, 3, -7
8,7:-5, -6, -7, 3, 4
-4,9:-5, -6, -6, -16, -11
-4,9:-5, -6, -6, -16, -10
-4,9:-5, -6, -6, -16, -9
-4,9:-5, -6, -6, -16, -8
-4,9:-5, -6, -6, -16, -7
-4,9:-5, -6, -6, -16, -6
16,7:-5, -6, -6, -16, 11
16,7:-5, -6, -6, -16, 12
16,7:-5, -6, -6, -16, 13
16,7:-5, -6, -6, -16, 14
16,7:-5, -6, -6, -16, 15
16,7:-5, -6, -6, -16, 16
13,10:-5, -6, -6, 5, -27
13,10:-5, -6, -6, 5, -26
13,10:-5, -6, -6, 5, -25
13,10:-5, -6, -6, 5, -24
13,10:-5, -6, -6, 5, -23
13,10:-5, -6, -6, 5, -22
15,-10:-5, -6, -6, 5, -5
15,-10:-5, -6, -6, 5, -4
15,-10:-5, -6, -6, 5, -3
15,-10:-5, -6, -6, 5, -2
15,-10:-5, -6, -6, 5, -1
15,-10:-5, -6, -6, 5, 0
-8,13:-5, -6, 3, -8, -3
-8,13:-5, -6, 3, -8, -2
-8,13:-5, -6, 3, -8, -1
-8,13:-5, -6, 3, -8, 0
-8,13:-5, -6, 3, -8, 1
-8,13:-5, -6, 3, -8, 2
12,11:-5, -6, 3, -8, 19
12,11:-5, -6, 3, -8, 20
12,11:-5, -6, 3, -8, 21
12,11:-5, -6, 3, -8, 22
12,11:-5, -6, 3, -8, 23
12,11:-5, -6, 3, -8, 24
9,14:-5, -6, 3, 13, -19
9,14:-5, -6, 3, 13, -18
9,14:-5, -6, 3, 13, -17
9,14:-5, -6, 3, 13, -16
9,14:-5, -6, 3, 13, -15
9,14:-5, -6, 3, 13, -14
11,-6:-5, -6, 3, 13, 3
11,-6:-5, -6, 3, 13, 4
11,-6:-5, -6, 3, 13, 5
11,-6:-5, -6, 3, 13, 6
11,-6:-5, -6, 3, 13, 7
11,-6:-5, -6, 3, 13, 8
8,7:-5, -6, 4, 5, -5
7,8:-5, -6, 4, 5, 6
-6,8:-5, -5, -15, -13, -11
-6,8:-5, -5, -15, -13, -10
-6,8:-5, -5, -15, -13, -9
-6,8:-5, -5, -15, -13, -8
-6,8:-5, -5, -15, -13, -7
-6,8:-5, -5, -15, -13, -6
16,7:-5, -5, -15, -13, 12
16,7:-5, -5, -15, -13, 13
16,7:-5, -5, -15, -13, 14
16,7:-5, -5, -15, -13, 15
16,7:-5, -5, -15, -13, 16
16,7:-5, -5, -15, -13, 17
-4,9:-5, -5, -15, -10, 9
-5,10:-5, -5, -15, -10, 20
-6,8:-5, -5, -15, -2, -9
-6,8:-5, -5, -15, -2, -8
-6,8:-5, -5, -15, -2, -7
-6,8:-5, -5, -15, -2, -6
-6,8:-5, -5, -15, -2, -5
-6,8:-5, -5, -15, -2, -4
15,8:-5, -5, -15, -2, 12
15,8:-5, -5, -15, -2, 13
15,8:-5, -5, -15, -2, 14
15,8:-5, -5, -15, -2, 15
15,8:-5, -5, -15, -2, 16
15,8:-5, -5, -15, -2, 17
-4,9:-5, -5, -15, 9, -10
-4,9:-5, -5, -15, 9, -9
-4,9:-5, -5, -15, 9, -8
-4,9:-5, -5, -15, 9, -7
-4,9:-5, -5, -15, 9, -6
-4,9:-5, -5, -15, 9, -5
14,6:-5, -5, -15, 9, 11
14,6:-5, -5, -15, 9, 12
14,6:-5, -5, -15, 9, 13
14,6:-5, -5, -15, 9, 14
14,6:-5, -5, -15, 9, 15
14,6:-5, -5, -15, 9, 16
16,7:-5, -5, -15, 12, -13
15,8:-5, -5, -15, 12, -2
-5,10:-5, -5, -15, 20, -10
-5,10:-5, -5, -15, 20, -9
-5,10:-5, -5, -15, 20, -8
-5,10:-5, -5, -15, 20, -7
-5,10:-5, -5, -15, 20, -6
-5,10:-5, -5, -15, 20, -5
14,6:-5, -5, -15, 20, 13
14,6:-5, -5, -15, 20, 14
14,6:-5, -5, -15, 20, 15
14,6:-5, -5, -15, 20, 16
14,6:-5, -5, -15, 20, 17
14,6:-5, -5, -15, 20, 18
7,4:-5, -5, -14, -10, 3
7,-5:-5, -5, -14, -5, -9
7,-5:-5, -5, -12, 6, -6
0,2:-5, -5, -7, -15, -3
0,2:-5, -5, 1, -4, 0
9,2:-5, -5, 1, 1, -12
11,9:-5, -5, 6, -29, -27
11,9:-5, -5, 6, -29, -26
11,9:-5, -5, 6, -29, -25
11,9:-5, -5, 6, -29, -24
11,9:-5, -5, 6, -29, -23
11,9:-5, -5, 6, -29, -22
15,-10:-5, -5, 6, -29, -4
15,-10:-5, -5, 6, -29, -3
15,-10:-5, -5, 6, -29, -2
15,-10:-5, -5, 6, -29, -1
15,-10:-5, -5, 6, -29, 0
15,-10:-5, -5, 6, -29, 1
13,10:-5, -5, 6, -26, -7
12,11:-5, -5, 6, -26, 4
11,9:-5, -5, 6, -18, -25
11,9:-5, -5, 6, -18, -24
11,9:-5, -5, 6, -18, -23
11,9:-5, -5, 6, -18, -22
11,9:-5, -5, 6, -18, -21
11,9:-5, -5, 6, -18, -20
14,-9:-5, -5, 6, -18, -4
14,-9:-5, -5, 6, -18, -3
14,-9:-5, -5, 6, -18, -2
14,-9:-5, -5, 6, -18, -1
14,-9:-5, -5, 6, -18, 0
14,-9:-5, -5, 6, -18, 1
13,10:-5, -5, 6, -7, -26
13,10:-5, -5, 6, -7, -25
13,10:-5, -5, 6, -7, -24
13,10:-5, -5, 6, -7, -23
13,10:-5, -5, 6, -7, -22
13,10:-5, -5, 6, -7, -21
13,-11:-5, -5, 6, -7, -5
13,-11:-5, -5, 6, -7, -4
13,-11:-5, -5, 6, -7, -3
13,-11:-5, -5, 6, -7, -2
13,-11:-5, -5, 6, -7, -1
13,-11:-5, -5, 6, -7, 0
15,-10:-5, -5, 6, -4, -29
14,-9:-5, -5, 6, -4, -18
12,11:-5, -5, 6, 4, -26
12,11:-5, -5, 6, 4, -25
12,11:-5, -5, 6, 4, -24
12,11:-5, -5, 6, 4, -23
12,11:-5, -5, 6, 4, -22
12,11:-5, -5, 6, 4, -21
13,-11:-5, -5, 6, 4, -3
13,-11:-5, -5, 6, 4, -2
13,-11:-5, -5, 6, 4, -1
13,-11:-5, -5, 6, 4, 0
13,-11:-5, -5, 6, 4, 1
13,-11:-5, -5, 6, 4, 2
-10,12:-5, 4, -7, -5, -3
-10,12:-5, 4, -7, -5, -2
-10,12:-5, 4, -7, -5, -1
-10,12:-5, 4, -7, -5, 0
-10,12:-5, 4, -7, -5, 1
-10,12:-5, 4, -7, -5, 2
12,11:-5, 4, -7, -5, 20
12,11:-5, 4, -7, -5, 21
12,11:-5, 4, -7, -5, 22
12,11:-5, 4, -7, -5, 23
12,11:-5, 4, -7, -5, 24
12,11:-5, 4, -7, -5, 25
-8,13:-5, 4, -7, -2, 17
-9,14:-5, 4, -7, -2, 28
-10,12:-5, 4, -7, 6, -1
-10,12:-5, 4, -7, 6, 0
-10,12:-5, 4, -7, 6, 1
-10,12:-5, 4, -7, 6, 2
-10,12:-5, 4, -7, 6, 3
-10,12:-5, 4, -7, 6, 4
11,12:-5, 4, -7, 6, 20
11,12:-5, 4, -7, 6, 21
11,12:-5, 4, -7, 6, 22
11,12:-5, 4, -7, 6, 23
11,12:-5, 4, -7, 6, 24
11,12:-5, 4, -7, 6, 25
-8,13:-5, 4, -7, 17, -2
-8,13:-5, 4, -7, 17, -1
-8,13:-5, 4, -7, 17, 0
-8,13:-5, 4, -7, 17, 1
-8,13:-5, 4, -7, 17, 2
-8,13:-5, 4, -7, 17, 3
10,10:-5, 4, -7, 17, 19
10,10:-5, 4, -7, 17, 20
10,10:-5, 4, -7, 17, 21
10,10:-5, 4, -7, 17, 22
10,10:-5, 4, -7, 17, 23
10,10:-5, 4, -7, 17, 24
12,11:-5, 4, -7, 20, -5
11,12:-5, 4, -7, 20, 6
-9,14:-5, 4, -7, 28, -2
-9,14:-5, 4, -7, 28, -1
-9,14:-5, 4, -7, 28, 0
-9,14:-5, 4, -7, 28, 1
-9,14:-5, 4, -7, 28, 2
-9,14:-5, 4, -7, 28, 3
10,10:-5, 4, -7, 28, 21
10,10:-5, 4, -7, 28, 22
10,10:-5, 4, -7, 28, 23
10,10:-5, 4, -7, 28, 24
10,10:-5, 4, -7, 28, 25
10,10:-5, 4, -7, 28, 26
3,8:-5, 4, -6, -2, 11
3,-1:-5, 4, -6, 3, -1
3,-1:-5, 4, -4, 14, 2
-4,6:-5, 4, 1, -7, 5
-4,6:-5, 4, 9, 4, 8
5,6:-5, 4, 9, 9, -4
7,13:-5, 4, 14, -21, -19
7,13:-5, 4, 14, -21, -18
7,13:-5, 4, 14, -21, -17
7,13:-5, 4, 14, -21, -16
7,13:-5, 4, 14, -21, -15
7,13:-5, 4, 14, -21, -14
11,-6:-5, 4, 14, -21, 4
11,-6:-5, 4, 14, -21, 5
11,-6:-5, 4, 14, -21, 6
11,-6:-5, 4, 14, -21, 7
11,-6:-5, 4, 14, -21, 8
11,-6:-5, 4, 14, -21, 9
9,14:-5, 4, 14, -18, 1
8,15:-5, 4, 14, -18, 12
7,13:-5, 4, 14, -10, -17
7,13:-5, 4, 14, -10, -16
7,13:-5, 4, 14, -10, -15
7,13:-5, 4, 14, -10, -14
7,13:-5, 4, 14, -10, -13
7,13:-5, 4, 14, -10, -12
10,-5:-5, 4, 14, -10, 4
10,-5:-5, 4, 14, -10, 5
10,-5:-5, 4, 14, -10, 6
10,-5:-5, 4, 14, -10, 7
10,-5:-5, 4, 14, -10, 8
10,-5:-5, 4, 14, -10, 9
9,14:-5, 4, 14, 1, -18
9,14:-5, 4, 14, 1, -17
9,14:-5, 4, 14, 1, -16
9,14:-5, 4, 14, 1, -15
9,14:-5, 4, 14, 1, -14
9,14:-5, 4, 14, 1, -13
9,-7:-5, 4, 14, 1, 3
9,-7:-5, 4, 14, 1, 4
9,-7:-5, 4, 14, 1, 5
9,-7:-5, 4, 14, 1, 6
9,-7:-5, 4, 14, 1, 7
9,-7:-5, 4, 14, 1, 8
11,-6:-5, 4, 14, 4, -21
10,-5:-5, 4, 14, 4, -10
8,15:-5, 4, 14, 12, -18
8,15:-5, 4, 14, 12, -17
8,15:-5, 4, 14, 12, -16
8,15:-5, 4, 14, 12, -15
8,15:-5, 4, 14, 12, -14
8,15:-5, 4, 14, 12, -13
9,-7:-5, 4, 14, 12, 5
9,-7:-5, 4, 14, 12, 6
9,-7:-5, 4, 14, 12, 7
9,-7:-5, 4, 14, 12, 8
9,-7:-5, 4, 14, 12, 9
9,-7:-5, 4, 14, 12, 10
-5,10:-5, 5, -4, -14, -9
-5,10:-5, 5, -4, -14, -8
-5,10:-5, 5, -4, -14, -7
-5,10:-5, 5, -4, -14, -6
-5,10:-5, 5, -4, -14, -5
-5,10:-5, 5, -4, -14, -4
15,8:-5, 5, -4, -14, 13
15,8:-5, 5, -4, -14, 14
15,8:-5, 5, -4, -14, 15
15,8:-5, 5, -4, -14, 16
15,8:-5, 5, -4, -14, 17
15,8:-5, 5, -4, -14, 18
12,11:-5, 5, -4, 7, -25
12,11:-5, 5, -4, 7, -24
12,11:-5, 5, -4, 7, -23
12,11:-5, 5, -4, 7, -22
12,11:-5, 5, -4, 7, -21
12,11:-5, 5, -4, 7, -20
14,-9:-5, 5, -4, 7, -3
14,-9:-5, 5, -4, 7, -2
14,-9:-5, 5, -4, 7, -1
14,-9:-5, 5, -4, 7, 0
14,-9:-5, 5, -4, 7, 1
14,-9:-5, 5, -4, 7, 2
-9,14:-5, 5, 5, -6, -1
-9,14:-5, 5, 5, -6, 0
-9,14:-5, 5, 5, -6, 1
-9,14:-5, 5, 5, -6, 2
-9,14:-5, 5, 5, -6, 3
-9,14:-5, 5, 5, -6, 4
11,12:-5, 5, 5, -6, 21
11,12:-5, 5, 5, -6, 22
11,12:-5, 5, 5, -6, 23
11,12:-5, 5, 5, -6, 24
11,12:-5, 5, 5, -6, 25
11,12:-5, 5, 5, -6, 26
8,15:-5, 5, 5, 15, -17
8,15:-5, 5, 5, 15, -16
8,15:-5, 5, 5, 15, -15
8,15:-5, 5, 5, 15, -14
8,15:-5, 5, 5, 15, -13
8,15:-5, 5, 5, 15, -12
10,-5:-5, 5, 5, 15, 5
10,-5:-5, 5, 5, 15, 6
10,-5:-5, 5, 5, 15, 7
10,-5:-5, 5, 5, 15, 8
10,-5:-5, 5, 5, 15, 9
10,-5:-5, 5, 5, 15, 10
7,8:-5, 5, 6, 7, -3
6,9:-5, 5, 6, 7, 8
-8,7:-4, -14, -12, -13, -11
-8,7:-4, -14, -12, -13, -10
-8,7:-4, -14, -12, -13, -9
-8,7:-4, -14, -12, -13, -8
-8,7:-4, -14, -12, -13, -7
-8,7:-4, -14, -12, -13, -6
16,7:-4, -14, -12, -13, 13
16,7:-4, -14, -12, -13, 14
16,7:-4, -14, -12, -13, 15
16,7:-4, -14, -12, -13, 16
16,7:-4, -14, -12, -13, 17
16,7:-4, -14, -12, -13, 18
-8,7:-4, -14, -12, -2, -9
-8,7:-4, -14, -12, -2, -8
-8,7:-4, -14, -12, -2, -7
-8,7:-4, -14, -12, -2, -6
-8,7:-4, -14, -12, -2, -5
-8,7:-4, -14, -12, -2, -4
15,8:-4, -14, -12, -2, 13
15,8:-4, -14, -12, -2, 14
15,8:-4, -14, -12, -2, 15
15,8:-4, -14, -12, -2, 16
15,8:-4, -14, -12, -2, 17
15,8:-4, -14, -12, -2, 18
-7,9:-4, -14, -12, 21, -10
-7,9:-4, -14, -12, 21, -9
-7,9:-4, -14, -12, 21, -8
-7,9:-4, -14, -12, 21, -7
-7,9:-4, -14, -12, 21, -6
-7,9:-4, -14, -12, 21, -5
14,6:-4, -14, -12, 21, 14
14,6:-4, -14, -12, 21, 15
14,6:-4, -14, -12, 21, 16
14,6:-4, -14, -12, 21, 17
14,6:-4, -14, -12, 21, 18
14,6:-4, -14, -12, 21, 19
-8,7:-4, -14, -11, -13, -16
-8,7:-4, -14, -11, -13, -5
-5,10:-4, -14, -9, 21, 11
-6,11:-4, -14, -9, 21, 22
-8,7:-4, -14, -2, -5, -8
-8,7:-4, -14, -2, -5, 3
-8,7:-4, -14, -1, 0, -7
-8,7:-4, -14, -1, 0, -6
-8,7:-4, -14, -1, 0, -5
-8,7:-4, -14, -1, 0, -4
-8,7:-4, -14, -1, 0, -3
-8,7:-4, -14, -1, 0, -2
14,9:-4, -14, -1, 0, 13
14,9:-4, -14, -1, 0, 14
14,9:-4, -14, -1, 0, 15
