-1,0:-4, -6, -13, -5, -25
-1,0:-4, -6, -13, -5, -24
-1,0:-4, -6, -13, -5, -23
-1,0:-4, -6, -13, -5, -22
-1,0:-4, -6, -13, -5, -21
5,-6:-4, -6, 6, -2, 14
5,-6:-4, -6, 6, -2, 15
5,-6:-4, -6, 6, -2, 16
5,-6:-4, -6, 6, -2, 17
5,-6:-4, -6, 6, -2, 18
5,-6:-4, -6, 6, -2, 19
-5,4:5, 2, -5, 3, -18
-5,4:5, 2, -5, 3, -17
-5,4:5, 2, -5, 3, -16
-5,4:5, 2, -5, 3, -15
-5,4:5, 2, -5, 3, -14
-5,4:5, 2, -5, 3, -13
1,-2:5, 2, 14, 6, 22
1,-2:5, 2, 14, 6, 23
1,-2:5, 2, 14, 6, 24
1,-2:5, 2, 14, 6, 25
1,-2:5, 2, 14, 6, 26
1,-2:5, 2, 14, 6, 27
6,-4:6, -3, -5, 7, -1, 20
-4,6:6, 6, 3, -4, 4, -17
-4,6:6, 6, 3, -4, 4, -16
-4,6:6, 6, 3, -4, 4, -15
-4,6:6, 6, 3, -4, 4, -14
-4,6:6, 6, 3, -4, 4, -13
-4,6:6, 6, 3, -4, 4, -12
2,0:6, 6, 3, 15, 7, 23
2,0:6, 6, 3, 15, 7, 24
2,0:6, 6, 3, 15, 7, 25
2,0:6, 6, 3, 15, 7, 26
2,0:6, 6, 3, 15, 7, 27
2,0:6, 6, 3, 15, 7, 28
3,2:-5, -6, -6, -8, -15, -7, -28
3,2:-5, -6, -6, -8, -15, -7, -27
3,2:-5, -6, -6, -8, -15, -7, -26
3,2:-5, -6, -6, -8, -15, -7, -25
3,2:-5, -6, -6, -8, -15, -7, -24
3,2:-5, -6, -6, -8, -15, -7, -23
9,-4:-5, -6, -6, -8, 4, -4, 12
9,-4:-5, -6, -6, -8, 4, -4, 13
9,-4:-5, -6, -6, -8, 4, -4, 14
9,-4:-5, -6, -6, -8, 4, -4, 15
9,-4:-5, -6, -6, -8, 4, -4, 16
9,-4:-5, -6, -6, -8, 4, -4, 17
-1,6:-5, -6, 3, 0, -7, 1, -20
-1,6:-5, -6, 3, 0, -7, 1, -19
-1,6:-5, -6, 3, 0, -7, 1, -18
-1,6:-5, -6, 3, 0, -7, 1, -17
-1,6:-5, -6, 3, 0, -7, 1, -16
-1,6:-5, -6, 3, 0, -7, 1, -15
5,0:-5, -6, 3, 0, 12, 4, 20
5,0:-5, -6, 3, 0, 12, 4, 21
5,0:-5, -6, 3, 0, 12, 4, 22
5,0:-5, -6, 3, 0, 12, 4, 23
5,0:-5, -6, 3, 0, 12, 4, 24
5,0:-5, -6, 3, 0, 12, 4, 25
7,11:-5, -5, -15, 9, 9, 16, 19
7,11:-5, -5, -15, 9, 9, 16, 20
7,11:-5, -5, -15, 9, 9, 16, 21
7,11:-5, -5, -15, 9, 9, 16, 22
7,11:-5, -5, -15, 9, 9, 16, 23
7,11:-5, -5, -15, 9, 9, 16, 24
12,6:-5, -5, -14, -15, -5, -2, 5
12,6:-5, -5, -12, -15, 3, -12, 7
13,-12:-5, -5, -12, -9, -12, -5, -22
5,-4:-5, -5, -12, -9, -12, -5, -9
4,12:-5, -5, -12, 2, 9, 1, -15
4,12:-5, -5, -12, 2, 9, 1, -9
4,12:-5, -5, -12, 2, 9, 1, -4
4,12:-5, -5, -12, 2, 9, 1, -1
1,1:-5, -5, -7, -14, -6, -30, -28
1,1:-5, -5, -7, -14, -6, -30, -27
1,1:-5, -5, -7, -14, -6, -30, -26
1,1:-5, -5, -7, -14, -6, -30, -25
1,1:-5, -5, -7, -14, -6, -30, -24
1,1:-5, -5, -7, -14, -6, -30, -23
1,1:-5, -5, -7, -14, -6, -19, -26
1,1:-5, -5, -7, -14, -6, -19, -25
1,1:-5, -5, -7, -14, -6, -19, -24
1,1:-5, -5, -7, -14, -6, -19, -23
1,1:-5, -5, -7, -14, -6, -19, -22
1,1:-5, -5, -7, -14, -6, -19, -21
12,-12:-5, -5, -7, -14, -3, -21, 0
12,-12:-5, -5, -7, -14, -3, -21, 1
12,-12:-5, -5, -7, -14, -3, -21, 2
12,-12:-5, -5, -7, -14, -3, -21, 3
12,-12:-5, -5, -7, -14, -3, -21, 4
12,-12:-5, -5, -7, -14, -3, -21, 5
4,-4:-5, -5, -7, -14, -3, -8, 1
4,-4:-5, -5, -7, -14, -3, -8, 2
4,-4:-5, -5, -7, -14, -3, -8, 3
4,-4:-5, -5, -7, -14, -3, -8, 4
4,-4:-5, -5, -7, -14, -3, -8, 5
12,-12:-5, -5, -7, -14, -3, 0, -21
4,-4:-5, -5, -7, -14, -3, 0, -8
2,-2:-5, -5, -7, 5, -6, -14, -1
-6,6:-5, -5, -7, 5, -6, -14, 12
2,-2:-5, -5, -7, 5, -6, -1, -14
2,-2:-5, -5, -7, 5, -6, -1, -13
2,-2:-5, -5, -7, 5, -6, -1, -12
2,-2:-5, -5, -7, 5, -6, -1, -11
2,-2:-5, -5, -7, 5, -6, -1, -10
-6,6:-5, -5, -7, 5, -6, 12, -14
-6,6:-5, -5, -7, 5, -6, 12, -13
-6,6:-5, -5, -7, 5, -6, 12, -12
-6,6:-5, -5, -7, 5, -6, 12, -11
-6,6:-5, -5, -7, 5, -6, 12, -10
-6,6:-5, -5, -7, 5, -6, 12, -9
7,-5:-5, -5, -7, 5, -3, 10, 12
7,-5:-5, -5, -7, 5, -3, 10, 13
7,-5:-5, -5, -7, 5, -3, 10, 14
7,-5:-5, -5, -7, 5, -3, 10, 15
7,-5:-5, -5, -7, 5, -3, 10, 16
7,-5:-5, -5, -7, 5, -3, 10, 17
7,-5:-5, -5, -7, 5, -3, 21, 14
7,-5:-5, -5, -7, 5, -3, 21, 15
7,-5:-5, -5, -7, 5, -3, 21, 16
7,-5:-5, -5, -7, 5, -3, 21, 17
7,-5:-5, -5, -7, 5, -3, 21, 18
7,-5:-5, -5, -7, 5, -3, 21, 19
12,6:-5, -5, 1, -4, -7, 6, -14
18,-2:-5, -5, 3, -11, -18, -10, -8
18,-2:-5, -5, 3, -11, -18, -10, -5
18,-2:-5, -5, 3, -11, -18, -10, 0
18,-2:-5, -5, 3, -11, -18, -10, 6
2,-1:-5, -5, 3, 0, -2, -4, 0
-6,7:-5, -5, 3, 0, -2, -4, 13
12,6:-5, -5, 3, 6, -12, -4, -16
17,1:-5, -5, 6, -18, -18, -25, -33
17,1:-5, -5, 6, -18, -18, -25, -32
17,1:-5, -5, 6, -18, -18, -25, -31
17,1:-5, -5, 6, -18, -18, -25, -30
17,1:-5, -5, 6, -18, -18, -25, -29
17,1:-5, -5, 6, -18, -18, -25, -28
3,15:-5, 4, -7, 17, 17, 24, 27
3,15:-5, 4, -7, 17, 17, 24, 28
3,15:-5, 4, -7, 17, 17, 24, 29
3,15:-5, 4, -7, 17, 17, 24, 30
3,15:-5, 4, -7, 17, 17, 24, 31
3,15:-5, 4, -7, 17, 17, 24, 32
8,10:-5, 4, -6, -7, 3, 6, 13
8,10:-5, 4, -4, -7, 11, -4, 15
9,-8:-5, 4, -4, -1, -4, 3, -14
1,0:-5, 4, -4, -1, -4, 3, -1
0,16:-5, 4, -4, 10, 17, 9, -7
0,16:-5, 4, -4, 10, 17, 9, -1
0,16:-5, 4, -4, 10, 17, 9, 4
0,16:-5, 4, -4, 10, 17, 9, 7
-3,5:-5, 4, 1, -6, 2, -22, -20
-3,5:-5, 4, 1, -6, 2, -22, -19
-3,5:-5, 4, 1, -6, 2, -22, -18
-3,5:-5, 4, 1, -6, 2, -22, -17
-3,5:-5, 4, 1, -6, 2, -22, -16
-3,5:-5, 4, 1, -6, 2, -22, -15
-3,5:-5, 4, 1, -6, 2, -11, -18
-3,5:-5, 4, 1, -6, 2, -11, -17
-3,5:-5, 4, 1, -6, 2, -11, -16
-3,5:-5, 4, 1, -6, 2, -11, -15
-3,5:-5, 4, 1, -6, 2, -11, -14
-3,5:-5, 4, 1, -6, 2, -11, -13
8,-8:-5, 4, 1, -6, 5, -13, 8
8,-8:-5, 4, 1, -6, 5, -13, 9
8,-8:-5, 4, 1, -6, 5, -13, 10
8,-8:-5, 4, 1, -6, 5, -13, 11
8,-8:-5, 4, 1, -6, 5, -13, 12
8,-8:-5, 4, 1, -6, 5, -13, 13
0,0:-5, 4, 1, -6, 5, 0, 9
0,0:-5, 4, 1, -6, 5, 0, 10
0,0:-5, 4, 1, -6, 5, 0, 11
0,0:-5, 4, 1, -6, 5, 0, 12
0,0:-5, 4, 1, -6, 5, 0, 13
8,-8:-5, 4, 1, -6, 5, 8, -13
0,0:-5, 4, 1, -6, 5, 8, 0
-2,2:-5, 4, 1, 13, 2, -6, 7
-10,10:-5, 4, 1, 13, 2, -6, 20
-2,2:-5, 4, 1, 13, 2, 7, -6
-2,2:-5, 4, 1, 13, 2, 7, -5
-2,2:-5, 4, 1, 13, 2, 7, -4
-2,2:-5, 4, 1, 13, 2, 7, -3
-2,2:-5, 4, 1, 13, 2, 7, -2
-10,10:-5, 4, 1, 13, 2, 20, -6
-10,10:-5, 4, 1, 13, 2, 20, -5
-10,10:-5, 4, 1, 13, 2, 20, -4
-10,10:-5, 4, 1, 13, 2, 20, -3
-10,10:-5, 4, 1, 13, 2, 20, -2
-10,10:-5, 4, 1, 13, 2, 20, -1
3,-1:-5, 4, 1, 13, 5, 18, 20
3,-1:-5, 4, 1, 13, 5, 18, 21
3,-1:-5, 4, 1, 13, 5, 18, 22
3,-1:-5, 4, 1, 13, 5, 18, 23
3,-1:-5, 4, 1, 13, 5, 18, 24
3,-1:-5, 4, 1, 13, 5, 18, 25
3,-1:-5, 4, 1, 13, 5, 29, 22
3,-1:-5, 4, 1, 13, 5, 29, 23
3,-1:-5, 4, 1, 13, 5, 29, 24
3,-1:-5, 4, 1, 13, 5, 29, 25
3,-1:-5, 4, 1, 13, 5, 29, 26
3,-1:-5, 4, 1, 13, 5, 29, 27
8,10:-5, 4, 9, 4, 1, 14, -6
14,2:-5, 4, 11, -3, -10, -2, 0
14,2:-5, 4, 11, -3, -10, -2, 3
14,2:-5, 4, 11, -3, -10, -2, 8
14,2:-5, 4, 11, -3, -10, -2, 14
-2,3:-5, 4, 11, 8, 6, 4, 8
-10,11:-5, 4, 11, 8, 6, 4, 21
8,10:-5, 4, 11, 14, -4, 4, -8
13,5:-5, 4, 14, -10, -10, -17, -25
13,5:-5, 4, 14, -10, -10, -17, -24
13,5:-5, 4, 14, -10, -10, -17, -23
13,5:-5, 4, 14, -10, -10, -17, -22
13,5:-5, 4, 14, -10, -10, -17, -21
13,5:-5, 4, 14, -10, -10, -17, -20
2,3:-5, 5, -4, -6, -13, -5, -26
2,3:-5, 5, -4, -6, -13, -5, -25
2,3:-5, 5, -4, -6, -13, -5, -24
2,3:-5, 5, -4, -6, -13, -5, -23
2,3:-5, 5, -4, -6, -13, -5, -22
2,3:-5, 5, -4, -6, -13, -5, -21
8,-3:-5, 5, -4, -6, 6, -2, 14
8,-3:-5, 5, -4, -6, 6, -2, 15
8,-3:-5, 5, -4, -6, 6, -2, 16
8,-3:-5, 5, -4, -6, 6, -2, 17
8,-3:-5, 5, -4, -6, 6, -2, 18
8,-3:-5, 5, -4, -6, 6, -2, 19
-2,7:-5, 5, 5, 2, -5, 3, -18
-2,7:-5, 5, 5, 2, -5, 3, -17
-2,7:-5, 5, 5, 2, -5, 3, -16
-2,7:-5, 5, 5, 2, -5, 3, -15
-2,7:-5, 5, 5, 2, -5, 3, -14
-2,7:-5, 5, 5, 2, -5, 3, -13
4,1:-5, 5, 5, 2, 14, 6, 22
4,1:-5, 5, 5, 2, 14, 6, 23
4,1:-5, 5, 5, 2, 14, 6, 24
4,1:-5, 5, 5, 2, 14, 6, 25
4,1:-5, 5, 5, 2, 14, 6, 26
4,1:-5, 5, 5, 2, 14, 6, 27
17,-1:-4, -14, -11, -13, -1, -9, 15
17,-1:-4, -14, -11, -13, -1, -9, 18
13,3:-4, -14, -2, -5, 7, -1, 11
13,3:-4, -14, -2, -5, 7, -1, 15
11,-14:-4, -14, -2, 10, 10, 9, 5
11,-14:-4, -14, -2, 10, 10, 9, 16
11,-14:-4, -14, -2, 10, 10, 16, 9
5,10:-4, -14, 10, 10, 17, 17, 19
5,10:-4, -14, 10, 10, 17, 17, 20
5,10:-4, -14, 10, 10, 17, 17, 21
5,10:-4, -14, 10, 10, 17, 17, 22
5,10:-4, -14, 10, 10, 17, 17, 23
5,10:-4, -14, 10, 10, 17, 17, 24
5,10:-4, -14, 10, 10, 17, 28, 21
5,10:-4, -14, 10, 10, 17, 28, 22
5,10:-4, -14, 10, 10, 17, 28, 23
5,10:-4, -14, 10, 10, 17, 28, 24
5,10:-4, -14, 10, 10, 17, 28, 25
5,10:-4, -14, 10, 10, 17, 28, 26
10,5:-4, -13, -14, -4, -5, -6, 6
0,-3:-4, -13, -14, -4, -1, -8, -3
0,-3:-4, -13, -14, -4, -1, -8, -2
0,-3:-4, -13, -14, -4, -1, -8, -1
0,-3:-4, -13, -14, -4, -1, -8, 0
0,-3:-4, -13, -14, -4, -1, -8, 1
0,-3:-4, -13, -14, -4, -1, -8, 2
3,-1:-4, -13, -13, -7, -21, -3, -1
-5,7:-4, -13, -13, -7, -21, -3, 12
-9,9:-4, -13, -9, -4, 4, -5, 7
-9,9:-4, -13, -9, -4, 4, -5, 8
-9,9:-4, -13, -9, -4, 4, -5, 11
-9,9:-4, -13, -9, -4, 4, -5, 18
-9,9:-4, -13, -9, -4, 4, 7, -5
-9,9:-4, -13, -9, -4, 4, 7, 2
-9,9:-4, -13, -9, -4, 4, 7, 5
-9,9:-4, -13, -9, -4, 4, 7, 6
10,-4:-4, -13, -9, -4, 7, -11, 0
10,-4:-4, -13, -9, -4, 7, -11, 1
10,-4:-4, -13, -9, -4, 7, -11, 2
10,-4:-4, -13, -9, -4, 7, -11, 3
10,-4:-4, -13, -9, -4, 7, -11, 4
10,-4:-4, -13, -9, -4, 7, -11, 5
10,-4:-4, -13, -9, -4, 7, 3, -11
2,4:-4, -13, -9, -4, 7, 3, 2
-1,-7:-4, -13, -8, -17, -6, -6, -11
5,-10:-4, -13, -8, -9, -10, -20, -22
5,-10:-4, -13, -8, -9, -10, -20, -11
2,-1:-4, -13, -8, 9, -20, -38, 6
2,-1:-4, -13, -8, 9, -20, 6, -38
2,-1:-4, -13, -8, 9, -20, 6, -37
2,-1:-4, -13, -8, 9, -20, 6, -36
2,-1:-4, -13, -8, 9, -20, 6, -35
2,-1:-4, -13, -8, 9, -20, 6, -34
2,-1:-4, -13, -8, 9, -20, 6, -33
-1,9:-4, -13, -4, 2, 1, -12, 7
-9,9:-4, -13, -4, 4, -5, 7, -9
-9,9:-4, -13, -4, 4, -5, 7, 2
10,-4:-4, -13, -4, 7, -11, 0, 2
1,5:-4, -13, -4, 7, -6, -13, -7
1,5:-4, -13, -4, 7, -6, -13, 0
1,5:-4, -13, -4, 7, -6, -13, 3
1,5:-4, -13, -4, 7, -6, -13, 4
1,5:-4, -13, -4, 7, -6, -7, -13
1,5:-4, -13, -4, 7, -6, -7, -12
1,5:-4, -13, -4, 7, -6, -7, -11
1,5:-4, -13, -4, 7, -6, -7, -10
1,5:-4, -13, -4, 7, -6, -7, -9
1,5:-4, -13, -4, 7, -6, -7, -8
2,4:-4, -13, -4, 7, 3, 2, -9
9,-6:-4, -13, 4, 3, 0, 4, -12
1,2:-4, -13, 4, 3, 0, 4, 1
5,-6:-4, -13, 4, 6, 4, -2, -1
5,-6:-4, -13, 4, 6, 4, -2, 0
5,-6:-4, -13, 4, 6, 4, -2, 1
5,-6:-4, -13, 4, 6, 4, -2, 2
5,-6:-4, -13, 4, 6, 4, -2, 3
10,5:-4, -11, -14, -11, 1, 6, 17
10,5:-4, -11, -14, -11, 1, 6, 18
10,5:-4, -11, -14, -11, 1, 6, 19
10,5:-4, -11, -14, -11, 1, 6, 20
10,5:-4, -11, -14, -11, 1, 6, 21
10,5:-4, -11, -14, -11, 1, 6, 22
6,-3:-4, -11, -14, -5, 9, -6, -6
-2,5:-4, -11, -14, -5, 9, -6, 7
-3,2:-4, -11, -14, 4, 5, 13, 2
11,-1:-4, -11, -13, -12, -5, -9, -4
11,-1:-4, -11, -13, -12, -5, -9, -1
11,-1:-4, -11, -13, -12, -5, -9, 6
-1,0:-4, -11, -13, -11, -5, -5, -10
-1,0:-4, -11, -13, -11, -5, -5, -9
-1,0:-4, -11, -13, -11, -5, -5, -8
-1,0:-4, -11, -13, -11, -5, -5, -7
-1,0:-4, -11, -13, -11, -5, -5, -6
-9,0:-4, -11, -13, 7, -5, -14, -2
-9,0:-4, -11, -13, 7, -5, -14, -1
-9,0:-4, -11, -13, 7, -5, -14, 2
-9,0:-4, -11, -13, 7, -5, -14, 9
-9,0:-4, -11, -13, 7, -5, -2, -14
-9,0:-4, -11, -13, 7, -5, -2, -7
-9,0:-4, -11, -13, 7, -5, -2, -4
-9,0:-4, -11, -13, 7, -5, -2, -3
10,-13:-4, -11, -13, 7, -2, -20, -9
10,-13:-4, -11, -13, 7, -2, -20, -8
10,-13:-4, -11, -13, 7, -2, -20, -7
10,-13:-4, -11, -13, 7, -2, -20, -6
10,-13:-4, -11, -13, 7, -2, -20, -5
10,-13:-4, -11, -13, 7, -2, -20, -4
-6,-10:-4, -11, -11, -1, -11, 0, -2
2,-13:-4, -11, -10, -19, -1, -14, -3
2,-13:-4, -11, -10, -19, -1, -14, 4
2,-13:-4, -11, -10, -19, -1, -14, 7
2,-13:-4, -11, -10, -19, -1, -14, 8
2,-13:-4, -11, -10, -19, -1, 4, -14
19,-2:-4, -11, -10, -9, -19, -16, -10
7,-4:-4, -11, 2, -10, -12, -11, -8
-1,4:-4, -11, 2, -10, -12, -11, 5
-3,31:-4, -11, 3, -9, 9, 19, -3
-3,31:-4, -11, 3, -9, 9, 19, -2
-3,31:-4, -11, 3, -9, 9, 19, -1
-3,31:-4, -11, 3, -9, 9, 19, 0
-3,31:-4, -11, 3, -9, 9, 19, 1
-3,31:-4, -11, 3, -9, 9, 19, 2
2,11:-4, -11, 3, 10, 2, -13, -9
2,11:-4, -11, 3, 10, 2, -13, -4
2,11:-4, -11, 3, 10, 2, -11, -10
2,11:-4, -11, 3, 10, 2, -11, -3
2,11:-4, -11, 3, 10, 2, -11, 0
2,11:-4, -11, 3, 10, 2, -11, 1
2,11:-4, -11, 3, 10, 2, -10, -6
2,11:-4, -11, 3, 10, 2, -10, -2
