1,8:-4, -11, -11, 0, -7, -9
4,4:-4, -11, -10, -9, -20, -9
4,4:-4, -11, -10, -8, -9, -23
4,4:-4, -11, -10, -8, -9, -18
4,4:-4, -11, -10, -8, -9, -17
4,4:-4, -11, -10, -8, -9, -12
14,-3:-4, 4, -10, 0, -1, -14
9,-1:-4, 4, 3, 1, 2, 5
9,-1:-4, 4, 3, 1, 2, 10
9,-1:-4, 4, 3, 1, 2, 11
9,-1:-4, 4, 3, 1, 2, 16
9,-1:-4, 4, 3, 1, 5, 2
13,-4:-4, 4, 4, -7, 0, 2
-2,13:5, -3, -6, 11, 2, 15
-3,12:5, -3, -3, 8, 1, -1
0,8:5, -3, -2, -1, -12, -1
0,8:5, -3, -2, 0, -1, -15
0,8:5, -3, -2, 0, -1, -10
0,8:5, -3, -2, 0, -1, -9
0,8:5, -3, -2, 0, -1, -4
10,1:5, 12, -2, 8, 7, -6
5,3:5, 12, 11, 9, 10, 13
5,3:5, 12, 11, 9, 10, 18
5,3:5, 12, 11, 9, 10, 19
5,3:5, 12, 11, 9, 10, 24
5,3:5, 12, 11, 9, 13, 10
9,0:5, 12, 12, 1, 8, 10
6,-11:-4, -11, -8, 6, 10, -13, -26
6,-11:-4, -11, -8, 6, 10, -13, -25
6,-11:-4, -11, -8, 6, 10, -13, -24
6,-11:-4, -11, -8, 6, 10, -13, -23
6,-11:-4, -11, -8, 6, 10, -13, -22
7,-6:-4, -6, -13, -10, -18, -11, -10
10,8:-4, -6, -13, -2, -9, 5, 1
6,1:-4, -6, -13, -2, -7, -11, 1
8,1:-4, -6, -13, 1, -16, 10, -4
8,1:-4, -6, -13, 1, 10, -4, -16
6,0:-4, -6, -8, -16, -5, 0, -25
13,-2:-4, -6, -8, -10, -20, -10, -3
13,-2:-4, -6, -8, -10, -20, -10, -2
13,-2:-4, -6, -8, -10, -20, -10, -1
13,-2:-4, -6, -8, -10, -20, -10, 0
13,-2:-4, -6, -8, -10, -20, -10, 1
13,-2:-4, -6, -8, -10, -20, -10, 2
13,-2:-4, -6, -8, -10, -10, -3, -20
3,8:-4, -6, 1, 3, 3, -9, 13
3,8:-4, -6, 1, 3, 3, 13, -9
3,8:-4, -6, 1, 3, 3, 13, -8
3,8:-4, -6, 1, 3, 3, 13, -7
3,8:-4, -6, 1, 3, 3, 13, -6
3,8:-4, -6, 1, 3, 3, 13, -5
3,8:-4, -6, 1, 3, 3, 13, -4
5,1:-4, -6, 1, 9, -2, -7, 18
6,3:-4, -6, 6, -8, -17, -3, 9
6,3:-4, -6, 6, -8, -17, 4, -3
6,1:-4, -6, 6, -5, 0, 4, -8
13,5:-4, -6, 6, -5, 2, -16, -8
-1,2:-4, -6, 6, 3, 11, 4, 3
5,4:-4, 2, -3, -9, -8, -7, -20
5,4:-4, 2, -3, -9, -8, -7, -13
5,4:-4, 2, -3, -9, -8, -7, -10
5,4:-4, 2, -3, -9, -8, -7, -9
0,6:-4, 2, 1, -5, -3, -3, -3
1,9:-4, 2, 1, 2, 3, 13, 2
1,9:-4, 2, 1, 2, 3, 13, 3
19,-15:-4, 2, 6, -14, -21, -25, 4
19,-15:-4, 2, 6, -14, -21, -25, 9
19,-15:-4, 2, 6, -14, -21, 4, -25
7,2:-4, 2, 6, -14, -19, -19, 4
7,2:-4, 2, 6, -14, -19, -19, 9
7,2:-4, 2, 6, -14, -19, 4, -19
7,2:-4, 2, 6, -14, -19, 4, -18
7,2:-4, 2, 6, -14, -19, 4, -17
7,2:-4, 2, 6, -14, -19, 4, -16
7,2:-4, 2, 6, -14, -19, 4, -15
7,2:-4, 2, 6, -14, -19, 4, -14
7,4:-4, 4, -10, 0, -1, -3, -17
7,4:-4, 4, -10, 0, -1, -3, -10
7,4:-4, 4, -10, 0, -1, -3, -7
7,4:-4, 4, -10, 0, -1, -3, -6
-6,1:-4, 4, 1, -13, -17, 1, 15
-6,1:-4, 4, 1, -13, -17, 1, 16
-6,1:-4, 4, 1, -13, -17, 1, 17
-6,1:-4, 4, 1, -13, -17, 1, 18
-6,1:-4, 4, 1, -13, -17, 1, 19
0,1:-4, 4, 1, -13, -17, 14, 14
0,1:-4, 4, 1, -13, -17, 14, 15
0,1:-4, 4, 1, -13, -17, 14, 16
0,1:-4, 4, 1, -13, -17, 14, 17
0,1:-4, 4, 1, -13, -17, 14, 18
0,1:-4, 4, 1, -13, -17, 14, 19
-6,1:-4, 4, 1, -13, -17, 15, 1
-6,1:-4, 4, 1, -13, -17, 15, 2
-6,1:-4, 4, 1, -13, -17, 15, 3
-6,1:-4, 4, 1, -13, -17, 15, 4
-6,1:-4, 4, 1, -13, -17, 15, 5
-6,1:-4, 4, 1, -13, -17, 15, 6
0,1:-4, 4, 1, -13, -17, 15, 14
13,6:-4, 4, 3, -14, -9, 10, -4
13,6:-4, 4, 3, -14, 10, -4, 2
5,11:-4, 4, 3, -4, -6, -14, -1
5,11:-4, 4, 3, -4, -6, -1, -14
5,11:-4, 4, 3, -4, -6, -1, -7
5,11:-4, 4, 3, -4, -6, -1, -4
5,11:-4, 4, 3, -4, -6, -1, -3
9,-1:-4, 4, 3, 1, 2, 9, 9
9,-1:-4, 4, 3, 1, 2, 9, 10
9,-1:-4, 4, 3, 1, 2, 9, 11
9,-1:-4, 4, 3, 1, 2, 9, 12
9,-1:-4, 4, 3, 1, 2, 9, 13
9,-1:-4, 4, 3, 1, 2, 9, 14
9,-1:-4, 4, 3, 1, 2, 12, 7
9,-1:-4, 4, 3, 1, 2, 12, 8
9,-1:-4, 4, 3, 1, 2, 12, 9
9,-1:-4, 4, 3, 1, 2, 12, 10
9,-1:-4, 4, 3, 1, 2, 12, 11
9,-1:-4, 4, 3, 1, 2, 12, 12
9,-1:-4, 4, 3, 2, 4, 2, 7
9,-1:-4, 4, 3, 2, 4, 2, 8
9,-1:-4, 4, 3, 2, 4, 2, 9
9,-1:-4, 4, 3, 2, 4, 2, 10
9,-1:-4, 4, 3, 2, 4, 2, 11
9,-1:-4, 4, 3, 2, 4, 2, 12
13,6:-4, 4, 3, 10, -4, 2, -14
9,-1:-4, 4, 3, 10, -4, 2, -11
9,-1:-4, 4, 3, 10, -4, 2, 0
0,10:-4, 4, 4, 6, 11, 33, 18
3,6:5, -5, -5, 15, -8, 15, 15
3,6:5, -5, -5, 15, -8, 15, 16
3,6:5, -5, -5, 15, -8, 15, 17
3,6:5, -5, -5, 15, -8, 15, 18
3,6:5, -5, -5, 15, -8, 15, 19
3,6:5, -5, -5, 15, -8, 15, 20
-14,18:5, -5, -5, 15, -8, 22, 26
3,6:5, -5, -5, 15, 15, 15, -8
3,6:5, -5, -5, 15, 15, 15, -3
-14,18:5, -5, -5, 15, 22, 26, -8
-14,18:5, -5, -5, 15, 22, 26, -3
10,0:5, -5, 0, -1, -2, -12, -2
10,0:5, -5, 0, -1, -2, -12, -1
7,-1:5, -5, 0, 4, 4, 6, 4
5,4:5, -5, 4, 10, 9, 8, 10
5,4:5, -5, 4, 10, 9, 8, 11
5,4:5, -5, 4, 10, 9, 8, 14
5,4:5, -5, 4, 10, 9, 8, 21
5,6:5, -3, -6, 11, 2, 4, 7
5,6:5, -3, -6, 11, 2, 4, 8
5,6:5, -3, -6, 11, 2, 4, 11
5,6:5, -3, -6, 11, 2, 4, 18
11,-1:5, -3, -3, -5, -10, -32, -17
0,8:5, -3, -2, -9, 5, -1, 1
0,8:5, -3, -2, -9, 5, -1, 12
7,12:5, -3, -2, -9, 5, -1, 15
7,12:5, -3, -2, -9, 5, 15, -1
7,12:5, -3, -2, -9, 15, 10, 5
0,8:5, -3, -2, -1, -3, -1, -11
0,8:5, -3, -2, -1, -3, -1, -10
0,8:5, -3, -2, -1, -3, -1, -9
0,8:5, -3, -2, -1, -3, -1, -8
0,8:5, -3, -2, -1, -3, -1, -7
0,8:5, -3, -2, -1, -3, -1, -6
0,8:5, -3, -2, 0, -11, -1, -11
0,8:5, -3, -2, 0, -11, -1, -10
0,8:5, -3, -2, 0, -11, -1, -9
0,8:5, -3, -2, 0, -11, -1, -8
0,8:5, -3, -2, 0, -11, -1, -7
0,8:5, -3, -2, 0, -11, -1, -6
0,8:5, -3, -2, 0, -8, -1, -13
0,8:5, -3, -2, 0, -8, -1, -12
0,8:5, -3, -2, 0, -8, -1, -11
0,8:5, -3, -2, 0, -8, -1, -10
0,8:5, -3, -2, 0, -8, -1, -9
0,8:5, -3, -2, 0, -8, -1, -8
12,4:5, -3, -2, 1, 7, 2, 4
12,4:5, -3, -2, 1, 7, 2, 5
12,4:5, -3, -2, 1, 7, 2, 8
12,4:5, -3, -2, 1, 7, 2, 15
12,4:5, -3, -2, 1, 7, 15, 2
2,-1:5, -3, 0, 14, 18, -18, -13
2,-7:5, -3, 0, 14, 18, -18, -5
2,-7:5, -3, 0, 14, 18, -18, -4
2,-7:5, -3, 0, 14, 18, -18, -3
2,-7:5, -3, 0, 14, 18, -18, -2
2,-7:5, -3, 0, 14, 18, -18, -1
2,-7:5, -3, 0, 14, 18, -18, 0
2,-1:5, -3, 0, 14, 18, -13, -18
2,-1:5, -3, 0, 14, 18, -13, -17
2,-1:5, -3, 0, 14, 18, -13, -16
2,-1:5, -3, 0, 14, 18, -13, -15
2,-1:5, -3, 0, 14, 18, -13, -14
2,-1:5, -3, 0, 14, 18, -13, -13
2,-7:5, -3, 0, 14, 18, -5, -18
2,-7:5, -3, 0, 14, 18, -5, -17
2,-7:5, -3, 0, 14, 18, -5, -16
2,-7:5, -3, 0, 14, 18, -5, -15
2,-7:5, -3, 0, 14, 18, -5, -14
3,-2:5, 2, -5, -2, -10, -3, -2
6,12:5, 2, -5, 6, -1, 13, 9
2,5:5, 2, -5, 6, 1, -3, 9
4,5:5, 2, -5, 9, -8, 18, 4
4,5:5, 2, -5, 9, 18, 4, -8
2,4:5, 2, 0, -8, 3, 8, -17
9,2:5, 2, 0, -2, -12, -2, 5
9,2:5, 2, 0, -2, -12, -2, 6
9,2:5, 2, 0, -2, -12, -2, 7
9,2:5, 2, 0, -2, -12, -2, 8
9,2:5, 2, 0, -2, -12, -2, 9
9,2:5, 2, 0, -2, -12, -2, 10
9,2:5, 2, 0, -2, -2, 5, -12
-1,12:5, 2, 9, 11, 11, -1, 21
-1,12:5, 2, 9, 11, 11, 21, -1
-1,12:5, 2, 9, 11, 11, 21, 0
-1,12:5, 2, 9, 11, 11, 21, 1
-1,12:5, 2, 9, 11, 11, 21, 2
-1,12:5, 2, 9, 11, 11, 21, 3
-1,12:5, 2, 9, 11, 11, 21, 4
1,5:5, 2, 9, 17, 6, 1, 26
2,7:5, 2, 14, 0, -9, 5, 17
2,7:5, 2, 14, 0, -9, 12, 5
2,5:5, 2, 14, 3, 8, 12, 0
9,9:5, 2, 14, 3, 10, -8, 0
-5,6:5, 2, 14, 11, 19, 12, 11
1,8:5, 10, 5, -1, 0, 1, -12
1,8:5, 10, 5, -1, 0, 1, -5
1,8:5, 10, 5, -1, 0, 1, -2
1,8:5, 10, 5, -1, 0, 1, -1
-4,10:5, 10, 9, 3, 5, 5, 5
-3,13:5, 10, 9, 10, 11, 21, 10
-3,13:5, 10, 9, 10, 11, 21, 11
15,-11:5, 10, 14, -6, -13, -17, 12
15,-11:5, 10, 14, -6, -13, -17, 17
15,-11:5, 10, 14, -6, -13, 12, -17
3,6:5, 10, 14, -6, -11, -11, 12
3,6:5, 10, 14, -6, -11, -11, 17
3,6:5, 10, 14, -6, -11, 12, -11
3,6:5, 10, 14, -6, -11, 12, -10
3,6:5, 10, 14, -6, -11, 12, -9
3,6:5, 10, 14, -6, -11, 12, -8
3,6:5, 10, 14, -6, -11, 12, -7
3,6:5, 10, 14, -6, -11, 12, -6
3,8:5, 12, -2, 8, 7, 5, -9
3,8:5, 12, -2, 8, 7, 5, -2
3,8:5, 12, -2, 8, 7, 5, 1
3,8:5, 12, -2, 8, 7, 5, 2
-10,5:5, 12, 9, -5, -9, 9, 23
-10,5:5, 12, 9, -5, -9, 9, 24
-10,5:5, 12, 9, -5, -9, 9, 25
-10,5:5, 12, 9, -5, -9, 9, 26
-10,5:5, 12, 9, -5, -9, 9, 27
-4,5:5, 12, 9, -5, -9, 22, 22
-4,5:5, 12, 9, -5, -9, 22, 23
-4,5:5, 12, 9, -5, -9, 22, 24
-4,5:5, 12, 9, -5, -9, 22, 25
-4,5:5, 12, 9, -5, -9, 22, 26
-4,5:5, 12, 9, -5, -9, 22, 27
-10,5:5, 12, 9, -5, -9, 23, 9
-10,5:5, 12, 9, -5, -9, 23, 10
-10,5:5, 12, 9, -5, -9, 23, 11
-10,5:5, 12, 9, -5, -9, 23, 12
-10,5:5, 12, 9, -5, -9, 23, 13
-10,5:5, 12, 9, -5, -9, 23, 14
-4,5:5, 12, 9, -5, -9, 23, 22
9,10:5, 12, 11, -6, -1, 18, 4
9,10:5, 12, 11, -6, 18, 4, 10
1,15:5, 12, 11, 4, 2, -6, 7
1,15:5, 12, 11, 4, 2, 7, -6
1,15:5, 12, 11, 4, 2, 7, 1
1,15:5, 12, 11, 4, 2, 7, 4
1,15:5, 12, 11, 4, 2, 7, 5
5,3:5, 12, 11, 9, 10, 17, 17
5,3:5, 12, 11, 9, 10, 17, 18
5,3:5, 12, 11, 9, 10, 17, 19
5,3:5, 12, 11, 9, 10, 17, 20
5,3:5, 12, 11, 9, 10, 17, 21
5,3:5, 12, 11, 9, 10, 17, 22
5,3:5, 12, 11, 9, 10, 20, 15
5,3:5, 12, 11, 9, 10, 20, 16
5,3:5, 12, 11, 9, 10, 20, 17
5,3:5, 12, 11, 9, 10, 20, 18
5,3:5, 12, 11, 9, 10, 20, 19
5,3:5, 12, 11, 9, 10, 20, 20
5,3:5, 12, 11, 10, 12, 10, 15
5,3:5, 12, 11, 10, 12, 10, 16
5,3:5, 12, 11, 10, 12, 10, 17
5,3:5, 12, 11, 10, 12, 10, 18
5,3:5, 12, 11, 10, 12, 10, 19
5,3:5, 12, 11, 10, 12, 10, 20
9,10:5, 12, 11, 18, 4, 10, -6
5,3:5, 12, 11, 18, 4, 10, -3
5,3:5, 12, 11, 18, 4, 10, 8
-4,14:5, 12, 12, 14, 19, 41, 26
3,11:6, -3, -10, -13, 4, -5, 8
2,10:6, -3, -10, -10, 1, -6, -8
5,6:6, -3, -10, -9, -8, -19, -8
5,6:6, -3, -10, -9, -7, -8, -22
5,6:6, -3, -10, -9, -7, -8, -17
5,6:6, -3, -10, -9, -7, -8, -16
5,6:6, -3, -10, -9, -7, -8, -11
15,-1:6, -3, 5, -9, 1, 0, -13
10,1:6, -3, 5, 4, 2, 3, 6
10,1:6, -3, 5, 4, 2, 3, 11
10,1:6, -3, 5, 4, 2, 3, 12
10,1:6, -3, 5, 4, 2, 3, 17
10,1:6, -3, 5, 4, 2, 6, 3
14,-2:6, -3, 5, 5, -6, 1, 3
-1,15:6, 6, -2, -5, 12, 3, 16
-2,14:6, 6, -2, -2, 9, 2, 0
1,10:6, 6, -2, -1, 0, -11, 0
1,10:6, 6, -2, -1, 1, 0, -14
1,10:6, 6, -2, -1, 1, 0, -9
1,10:6, 6, -2, -1, 1, 0, -8
1,10:6, 6, -2, -1, 1, 0, -3
11,3:6, 6, 13, -1, 9, 8, -5
6,5:6, 6, 13, 12, 10, 11, 14
6,5:6, 6, 13, 12, 10, 11, 19
6,5:6, 6, 13, 12, 10, 11, 20
6,5:6, 6, 13, 12, 10, 11, 25
6,5:6, 6, 13, 12, 10, 14, 11
10,2:6, 6, 13, 13, 2, 9, 11
